Code compiled on Mar 13 2026 at 16:53:56
ï»¿Simulation Mode (T/F),F
Airbrakes Enabled (T/F),T
Log File Name,RF
Sim File Name (if applicable),Sim
Burnout Mass (kg),0.595
Air Density (kg/m^3),1.254
Rocket CD,0.55
Airbrake CD,0.8
Rocket Area (m^2),0.00243
Kalman Model Y STD,0.2
Kalman Model V STD,0.5
Kalman Model A STD,0.5
Kalman Measurement Y STD,2
Kalman Measurement A STD,0.5
Target Apogee (m),228.6
Launch Acceleration Threshold (m/s^2),40
Coast Lockout (s),1.5
KP (1/s),0.24
Altimeter Lockout (s),60
Control Max Velocity (dep/s),2

Simulation Mode (T/F),F
Airbrakes Enabled (T/F),T
Log File Name,RF
Sim File Name (if applicable),Sim
Burnout Mass (kg),0.595
Air Density (kg/m^3),1.254
Rocket CD,0.55
Airbrake CD,0.8
Rocket Area (m^2),0.00243
Kalman Model Y STD,0.2
Kalman Model V STD,0.5
Kalman Model A STD,0.5
Kalman Measurement Y STD,2
Kalman Measurement A STD,0.5
Target Apogee (m),228.6
Launch Acceleration Threshold (m/s^2),40
Coast Lockout (s),1.5
KP (1/s),0.24
Altimeter Locko-1.091170,-0.122255,37.159428,0.094781,1.121860,27.357259,-0.335754,0.415234,19.999883,0.000000,0.000000,
176204532,103.746615,18.044743,3,-0.001709,0.321045,0.947021,0.006348,0.268731,-1.367045,-9.640893,-1.049718,-1.041584,-0.173656,103.099679,-6.551929,-0.155384,0.000000,0.000000,
176214316,104.147159,18.044743,3,-0.005981,0.347778,0.937561,0.005859,0.271900,-1.488453,-9.889182,-1.109255,-1.089121,0.080623,103.140488,-6.410723,0.017385,0.000000,0.000000,
176225116,103.452701,18.049284,3,-0.010071,0.374268,0.927246,0.005188,0.270204,-1.426682,-9.661327,-1.042438,-1.004093,-0.140515,103.102528,-6.370439,-0.098206,0.000000,0.000000,
176234640,102.558017,18.053825,3,-0.013977,0.400513,0.916199,0.004395,0.239387,-1.445917,-9.630399,-1.015489,-0.988143,-0.166275,102.987260,-6.445421,-0.148036,0.000000,0.000000,
176244366,102.851382,18.049284,3,-0.017639,0.426392,0.904358,0.003418,0.222752,-1.634245,-9.661148,-1.128339,-1.076517,-0.129073,102.910961,-6.464886,-0.134154,0.000000,0.000000,
176255500,102.545504,18.044743,3,-0.020874,0.451965,0.891785,0.002319,0.208038,-1.482721,-9.382363,-0.995279,-0.923370,-0.394254,102.802316,-6.518013,-0.324561,0.000000,0.000000,
176264723,102.745242,18.044743,3,-0.023743,0.477234,0.878418,0.001160,0.148647,-1.669966,-9.341893,-1.108751,-1.008428,-0.428417,102.736455,-6.529717,-0.400589,0.000000,0.000000,
176274553,103.051638,18.049284,3,-0.026123,0.502197,0.864319,-0.000061,0.139638,-1.632609,-9.568211,-1.061884,-0.940170,-0.198579,102.703822,-6.489470,-0.252707,0.000000,0.000000,
176285331,102.945529,18.044743,3,-0.028015,0.526794,0.849487,-0.001282,0.092085,-1.630470,-9.397992,-1.042278,-0.897218,-0.366036,102.658073,-6.461074,-0.335670,0.000000,0.000000,
176294963,102.438357,18.040201,3,-0.029297,0.551025,0.833984,-0.002441,0.004106,-1.881153,-9.771558,-1.233112,-1.010973,0.026653,102.573829,-6.490325,-0.070431,0.000000,0.000000,
176304665,102.450839,18.049284,3,-0.029419,0.574951,0.817627,-0.003418,-0.034314,-1.772286,-9.808076,-1.150776,-0.909191,0.062394,102.498552,-6.506206,0.026804,0.000000,0.000000,
176314608,102.545504,18.044743,3,-0.028931,0.598450,0.800659,-0.004150,-0.135177,-1.766740,-9.348839,-1.180549,-0.888648,-0.396194,102.438526,-6.503846,-0.282852,0.000000,0.000000,
176324142,102.545504,18.044743,3,-0.027771,0.621399,0.782959,-0.004517,-0.283899,-1.873981,-9.303206,-1.309964,-0.958693,-0.449446,102.387192,-6.493854,-0.404807,0.000000,0.000000,
176333080,102.157504,18.053825,3,-0.026001,0.643921,0.764648,-0.004517,-0.220313,-1.895254,-9.395395,-1.406695,-0.788493,-0.351949,102.306211,-6.527542,-0.366113,0.000000,0.000000,
176342459,102.745242,18.044743,3,-0.023621,0.665833,0.745728,-0.004089,-0.448756,-1.720646,-8.967725,-1.301458,-0.867084,-0.792263,102.288680,-6.477104,-0.678076,0.000000,0.000000,
176351083,102.450839,18.049284,3,-0.020630,0.687195,0.726196,-0.003113,-0.596552,-1.737038,-8.753321,-1.403285,-0.898982,-1.011004,102.248894,-6.464608,-0.921796,0.000000,0.000000,
176359184,101.450686,18.049284,3,-0.020630,0.687195,0.726196,-0.003113,-0.630367,-1.654673,-8.474316,-1.401180,-0.885234,-1.300024,102.117407,-6.578783,-1.198678,0.000000,0.000000,
176368850,101.944766,18.044743,3,-0.017212,0.707947,0.706055,-0.001526,-0.713445,-1.403825,-8.220816,-1.267838,-0.855225,-1.565566,102.036666,-6.615848,-1.467258,0.000000,0.000000,
176377773,102.050876,18.049284,3,-0.013306,0.728027,0.685364,0.000671,-0.798272,-1.544377,-8.474899,-1.542871,-0.851422,-1.316015,101.978989,-6.625754,-1.356541,0.000000,0.000000,
176387760,101.944766,18.044743,3,-0.009155,0.747498,0.664185,0.003479,-0.853069,-1.313277,-8.193349,-1.444451,-0.820926,-1.611903,101.909348,-6.646150,-1.543479,0.000000,0.000000,
176396380,101.851138,18.049284,3,-0.004700,0.766174,0.642578,0.007019,-0.907281,-1.046933,-8.336117,-1.219681,-0.843025,-1.483525,101.846256,-6.666393,-1.499590,0.000000,0.000000,
176405846,101.343539,18.044743,3,-0.000183,0.784180,0.620483,0.011230,-0.895565,-1.065116,-8.168988,-1.379476,-0.738712,-1.666131,101.733473,-6.746155,-1.621506,0.000000,0.000000,
176416569,101.569766,18.062907,3,0.004456,0.801392,0.597900,0.016113,-0.916969,-0.685291,-8.805968,-1.182981,-0.791967,-1.041059,101.644909,-6.778421,-1.196589,0.000000,0.000000,
176425860,101.356540,18.053825,3,0.008972,0.817871,0.574890,0.021667,-0.896480,-0.729347,-9.222190,-1.400988,-0.687535,-0.639615,101.553379,-6.821526,-0.788856,0.000000,0.000000,
176435602,101.757541,18.053825,3,0.013428,0.833557,0.551514,0.027710,-0.877445,-0.605030,-9.636616,-1.474979,-0.646122,-0.239087,101.507139,-6.797508,-0.386397,0.000000,0.000000,
176446503,101.556765,18.053825,3,0.017578,0.848511,0.527710,0.034363,-0.778605,-0.336970,-9.490539,-1.362827,-0.605056,-0.389237,101.437939,-6.795319,-0.388476,0.000000,0.000000,
176455842,101.250430,18.049284,3,0.021545,0.862732,0.503540,0.041382,-0.763322,-0.221712,-9.825871,-1.474572,-0.594801,-0.074407,101.355858,-6.820563,-0.158562,0.000000,0.000000,
176465544,101.957248,18.053825,3,0.025085,0.876099,0.478943,0.048828,-0.677620,-0.134949,-9.987157,-1.561737,-0.528071,0.074951,101.349423,-6.740999,0.012382,0.000000,0.000000,
176476634,101.156833,18.053825,3,0.028137,0.888794,0.453979,0.056458,-0.604833,0.203881,-9.720581,-1.408077,-0.620547,-0.178899,101.255482,-6.768188,-0.127646,0.000000,0.000000,
176486087,101.156833,18.053825,3,0.030762,0.900696,0.428589,0.064270,-0.555296,0.146161,-9.516193,-1.581057,-0.517069,-0.412572,101.181640,-6.785323,-0.336226,0.000000,0.000000,
176495828,101.356540,18.053825,3,0.032776,0.911865,0.402771,0.072083,-0.492718,0.352475,-9.625752,-1.579685,-0.581357,-0.306468,101.132957,-6.765084,-0.314442,0.000000,0.000000,
176506557,101.156833,18.053825,3,0.034302,0.922302,0.376526,0.079773,-0.334438,0.580405,-9.482976,-1.470842,-0.625265,-0.425857,101.062728,-6.766453,-0.396003,0.000000,0.000000,
176516034,101.356540,18.053825,3,0.035156,0.932068,0.349854,0.087341,-0.287349,0.410316,-9.615391,-1.744819,-0.453406,-0.345738,101.027927,-6.730316,-0.359207,0.000000,0.000000,
176525636,101.143832,18.044743,3,0.035400,0.941101,0.322693,0.094666,-0.124082,0.726116,-9.590464,-1.584981,-0.596160,-0.331635,100.974853,-6.718013,-0.339023,0.000000,0.000000,
176536708,100.943606,18.044743,3,0.035034,0.949402,0.295105,0.101562,-0.145806,0.691361,-9.135487,-1.678741,-0.587275,-0.817978,100.897284,-6.731050,-0.689643,0.000000,0.000000,
176546312,100.743380,18.044743,3,0.033997,0.956970,0.267090,0.108032,-0.083417,0.808748,-9.226197,-1.736739,-0.670445,-0.728160,100.817204,-6.758837,-0.717840,0.000000,0.000000,
176556172,100.249331,18.049284,3,0.032349,0.963867,0.238647,0.114014,0.111279,0.938138,-9.007196,-1.592881,-0.708526,-0.917687,100.693715,-6.844323,-0.864138,0.000000,0.000000,
176567116,100.836978,18.040201,3,0.030090,0.969971,0.209778,0.119385,0.053634,0.833761,-8.610440,-1.716457,-0.665499,-1.344006,100.633063,-6.839615,-1.215426,0.000000,0.000000,
176576466,100.342959,18.044743,3,0.027222,0.975342,0.180542,0.124146,0.223679,0.816132,-8.263366,-1.592949,-0.610284,-1.666957,100.539951,-6.894788,-1.545969,0.000000,0.000000,
176586234,99.542636,18.044743,3,0.023743,0.979919,0.150940,0.128296,0.413462,0.920580,-8.548037,-1.556740,-0.690289,-1.365751,100.372709,-7.042802,-1.414041,0.000000,0.000000,
176597369,100.449038,18.049284,3,0.019775,0.983704,0.120972,0.131775,0.448166,0.679852,-8.818833,-1.746871,-0.491189,-1.129137,100.301878,-7.045193,-1.205477,0.000000,0.000000,
176606812,100.049136,18.049284,3,0.015442,0.986633,0.090698,0.134521,0.593274,0.785805,-8.992686,-1.707952,-0.616183,-0.936058,100.209961,-7.088405,-1.008249,0.000000,0.000000,
176617651,100.355960,18.053825,3,0.010742,0.988770,0.060059,0.136475,0.732675,0.633909,-9.208408,-1.721142,-0.503857,-0.712593,100.147751,-7.076424,-0.791813,0.000000,0.000000,
176626911,99.849460,18.049284,3,0.005737,0.990051,0.029175,0.137573,0.686082,0.635837,-9.057989,-1.768762,-0.573429,-0.886129,100.052241,-7.125416,-0.860857,0.000000,0.000000,
176636525,99.449038,18.049284,3,0.000488,0.990479,-0.002014,0.137817,0.815927,0.671785,-9.310823,-1.753861,-0.664874,-0.620569,99.923268,-7.213126,-0.684954,0.000000,0.000000,
176647381,99.648715,18.049284,3,-0.004822,0.989990,-0.033508,0.137146,0.969030,0.382644,-9.380483,-1.637083,-0.447628,-0.514117,99.817405,-7.255828,-0.559893,0.000000,0.000000,
176656739,99.943057,18.044743,3,-0.010254,0.988586,-0.065125,0.135559,1.060745,0.438426,-9.660886,-1.640520,-0.598225,-0.231099,99.762111,-7.240781,-0.319199,0.000000,0.000000,
176666629,100.049136,18.049284,3,-0.015564,0.986206,-0.097046,0.133118,1.088290,0.416755,-9.820457,-1.652349,-0.665951,-0.074300,99.719265,-7.202721,-0.139921,0.000000,0.000000,
176677728,99.449038,18.049284,3,-0.020630,0.982910,-0.129089,0.129761,1.040447,0.104171,-10.403996,-1.756341,-0.440072,0.500890,99.612258,-7.233885,0.329186,0.000000,0.000000,
176687183,99.742312,18.044743,3,-0.025513,0.978577,-0.161316,0.125366,1.016088,0.144910,-10.313514,-1.723464,-0.558133,0.404406,99.556941,-7.212278,0.384251,0.000000,0.000000,
176696761,99.648715,18.049284,3,-0.030090,0.973206,-0.193665,0.120117,1.055933,0.203782,-10.334598,-1.659362,-0.720972,0.431807,99.497085,-7.195689,0.419065,0.000000,0.000000,
176708007,99.341922,18.044743,3,-0.034119,0.966797,-0.226013,0.114014,1.049542,-0.006573,-10.573458,-1.576654,-0.611810,0.692205,99.400640,-7.208979,0.619018,0.000000,0.000000,
176717237,99.248843,18.049284,3,-0.037659,0.959351,-0.258362,0.107178,0.966210,0.178765,-10.913153,-1.723772,-0.826868,0.986672,99.318913,-7.220466,0.888159,0.000000,0.000000,
176727102,99.542636,18.044743,3,-0.040588,0.950745,-0.290649,0.099731,0.907336,0.177144,-11.117696,-1.723399,-0.869309,1.191090,99.270187,-7.178422,1.109920,0.000000,0.000000,
176738029,99.449038,18.049284,3,-0.042908,0.941040,-0.322754,0.091675,0.765968,0.153082,-11.644352,-1.829344,-0.841747,1.694487,99.209822,-7.135892,1.537852,0.000000,0.000000,
176747518,98.848483,18.049284,3,-0.044617,0.930237,-0.354614,0.083252,0.873818,0.320303,-11.667632,-1.735375,-1.104601,1.718175,99.105905,-7.168835,1.669858,0.000000,0.000000,
176757110,99.048159,18.049284,3,-0.045654,0.918274,-0.386230,0.074646,0.831438,0.222448,-11.587570,-1.569186,-1.055046,1.665219,99.031427,-7.160692,1.666462,0.000000,0.000000,
176768244,99.248843,18.049284,3,-0.046143,0.905151,-0.417480,0.065918,0.792143,0.321621,-11.604395,-1.557169,-1.138771,1.678127,98.973628,-7.112665,1.675001,0.000000,0.000000,
176777496,99.341922,18.044743,3,-0.046021,0.890869,-0.448303,0.057190,0.799698,0.452637,-11.376280,-1.506647,-1.260877,1.437391,98.944855,-7.049205,1.501058,0.000000,0.000000,
176787348,99.354922,18.053825,3,-0.045349,0.875427,-0.478760,0.048645,0.770801,0.401238,-11.582790,-1.401935,-1.250678,1.666228,98.916609,-6.977322,1.621971,0.000000,0.000000,
176798149,98.848483,18.049284,3,-0.044250,0.858887,-0.508606,0.040344,0.849170,0.450075,-11.586099,-1.298882,-1.369130,1.671530,98.834510,-6.968482,1.658251,0.000000,0.000000,
176807654,98.648288,18.049284,3,-0.042725,0.841248,-0.537964,0.032288,0.874885,0.695715,-11.752716,-1.433961,-1.520677,1.812685,98.749669,-6.976546,1.771304,0.000000,0.000000,
176816945,99.048159,18.049284,3,-0.040833,0.822510,-0.566711,0.024658,0.786510,0.530457,-11.522975,-1.213493,-1.368052,1.611111,98.714822,-6.921225,1.654034,0.000000,0.000000,
176827088,98.648288,18.049284,3,-0.038696,0.802734,-0.594849,0.017456,0.946079,0.791391,-12.021837,-1.368397,-1.623909,2.091007,98.638080,-6.909036,1.973921,0.000000,0.000000,
176836871,98.742404,18.044743,3,-0.036316,0.781860,-0.622314,0.010803,0.892199,0.591498,-11.280597,-1.068382,-1.480697,1.384110,98.580980,-6.881486,1.542149,0.000000,0.000000,
176846395,99.248843,18.049284,3,-0.033875,0.759888,-0.649170,0.004700,0.926150,0.612127,-11.173405,-1.025204,-1.514114,1.275328,98.582299,-6.779685,1.346822,0.000000,0.000000,
176856425,98.742404,18.044743,3,-0.031433,0.736877,-0.675293,-0.000793,1.059659,0.762262,-10.911715,-1.113145,-1.629514,1.010519,98.530348,-6.748102,1.100631,0.000000,0.000000,
176865012,98.848483,18.049284,3,-0.028992,0.712891,-0.700684,-0.005737,1.085831,0.685751,-10.627379,-1.004562,-1.612218,0.736549,98.504176,-6.699312,0.834104,0.000000,0.000000,
176873365,98.435122,18.040201,3,-0.028992,0.712891,-0.700684,-0.005737,1.060837,0.578349,-10.498882,-0.782536,-1.616780,0.604788,98.441364,-6.703422,0.666233,0.000000,0.000000,
176882191,99.048159,18.049284,3,-0.026672,0.687866,-0.725281,-0.010010,1.305671,0.517207,-10.471909,-0.739091,-1.832019,0.570598,98.442393,-6.619280,0.596224,0.000000,0.000000,
176890847,97.754031,18.053825,3,-0.024536,0.661865,-0.749084,-0.013672,1.341029,0.533357,-10.799357,-0.799803,-1.858970,0.897353,98.317028,-6.700572,0.816665,0.000000,0.000000,
176900868,98.742404,18.044743,3,-0.022705,0.634888,-0.772095,-0.016724,1.425373,0.365482,-10.686670,-0.712634,-1.921230,0.783074,98.291991,-6.638124,0.792075,0.000000,0.000000,
176909427,98.342044,18.044743,3,-0.021118,0.606934,-0.794189,-0.019348,1.411909,0.427762,-10.418736,-0.830098,-1.851975,0.526756,98.240134,-6.627226,0.597848,0.000000,0.000000,
176918596,98.648288,18.049284,3,-0.019958,0.578186,-0.815369,-0.021545,1.520990,0.428743,-10.236393,-0.992226,-1.881544,0.339860,98.219662,-6.571815,0.408987,0.000000,0.000000,
176929374,98.247958,18.049284,3,-0.019165,0.548462,-0.835632,-0.023376,1.533267,0.123759,-10.032728,-0.791587,-1.950423,0.130712,98.151629,-6.566660,0.205276,0.000000,0.000000,
176938646,98.260440,18.058366,3,-0.018921,0.517944,-0.854858,-0.024963,1.506680,0.208700,-9.497283,-0.949261,-1.824632,-0.403321,98.101477,-6.556439,-0.240248,0.000000,0.000000,
176948382,98.660769,18.058366,3,-0.019104,0.486511,-0.873047,-0.026306,1.442438,0.036578,-8.952767,-0.861711,-1.771505,-0.950171,98.092952,-6.493152,-0.759947,0.000000,0.000000,
176959267,98.554721,18.053825,3,-0.019897,0.454346,-0.890198,-0.027649,1.307931,-0.267335,-8.761707,-0.642970,-1.796876,-1.148605,98.068013,-6.445476,-1.044465,0.000000,0.000000,
176968615,97.553866,18.053825,3,-0.021118,0.421448,-0.906128,-0.028931,1.309763,-0.226112,-8.603364,-0.794201,-1.738908,-1.313088,97.956602,-6.525673,-1.241111,0.000000,0.000000,
176978317,98.154361,18.053825,3,-0.022766,0.387817,-0.920959,-0.030334,1.203385,-0.452970,-8.600518,-0.676470,-1.802144,-1.318255,97.912872,-6.512439,-1.297585,0.000000,0.000000,
176989407,97.247653,18.049284,3,-0.024780,0.353638,-0.934509,-0.031921,1.131411,-0.481898,-9.545373,-0.752384,-1.837463,-0.385576,97.774427,-6.604706,-0.629948,0.000000,0.000000,
176998857,97.447299,18.049284,3,-0.027161,0.318848,-0.946838,-0.033691,1.140132,-0.525446,-9.921516,-0.885449,-1.901712,-0.019324,97.679415,-6.648431,-0.182940,0.000000,0.000000,
177008575,97.741031,18.044743,3,-0.029724,0.283447,-0.957825,-0.035706,1.044484,-0.592869,-10.776735,-0.944294,-1.971721,0.817363,97.621018,-6.632259,0.549332,0.000000,0.000000,
177019432,97.447299,18.049284,3,-0.032471,0.247681,-0.967529,-0.037964,0.885967,-0.745832,-11.333506,-0.916046,-2.087540,1.362892,97.531776,-6.640866,1.144899,0.000000,0.000000,
177028889,97.247653,18.049284,3,-0.035339,0.211487,-0.975891,-0.040588,0.751087,-0.674016,-11.197830,-0.978260,-1.972550,1.228474,97.440641,-6.667519,1.206080,0.000000,0.000000,
177038531,97.660434,18.058366,3,-0.038147,0.174988,-0.982849,-0.043457,0.536723,-0.799073,-11.010931,-0.881076,-2.009758,1.026499,97.398341,-6.628119,1.074618,0.000000,0.000000,
177049650,97.247653,18.049284,3,-0.040833,0.138245,-0.988464,-0.046631,0.399752,-0.643544,-10.439769,-0.906259,-1.798926,0.465755,97.309583,-6.642898,0.628899,0.000000,0.000000,
177059140,97.047000,18.049284,3,-0.043274,0.101318,-0.992676,-0.050110,0.246030,-0.734082,-10.699865,-0.899925,-1.912342,0.711017,97.220284,-6.671772,0.689013,0.000000,0.000000,
177068882,97.353701,18.053825,3,-0.045288,0.064453,-0.995422,-0.053772,0.179672,-0.676825,-10.962694,-0.998662,-1.925336,0.971728,97.168692,-6.644270,0.895975,0.000000,0.000000,
177079692,96.940921,18.044743,3,-0.046875,0.027527,-0.996887,-0.057617,0.140941,-0.524180,-10.593849,-1.058373,-1.770583,0.607143,97.074080,-6.668357,0.684535,0.000000,0.000000,
177089060,97.141086,18.044743,3,-0.047913,-0.009277,-0.996887,-0.061584,0.077752,-0.588331,-11.104966,-1.153318,-1.933736,1.090916,97.018388,-6.648891,0.982027,0.000000,0.000000,
177098875,96.447085,18.049284,3,-0.048340,-0.046021,-0.995605,-0.065613,0.116073,-0.550979,-11.294082,-1.312894,-1.954308,1.259849,96.896003,-6.713836,1.185406,0.000000,0.000000,
177109922,96.634219,18.040201,3,-0.048157,-0.082520,-0.992981,-0.069702,-0.007809,-0.358791,-10.999697,-1.222036,-1.783295,0.990297,96.795644,-6.738211,1.042576,0.000000,0.000000,
177119416,96.246951,18.049284,3,-0.047363,-0.118774,-0.989075,-0.073608,-0.030371,-0.526042,-10.911435,-1.295457,-1.973557,0.865613,96.676648,-6.805019,0.913030,0.000000,0.000000,
177130395,96.259402,18.058366,3,-0.045837,-0.154724,-0.983887,-0.077332,0.021856,-0.333049,-10.398464,-1.307256,-1.740921,0.375201,96.560046,-6.857429,0.519312,0.000000,0.000000,
177139670,96.246951,18.049284,3,-0.043762,-0.190369,-0.977417,-0.080811,-0.040908,-0.351499,-10.316597,-1.283081,-1.795296,0.278411,96.465001,-6.897884,0.342960,0.000000,0.000000,
177149420,96.940921,18.044743,3,-0.041016,-0.225708,-0.969727,-0.083984,-0.026227,-0.443702,-10.604649,-1.402749,-1.931439,0.540591,96.445510,-6.827865,0.487636,0.000000,0.000000,
177160484,96.540652,18.044743,3,-0.037659,-0.260742,-0.960754,-0.086670,-0.077836,-0.257016,-10.787862,-1.320047,-1.841026,0.745465,96.379573,-6.806800,0.676380,0.000000,0.000000,
177169857,96.340518,18.044743,3,-0.033752,-0.295349,-0.950623,-0.088928,0.040254,-0.293392,-10.379201,-1.403000,-1.763500,0.338529,96.311852,-6.809101,0.429056,0.000000,0.000000,
177179565,95.846682,18.049284,3,-0.029297,-0.329529,-0.939331,-0.090637,0.112079,-0.294624,-10.441959,-1.466932,-1.722706,0.400802,96.199102,-6.868522,0.408372,0.000000,0.000000,
177190657,96.340518,18.044743,3,-0.024231,-0.363281,-0.926819,-0.091797,0.205456,-0.209552,-10.761645,-1.495116,-1.651279,0.736089,96.137174,-6.841294,0.648277,0.000000,0.000000,
177200119,95.647067,18.049284,3,-0.018677,-0.396545,-0.913208,-0.092224,0.221268,-0.321776,-11.069708,-1.567890,-1.748395,1.021178,96.023252,-6.898693,0.921259,0.000000,0.000000,
177209724,96.340518,18.044743,3,-0.012756,-0.429260,-0.898376,-0.091980,0.371995,-0.288344,-11.550721,-1.633943,-1.660594,1.524151,95.988914,-6.840816,1.362607,0.000000,0.000000,
177220809,95.647067,18.049284,3,-0.006592,-0.461487,-0.882446,-0.090820,0.405980,-0.327035,-11.434262,-1.594146,-1.607677,1.417590,95.878842,-6.871474,1.402857,0.000000,0.000000,
177230045,95.940249,18.044743,3,-0.000305,-0.493286,-0.865295,-0.088928,0.556160,-0.546872,-12.470879,-1.853944,-1.707477,2.433331,95.821688,-6.840187,2.157217,0.000000,0.000000,
177239842,95.446963,18.049284,3,0.005981,-0.524475,-0.847046,-0.086121,0.605013,-0.525357,-12.265645,-1.717408,-1.549460,2.265966,95.717199,-6.868878,2.236827,0.000000,0.000000,
177250829,95.833682,18.040201,3,0.012146,-0.554993,-0.827637,-0.082397,0.515592,-0.680499,-12.015999,-1.678401,-1.574652,2.017939,95.653542,-6.830853,2.076590,0.000000,0.000000,
177260304,96.033816,18.040201,3,0.017944,-0.584961,-0.807129,-0.077820,0.373054,-0.806789,-11.891857,-1.616344,-1.629088,1.896932,95.627099,-6.760938,1.945071,0.000000,0.000000,
177269915,96.246951,18.049284,3,0.023315,-0.614197,-0.785461,-0.072449,0.293243,-0.760086,-11.265336,-1.393133,-1.498793,1.303916,95.624337,-6.664215,1.475713,0.000000,0.000000,
177281017,95.446963,18.049284,3,0.028137,-0.642761,-0.762695,-0.066406,0.090233,-0.940703,-10.694410,-1.388350,-1.528475,0.733085,95.532565,-6.679782,0.932072,0.000000,0.000000,
177290226,95.740115,18.044743,3,0.032349,-0.670532,-0.738770,-0.059692,0.003677,-0.960165,-10.729904,-1.292558,-1.494349,0.788867,95.491923,-6.644201,0.827239,0.000000,0.000000,
177300056,95.740115,18.044743,3,0.035767,-0.697510,-0.713745,-0.052429,-0.126340,-0.976305,-10.476859,-1.199780,-1.446080,0.554420,95.451517,-6.605109,0.627521,0.000000,0.000000,
177310863,95.246829,18.049284,3,0.038452,-0.723572,-0.687683,-0.044922,-0.368214,-1.202493,-10.516798,-1.346438,-1.533465,0.594496,95.359626,-6.626351,0.603345,0.000000,0.000000,
177320471,95.433444,18.040201,3,0.040283,-0.748718,-0.660645,-0.037170,-0.391664,-1.243122,-10.634581,-1.316953,-1.387986,0.744015,95.303411,-6.609111,0.706322,0.000000,0.000000,
177331393,95.339877,18.044743,3,0.041382,-0.772827,-0.632629,-0.029419,-0.653994,-1.080818,-9.504222,-1.123626,-1.378564,-0.379511,95.234832,-6.607997,-0.088563,0.000000,0.000000,
177340844,95.433444,18.040201,3,0.041626,-0.795837,-0.603699,-0.021790,-0.761280,-1.226308,-9.293111,-1.242270,-1.259096,-0.566601,95.192294,-6.586350,-0.438511,0.000000,0.000000,
177350552,95.339877,18.044743,3,0.041077,-0.817688,-0.573975,-0.014465,-0.879256,-1.068710,-8.505588,-1.108004,-1.170644,-1.331400,95.143071,-6.579248,-1.092151,0.000000,0.000000,
177361537,95.433444,18.040201,3,0.039856,-0.838379,-0.543579,-0.007568,-1.012750,-0.983144,-7.994566,-1.066172,-1.113375,-1.832376,95.099824,-6.559840,-1.634033,0.000000,0.000000,
177370753,95.540011,18.044743,3,0.037964,-0.857849,-0.512451,-0.001221,-1.077329,-0.902340,-7.891842,-1.018820,-1.040853,-1.915105,95.083485,-6.517506,-1.839792,0.000000,0.000000,
177380522,95.139773,18.044743,3,0.035522,-0.876099,-0.480835,0.004517,-1.133117,-0.675191,-7.995433,-0.839802,-1.048940,-1.814734,95.025373,-6.527620,-1.821448,0.000000,0.000000,
177391415,94.646518,18.049284,3,0.032654,-0.893066,-0.448608,0.009521,-1.222240,-0.801279,-8.772566,-0.969517,-0.936126,-1.011433,94.916215,-6.590011,-1.228476,0.000000,0.000000,
177400919,94.539981,18.044743,3,0.029358,-0.908752,-0.416016,0.013733,-1.273933,-0.668171,-9.351348,-0.882496,-0.921398,-0.424557,94.815824,-6.645009,-0.639966,0.000000,0.000000,
177410762,94.633517,18.040201,3,0.025879,-0.923218,-0.383057,0.017212,-1.307793,-0.485395,-9.900862,-0.765443,-0.926208,0.128577,94.732167,-6.668415,-0.077354,0.000000,0.000000,
177421811,95.033725,18.040201,3,0.022217,-0.936340,-0.349792,0.019836,-1.347340,-0.515214,-10.906556,-0.782554,-0.795948,1.147698,94.688871,-6.615434,0.819447,0.000000,0.000000,
177431216,95.233859,18.040201,3,0.018372,-0.948242,-0.316284,0.021484,-1.289730,-0.288034,-10.916904,-0.638764,-0.775845,1.145692,94.681450,-6.530262,1.058275,0.000000,0.000000,
177440967,95.139773,18.044743,3,0.014526,-0.958862,-0.282654,0.022156,-1.351721,-0.118831,-10.882529,-0.655256,-0.798967,1.115092,94.663795,-6.457366,1.099868,0.000000,0.000000,
177452042,94.539981,18.044743,3,0.010742,-0.968201,-0.248962,0.021729,-1.330378,-0.198448,-10.904134,-0.747422,-0.568321,1.145212,94.579921,-6.461403,1.133062,0.000000,0.000000,
177461340,94.646518,18.049284,3,0.007080,-0.976318,-0.215149,0.020264,-1.290377,0.008672,-10.953333,-0.706971,-0.608724,1.191327,94.526585,-6.441229,1.175715,0.000000,0.000000,
177470958,94.940188,18.044743,3,0.003662,-0.983276,-0.181396,0.017761,-1.191060,-0.000165,-10.770615,-0.731697,-0.432883,0.997601,94.506137,-6.375741,1.045326,0.000000,0.000000,
177482097,94.646518,18.049284,3,0.000610,-0.988953,-0.147583,0.014221,-1.045573,0.283642,-10.982166,-0.610623,-0.541987,1.201584,94.449283,-6.343528,1.159715,0.000000,0.000000,
177491584,94.339877,18.044743,3,-0.002014,-0.993469,-0.113892,0.009766,-0.952987,0.444341,-10.688751,-0.627904,-0.590211,0.904594,94.378148,-6.349914,0.972953,0.000000,0.000000,
177501354,94.739566,18.044743,3,-0.004089,-0.996765,-0.080200,0.004395,-0.968919,0.285514,-10.738983,-0.825504,-0.344913,0.948813,94.352398,-6.291788,0.955282,0.000000,0.000000,
177512260,94.646518,18.049284,3,-0.005615,-0.998901,-0.046448,-0.001770,-0.728583,0.626498,-11.092817,-0.712634,-0.570349,1.296309,94.313387,-6.238109,1.204931,0.000000,0.000000,
