Code compiled on Mar  7 2026 at 21:03:26
﻿Simulation Mode (T/F),F
Airbrakes Enabled (T/F),T
Log File Name,WT
Sim File Name (if applicable),Sim
Burnout Mass (kg),0.58
Air Density (kg/m^3),1.22
Rocket CD,0.5
Airbrake CD,0.75
Rocket Area (m^2),0.00243
Kalman Model Y STD,0.1
Kalman Model V STD,0.2
Kalman Model A STD,0.5
Kalman Measurement Y STD,6
Kalman Measurement A STD,0.5
Target Apogee (m),228.6
Launch Acceleration Threshold (m/s^2),40
Coast Lockout (s),1.5
KP (1/s),0.24
Altimeter Lockout (s),10
Control Max Velocity (dep/s),2

Calibration point: 173.132191
Time (us),Altitude AGL (m),Temperature (deg C),Mode,IMU Quat W,IMU Quat X,IMU Quat Y,IMU Quat Z,IMU Raw Local Acceleration X,IMU Raw Local Acceleration Y,IMU Raw Local Acceleration Z,IMU Global Acceleration x,IMU Global Acceleration y,IMU Global Acceleration z,State Estimation y,State Estimation v,State Estimation a,Commanded servo deployment,Real servo deployment,
55932421,0.171062,20.683022,1,0.989441,-0.132507,-0.040649,-0.042053,-2.858141,2.300101,51.374219,-6.175756,16.059456,38.748999,-0.072685,0.807105,34.939668,0.000000,0.000000,
55942248,0.263607,20.678381,2,0.987061,-0.151733,-0.037781,-0.035217,0.047209,-0.205489,59.405523,-3.759871,17.754621,46.766638,-0.041020,1.289407,43.597611,0.000000,0.000000,
55954207,-0.478230,20.687662,2,0.983765,-0.175171,-0.030579,-0.025024,0.898145,-8.319934,72.561049,-3.090740,17.720554,61.102008,-0.048262,1.977770,56.411719,0.000000,0.000000,
55962991,0.171062,20.683022,2,0.979980,-0.197449,-0.020935,-0.014099,0.190136,-22.835385,73.874509,-3.243297,7.575584,67.082533,-0.013972,2.590571,64.223297,0.000000,0.000000,
55974555,-0.107059,20.687662,2,0.977234,-0.211792,-0.012024,-0.006531,-1.787577,-32.202162,72.658587,-3.730965,0.793554,69.596719,0.014905,3.385498,68.156915,0.000000,0.000000,
55983198,-0.755833,20.692303,2,0.977173,-0.212219,-0.005249,-0.006104,-6.810678,-36.749355,56.504044,-7.757405,-9.936707,56.762092,-0.003151,3.811191,59.815325,0.000000,0.000000,
55992818,0.449718,20.687662,2,0.979980,-0.198853,0.002441,-0.011963,-7.905223,-37.873702,46.561999,-8.310093,-16.532153,47.837751,0.064122,4.306264,51.047132,0.000000,0.000000,
56004703,0.170559,20.673741,2,0.984253,-0.175049,0.016296,-0.018860,-2.025332,-37.296671,32.661853,-1.556854,-24.296806,33.798778,0.123942,4.726836,38.420461,0.000000,0.000000,
56013589,0.541241,20.673741,2,0.988770,-0.143433,0.036621,-0.019775,0.177735,-36.871918,24.385374,1.022669,-28.456731,24.018513,0.192952,4.962809,27.877503,0.000000,0.000000,
56022968,-0.385700,20.683022,2,0.992493,-0.104980,0.060913,-0.013000,4.323048,-34.344700,14.705631,5.652616,-30.708723,11.176609,0.202510,5.023375,15.651600,0.000000,0.000000,
56034704,1.005505,20.678381,2,0.994751,-0.061890,0.081360,-0.001221,6.668400,-32.159666,8.194630,8.377433,-31.947547,1.158910,0.312495,5.106529,5.042215,0.000000,0.000000,
56043515,0.634289,20.678381,2,0.995483,-0.014221,0.092896,0.011536,8.080883,-26.702624,-1.654133,8.311655,-26.577536,-12.225113,0.376942,5.012789,-7.598346,0.000000,0.000000,
56053103,0.634289,20.678381,2,0.994507,0.037415,0.095703,0.020996,7.273002,-22.283778,-7.643120,6.437676,-21.299423,-20.398949,0.440142,4.837326,-16.969038,0.000000,0.000000,
56064926,0.263607,20.678381,2,0.991272,0.091309,0.091736,0.025940,6.558071,-20.286292,-15.510807,4.110022,-17.772947,-29.664491,0.483529,4.480983,-26.262754,0.000000,0.000000,
56073768,1.191631,20.678381,2,0.985718,0.144043,0.083130,0.027283,2.549291,-16.089400,-18.285358,-0.159575,-10.083098,-32.112022,0.567200,4.247805,-30.544715,0.000000,0.000000,
56085177,0.820415,20.678381,2,0.978333,0.191711,0.073364,0.026489,1.197271,-12.680725,-19.312840,-1.584742,-5.276265,-32.419886,0.629798,3.898244,-31.917435,0.000000,0.000000,
56094005,1.005505,20.678381,2,0.970032,0.232666,0.065735,0.024231,-0.617101,-10.182598,-19.342115,-3.128792,-0.440031,-31.440779,0.687217,3.649932,-31.568498,0.000000,0.000000,
56103364,0.727856,20.683022,2,0.961609,0.266479,0.061218,0.022644,-0.039066,-5.990772,-19.251894,-2.478465,4.678372,-29.260104,0.722782,3.379208,-29.878637,0.000000,0.000000,
56115254,1.099072,20.683022,2,0.953796,0.293518,0.059204,0.024109,0.153405,-3.735558,-18.757822,-2.242471,6.946662,-27.297735,0.785368,3.081607,-27.989286,0.000000,0.000000,
56124054,0.820415,20.678381,2,0.947205,0.314026,0.057190,0.029663,0.687586,-2.695315,-17.832529,-1.526552,8.453110,-25.668653,0.813850,2.859926,-26.290464,0.000000,0.000000,
56133504,-0.014515,20.683022,2,0.942017,0.329102,0.054199,0.037659,0.898926,-2.008971,-16.452589,-1.133497,8.658423,-23.917621,0.786505,2.570374,-24.553423,0.000000,0.000000,
56145329,-0.105534,20.696944,2,0.937866,0.340515,0.049072,0.045471,1.653811,-2.165681,-12.944919,-0.018422,6.560515,-21.174089,0.757928,2.249650,-22.079579,0.000000,0.000000,
56154153,0.820919,20.687662,2,0.934753,0.349121,0.041321,0.051697,1.911706,-2.285641,-10.534396,0.852483,5.354084,-19.313710,0.781212,2.085842,-20.054823,0.000000,0.000000,
56163632,1.099072,20.683022,2,0.932556,0.355164,0.031311,0.056335,1.750521,-2.689103,-6.453911,1.323530,2.479944,-16.439460,0.820868,1.954365,-17.408194,0.000000,0.000000,
56175502,1.099072,20.683022,2,0.931091,0.359253,0.020752,0.059387,0.916992,-2.573197,-4.603409,0.607897,1.226786,-14.932052,0.861072,1.796792,-15.595532,0.000000,0.000000,
56184391,1.007030,20.687662,2,0.930176,0.361816,0.011169,0.061096,0.845966,-1.776718,-4.259602,0.759876,1.665964,-14.120428,0.885991,1.683483,-14.515681,0.000000,0.000000,
56193884,0.727856,20.683022,2,0.929626,0.363159,0.003540,0.062378,0.843422,0.025996,-4.167702,0.627153,2.929982,-12.813212,0.891237,1.549722,-13.269387,0.000000,0.000000,
56205606,0.820919,20.687662,2,0.929077,0.364136,-0.001831,0.064697,0.796171,0.988232,-4.101580,0.407729,3.562824,-12.108935,0.904058,1.401713,-12.419877,0.000000,0.000000,
56214415,0.449718,20.687662,2,0.928406,0.365173,-0.005554,0.068115,0.553837,1.581750,-3.759751,0.202554,3.767388,-11.456273,0.886593,1.266307,-11.714470,0.000000,0.000000,
56223864,0.542767,20.692303,2,0.927551,0.366699,-0.008484,0.071655,0.351292,1.523087,-3.053668,0.031917,3.225850,-10.967874,0.875884,1.136345,-11.167924,0.000000,0.000000,
56235835,1.007030,20.687662,2,0.926575,0.368652,-0.011597,0.073792,-0.558308,1.762941,-2.238479,-0.951524,2.670509,-10.273499,0.897264,1.022752,-10.513159,0.000000,0.000000,
56244714,0.822460,20.696944,2,0.925476,0.371155,-0.015747,0.074219,-0.943119,1.846247,-1.820927,-1.249272,2.457689,-9.937189,0.901133,0.929120,-10.091519,0.000000,0.000000,
56254206,0.820919,20.687662,2,0.924255,0.374146,-0.020874,0.073425,-1.135295,2.082788,-1.341897,-1.452361,2.273796,-9.439994,0.904363,0.833385,-9.614570,0.000000,0.000000,
56265931,0.728893,20.692303,2,0.922791,0.377319,-0.026978,0.072754,-1.066657,2.521437,-0.601607,-1.554008,2.007925,-8.597923,0.902218,0.718600,-8.870333,0.000000,0.000000,
56274736,0.265652,20.696944,2,0.921448,0.380188,-0.033264,0.073059,-1.042831,3.097124,-0.288845,-1.517662,2.261469,-7.975578,0.867052,0.599958,-8.215327,0.000000,0.000000,
56284299,0.542767,20.692303,2,0.920166,0.382324,-0.039001,0.074707,-0.832941,4.022524,-0.172267,-1.488062,2.836691,-7.226014,0.851535,0.506093,-7.491099,0.000000,0.000000,
56296167,0.450222,20.696944,2,0.919067,0.383850,-0.043640,0.078186,-0.611467,4.867233,-0.225523,-1.553830,3.436902,-6.640896,0.831126,0.396257,-6.868708,0.000000,0.000000,
56305033,0.358715,20.701584,2,0.917908,0.385071,-0.047302,0.083130,-0.380104,5.375335,-0.231225,-1.375914,3.829635,-6.259513,0.803821,0.304874,-6.422746,0.000000,0.000000,
56314515,0.543789,20.701584,2,0.916748,0.386230,-0.050171,0.089111,-0.091796,5.614370,-0.248512,-1.213378,4.021488,-6.062238,0.789647,0.227601,-6.158836,0.000000,0.000000,
56326284,0.173107,20.701584,2,0.915405,0.387329,-0.052612,0.096252,0.188474,5.836388,0.112555,-1.178450,3.890651,-5.608756,0.752056,0.114528,-5.756149,0.000000,0.000000,
56335074,0.636333,20.696944,2,0.913879,0.388733,-0.055176,0.103333,0.270021,6.092135,0.214180,-1.148499,4.008364,-5.343081,0.745382,0.058964,-5.453762,0.000000,0.000000,
56344540,1.009090,20.706225,2,0.912048,0.390686,-0.058044,0.110229,0.462635,6.560747,0.058668,-1.167682,4.425610,-5.078273,0.762757,0.030890,-5.178885,0.000000,0.000000,
56356442,0.822460,20.696944,2,0.910034,0.393005,-0.061279,0.116943,0.834230,6.985630,0.062855,-1.120015,4.667838,-4.686342,0.766670,-0.020702,-4.818318,0.000000,0.000000,
56365302,0.359737,20.710866,2,0.907898,0.395386,-0.064636,0.123596,0.953880,7.290047,0.204786,-1.087992,4.800932,-4.334896,0.739997,-0.089866,-4.464429,0.000000,0.000000,
56374825,0.358715,20.701584,2,0.905762,0.397461,-0.068176,0.130249,0.964542,7.627805,0.416283,-1.294502,4.827514,-3.939127,0.714355,-0.156234,-4.079881,0.000000,0.000000,
56386699,1.009090,20.706225,2,0.903809,0.398987,-0.071777,0.137085,1.053414,7.993533,0.707929,-1.565914,4.797818,-3.469735,0.731337,-0.175609,-3.633223,0.000000,0.000000,
56395364,0.543789,20.701584,2,0.902039,0.399780,-0.075317,0.144226,1.139219,8.100564,0.798600,-1.529885,4.808776,-3.318400,0.717570,-0.218430,-3.402757,0.000000,0.000000,
