Code compiled on Mar  5 2026 at 17:39:47
﻿Simulation Mode (T/F),F
Airbrakes Enabled (T/F),T
Log File Name,WT
Sim File Name (if applicable),Sim
Burnout Mass (kg),0.58
Air Density (kg/m^3),1.22
Rocket CD,0.5
Airbrake CD,0.75
Rocket Area (m^2),0.00243
Kalman Model Y STD,0.1
Kalman Model V STD,0.2
Kalman Model A STD,0.5
Kalman Measurement Y STD,6
Kalman Measurement A STD,0.5
Target Apogee (m),228.6
Launch Acceleration Threshold (m/s^2),40
Coast Lockout (s),1.5
KP (1/s),0.24
Altimeter Lockout (s),10
Control Max Velocity (dep/s),2

Calibration point: 240.349336
Time (us),Altitude AGL (m),Temperature (deg C),Mode,IMU Quat W,IMU Quat X,IMU Quat Y,IMU Quat Z,IMU Raw Local Acceleration X,IMU Raw Local Acceleration Y,IMU Raw Local Acceleration Z,IMU Global Acceleration x,IMU Global Acceleration y,IMU Global Acceleration z,State Estimation y,State Estimation v,State Estimation a,Commanded servo deployment,Real servo deployment,
30281081,-0.174485,23.916740,1,0.121277,-0.739014,-0.111084,-0.653320,13.430000,-3.810000,-1.240000,-0.766528,3.280586,3.802883,0.000000,0.000000,0.000000,0.250000,0.250000,
30293141,0.013335,23.916740,1,0.122070,-0.739258,-0.110352,-0.653015,8.690000,-0.440000,3.140000,3.885493,1.458135,-1.534231,-0.000037,-0.012335,-1.022821,0.250000,0.250000,
30302031,-0.266602,23.921379,1,0.122681,-0.739746,-0.109497,-0.652527,10.670000,-0.130000,4.150000,5.177935,1.497323,0.294621,-0.001578,-0.010039,-0.064681,0.250000,0.250000,
30311473,-0.357682,23.926017,1,0.122192,-0.739502,-0.109375,-0.652893,11.950000,1.430000,0.950000,2.824324,-1.018932,1.887747,-0.004468,0.007316,1.363925,0.250000,0.250000,
30323112,-0.444642,23.939932,1,0.120300,-0.738708,-0.109802,-0.654114,9.380000,-1.140000,0.840000,1.499054,1.455190,-0.551475,-0.009273,0.001993,-0.038198,0.250000,0.250000,
30331942,-0.063340,23.949209,1,0.116821,-0.737549,-0.110962,-0.655823,9.540000,0.990000,-1.010000,0.457834,-1.158687,-0.242273,-0.010003,-0.000295,-0.187591,0.250000,0.250000,
30341482,0.500670,23.949209,1,0.113647,-0.736572,-0.112671,-0.657166,10.480000,0.610000,0.450000,1.773187,-0.254545,0.551058,-0.001769,0.005345,0.353138,0.250000,0.250000,
30353310,0.134261,23.967762,1,0.112305,-0.736145,-0.113342,-0.657776,9.310000,-1.010000,-1.780000,-1.002663,0.600626,-0.334237,0.000763,0.001969,-0.150056,0.250000,0.250000,
30362162,-0.048417,23.977039,1,0.110535,-0.735840,-0.113464,-0.658325,10.380000,-0.400000,-0.800000,0.229777,0.351284,0.611445,-0.000188,0.007787,0.407401,0.250000,0.250000,
30371680,0.419356,23.972400,1,0.109375,-0.735596,-0.113464,-0.658875,9.810000,-0.110000,0.110000,1.103053,0.361694,-0.055632,0.009567,0.008048,0.068438,0.250000,0.250000,
30383346,0.515594,23.977039,1,0.109375,-0.735596,-0.113464,-0.658813,10.780000,0.440000,-0.130000,1.147259,-0.203840,0.928349,0.022550,0.019541,0.697936,0.250000,0.250000,
30392127,-0.602616,23.995592,1,0.109070,-0.735474,-0.113464,-0.658997,9.840000,-0.170000,0.360000,1.320708,0.505916,-0.051531,0.005584,0.016838,0.149288,0.250000,0.250000,
30401601,-0.226457,23.995592,1,0.108704,-0.735168,-0.113220,-0.659424,9.900000,-1.110000,-0.680000,0.042954,1.074892,0.121374,-0.001055,0.017223,0.128854,0.250000,0.250000,
