Code compiled on Mar  5 2026 at 17:39:47
﻿Simulation Mode (T/F),F
Airbrakes Enabled (T/F),T
Log File Name,WT
Sim File Name (if applicable),Sim
Burnout Mass (kg),0.58
Air Density (kg/m^3),1.22
Rocket CD,0.5
Airbrake CD,0.75
Rocket Area (m^2),0.00243
Kalman Model Y STD,0.1
Kalman Model V STD,0.2
Kalman Model A STD,0.5
Kalman Measurement Y STD,6
Kalman Measurement A STD,0.5
Target Apogee (m),228.6
Launch Acceleration Threshold (m/s^2),40
Coast Lockout (s),1.5
KP (1/s),0.24
Altimeter Lockout (s),10
Control Max Velocity (dep/s),2

Calibration point: 238.275427
Time (us),Altitude AGL (m),Temperature (deg C),Mode,IMU Quat W,IMU Quat X,IMU Quat Y,IMU Quat Z,IMU Raw Local Acceleration X,IMU Raw Local Acceleration Y,IMU Raw Local Acceleration Z,IMU Global Acceleration x,IMU Global Acceleration y,IMU Global Acceleration z,State Estimation y,State Estimation v,State Estimation a,Commanded servo deployment,Real servo deployment,
86392756,-0.623267,23.387948,1,-0.458130,-0.648132,-0.249329,-0.554810,5.110000,8.370000,0.680000,0.429832,0.214541,0.020013,0.000000,0.000000,0.000000,1.000000,1.000000,
86404079,-0.343924,23.383309,1,-0.458130,-0.648132,-0.249329,-0.554810,5.030000,8.500000,0.720000,0.422863,0.076078,0.095343,-0.000949,0.000720,0.063562,1.000000,1.000000,
86412915,-0.614020,23.406503,1,-0.458130,-0.648132,-0.249329,-0.554810,4.960000,8.460000,0.680000,0.374161,0.048789,0.024750,-0.004325,0.000914,0.035335,1.000000,1.000000,
86422217,-0.335181,23.401864,1,-0.458130,-0.648132,-0.249329,-0.554810,5.050000,8.540000,0.670000,0.373277,0.090338,0.138202,-0.007031,0.002124,0.110603,1.000000,1.000000,
86433713,-0.142752,23.411141,1,-0.458130,-0.648132,-0.249329,-0.554810,5.230000,8.390000,0.930000,0.694241,0.225911,0.105191,-0.008479,0.003294,0.106641,1.000000,1.000000,
86442573,-0.605780,23.425057,1,-0.458130,-0.648132,-0.249329,-0.554810,5.340000,8.290000,0.990000,0.798219,0.343927,0.074251,-0.016512,0.003601,0.082930,1.000000,1.000000,
86452060,-0.230215,23.425057,1,-0.458130,-0.648132,-0.249329,-0.554810,5.010000,8.310000,0.780000,0.509700,0.127013,-0.077739,-0.019912,0.002699,-0.034688,1.000000,1.000000,
86463764,0.149988,23.434335,1,-0.458130,-0.648132,-0.249390,-0.554810,5.000000,8.310000,0.590000,0.327035,0.178997,-0.089436,-0.016748,0.001869,-0.074766,1.000000,1.000000,
86472615,-0.504950,23.438974,1,-0.458191,-0.648132,-0.249451,-0.554749,4.520000,8.250000,0.280000,-0.080476,-0.094587,-0.388168,-0.026939,-0.002493,-0.304192,1.000000,1.000000,
86482107,-0.313055,23.448251,1,-0.458191,-0.648132,-0.249451,-0.554749,5.740000,8.430000,1.030000,0.914262,0.600211,0.393527,-0.033536,0.000703,0.206574,1.000000,1.000000,
86493964,0.063547,23.448251,1,-0.458191,-0.648132,-0.249451,-0.554749,4.420000,9.250000,1.240000,0.620897,-0.929570,0.472370,-0.031031,0.006356,0.401150,1.000000,1.000000,
86502830,0.067148,23.457528,1,-0.458252,-0.648071,-0.249451,-0.554749,4.900000,9.040000,1.320000,0.860304,-0.459973,0.527955,-0.028262,0.011397,0.493978,1.000000,1.000000,
86512314,-0.394858,23.471444,1,-0.458252,-0.648071,-0.249451,-0.554810,5.380000,8.730000,1.220000,0.947729,0.112220,0.489924,-0.038879,0.014835,0.491010,1.000000,1.000000,
86524095,0.071786,23.466806,1,-0.458313,-0.648071,-0.249634,-0.554688,4.670000,9.060000,1.110000,0.599848,-0.589110,0.416428,-0.035228,0.020208,0.436412,1.000000,1.000000,
86532879,-0.207068,23.471444,1,-0.458374,-0.648071,-0.249695,-0.554626,5.320000,7.680000,0.150000,0.114104,0.884429,-0.501066,-0.040767,0.014434,-0.249869,1.000000,1.000000,
86542318,-0.390219,23.480722,1,-0.458435,-0.648010,-0.249634,-0.554626,4.380000,8.430000,0.610000,0.166964,-0.385059,-0.291991,-0.052724,0.009929,-0.280704,1.000000,1.000000,
86554148,-0.390219,23.480722,1,-0.458435,-0.648010,-0.249695,-0.554626,5.150000,8.770000,0.950000,0.626624,-0.006889,0.393448,-0.064747,0.012266,0.212809,1.000000,1.000000,
86563007,-0.014655,23.480722,1,-0.458374,-0.648010,-0.249634,-0.554626,5.780000,8.100000,0.590000,0.573222,0.936279,0.105813,-0.062757,0.013456,0.134483,1.000000,1.000000,
86572618,-0.482306,23.485360,1,-0.458435,-0.648010,-0.249695,-0.554565,5.780000,7.930000,0.440000,0.462543,1.061214,-0.047820,-0.078958,0.010091,0.001027,1.000000,1.000000,
86584292,-0.010535,23.489999,1,-0.458435,-0.648010,-0.249756,-0.554565,5.050000,8.730000,0.910000,0.570134,-0.059160,0.308136,-0.076061,0.014034,0.225847,1.000000,1.000000,
