570557,-4.057297,-8.671708,-0.232290,-0.087121,0.038109,-0.225874,-3.369349,-0.074505,-0.123404,0.000000,0.000000,
355785647,-3.470001,14.433539,5,0.396790,-0.623413,-0.358337,0.570557,-4.074345,-8.978570,-0.234607,-0.084544,0.154021,0.058774,-3.380264,-0.087364,0.009960,0.000000,0.000000,
355794924,-3.068588,14.442626,5,0.396790,-0.623413,-0.358337,0.570557,-4.122086,-9.128840,-0.441214,0.117689,0.157713,0.221995,-3.349799,-0.043106,0.165180,0.000000,0.000000,
355804792,-2.981613,14.428995,5,0.396790,-0.623413,-0.358337,0.570557,-3.981464,-8.661854,-0.176622,-0.135626,0.106882,-0.269059,-3.313376,0.003600,-0.152705,0.000000,0.000000,
355815381,-3.265183,14.442626,5,0.396790,-0.623413,-0.358337,0.570557,-4.150059,-9.057648,-0.281115,-0.044734,0.115794,0.164149,-3.308489,0.011719,0.079248,0.000000,0.000000,
355825021,-3.367600,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.061668,-9.060446,-0.482953,0.164406,0.179183,0.135816,-3.314292,0.005087,0.120658,0.000000,0.000000,
355834805,-3.760773,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.045530,-8.640475,-0.074532,-0.243312,0.048855,-0.264502,-3.358974,-0.057312,-0.161299,0.000000,0.000000,
355846011,-2.973892,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.046167,-9.128891,-0.385652,0.069357,0.230797,0.187727,-3.320986,-0.003880,0.094206,0.000000,0.000000,
355855433,-2.973892,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.041093,-8.710651,-0.154472,-0.162882,0.076045,-0.200257,-3.286222,0.041046,-0.121356,0.000000,0.000000,
355865163,-2.478775,14.442626,5,0.396790,-0.623413,-0.358337,0.570557,-4.117012,-8.710600,-0.210035,-0.114549,0.002961,-0.165990,-3.204939,0.147834,-0.154030,0.000000,0.000000,
355875996,-3.367600,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.048086,-9.128468,-0.346052,0.029746,0.232288,0.186814,-3.219622,0.127988,0.095485,0.000000,0.000000,
355885491,-2.973892,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.094264,-8.731214,-0.270606,-0.052017,0.027057,-0.155011,-3.193783,0.159590,-0.087891,0.000000,0.000000,
355896388,-3.367600,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.116004,-8.938188,-0.192666,-0.130387,0.102848,0.038643,-3.209472,0.136669,0.004738,0.000000,0.000000,
355905577,-3.265183,14.442626,5,0.396790,-0.623413,-0.358337,0.570557,-4.106358,-8.890886,-0.400037,0.076709,0.073465,-0.001149,-3.213804,0.129125,0.000429,0.000000,0.000000,
355915348,-3.855454,14.442626,5,0.396790,-0.623413,-0.358337,0.570557,-4.044570,-8.640686,-0.094332,-0.223507,0.048109,-0.264045,-3.276812,0.040620,-0.193180,0.000000,0.000000,
355926555,-3.367600,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.162101,-9.167904,-0.419918,0.093032,0.140277,0.273655,-3.285427,0.031369,0.148567,0.000000,0.000000,
355936022,-3.367600,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.009353,-8.940840,-0.365763,0.051815,0.185067,0.001400,-3.293379,0.020224,0.040833,0.000000,0.000000,
355945706,-3.170487,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.066668,-8.639987,-0.043873,-0.275792,0.032262,-0.256962,-3.280893,0.034228,-0.177168,0.000000,0.000000,
355956387,-3.564179,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.104562,-9.098876,-0.402257,0.080332,0.163985,0.186106,-3.308897,-0.001781,0.088767,0.000000,0.000000,
355965824,-3.658875,14.442626,5,0.396790,-0.623413,-0.358337,0.570557,-4.018791,-8.790479,-0.195877,-0.119120,0.126749,-0.136234,-3.344004,-0.050248,-0.075945,0.000000,0.000000,
355975596,-3.367600,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.117354,-8.670983,-0.209612,-0.115240,-0.014280,-0.201657,-3.346870,-0.055373,-0.167973,0.000000,0.000000,
355986736,-2.879715,14.433539,5,0.396790,-0.623413,-0.358337,0.570557,-4.067870,-9.118392,-0.344987,0.026802,0.210266,0.186121,-3.300646,0.008924,0.091242,0.000000,0.000000,
355996231,-3.461258,14.442626,5,0.396790,-0.623413,-0.358337,0.570557,-4.051611,-8.831128,-0.323081,0.004764,0.103720,-0.081150,-3.316680,-0.013581,-0.034958,0.000000,0.000000,
356005940,-4.248108,14.442626,5,0.396790,-0.623413,-0.358337,0.570557,-4.080919,-8.660787,-0.152025,-0.169287,0.019070,-0.228393,-3.410121,-0.140756,-0.176562,0.000000,0.000000,
356016589,-2.973892,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.122703,-9.168246,-0.421837,0.098574,0.175700,0.257206,-3.367882,-0.079795,0.140978,0.000000,0.000000,
356026097,-2.973892,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.022164,-8.621683,-0.154480,-0.161664,0.054963,-0.288734,-3.329188,-0.029636,-0.173593,0.000000,0.000000,
356035906,-2.973892,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.103173,-8.808335,-0.073451,-0.248692,0.068998,-0.088241,-3.293915,0.017033,-0.111111,0.000000,0.000000,
356046990,-3.170487,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.012402,-8.920397,-0.306151,-0.007946,0.178684,-0.017803,-3.281354,0.033284,-0.042805,0.000000,0.000000,
356056480,-3.367600,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.086367,-8.639816,-0.042914,-0.278563,0.014550,-0.248737,-3.289706,0.019218,-0.193558,0.000000,0.000000,
356066203,-3.470001,14.433539,5,0.396790,-0.623413,-0.358337,0.570557,-4.081557,-9.149203,-0.463144,0.143382,0.201011,0.223836,-3.307552,-0.002778,0.111995,0.000000,0.000000,
356077120,-3.359360,14.447170,5,0.396790,-0.623413,-0.358337,0.570557,-4.017679,-8.919235,-0.197251,-0.116877,0.182785,-0.020314,-3.312781,-0.009885,0.015138,0.000000,0.000000,
356086489,-3.760773,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.056955,-8.711325,-0.232713,-0.086431,0.055351,-0.190207,-3.357802,-0.072160,-0.135185,0.000000,0.000000,
356096451,-3.170487,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.089403,-9.127703,-0.304533,-0.015408,0.198356,0.202350,-3.339741,-0.045084,0.111908,0.000000,0.000000,
356107585,-3.076309,14.433539,5,0.396790,-0.623413,-0.358337,0.570557,-4.113483,-8.731149,-0.279546,-0.044885,0.008972,-0.146558,-3.313843,-0.011372,-0.077302,0.000000,0.000000,
356117037,-3.564179,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.040922,-8.730459,-0.154684,-0.162537,0.084666,-0.182424,-3.339082,-0.046997,-0.154257,0.000000,0.000000,
356126654,-3.760773,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.099612,-9.228477,-0.482831,0.161797,0.217038,0.303852,-3.381754,-0.100714,0.181102,0.000000,0.000000,
356137801,-3.564179,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.057126,-8.691516,-0.232502,-0.086776,0.046730,-0.208041,-3.401195,-0.127283,-0.103770,0.000000,0.000000,
356147006,-3.163284,14.447170,5,0.396790,-0.623413,-0.358337,0.570557,-4.095963,-8.977976,-0.194048,-0.126926,0.137801,0.066086,-3.378494,-0.094430,0.020573,0.000000,0.000000,
356156857,-3.470001,14.433539,5,0.396790,-0.623413,-0.358337,0.570557,-4.079586,-9.100210,-0.512116,0.192033,0.177595,0.180392,-3.388575,-0.104927,0.137569,0.000000,0.000000,
356167694,-3.068588,14.442626,5,0.396790,-0.623413,-0.358337,0.570557,-4.068587,-8.639564,-0.004273,-0.315403,0.033754,-0.257875,-3.357665,-0.064802,-0.151916,0.000000,0.000000,
356177159,-3.076309,14.433539,5,0.396790,-0.623413,-0.358337,0.570557,-4.092895,-8.889683,-0.272297,-0.049256,0.096024,-0.012341,-3.330064,-0.026941,-0.049740,0.000000,0.000000,
356188050,-2.879715,14.433539,5,0.396790,-0.623413,-0.358337,0.570557,-4.050603,-9.058715,-0.305712,-0.011073,0.203607,0.123482,-3.285179,0.034698,0.077068,0.000000,0.000000,
356197501,-3.658875,14.442626,5,0.396790,-0.623413,-0.358337,0.570557,-4.021822,-8.661300,-0.154903,-0.160974,0.072205,-0.253067,-3.322362,-0.018279,-0.164607,0.000000,0.000000,
356207064,-3.068588,14.442626,5,0.396790,-0.623413,-0.358337,0.570557,-4.109359,-9.097819,-0.303257,-0.018696,0.167713,0.183824,-3.297100,0.017555,0.090462,0.000000,0.000000,
356217804,-3.367600,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.068384,-9.058967,-0.344353,0.025767,0.184403,0.132620,-3.303965,0.009549,0.121324,0.000000,0.000000,
356227295,-3.265183,14.442626,5,0.396790,-0.623413,-0.358337,0.570557,-4.081090,-8.640978,-0.151814,-0.169632,0.010449,-0.246227,-3.300013,0.012338,-0.147742,0.000000,0.000000,
356237148,-3.170487,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.070920,-9.097950,-0.285375,-0.032960,0.203882,0.166918,-3.286907,0.031298,0.082605,0.000000,0.000000,
356247990,-3.170487,14.438082,5,0.396790,-0.623413,-0.358337,0.570557,-4.041521,-8.661129,-0.153944,-0.163745,0.054493,-0.244842,-3.274928,0.044283,-0.157103,0.000000,0.000000,
