Time (us),Altitude AGL (m),Temperature (deg C),Mode,IMU Quat W,IMU Quat X,IMU Quat Y,IMU Quat Z,IMU Raw Local Acceleration X,IMU Raw Local Acceleration Y,IMU Raw Local Acceleration Z,IMU Global Acceleration x,IMU Global Acceleration y,IMU Global Acceleration z,State Estimation y,State Estimation v,State Estimation a,Commanded servo deployment,Real servo deployment
33845210,0.088204,25.994392,1,-0.788635,0.063843,0.569275,0.22345,10.69,1.62,4.71,-0.658552,0.051832,1.975872,0.126157,0.250648,2.110911,0.25,0.25
33853830,-0.008873,25.989755,1,-0.790405,0.061035,0.566223,0.225525,10.17,1.3,4.59,-0.813626,-0.142799,1.406867,0.11969,0.252462,1.595515,0.25,0.25
33863228,0.179634,25.989755,1,-0.791504,0.058411,0.56427,0.227417,10.23,0.9,4.75,-1.075846,-0.538776,1.447075,0.125953,0.270379,1.486849,0.25,0.25
33875443,-0.093635,26.003666,1,-0.792114,0.055664,0.562988,0.229248,10.03,1.11,4.8,-1.066111,-0.427748,1.318668,0.115289,0.27087,1.363732,0.25,0.25
33884340,-0.008873,25.989755,1,-0.792358,0.052673,0.562134,0.231079,9.84,1.6,4.84,-0.94155,0.069227,1.242612,0.109783,0.272816,1.275066,0.25,0.25
33893355,-0.288307,25.994392,1,-0.792419,0.05011,0.561523,0.232971,9.69,1.66,4.84,-0.958596,0.095187,1.116693,0.086829,0.254139,1.159129,0.25,0.25
33905552,0.185799,25.999029,1,-0.792175,0.048401,0.561157,0.234985,9.04,1.74,5.05,-1.28912,0.343809,0.618761,0.096296,0.269221,0.763552,0.25,0.25
33914267,0.27108,25.985118,1,-0.791748,0.047119,0.560913,0.237183,8.89,1.83,5.19,-1.410248,0.519465,0.551125,0.109855,0.286576,0.608045,0.25,0.25
33923504,0.556679,25.989755,1,-0.791382,0.045837,0.560669,0.239319,6.7,1.03,4.57,-1.789793,0.26989,-1.827838,0.14091,0.301763,-1.175145,0.25,0.25
33935689,-0.008873,25.989755,1,-0.791138,0.04425,0.56012,0.241699,6.97,0.82,4.79,-2.00748,-0.027353,-1.537842,0.134872,0.272568,-1.440658,0.25,0.25
33944597,-0.099281,25.994392,1,-0.791077,0.042358,0.559265,0.244202,8.02,1.47,5.01,-1.647993,0.275136,-0.371291,0.122322,0.252956,-0.657827,0.25,0.25
33953626,0.082039,25.985118,1,-0.791382,0.0401,0.557739,0.247131,9.17,1.87,5.05,-1.200579,0.173483,0.761267,0.122108,0.257129,0.381022,0.25,0.25
33965738,-0.19123,25.999029,1,-0.792542,0.037659,0.554565,0.250854,10.34,2.75,5.28,-0.589238,0.412108,2.104097,0.105366,0.258794,1.6424,0.25,0.25
33974320,-0.008873,25.989755,1,-0.794067,0.035767,0.55072,0.254761,10.15,3.08,5.11,-0.331982,0.692796,1.949458,0.100354,0.267451,1.867182,0.25,0.25
33983772,0.179634,25.989755,1,-0.795593,0.034546,0.546936,0.258301,9.08,2.56,4.84,-0.542711,0.457246,0.78397,0.10795,0.280607,1.074216,0.25,0.25
33996001,0.082039,25.985118,1,-0.796509,0.033997,0.54425,0.261169,8.9,2.14,5.15,-0.978939,0.189656,0.65254,0.109758,0.287048,0.765528,0.25,0.25
34004861,-0.295494,25.985118,1,-0.796631,0.03363,0.543213,0.263123,8.62,2.24,5.07,-0.940133,0.35613,0.397888,0.086323,0.260851,0.496397,0.25,0.25
34013901,0.179634,25.989755,1,-0.796143,0.033508,0.543335,0.26416,8.52,2.39,4.75,-0.633454,0.394477,0.21817,0.094648,0.269516,0.29272,0.25,0.25
34026099,-0.19123,25.999029,1,-0.79541,0.033752,0.544312,0.264465,7.81,2.39,4.52,-0.682811,0.629961,-0.504052,0.079571,0.24352,-0.290558,0.25,0.25
34035002,-0.003227,25.999029,1,-0.79425,0.034729,0.546082,0.264099,8.48,2.62,4.61,-0.524398,0.650948,0.177117,0.076459,0.239389,0.051804,0.25,0.25
34044089,0.276726,25.994392,1,-0.792786,0.036255,0.548645,0.263062,9.04,2.75,4.63,-0.337106,0.559445,0.707105,0.09149,0.260343,0.531518,0.25,0.25
34061520,-0.099281,25.994392,1,-0.789246,0.038391,0.554993,0.26001,9.35,2.68,4.71,-0.493308,0.5204,0.98673,0.083901,0.26286,0.864756,0.25,0.25
34070027,-0.106468,25.985118,1,-0.787292,0.038452,0.558472,0.258423,9.04,2.1,4.61,-0.819184,0.135767,0.53177,0.073794,0.252504,0.620993,0.25,0.25
34077957,-0.197899,25.989755,1,-0.787292,0.038452,0.558472,0.258423,9.54,1.99,4.75,-0.948207,-0.062089,1.009156,0.058321,0.240625,0.905148,0.25,0.25
34087573,0.179634,25.989755,1,-0.785278,0.037842,0.562073,0.256775,9.1,0.86,4.29,-1.251836,-1.01936,0.175173,0.06842,0.251369,0.37077,0.25,0.25
34096523,0.27108,25.985118,1,-0.783264,0.036865,0.565857,0.254883,6.91,0.57,3.81,-1.553825,-0.624471,-2.050834,0.083515,0.247503,-1.401967,0.25,0.25
34105171,-0.008873,25.989755,1,-0.781189,0.035828,0.569641,0.25293,8.18,1.39,3.94,-1.106843,-0.287729,-0.677288,0.079742,0.235056,-0.871465,0.25,0.25
34115649,0.276726,25.994392,1,-0.778564,0.035645,0.574036,0.251038,9.13,1.8,3.96,-0.808012,-0.214653,0.283558,0.094836,0.251582,-0.02593,0.25,0.25
34124540,0.088204,25.994392,1,-0.776306,0.036255,0.577698,0.249756,8.87,1.74,3.67,-0.635184,-0.276161,-0.069455,0.096645,0.250476,-0.057793,0.25,0.25
34134031,0.368157,25.989755,1,-0.774902,0.037476,0.579895,0.24884,9.42,2.12,3.87,-0.579779,-0.0302,0.586196,0.116371,0.275337,0.41364,0.25,0.25
34145212,0.179634,25.989755,1,-0.773804,0.038879,0.581543,0.247986,9.42,1.91,3.77,-0.609878,-0.198869,0.505837,0.123519,0.285447,0.481132,0.25,0.25
34154438,0.088204,25.994392,1,-0.772949,0.039978,0.582947,0.247314,11.82,2.5,4.25,-0.332229,-0.292622,2.994435,0.124122,0.311533,2.320997,0.25,0.25
34164091,-0.008873,25.989755,1,-0.772461,0.040588,0.58374,0.246826,11.43,2.66,4.08,-0.210068,-0.057071,2.616773,0.118783,0.327301,2.53752,0.25,0.25
34175295,-0.197899,25.989755,1,-0.772278,0.040955,0.584229,0.246094,11.22,2.24,3.88,-0.265416,-0.39638,2.276671,0.102374,0.330358,2.346566,0.25,0.25
34184584,-0.008873,25.989755,1,-0.771851,0.041138,0.585083,0.245422,10.69,1.78,3.6,-0.341097,-0.708725,1.594227,0.098378,0.336876,1.795816,0.25,0.25
34194155,0.459084,25.985118,1,-0.770691,0.04126,0.586975,0.244507,10.21,1.43,3.44,-0.485465,-0.890191,1.016835,0.12463,0.372382,1.225563,0.25,0.25
34205409,-0.099281,25.994392,1,-0.768921,0.041321,0.589783,0.243347,9.79,1.24,3.18,-0.47569,-0.981449,0.505855,0.114533,0.362417,0.6987,0.25,0.25
34214672,-0.008873,25.989755,1,-0.766785,0.041565,0.59314,0.241943,9.35,1.6,2.89,-0.218559,-0.580293,0.099498,0.109986,0.35421,0.260054,0.25,0.25
34224435,0.368157,25.989755,1,-0.764404,0.042419,0.596802,0.240356,8.79,1.34,2.91,-0.523216,-0.574497,-0.473841,0.129875,0.368097,-0.277194,0.25,0.25
34235557,0.088204,25.994392,1,-0.76178,0.043823,0.600586,0.238831,8.87,1.28,2.54,-0.277605,-0.727085,-0.513496,0.131267,0.359492,-0.450179,0.25,0.25
34244854,-0.19123,25.999029,1,-0.759155,0.045898,0.60437,0.237305,9.58,1.32,2.5,-0.189166,-0.863797,0.145161,0.114023,0.337824,-0.01436,0.25,0.25
34254375,0.556679,25.989755,1,-0.756531,0.048218,0.608032,0.235718,10.05,1.74,2.66,-0.167844,-0.493338,0.729764,0.145557,0.37657,0.530376,0.25,0.25
34265746,0.082039,25.985118,1,-0.754272,0.050659,0.611267,0.234314,9.81,2.45,2.66,0.023562,0.274833,0.652098,0.145825,0.37938,0.619483,0.25,0.25
34274984,0.556679,25.989755,1,-0.752075,0.05304,0.614197,0.233093,9.54,2.47,2.43,0.148009,0.359349,0.339797,0.17561,0.412065,0.414738,0.25,0.25
34284607,-0.197899,25.989755,1,-0.749878,0.055542,0.617126,0.23175,9.35,1.89,2.31,-0.069516,-0.073374,0.019578,0.155706,0.38541,0.125461,0.25,0.25
34295636,-0.288307,25.994392,1,-0.74762,0.057861,0.620361,0.229919,9.36,1.2,2.1,-0.225191,-0.692988,-0.157658,0.131555,0.351944,-0.081796,0.25,0.25
34305171,-0.19123,25.999029,1,-0.745361,0.058105,0.62384,0.227783,9.23,0.74,2.05,-0.461677,-1.03963,-0.379769,0.114235,0.324936,-0.299927,0.25,0.25
34314672,0.368157,25.989755,1,-0.743164,0.057922,0.627136,0.225891,8.96,1.03,1.7,-0.12553,-0.807195,-0.655723,0.133505,0.336946,-0.560388,0.25,0.25
34326023,-0.385902,25.989755,1,-0.741089,0.058105,0.630249,0.22406,9.06,1.53,1.99,-0.240296,-0.239182,-0.402681,0.104089,0.29504,-0.444938,0.25,0.25
34335249,0.276726,25.994392,1,-0.739136,0.059021,0.633118,0.222229,9.31,1.66,1.72,0.027727,-0.239466,-0.190757,0.117861,0.305884,-0.258864,0.25,0.25
34344873,0.27108,25.985118,1,-0.737427,0.060425,0.63562,0.220337,8.96,2.14,1.22,0.599374,0.145567,-0.529787,0.130564,0.311812,-0.457194,0.25,0.25
34355987,0.276726,25.994392,1,-0.735962,0.06189,0.637817,0.218445,9.67,2.03,1.6,0.235052,0.075401,0.203876,0.143412,0.324312,0.026743,0.25,0.25
34365304,0.27108,25.985118,1,-0.734741,0.063171,0.639709,0.216614,9.58,1.76,1.64,0.047565,-0.081874,0.078955,0.154609,0.334301,0.064965,0.25,0.25
34375060,0.088204,25.994392,1,-0.733948,0.063599,0.641235,0.2146,9.54,1.95,1.7,0.035135,0.156037,0.086126,0.153631,0.33036,0.080456,0.25,0.25
34384957,-0.288307,25.994392,1,-0.733215,0.063171,0.6427,0.213013,9.73,2.08,1.93,-0.1427,0.339822,0.330548,0.128685,0.301849,0.263536,0.25,0.25
34396013,-0.288307,25.994392,1,-0.732544,0.062256,0.643982,0.211731,10.19,1.99,2.22,-0.436883,0.27142,0.802007,0.105414,0.28058,0.657724,0.25,0.25
34405510,-0.106468,25.985118,1,-0.732178,0.061096,0.644958,0.210388,10.23,1.7,2.28,-0.625995,0.018805,0.797979,0.094558,0.272878,0.760398,0.25,0.25
34415205,-0.288307,25.994392,1,-0.732056,0.059753,0.645691,0.208862,9.84,1.76,2.52,-0.874407,0.252929,0.470817,0.072733,0.249834,0.54841,0.25,0.25
34426457,-0.197899,25.989755,1,-0.731934,0.058289,0.646423,0.207397,9.38,2.12,2.56,-0.825657,0.689569,0.094795,0.058211,0.231616,0.216341,0.25,0.25
34435684,0.64811,25.985118,1,-0.731873,0.056946,0.647034,0.205994,8.96,2.1,2.62,-0.933247,0.788404,-0.30674,0.098093,0.271332,-0.166581,0.25,0.25
34445350,0.64811,25.985118,1,-0.731812,0.055542,0.647644,0.204712,8.69,2.12,2.6,-0.943666,0.852071,-0.569753,0.135853,0.305493,-0.461723,0.25,0.25
34456324,0.179634,25.989755,1,-0.731873,0.054016,0.648132,0.203308,8.58,1.87,2.45,-0.917178,0.597497,-0.745032,0.141954,0.300567,-0.669119,0.25,0.25
34465782,-0.385902,25.989755,1,-0.732178,0.052185,0.648438,0.201904,8.16,1.7,2.28,-0.868835,0.471188,-1.210912,0.110924,0.250731,-1.065739,0.25,0.25
34475376,-0.197899,25.989755,1,-0.732605,0.049927,0.648499,0.200439,7.72,1.03,2.06,-0.948249,-0.135395,-1.799921,0.093472,0.211156,-1.603198,0.25,0.25
34486762,0.465752,25.994392,1,-0.733154,0.047302,0.648438,0.19928,7.58,0.86,2.18,-1.119289,-0.278099,-1.954136,0.119573,0.21585,-1.860102,0.25,0.25
34495949,0.556679,25.989755,1,-0.733887,0.044495,0.64801,0.198792,7.47,1.03,2.1,-0.993784,-0.120121,-2.041153,0.149463,0.228729,-1.99264,0.25,0.25
34505602,0.082039,25.985118,1,-0.734802,0.041809,0.647095,0.198914,7.79,0.53,2.29,-1.313906,-0.636594,-1.789989,0.147281,0.206585,-1.844289,0.25,0.25
34516838,0.179634,25.989755,1,-0.736084,0.039368,0.645752,0.199097,8.37,0.97,2.39,-1.180455,-0.380711,-1.127832,0.151626,0.195936,-1.319806,0.25,0.25
34526044,-0.099281,25.994392,1,-0.737854,0.037048,0.643799,0.199402,9.29,1.09,2.45,-1.068133,-0.52573,-0.209229,0.137392,0.176286,-0.506808,0.25,0.25
34535604,0.459084,25.985118,1,-0.740051,0.035095,0.641235,0.199707,11.38,1.41,2.29,-0.553431,-0.84893,1.849573,0.159814,0.217216,1.218183,0.25,0.25
34547004,0.179634,25.989755,1,-0.742554,0.033386,0.638428,0.199768,16.09,2.26,2.33,0.280424,-1.300494,6.562996,0.164155,0.290842,5.130857,0.25,0.25
34556227,0.556679,25.989755,1,-0.744629,0.031982,0.63623,0.199219,13.94,1.72,3.12,-0.791309,-1.040586,4.531371,0.192153,0.360845,4.692003,0.25,0.25
34565883,-0.099281,25.994392,1,-0.745178,0.03125,0.636169,0.197327,11.36,1.14,3.41,-1.536526,-0.819989,1.993157,0.176996,0.359052,2.716311,0.25,0.25
34577044,0.17347,25.980481,1,-0.743164,0.031433,0.639709,0.193481,8.31,-0.11,3.67,-2.591903,-1.069367,-1.160901,0.180581,0.347408,-0.122005,0.25,0.25
34586290,-0.008873,25.989755,1,-0.739502,0.032593,0.645508,0.188171,6.55,-1.2,3.37,-2.932649,-1.669331,-3.147345,0.171405,0.303351,-2.336707,0.25,0.25
34595898,0.082039,25.985118,1,-0.735474,0.034363,0.65155,0.182739,5.36,-0.78,3.08,-2.71033,-1.027054,-4.286539,0.168342,0.255702,-3.764083,0.25,0.25
34607261,-0.57389,25.989755,1,-0.732422,0.036011,0.655884,0.179199,6.85,0.99,2.45,-1.499666,0.161317,-2.611099,0.12359,0.172092,-2.92004,0.25,0.25
34616530,0.17347,25.980481,1,-0.73114,0.03772,0.65741,0.178284,8.71,1.59,2.62,-1.361359,0.410185,-0.672216,0.128441,0.170455,-1.274519,0.25,0.25
34626159,-0.57389,25.989755,1,-0.732056,0.038574,0.655945,0.179749,9.71,1.82,2.87,-1.423683,0.48138,0.378637,0.085219,0.123437,-0.064324,0.25,0.25
34637195,-0.288307,25.994392,1,-0.734375,0.037415,0.652527,0.182983,10.92,1.68,3.02,-1.436423,0.05268,1.562133,0.062814,0.113176,1.126325,0.25,0.25
34646487,0.27108,25.985118,1,-0.737,0.03418,0.648499,0.187439,10.92,1.62,2.89,-1.239195,-0.173673,1.548057,0.077287,0.142805,1.435054,0.25,0.25
34656186,-0.008873,25.989755,1,-0.739258,0.030151,0.644775,0.192017,10.51,1.62,2.98,-1.291238,-0.204849,1.163071,0.073206,0.147877,1.235949,0.25,0.25
34667486,-0.197899,25.989755,1,-0.741028,0.026611,0.641663,0.196106,9.79,1.68,2.75,-1.07122,-0.160817,0.45296,0.057522,0.133827,0.662761,0.25,0.25
34676779,-0.197899,25.989755,1,-0.742371,0.023926,0.639099,0.199585,9.9,2.01,2.6,-0.763279,-0.0259,0.607273,0.042425,0.12092,0.622141,0.25,0.25
34686388,-0.008873,25.989755,1,-0.743469,0.022156,0.637024,0.202515,10.23,3.08,3.31,-1.007282,1.002878,1.297764,0.040387,0.129705,1.116731,0.25,0.25
34697457,0.459084,25.985118,1,-0.744385,0.020935,0.635132,0.205139,12.14,7.08,4.11,-0.178334,4.301117,4.201366,0.068987,0.20516,3.37484,0.25,0.25
34706744,-0.008873,25.989755,1,-0.745117,0.020081,0.633545,0.207397,9.33,2.7,3.6,-1.432762,0.878129,0.41829,0.06581,0.202302,1.210496,0.25,0.25
34716551,0.088204,25.994392,1,-0.745422,0.019653,0.63324,0.207458,9.61,2.41,3.69,-1.572412,0.553072,0.644115,0.069239,0.210257,0.795876,0.25,0.25
34727776,-0.197899,25.989755,1,-0.745117,0.018311,0.634094,0.205994,10.61,2.29,3.73,-1.56513,0.164745,1.564891,0.054614,0.208286,1.358834,0.25,0.25
34737054,0.179634,25.989755,1,-0.744629,0.015686,0.634705,0.205872,10.59,1.82,3.29,-1.333411,-0.432013,1.347165,0.064615,0.22985,1.350291,0.25,0.25
34746650,-0.008873,25.989755,1,-0.744141,0.013489,0.635376,0.205933,10.3,2.14,2.83,-0.858635,-0.217142,1.061614,0.062158,0.234726,1.138965,0.25,0.25
34757966,-0.106468,25.985118,1,-0.743408,0.012268,0.63623,0.206055,10.4,1.7,2.54,-0.748032,-0.754518,0.988047,0.054073,0.233839,1.028485,0.25,0.25
34767043,0.459084,25.985118,1,-0.742554,0.01178,0.637085,0.206482,13.96,4.73,2.29,0.803696,0.903737,5.06949,0.08251,0.311166,3.986706,0.25,0.25
34776792,-0.099281,25.994392,1,-0.741699,0.011414,0.637756,0.207275,11.41,1.85,2.05,-0.18979,-1.068361,1.888922,0.073936,0.316587,2.451022,0.25,0.25
34788091,0.459084,25.985118,1,-0.742126,0.010864,0.637024,0.208191,10.17,2.26,2.24,-0.347031,-0.305649,0.847449,0.102182,0.354576,1.277125,0.25,0.25
34797318,-0.197899,25.989755,1,-0.742126,0.009888,0.637329,0.207275,9.88,1.74,2.1,-0.420511,-0.732593,0.417467,0.08621,0.33628,0.647812,0.25,0.25
34806891,-0.106468,25.985118,1,-0.741211,0.008667,0.638611,0.206787,10.25,3.08,2.37,-0.247748,0.447004,1.154038,0.077172,0.333436,1.018395,0.25,0.25
34818252,-0.57389,25.989755,1,-0.73999,0.007874,0.640259,0.206116,11.68,3.44,2.68,-0.338502,0.444884,2.654252,0.039489,0.31597,2.215926,0.25,0.25
34827414,0.459084,25.985118,1,-0.738586,0.007324,0.642029,0.205444,11.4,2.75,2.35,-0.322361,-0.188539,2.148256,0.069355,0.366066,2.166388,0.25,0.25
34837065,-0.106468,25.985118,1,-0.737061,0.006714,0.644165,0.204346,10.05,1.59,1.97,-0.506968,-0.94157,0.512878,0.06161,0.358348,0.955935,0.25,0.25
34848290,0.27108,25.985118,1,-0.734619,0.005737,0.647461,0.20282,8.73,0.65,1.64,-0.668086,-1.492087,-1.049281,0.078915,0.362498,-0.511985,0.25,0.25
34857545,0.368157,25.989755,1,-0.731506,0.004395,0.651428,0.201355,8.33,1.47,1.55,-0.44821,-0.630101,-1.23646,0.100718,0.371727,-1.042337,0.25,0.25
34867145,0.459084,25.985118,1,-0.728394,0.002563,0.655029,0.200928,9.46,1.85,2.06,-0.836823,-0.484348,0.011523,0.127247,0.397703,-0.270858,0.25,0.25
34878445,-0.288307,25.994392,1,-0.726135,0.000916,0.65741,0.201416,7.98,3.02,2.24,-0.823978,1.051165,-1.077334,0.105038,0.356002,-0.861239,0.25,0.25
34887559,0.459084,25.985118,1,-0.724731,-0.000488,0.658813,0.201965,7.89,2.06,2.26,-1.161137,0.18359,-1.422232,0.130879,0.368453,-1.271914,0.25,0.25
34897297,0.361992,25.980481,1,-0.72406,-0.002136,0.659119,0.203247,9.96,1.51,1.57,-0.579784,-1.150259,0.310764,0.149316,0.388065,-0.113313,0.25,0.25
34908310,0.082039,25.985118,1,-0.724243,-0.004028,0.658386,0.204895,8.94,0.68,1.11,-0.426432,-1.782665,-0.953342,0.149198,0.373024,-0.728257,0.25,0.25
34917732,-0.477318,25.994392,1,-0.724792,-0.006165,0.656982,0.207458,6.78,-0.22,0.88,-0.560971,-2.063207,-3.304805,0.112346,0.295681,-2.614421,0.25,0.25
34927315,-0.099281,25.994392,1,-0.724976,-0.00769,0.655701,0.210693,8.43,1.41,0.76,0.124207,-1.165882,-1.302677,0.101628,0.267997,-1.654158,0.25,0.25
34938586,0.368157,25.989755,1,-0.725647,-0.008545,0.653687,0.214539,9.42,1.76,1.11,-0.029443,-1.142368,-0.218921,0.121743,0.284058,-0.603492,0.25,0.25
34947830,0.368157,25.989755,1,-0.727417,-0.008362,0.650269,0.218994,8.96,2.1,1.22,0.009806,-0.719008,-0.54912,0.14013,0.296863,-0.563689,0.25,0.25
34957540,0.276726,25.994392,1,-0.729431,-0.007263,0.646606,0.223206,8.83,3.1,1.57,0.057776,0.272009,-0.311264,0.151744,0.303684,-0.378901,0.25,0.25
34968600,0.17347,25.980481,1,-0.73114,-0.005554,0.64325,0.227295,10.32,2.56,1.62,0.020556,-0.744264,0.933766,0.156593,0.315093,0.582038,0.25,0.25
34978061,-0.099281,25.994392,1,-0.732727,-0.003113,0.640198,0.230835,10.67,4.19,2.05,0.255225,0.691181,1.823179,0.143315,0.31422,1.490616,0.25,0.25
34987746,-0.106468,25.985118,1,-0.733826,-0.000366,0.637939,0.233582,9.19,2.81,2.37,-0.551164,0.058754,0.088217,0.130334,0.297018,0.463989,0.25,0.25
34999041,-0.003227,25.999029,1,-0.734009,0.002441,0.637085,0.235291,9.23,2.1,2.7,-1.072074,-0.446408,-0.031712,0.125117,0.287257,0.101111,0.25,0.25
35008167,0.368157,25.989755,1,-0.733704,0.004639,0.637146,0.236023,8.02,1.7,3.06,-1.64334,-0.274943,-1.213907,0.143207,0.293201,-0.861549,0.25,0.25
35017878,-0.197899,25.989755,1,-0.733459,0.00647,0.637085,0.236938,8.73,1.95,2.89,-1.336795,-0.324699,-0.499827,0.12422,0.263736,-0.59675,0.25,0.25
35028833,0.082039,25.985118,1,-0.733276,0.008423,0.636719,0.238281,7.66,1.53,3.58,-2.199635,-0.105353,-1.492025,0.12429,0.244663,-1.252136,0.25,0.25
35038256,-0.008873,25.989755,1,-0.733276,0.010498,0.636047,0.23999,8.85,2.66,2.81,-0.972863,0.260551,-0.189911,0.1181,0.23357,-0.474534,0.25,0.25
35047831,0.082039,25.985118,1,-0.733215,0.012451,0.635376,0.241882,11.09,5,3.12,-0.200237,1.675315,2.64755,0.118256,0.256453,1.81099,0.25,0.25
35059380,0.082039,25.985118,1,-0.733337,0.013855,0.634216,0.244385,9.71,5.38,3.85,-0.76458,2.694659,1.607982,0.118999,0.272525,1.662378,0.25,0.25
35068520,-0.106468,25.985118,1,-0.733521,0.015564,0.633118,0.246704,6.53,3.6,4.61,-2.368546,2.477807,-1.730509,0.106832,0.238631,-0.821388,0.25,0.25
35078142,0.088204,25.994392,1,-0.732727,0.017212,0.633911,0.247009,6.57,1.47,4.29,-2.903469,0.512115,-2.379077,0.107775,0.214388,-1.961696,0.25,0.25
35089481,-0.288307,25.994392,1,-0.731262,0.0177,0.636047,0.245789,7.1,2.06,4.02,-2.424137,0.77997,-1.775886,0.08473,0.165663,-1.825674,0.25,0.25
35098500,0.276726,25.994392,1,-0.730713,0.017517,0.636963,0.244873,10.74,4.1,2.68,-0.175489,0.913452,1.96749,0.098754,0.199221,0.951115,0.25,0.25
35108120,-0.197899,25.989755,1,-0.73114,0.018372,0.636536,0.244812,11.99,3.39,3.73,-1.310172,0.233932,3.138755,0.081914,0.207973,2.552578,0.25,0.25
35119622,-0.288307,25.994392,1,-0.731995,0.020142,0.635559,0.24469,9.42,4.19,2.77,-0.255926,1.548247,0.769441,0.060594,0.191125,1.247231,0.25,0.25
35128776,0.368157,25.989755,1,-0.731873,0.022217,0.636108,0.243347,11.86,2.66,3.42,-1.264732,-0.372803,2.759381,0.082226,0.239441,2.354202,0.25,0.25
35138384,-0.197899,25.989755,1,-0.730896,0.024048,0.637756,0.24176,10.48,1.99,3.48,-1.712986,-0.423001,1.284784,0.06663,0.231572,1.571333,0.25,0.25
35149701,-0.197899,25.989755,1,-0.72998,0.025757,0.639648,0.239502,9.94,2.96,3.58,-1.506036,0.705583,1.050933,0.052362,0.224674,1.190374,0.25,0.25
35158891,-0.197899,25.989755,1,-0.728271,0.027527,0.642456,0.236755,10.71,3.08,2.95,-0.884558,0.440653,1.687826,0.038484,0.222257,1.554534,0.25,0.25
35168418,0.361992,25.980481,1,-0.726318,0.029968,0.645508,0.234314,11.15,2.72,3.29,-1.376264,0.201072,2.058294,0.061405,0.265209,1.923312,0.25,0.25
35179967,-0.008873,25.989755,1,-0.724121,0.032898,0.648682,0.231934,10.17,2.22,2.96,-1.450069,0.126518,0.933098,0.059998,0.271464,1.198425,0.25,0.25
35189068,-0.203544,25.980481,1,-0.721619,0.035583,0.652222,0.229309,9.27,1.89,2.26,-0.973032,-0.147881,-0.124486,0.045523,0.250529,0.229987,0.25,0.25
35198653,-0.288307,25.994392,1,-0.718872,0.037781,0.656128,0.226562,6.32,-0.34,1.64,-1.420255,-1.470655,-3.586559,0.026278,0.192054,-2.563919,0.25,0.25
35209919,0.179634,25.989755,1,-0.716187,0.039917,0.660156,0.2229,7.07,-0.42,1.36,-1.217888,-1.778011,-2.915409,0.038065,0.170397,-2.821228,0.25,0.25
35219126,0.088204,25.994392,1,-0.714539,0.041077,0.663208,0.218933,9.35,0.01,2.12,-1.744354,-1.662599,-0.524924,0.042913,0.170184,-1.140217,0.25,0.25
35228755,0.179634,25.989755,1,-0.714844,0.041504,0.663879,0.215698,8.43,0.78,2.41,-1.751467,-0.589112,-1.193903,0.05324,0.168543,-1.179518,0.25,0.25
35240288,0.368157,25.989755,1,-0.716431,0.041321,0.662903,0.21344,9.86,1.62,1.47,-0.447953,-0.497595,0.277527,0.075417,0.193642,-0.112887,0.25,0.25
35249336,-0.008873,25.989755,1,-0.718201,0.041138,0.661438,0.212097,8.56,0.22,1.74,-1.245378,-1.350922,-1.255151,0.071671,0.175565,-0.949082,0.25,0.25
35258912,0.64811,25.985118,1,-0.719849,0.041199,0.659851,0.211487,10.13,1.39,1.49,-0.489358,-0.764018,0.494488,0.110295,0.221863,0.107685,0.25,0.25
35270203,0.27108,25.985118,1,-0.721436,0.04126,0.658325,0.210754,8.1,3.27,2.08,-0.407966,1.652513,-0.981214,0.122998,0.222847,-0.689444,0.25,0.25
35279395,-0.295494,25.985118,1,-0.723145,0.040894,0.656433,0.210815,10.88,3.6,2.93,-0.904118,1.521037,1.899971,0.098422,0.211112,1.206139,0.25,0.25
35288990,0.179634,25.989755,1,0,0,0,0,0,0,0,0,0,0,0.105602,0.216956,0.323184,0.25,0.25
35295284,0.179634,25.989755,1,0,0,0,0,0,0,0,0,0,0,0.111671,0.221991,0.086597,0.25,0.25
35295766,0.179634,25.989755,1,-0.726624,0.039307,0.652588,0.211243,11.01,-0.19,2.64,-1.880101,-2.105114,1.163514,0.116057,0.229257,0.874955,0.25,0.25
35304179,0.088204,25.994392,1,-0.726624,0.039307,0.652588,0.211243,8.92,1.91,2.06,-0.69496,0.12403,-0.473895,0.116241,0.225646,-0.112472,0.25,0.25
35313906,0.088204,25.994392,1,-0.727783,0.037659,0.651672,0.210388,7.33,1.34,2.91,-1.782713,0.290109,7.793154,0.117172,0.29333,5.674848,0.25,0.25
35321686,0.088204,25.994392,1,0,0,0,0,0,0,0,-9.45,-2.15,-1.43,0.117431,0.278095,0.473738,0.25,0.25
35323837,0.374321,25.999029,1,-0.727539,0.036865,0.652344,0.209229,10.72,2.54,2.64,-0.908046,0.445202,1.482246,0.133844,0.299792,1.212017,0.25,0.25
35333845,0.185799,25.999029,1,-0.727539,0.037415,0.652405,0.208862,11.89,4.04,3.04,-0.650823,1.665313,2.9999,0.140173,0.330076,2.520838,0.25,0.25
35342122,0.088204,25.994392,1,-0.72876,0.038635,0.651306,0.208008,12.77,2.68,3.54,-1.482093,0.389357,3.630949,0.139874,0.356837,3.333495,0.25,0.25
35350709,-0.379219,25.999029,1,-0.730286,0.03949,0.64978,0.207214,11.91,-0.51,2.33,-1.525945,-2.691507,1.947376,0.111226,0.340665,2.318785,0.25,0.25
