,,,,,,,,,,,,,
time stamp,raw pressure,raw temperature,raw ax,raw ay,raw aZ,calcualted alt,y estimate,v estimate,a estimate,apogee estimate,servo deployment,flight mode,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
221044,raw pressure,28.09,0.11,-0.22,-0.72,6.64,6.64,-32.55,-16.86,104.98,0.00,4,
