Code compiled on Mar 21 2026 at 12:11:29
﻿Simulation Mode (T/F),F
Airbrakes Enabled (T/F),T
Log File Name,RF
Sim File Name (if applicable),Sim
Burnout Mass (kg),0.6
Air Density (kg/m^3),1.193
Rocket CD,0.5
Airbrake CD,0.7
Rocket Area (m^2),0.00243
Kalman Model Y STD,1
Kalman Model V STD,0.4
Kalman Model A STD,5
Kalman Measurement Y STD,5
Kalman Measurement A STD,2
Target Apogee (m),223.6
Launch Acceleration Threshold (m/s^2),40
Coast Lockout (s),1.5
KP (1/s),0.24
Altimeter Lockout (s),90
Control Max Velocity (dep/s),5

Calibration point: 288.818774
Time (us),RAW Altitude AGL (m),Corrected Altitude AGL (m),Temperature (deg C),Mode,IMU Quat W,IMU Quat X,IMU Quat Y,IMU Quat Z,IMU Raw Local Acceleration X,IMU Raw Local Acceleration Y,IMU Raw Local Acceleration Z,IMU Global Acceleration x,IMU Global Acceleration y,IMU Global Acceleration z,State Estimation y,State Estimation v,State Estimation a,Commanded servo deployment,Real servo deployment,
135628950,7.205854,7.205854,34.149634,2,-0.882446,0.047424,-0.029053,-0.467102,5.456068,2.994157,102.072472,1.300738,17.462768,90.950457,6.926237,35.300046,91.356301,0.000000,0.000000,
135638444,7.758924,7.758924,34.163223,2,-0.878174,0.053284,-0.033630,-0.474182,5.290111,3.399712,100.707906,0.916706,18.869458,89.321626,7.421661,36.250349,90.021825,0.000000,0.000000,
135649220,7.875349,7.875349,34.167752,2,-0.874207,0.059387,-0.038391,-0.480408,5.948302,3.675043,100.756521,1.096840,21.091638,88.967334,7.902608,37.264823,89.330219,0.000000,0.000000,
135658697,8.970746,8.970746,34.154164,2,-0.870483,0.065674,-0.043152,-0.485901,5.941788,3.360892,99.956440,1.388904,22.351371,87.852922,8.460218,38.229085,88.361310,0.000000,0.000000,
135668177,9.499067,9.499067,34.158693,2,-0.867065,0.072021,-0.048035,-0.490601,6.502315,3.972687,97.759196,1.172129,24.323646,85.186889,9.021234,39.163127,86.279310,0.000000,0.000000,
135678857,10.323957,10.323957,34.158693,2,-0.863953,0.078430,-0.052856,-0.494568,7.003426,3.541429,98.014759,1.832742,26.091225,84.979694,9.688732,40.228479,85.426937,0.000000,0.000000,
135688237,10.529951,10.529951,34.158693,2,-0.861206,0.084839,-0.057495,-0.497803,7.249627,4.348088,96.980528,1.247312,27.989965,83.422408,10.227500,41.113238,84.112233,0.000000,0.000000,
135697999,11.354932,11.354932,34.158693,2,-0.858826,0.091064,-0.061951,-0.500305,7.473895,4.029163,96.901936,1.650547,29.440565,82.898021,10.844172,42.058551,83.315874,0.000000,0.000000,
135708988,12.592512,12.592512,34.158693,2,-0.856812,0.097107,-0.066162,-0.502014,7.743113,4.283778,95.043569,1.538144,30.729067,80.558683,11.639147,43.155100,81.507525,0.000000,0.000000,
135718615,13.211103,13.211103,34.158693,2,-0.855286,0.102905,-0.069946,-0.502991,7.765387,4.424137,95.136639,1.425538,32.092827,80.189193,12.353309,44.119205,80.642879,0.000000,0.000000,
135728349,13.649579,13.649579,34.167752,2,-0.854187,0.108276,-0.073364,-0.503235,7.994097,4.188952,93.474205,1.725128,32.896308,78.134988,13.029538,45.036839,78.998037,0.000000,0.000000,
135739480,14.152265,14.152265,34.163223,2,-0.853577,0.113220,-0.076233,-0.502808,8.359430,4.932997,92.759872,1.228424,34.379834,76.884244,13.746255,46.028981,77.611671,0.000000,0.000000,
135748888,15.480817,15.480817,34.158693,2,-0.853455,0.117615,-0.078613,-0.501587,8.360465,4.490488,93.315097,1.637537,35.198978,77.123084,14.508336,46.967810,77.291230,0.000000,0.000000,
135759712,16.009473,16.009473,34.163223,2,-0.854004,0.121521,-0.080383,-0.499451,8.721045,4.904460,92.424819,1.451713,36.177464,75.816936,15.302915,47.970942,76.324293,0.000000,0.000000,
135768922,16.486890,16.486890,34.149634,2,-0.855042,0.124817,-0.081543,-0.496704,8.594676,4.999301,91.322372,1.308216,36.385462,74.532197,15.970047,48.802086,75.148918,0.000000,0.000000,
135778643,17.131605,17.131605,34.158693,2,-0.856384,0.127502,-0.082092,-0.493591,8.638163,4.844113,90.567171,1.455058,36.561787,73.635155,16.665722,49.658026,74.156093,0.000000,0.000000,
135789371,17.724592,17.724592,34.149634,2,-0.858154,0.129456,-0.082092,-0.490051,8.315061,5.557404,89.233709,0.672989,36.517069,72.227686,17.401182,50.560531,72.891315,0.000000,0.000000,
135798912,18.782697,18.782697,34.158693,2,-0.860474,0.130737,-0.081360,-0.485718,8.388090,4.836504,89.279787,1.331933,36.358677,72.297442,18.146054,51.418055,72.501818,0.000000,0.000000,
135808658,19.079481,19.079481,34.154164,2,-0.863281,0.131287,-0.080078,-0.480774,7.856373,5.182318,87.831898,0.773405,35.630334,71.022198,18.825528,52.222415,71.531385,0.000000,0.000000,
135819744,18.963453,18.963453,34.149634,2,-0.866760,0.131104,-0.078064,-0.474792,7.462311,5.067538,87.488685,0.677242,34.959471,70.895655,19.434675,53.025149,71.114430,0.000000,0.000000,
135828935,18.163251,18.163251,34.158693,2,-0.870911,0.130249,-0.075378,-0.467773,6.925251,4.504562,86.070110,0.871358,33.480314,69.911203,19.686347,53.511960,70.325265,0.000000,0.000000,
135838776,19.789106,19.789106,34.149634,2,-0.875610,0.128723,-0.072083,-0.459900,6.648425,4.934825,84.910406,0.361433,32.680829,69.007499,20.235514,54.203450,69.460984,0.000000,0.000000,
135849506,19.195508,19.195508,34.158693,2,-0.880737,0.126465,-0.068298,-0.451233,5.969862,4.117627,84.492312,0.655843,30.974090,69.135340,20.625999,54.821180,69.247400,0.000000,0.000000,
135859102,19.402173,19.402173,34.158693,2,-0.886230,0.123718,-0.064148,-0.441772,5.549463,4.405721,83.136195,0.182425,29.744535,68.154182,20.925549,55.326729,68.530387,0.000000,0.000000,
135869885,19.608320,19.608320,34.158693,2,-0.891907,0.120361,-0.059814,-0.431763,4.929184,3.921269,83.024803,0.212561,28.176003,68.545832,21.278960,55.907956,68.540512,0.000000,0.000000,
135879336,19.582960,19.582960,34.149634,2,-0.897705,0.116638,-0.055359,-0.421265,4.468759,3.570421,82.723646,0.200858,26.702409,68.706736,21.492179,56.351284,68.649525,0.000000,0.000000,
135889004,20.021161,20.021161,34.158693,2,-0.903564,0.112488,-0.050903,-0.410278,4.019621,3.830158,80.523432,-0.265223,25.104270,66.911671,21.764203,56.821772,67.509715,0.000000,0.000000,
135900002,20.434034,20.434034,34.158693,2,-0.909424,0.108154,-0.046509,-0.398926,3.625427,2.979204,79.519715,0.128937,23.142493,66.420143,22.143573,57.394411,66.795093,0.000000,0.000000,
135909370,20.937055,20.937055,34.154164,2,-0.915161,0.103638,-0.042419,-0.387207,3.352695,3.177831,78.166720,-0.149488,21.887297,65.375107,22.457679,57.859970,65.863763,0.000000,0.000000,
135919130,21.878919,21.878919,34.158693,2,-0.920837,0.099060,-0.038635,-0.375122,2.954909,2.405810,78.502678,0.184182,20.290652,66.128477,22.917040,58.436245,66.037378,0.000000,0.000000,
135929789,21.465986,21.465986,34.158693,2,-0.926392,0.094482,-0.035217,-0.362793,2.662169,2.383488,76.539512,0.086368,18.835324,64.472232,23.271375,58.951473,65.010842,0.000000,0.000000,
135939364,23.207929,23.207929,34.154164,2,-0.931763,0.090088,-0.032288,-0.350159,2.338125,2.084573,75.927039,0.162189,17.507441,64.147305,23.826836,59.557824,64.444474,0.000000,0.000000,
135949104,23.504835,23.504835,34.149634,2,-0.937012,0.085938,-0.029907,-0.337341,2.106649,1.428520,74.824214,0.562803,15.957931,63.342378,24.349523,60.136386,63.721642,0.000000,0.000000,
135960158,24.446943,24.446943,34.154164,2,-0.941956,0.082092,-0.028076,-0.324280,2.194781,1.409037,73.954611,0.840992,15.203251,62.619464,25.036323,60.840618,62.998758,0.000000,0.000000,
135969700,24.356763,24.356763,34.158693,2,-0.946716,0.078796,-0.026917,-0.311096,1.921594,0.876815,73.081044,1.165067,13.934106,61.955615,25.492136,61.349275,62.314590,0.000000,0.000000,
135980527,24.885877,24.885877,34.163223,2,-0.951172,0.075989,-0.026306,-0.297974,2.379266,0.887808,70.966104,1.782619,13.425935,59.911109,26.046016,61.926280,60.738219,0.000000,0.000000,
135989789,25.827589,25.827589,34.167752,2,-0.955383,0.073914,-0.026367,-0.284790,2.331832,0.558455,71.264455,2.232943,12.847426,60.301315,26.581162,62.458152,60.451666,0.000000,0.000000,
135999403,26.512281,26.512281,34.154164,2,-0.959290,0.072632,-0.026978,-0.271484,2.598700,0.486501,70.736854,2.826144,12.643039,59.792827,27.171459,63.024788,60.019554,0.000000,0.000000,
136010143,27.958539,27.958539,34.154164,2,-0.963013,0.072144,-0.028076,-0.258057,3.000778,0.727761,68.744016,3.385179,12.648947,57.758396,27.999163,63.738917,58.536534,0.000000,0.000000,
136019639,28.577527,28.577527,34.154164,2,-0.966492,0.072510,-0.029541,-0.244446,3.196396,0.359909,68.683179,4.119226,12.423263,57.700751,28.715446,64.355871,57.988373,0.000000,0.000000,
136029364,28.668256,28.668256,34.149634,2,-0.969788,0.073730,-0.031250,-0.230469,3.351493,1.030769,66.403865,4.285189,12.841142,55.297688,29.334965,64.888005,56.223636,0.000000,0.000000,
136040483,29.520093,29.520093,34.158693,2,-0.972839,0.075806,-0.033020,-0.216125,3.602093,0.961049,65.974868,4.927230,13.023486,54.792143,30.094499,65.519731,55.284765,0.000000,0.000000,
136049916,30.139692,30.139692,34.158693,2,-0.975769,0.078491,-0.034729,-0.201294,3.720976,1.511525,64.058374,5.123707,13.513869,52.731000,30.723248,66.021529,53.609830,0.000000,0.000000,
136059569,30.850599,30.850599,34.154164,2,-0.978455,0.081909,-0.036255,-0.185852,4.131499,1.998001,63.776023,5.679716,14.384380,52.244738,31.386801,66.540879,52.714509,0.000000,0.000000,
136070287,32.180768,32.180768,34.149634,2,-0.981018,0.085815,-0.037537,-0.169861,4.212633,1.940725,62.984636,6.095491,14.577557,51.344017,32.251740,67.185229,51.815649,0.000000,0.000000,
136079764,32.413099,32.413099,34.158693,2,-0.983276,0.090210,-0.038574,-0.153381,4.581355,3.117442,61.268995,6.338894,15.860784,49.301220,32.920808,67.670972,50.166514,0.000000,0.000000,
136090555,33.239301,33.239301,34.158693,2,-0.985291,0.094849,-0.039246,-0.136475,4.342105,2.792525,60.837283,6.525126,15.788218,48.810004,33.713556,68.235760,49.276823,0.000000,0.000000,
136099832,33.859662,33.859662,34.158693,2,-0.987061,0.099609,-0.039429,-0.119202,4.594089,3.914476,58.858704,6.676611,16.890841,46.504738,34.375849,68.683587,47.458699,0.000000,0.000000,
136109657,34.570295,34.570295,34.154164,2,-0.988586,0.104370,-0.039124,-0.101440,4.666593,4.022893,58.407669,6.993153,17.260634,45.896384,35.089255,69.157523,46.434026,0.000000,0.000000,
136120716,35.397199,35.397199,34.154164,2,-0.989807,0.108826,-0.038330,-0.083252,4.430181,4.199663,56.966241,6.917458,17.371964,44.354137,35.914436,69.685146,45.069893,0.000000,0.000000,
136130149,36.637678,36.637678,34.154164,2,-0.990784,0.112915,-0.036987,-0.064697,4.369575,4.837389,55.838401,6.936758,17.953179,43.023081,36.709237,70.176853,43.727456,0.000000,0.000000,
136139845,37.464734,37.464734,34.154164,2,-0.991516,0.116455,-0.035095,-0.045654,4.107957,4.508023,54.751657,6.857964,17.522568,41.976496,37.533170,70.673106,42.579059,0.000000,0.000000,
136150758,37.167402,37.167402,34.158693,2,-0.991943,0.119324,-0.032715,-0.026245,3.541061,4.827683,52.558613,6.314331,17.369141,39.764129,38.238097,71.065226,40.732832,0.000000,0.000000,
136160003,38.381116,38.381116,34.149634,2,-0.992126,0.121460,-0.029907,-0.006775,3.122229,4.383461,51.166563,5.970453,16.618351,38.525849,38.923455,71.437542,39.285342,0.000000,0.000000,
136169946,39.738721,39.738721,34.154164,2,-0.992004,0.122803,-0.026733,0.013062,2.898882,4.496483,49.525949,5.758055,16.293151,36.920180,39.788259,71.900672,37.734109,0.000000,0.000000,
136180863,39.855482,39.855482,34.158693,2,-0.991577,0.123230,-0.023315,0.033203,2.482796,4.144017,47.362920,5.298400,15.333172,34.961088,40.587770,72.291267,35.915371,0.000000,0.000000,
136190425,40.178846,40.178846,34.163223,2,-0.990784,0.122742,-0.019775,0.053528,2.245691,3.435607,45.227946,4.939603,13.963648,33.126782,41.203713,72.558255,34.086421,0.000000,0.000000,
136201082,41.212781,41.212781,34.163223,2,-0.989685,0.121460,-0.016296,0.073914,2.231605,3.123388,40.472948,4.672620,12.295362,28.662814,41.980062,72.866226,30.529246,0.000000,0.000000,
136210502,42.427473,42.427473,34.154164,2,-0.988281,0.119324,-0.012878,0.094360,1.923077,2.493579,37.405561,4.130426,10.741009,25.927160,42.751300,73.162363,27.510883,0.000000,0.000000,
136220101,42.957502,42.957502,34.158693,2,-0.986450,0.116577,-0.009705,0.114868,1.664252,1.985318,31.785398,3.528757,8.731473,20.670278,43.492892,73.384729,23.024344,0.000000,0.000000,
136231065,42.661085,42.661085,34.163223,2,-0.984314,0.113342,-0.006714,0.135254,1.383939,1.549230,28.990872,3.015004,7.493161,18.117430,44.142447,73.488438,19.806049,0.000000,0.000000,
136240445,44.496412,44.496412,34.154164,2,-0.981689,0.109741,-0.004028,0.155579,1.299227,0.739748,24.985648,2.517729,5.633192,14.451616,44.898517,73.664061,16.294245,0.000000,0.000000,
136250157,44.496412,44.496412,34.154164,2,-0.978699,0.106018,-0.001587,0.175903,1.326704,0.589374,21.752121,2.331264,4.583194,11.385399,45.538935,73.727389,13.074684,0.000000,0.000000,
136260968,45.053022,45.053022,34.167752,2,-0.975220,0.102234,0.000610,0.196228,1.177330,-0.237069,17.863229,1.694975,2.897474,7.781456,46.245165,73.756809,9.603019,0.000000,0.000000,
136270470,45.944135,45.944135,34.154164,2,-0.971252,0.098633,0.002502,0.216675,1.211743,-0.329870,14.551919,1.513130,1.992859,4.589983,46.889546,73.763151,6.315124,0.000000,0.000000,
136280200,46.771924,46.771924,34.154164,2,-0.966736,0.095276,0.004211,0.237366,1.293231,-0.744826,11.433354,1.229239,0.883155,1.633015,47.585104,73.765130,3.244274,0.000000,0.000000,
136291253,46.888776,46.888776,34.158693,2,-0.961670,0.092346,0.005615,0.258179,1.426716,-0.980524,9.281957,1.092603,0.132432,-0.419430,48.269724,73.680950,0.841362,0.000000,0.000000,
136300500,47.743146,47.743146,34.167752,2,-0.955994,0.089905,0.006836,0.279236,1.685787,-0.847768,6.825859,1.218911,-0.406314,-2.834101,48.852035,73.590399,-1.569262,0.000000,0.000000,
136311465,48.751356,48.751356,34.158693,2,-0.949646,0.087952,0.007935,0.300537,1.334299,-1.154390,5.409436,0.641389,-0.762367,-4.199305,49.639717,73.533724,-3.294226,0.000000,0.000000,
136320721,49.074995,49.074995,34.163223,2,-0.942688,0.086609,0.009033,0.322083,1.526359,-0.485960,3.924266,1.066638,-0.643187,-5.745433,50.214103,73.412252,-4.901899,0.000000,0.000000,
136330464,50.523359,50.523359,34.163223,2,-0.935059,0.085815,0.010376,0.343811,1.321544,-0.328546,3.405273,0.936246,-0.531215,-6.296867,50.986942,73.387125,-5.816814,0.000000,0.000000,
136341218,50.937940,50.937940,34.163223,2,-0.926758,0.085571,0.011963,0.365662,1.198501,-0.436104,2.090332,0.660037,-0.780740,-7.578853,51.766453,73.300548,-6.972481,0.000000,0.000000,
136350741,51.325544,51.325544,34.154164,2,-0.917664,0.085876,0.013794,0.387695,0.979824,0.039433,1.201244,0.763298,-0.465723,-8.530941,52.381391,73.166749,-7.994628,0.000000,0.000000,
136360393,51.856580,51.856580,34.158693,2,-0.907959,0.086609,0.015930,0.409668,1.003399,-0.139251,0.722360,0.595754,-0.720220,-8.969108,52.988824,73.018789,-8.633762,0.000000,0.000000,
136371212,52.179761,52.179761,34.163223,2,-0.897583,0.087524,0.018311,0.431641,1.021940,0.102185,-0.431319,0.699472,-0.805069,-10.123842,53.626548,72.815893,-9.611062,0.000000,0.000000,
136380709,53.396253,53.396253,34.154164,2,-0.886597,0.088684,0.020935,0.453491,0.589477,0.685362,-0.958682,0.855704,-0.253095,-10.769993,54.274378,72.686067,-10.371170,0.000000,0.000000,
136390583,53.836439,53.836439,34.163223,2,-0.874939,0.090027,0.023804,0.475159,0.401163,0.103798,-1.364567,0.248172,-0.529076,-11.102688,54.909464,72.525361,-10.850951,0.000000,0.000000,
136401367,54.224683,54.224683,34.154164,2,-0.862732,0.091553,0.026978,0.496643,-0.050147,0.972169,-2.411597,0.704672,0.064759,-12.298943,55.562458,72.313487,-11.800647,0.000000,0.000000,
136410846,54.781843,54.781843,34.167752,2,-0.849915,0.092896,0.030334,0.517761,-0.438530,0.553831,-2.622553,0.166158,0.123506,-12.502132,56.101003,72.102523,-12.260732,0.000000,0.000000,
136421717,56.088575,56.088575,34.154164,2,-0.836670,0.093933,0.033936,0.538513,-0.639968,0.710646,-3.617196,0.218104,0.148702,-13.535721,56.881646,71.954395,-13.096958,0.000000,0.000000,
136431103,57.006605,57.006605,34.149634,2,-0.822998,0.094666,0.037476,0.558777,-0.834606,0.540427,-3.300590,0.038293,0.298215,-13.235626,57.579847,71.844928,-13.187905,0.000000,0.000000,
136440674,56.943189,56.943189,34.163223,2,-0.809082,0.095093,0.041077,0.578430,-0.823841,0.555287,-4.419893,0.059361,0.047828,-14.329607,58.147504,71.633311,-13.936714,0.000000,0.000000,
136451733,58.185712,58.185712,34.163223,2,-0.794922,0.095032,0.044495,0.597534,-1.296332,0.166158,-4.216823,-0.394571,0.394065,-14.182741,58.945980,71.481013,-14.098076,0.000000,0.000000,
136461266,58.690565,58.690565,34.158693,2,-0.780579,0.094482,0.047852,0.615967,-1.029111,-0.018148,-4.459458,-0.454084,0.051158,-14.353072,59.578862,71.313891,-14.265321,0.000000,0.000000,
136470974,59.519391,59.519391,34.158693,2,-0.766113,0.093506,0.051025,0.633789,-1.238932,0.334247,-5.103170,-0.114159,0.181956,-15.058127,60.259291,71.160710,-14.785298,0.000000,0.000000,
136481702,59.519391,59.519391,34.158693,2,-0.751526,0.092163,0.054016,0.651001,-0.901509,0.024578,-4.741545,-0.299964,-0.117281,-14.619069,60.883206,70.917861,-14.676276,0.000000,0.000000,
136491169,60.762769,60.762769,34.158693,2,-0.736877,0.090454,0.056641,0.667603,-0.943808,0.000192,-5.407615,-0.302990,-0.213549,-15.279776,61.531301,70.758833,-15.072094,0.000000,0.000000,
136500896,61.087293,61.087293,34.163223,2,-0.722046,0.088501,0.059021,0.683594,-0.767915,-0.341487,-5.181122,-0.572615,-0.348718,-15.007583,62.135697,70.561193,-15.029785,0.000000,0.000000,
136511992,61.915784,61.915784,34.163223,2,-0.707153,0.086426,0.060974,0.699097,-0.446236,-0.277548,-5.812858,-0.487631,-0.770931,-15.564268,62.876450,70.363286,-15.380337,0.000000,0.000000,
136521441,62.213300,62.213300,34.158693,2,-0.692261,0.084167,0.062622,0.713989,-0.378634,0.107961,-5.802015,-0.082090,-0.836623,-15.559447,63.416293,70.137803,-15.497812,0.000000,0.000000,
136532300,63.041883,63.041883,34.158693,2,-0.677368,0.081787,0.063965,0.728271,-0.131502,-0.371091,-5.516626,-0.543391,-0.975920,-15.218045,64.106841,69.928779,-15.314323,0.000000,0.000000,
