Code compiled on Dec 22 2025 at 15:34:53
﻿Simulation Mode (T/F),F
Airbrakes Enabled (T/F),T
Log File Name (max 7 chars uppercase),FLIGHT
Sim File Name (if applicable),Sim
Burnout Mass (kg),0.637
Air Density (kg/m^3),1.18
Rocket CD,0.71
Airbrake CD,0.8
Rocket Area (m^2),0.00243
Kalman Model Y STD,0.05
Kalman Model V STD,0.1
Kalman Model A STD,0.015
Kalman Measurement Y STD,0.26
Kalman Measurement A STD,0.013
Target Apogee (m),183
Launch Acceleration Threshold (m/s^2),20
Coast Lockout (s),1.5
KP (1/s),0.24
Altimeter lockout (s),120

Calibration point: 198.598961
Time (us),Altitude AGL (m),Temperature (deg C),Mode,IMU Quat W,IMU Quat X,IMU Quat Y,IMU Quat Z,IMU Local Acceleration X,IMU Local Acceleration Y,IMU Local Acceleration Z,IMU Global Acceleration x,IMU Global Acceleration y,IMU Global Acceleration z,State Estimation y,State Estimation v,State Estimation a,Servo deployment,
371722403,-0.319527,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.010000,0.010000,-0.050000,-0.013322,0.002152,-0.050179,-0.065776,-0.198843,-0.050083,0.000000,
371731575,0.604057,16.728033,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,0.000000,-0.040000,-0.015369,0.024646,-0.040699,0.319932,0.300014,-0.040803,0.000000,
371741164,0.141746,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,-0.030000,-0.050000,-0.000206,0.057171,-0.051302,0.219714,0.168830,-0.051186,0.000000,
371753997,0.326774,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,-0.010000,-0.070000,-0.017069,0.046242,-0.071208,0.284111,0.247975,-0.070988,0.000000,
371762358,0.048972,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,0.010000,-0.060000,-0.034192,0.035988,-0.061124,0.149426,0.036641,-0.061233,0.000000,
371771603,0.048972,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,0.000000,-0.070000,-0.015109,0.023972,-0.070691,0.091602,-0.040448,-0.070586,0.000000,
371784171,-0.135537,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,-0.010000,-0.070000,-0.017069,0.046242,-0.071208,-0.040884,-0.210255,-0.071202,0.000000,
371792368,-0.135537,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,-0.010000,-0.060000,-0.017155,0.046467,-0.061211,-0.097613,-0.294323,-0.061321,0.000000,
371801508,-0.506066,16.746606,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,0.000000,-0.060000,-0.025674,0.041227,-0.061168,-0.336629,-0.600341,-0.061169,0.000000,
371814084,0.417487,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.060000,-0.010000,-0.060000,-0.022394,0.054982,-0.061448,0.093772,-0.047888,-0.061445,0.000000,
371822255,-0.226754,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.070000,-0.020000,-0.040000,-0.019289,0.069186,-0.041735,-0.092843,-0.330079,-0.041952,0.000000,
371831505,0.326774,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.020000,-0.060000,-0.037471,0.022233,-0.060843,0.146893,-0.017842,-0.060635,0.000000,
371844075,0.233482,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.010000,-0.060000,-0.028953,0.027473,-0.060887,0.196960,0.045272,-0.060884,0.000000,
371852276,-0.134499,16.728033,1,-0.487854,0.009277,-0.007690,-0.872864,0.060000,0.010000,-0.050000,-0.039517,0.044728,-0.051364,0.004733,-0.247188,-0.051469,0.000000,
371861416,-0.135537,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.060000,-0.010000,-0.040000,-0.022568,0.055431,-0.041454,-0.078684,-0.352440,-0.041564,0.000000,
371873988,-0.042763,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,-0.020000,-0.050000,0.001754,0.034901,-0.050784,-0.062258,-0.326714,-0.050682,0.000000,
371882179,0.051032,16.728033,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,-0.010000,-0.050000,-0.017242,0.046692,-0.051214,0.000888,-0.227450,-0.051208,0.000000,
371891410,0.881355,16.723389,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,-0.010000,-0.070000,-0.011830,0.037727,-0.070971,0.508240,0.429542,-0.070754,0.000000,
371904035,0.326774,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.020000,0.010000,-0.030000,-0.018735,0.011116,-0.030422,0.408248,0.295249,-0.030866,0.000000,
371912215,0.326774,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.020000,-0.060000,-0.037471,0.022233,-0.060843,0.363316,0.222720,-0.060513,0.000000,
371921354,0.141746,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.000000,-0.030000,-0.020695,0.033386,-0.030939,0.237154,0.056637,-0.031265,0.000000,
371933924,0.141746,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,0.000000,-0.050000,-0.015282,0.024422,-0.050696,0.182452,-0.014079,-0.050482,0.000000,
371942089,0.604057,16.728033,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,-0.010000,-0.050000,-0.012003,0.038176,-0.050977,0.427288,0.356722,-0.050972,0.000000,
371951338,-0.042763,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.010000,-0.070000,-0.028866,0.027248,-0.070884,0.158606,0.005259,-0.070664,0.000000,
371963899,0.235023,16.728033,1,-0.487854,0.009277,-0.007690,-0.872864,0.060000,0.000000,-0.050000,-0.030999,0.049967,-0.051407,0.203056,0.061068,-0.051620,0.000000,
371972087,0.233482,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.020000,-0.010000,-0.060000,-0.001438,0.020921,-0.060500,0.221233,0.087410,-0.060402,0.000000,
371981330,-0.042763,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.000000,-0.060000,-0.020434,0.032712,-0.060931,0.069277,-0.110657,-0.060925,0.000000,
371993896,0.140205,16.741963,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.000000,-0.070000,-0.020348,0.032487,-0.070928,0.109082,-0.059103,-0.070817,0.000000,
372002086,-0.504540,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,-0.020000,-0.060000,-0.003398,0.043191,-0.061018,-0.247964,-0.601253,-0.061126,0.000000,
372011236,0.417487,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,-0.010000,-0.030000,-0.012177,0.038626,-0.030983,0.131557,-0.103397,-0.031315,0.000000,
372023816,-0.226754,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,0.010000,-0.060000,-0.034192,0.035988,-0.061124,-0.077853,-0.367730,-0.060795,0.000000,
372032006,-0.135537,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,0.010000,-0.050000,-0.023800,0.019182,-0.050653,-0.114384,-0.419018,-0.050764,0.000000,
372041255,0.602012,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.000000,-0.050000,-0.020521,0.032937,-0.050933,0.296287,0.116662,-0.050932,0.000000,
372053825,0.235023,16.728033,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.000000,-0.070000,-0.020348,0.032487,-0.070928,0.262159,0.070433,-0.070707,0.000000,
372062015,-0.226754,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.000000,-0.070000,-0.020348,0.032487,-0.070928,-0.021368,-0.362099,-0.070925,0.000000,
372071149,0.048972,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.060000,0.020000,-0.050000,-0.048035,0.039488,-0.051320,0.016020,-0.309874,-0.051536,0.000000,
372083730,-0.042763,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,0.000000,-0.060000,-0.025674,0.041227,-0.061168,-0.022024,-0.353869,-0.061061,0.000000,
372091944,0.051032,16.728033,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,-0.010000,-0.050000,-0.017242,0.046692,-0.051214,0.017519,-0.289838,-0.051323,0.000000,
372101193,0.051032,16.728033,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,0.000000,-0.040000,-0.015369,0.024646,-0.040699,0.034230,-0.265087,-0.040816,0.000000,
372113779,-0.135537,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.080000,0.000000,-0.070000,-0.041304,0.066548,-0.071876,-0.067735,-0.391761,-0.071533,0.000000,
372121969,0.511283,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,-0.020000,-0.050000,-0.003485,0.043416,-0.051021,0.265533,0.120133,-0.051247,0.000000,
372131109,-0.228814,16.741963,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.000000,-0.050000,-0.020521,0.032937,-0.050933,-0.019404,-0.251004,-0.050937,0.000000,
372143680,0.048972,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.020000,-0.010000,-0.080000,-0.001265,0.020472,-0.080494,0.017147,-0.201686,-0.080169,0.000000,
372152067,-0.134499,16.728033,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.010000,-0.040000,-0.029126,0.027922,-0.040893,-0.072687,-0.335823,-0.041325,0.000000,
372161207,0.141746,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,-0.010000,-0.050000,-0.006764,0.029661,-0.050740,0.048353,-0.173834,-0.050636,0.000000,
372170803,-0.044808,16.741963,1,-0.487854,0.009277,-0.007690,-0.872864,0.070000,0.020000,-0.030000,-0.053448,0.048453,-0.031563,-0.007227,-0.243014,-0.031773,0.000000,
372191317,-0.042763,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,-0.020000,-0.050000,-0.008724,0.051931,-0.051258,-0.033090,-0.270812,-0.051043,0.000000,
372200824,0.051032,16.728033,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,-0.010000,-0.060000,-0.011916,0.037952,-0.060974,0.014196,-0.168027,-0.060865,0.000000,
372210664,0.328315,16.723389,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,0.000000,-0.080000,-0.025500,0.040778,-0.081162,0.196103,0.127343,-0.080938,0.000000,
372229855,0.512306,16.723389,1,-0.487854,0.009277,-0.007690,-0.872864,0.060000,0.000000,-0.070000,-0.030826,0.049518,-0.071402,0.384879,0.390688,-0.071507,0.000000,
372239609,-0.038659,16.714103,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,0.000000,-0.030000,-0.015456,0.024871,-0.030702,0.137985,-0.111009,-0.031152,0.000000,
372248995,-0.407677,16.714103,1,-0.487854,0.009277,-0.007690,-0.872864,0.060000,-0.010000,-0.040000,-0.022568,0.055431,-0.041454,-0.181531,-0.615621,-0.041341,0.000000,
372259725,-0.040719,16.723389,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,0.010000,-0.060000,-0.034192,0.035988,-0.061124,-0.106274,-0.503669,-0.060906,0.000000,
372269368,0.143791,16.723389,1,-0.487854,0.009277,-0.007690,-0.872864,0.020000,-0.010000,-0.030000,-0.001699,0.021596,-0.030509,0.034063,-0.302823,-0.030844,0.000000,
372278338,0.143791,16.723389,1,-0.487854,0.009277,-0.007690,-0.872864,0.020000,-0.020000,-0.050000,0.006993,0.026386,-0.050547,0.094877,-0.219823,-0.050330,0.000000,
372289059,0.051032,16.728033,1,-0.487854,0.009277,-0.007690,-0.872864,0.080000,0.010000,-0.050000,-0.049995,0.061758,-0.051838,0.067125,-0.251702,-0.051821,0.000000,
372297718,0.052055,16.718746,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,0.000000,-0.030000,-0.015456,0.024871,-0.030702,0.056219,-0.263576,-0.030935,0.000000,
372304599,0.512306,16.723389,1,-0.487854,0.009277,-0.007690,-0.872864,0.020000,0.010000,-0.050000,-0.018561,0.010667,-0.050416,0.317206,0.058411,-0.050201,0.000000,
372315279,0.419547,16.728033,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,-0.010000,-0.080000,-0.011743,0.037502,-0.080968,0.376820,0.119465,-0.080629,0.000000,
372322652,-0.319527,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,-0.010000,-0.080000,-0.011743,0.037502,-0.080968,-0.024066,-0.387838,-0.080965,0.000000,
372331445,-0.135537,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.060000,0.000000,-0.050000,-0.030999,0.049967,-0.051407,-0.091682,-0.459381,-0.051733,0.000000,
372343864,-0.042763,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.010000,-0.070000,-0.028866,0.027248,-0.070884,-0.069073,-0.427814,-0.070673,0.000000,
372351946,-0.134499,16.728033,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.010000,-0.070000,-0.028866,0.027248,-0.070884,-0.110473,-0.482848,-0.070882,0.000000,
372361086,0.141746,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,-0.010000,-0.030000,-0.006938,0.030111,-0.030746,0.030872,-0.302728,-0.031188,0.000000,
372373630,0.048972,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,-0.010000,-0.040000,-0.012090,0.038401,-0.040980,0.037574,-0.290333,-0.040872,0.000000,
372381801,-0.135537,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.060000,-0.010000,-0.060000,-0.022394,0.054982,-0.061448,-0.065315,-0.439826,-0.061222,0.000000,
372391071,0.048972,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,-0.010000,-0.050000,-0.017242,0.046692,-0.051214,-0.003292,-0.356636,-0.051324,0.000000,
372403701,-0.042763,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,0.010000,-0.050000,-0.034278,0.036212,-0.051127,-0.030721,-0.385973,-0.051129,0.000000,
372411885,-0.506066,16.746606,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.020000,-0.040000,-0.037644,0.022683,-0.040849,-0.310008,-0.800404,-0.040962,0.000000,
372421026,0.235023,16.728033,1,-0.487854,0.009277,-0.007690,-0.872864,0.020000,0.000000,-0.040000,-0.010130,0.016131,-0.040462,-0.002075,-0.398754,-0.040468,0.000000,
372433598,0.141746,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,0.000000,-0.070000,-0.015109,0.023972,-0.070691,0.076404,-0.295486,-0.070358,0.000000,
372441790,0.328315,16.723389,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,0.020000,-0.050000,-0.032318,0.013943,-0.050609,0.220298,-0.077134,-0.050827,0.000000,
372451038,0.140205,16.741963,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,0.000000,-0.050000,-0.025760,0.041452,-0.051170,0.173250,-0.136670,-0.051167,0.000000,
372463616,0.233482,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,0.010000,-0.060000,-0.023714,0.018957,-0.060650,0.206503,-0.093495,-0.060545,0.000000,
372471819,0.235023,16.728033,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,0.000000,-0.050000,-0.015282,0.024422,-0.050696,0.222302,-0.069050,-0.050805,0.000000,
372480958,0.233482,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.010000,0.010000,-0.040000,-0.013409,0.002377,-0.040182,0.228136,-0.061147,-0.040299,0.000000,
372493546,0.604057,16.728033,1,-0.487854,0.009277,-0.007690,-0.872864,0.060000,-0.010000,-0.040000,-0.022568,0.055431,-0.041454,0.445628,0.211338,-0.041441,0.000000,
372501712,0.048972,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,-0.020000,-0.040000,-0.003572,0.043641,-0.041024,0.216951,-0.134709,-0.041028,0.000000,
372510950,0.141746,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,-0.010000,-0.060000,-0.011916,0.037952,-0.060974,0.172199,-0.190821,-0.060754,0.000000,
372523549,-0.226754,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,-0.010000,-0.050000,-0.017242,0.046692,-0.051214,-0.061895,-0.482974,-0.051319,0.000000,
372531751,-0.319527,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.060000,-0.010000,-0.050000,-0.022481,0.055207,-0.051451,-0.215532,-0.708720,-0.051450,0.000000,
372541001,-0.135537,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,0.000000,-0.050000,-0.015282,0.024422,-0.050696,-0.175807,-0.649841,-0.050705,0.000000,
372553570,-0.044808,16.741963,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.000000,-0.030000,-0.020695,0.033386,-0.030939,-0.107897,-0.554206,-0.031157,0.000000,
372561760,0.417487,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.010000,-0.050000,-0.029039,0.027697,-0.050890,0.192782,-0.095009,-0.050672,0.000000,
372570890,0.141746,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.010000,-0.050000,-0.029039,0.027697,-0.050890,0.162390,-0.133334,-0.050887,0.000000,
372583466,0.231437,16.746606,1,-0.487854,0.009277,-0.007690,-0.872864,0.020000,-0.020000,-0.040000,0.006906,0.026610,-0.040550,0.200801,-0.083569,-0.040664,0.000000,
372591652,-0.226754,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,0.000000,-0.050000,-0.025760,0.041452,-0.051170,-0.048254,-0.457563,-0.051055,0.000000,
372600899,0.051032,16.728033,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,0.000000,-0.050000,-0.025760,0.041452,-0.051170,0.004954,-0.384401,-0.051169,0.000000,
372613467,-0.137581,16.746606,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,-0.010000,-0.040000,-0.006851,0.029886,-0.040743,-0.082662,-0.489489,-0.040858,0.000000,
372621659,-0.411263,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.020000,0.000000,-0.050000,-0.010043,0.015906,-0.050459,-0.277580,-0.777840,-0.050354,0.000000,
372630925,0.048972,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,-0.010000,-0.060000,-0.006677,0.029436,-0.060737,-0.095850,-0.535679,-0.060623,0.000000,
372643523,-0.044808,16.741963,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,-0.010000,-0.050000,-0.017242,0.046692,-0.051214,-0.072955,-0.498780,-0.051318,0.000000,
372651693,0.048972,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.000000,-0.040000,-0.020608,0.033162,-0.040936,-0.006191,-0.391968,-0.041051,0.000000,
372660852,0.417487,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,-0.010000,-0.060000,-0.006677,0.029436,-0.060737,0.235321,-0.077463,-0.060520,0.000000,
372670482,-0.042763,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.010000,-0.040000,-0.029126,0.027922,-0.040893,0.073686,-0.281215,-0.041109,0.000000,
372683337,0.141746,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,0.010000,-0.040000,-0.034365,0.036437,-0.041130,0.109634,-0.230850,-0.041129,0.000000,
372691707,-0.134499,16.728033,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.000000,-0.050000,-0.020521,0.032937,-0.050933,-0.034292,-0.450100,-0.050825,0.000000,
372700848,0.417487,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.000000,-0.060000,-0.020434,0.032712,-0.060931,0.223123,-0.107128,-0.060819,0.000000,
372713446,0.141746,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,0.000000,-0.050000,-0.025760,0.041452,-0.051170,0.174497,-0.167828,-0.051277,0.000000,
372721618,-0.226754,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.010000,-0.050000,-0.029039,0.027697,-0.050890,-0.060021,-0.521657,-0.050894,0.000000,
372730778,0.417487,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,0.020000,-0.040000,-0.042883,0.031198,-0.041086,0.211458,-0.166196,-0.041194,0.000000,
372743366,0.326774,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,0.000000,-0.050000,-0.025760,0.041452,-0.051170,0.276331,-0.082351,-0.051061,0.000000,
372751533,0.051032,16.728033,1,-0.487854,0.009277,-0.007690,-0.872864,0.060000,-0.020000,-0.050000,-0.013963,0.060446,-0.051495,0.144763,-0.280701,-0.051490,0.000000,
372760813,-0.137581,16.746606,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,-0.010000,-0.040000,-0.012090,0.038401,-0.040980,-0.021210,-0.491232,-0.041096,0.000000,
372773393,0.048972,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.060000,0.000000,-0.070000,-0.030826,0.049518,-0.071402,0.013372,-0.440341,-0.071068,0.000000,
372781582,-0.228814,16.741963,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,0.010000,-0.030000,-0.034452,0.036662,-0.031133,-0.130957,-0.653876,-0.031573,0.000000,
372790756,0.233482,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,-0.020000,-0.070000,-0.003312,0.042966,-0.071015,0.073897,-0.382528,-0.070580,0.000000,
372803326,-0.597298,16.741963,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,-0.010000,-0.050000,-0.012003,0.038176,-0.050977,-0.320726,-0.876004,-0.051193,0.000000,
372811518,-0.134499,16.728033,1,-0.487854,0.009277,-0.007690,-0.872864,0.070000,0.010000,-0.060000,-0.044670,0.053018,-0.061598,-0.219705,-0.712809,-0.061483,0.000000,
372820766,0.141746,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.080000,0.000000,-0.040000,-0.041564,0.067222,-0.041884,-0.017157,-0.443539,-0.042100,0.000000,
372833382,-0.226754,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,0.000000,-0.050000,-0.015282,0.024422,-0.050696,-0.144510,-0.598791,-0.050602,0.000000,
372841548,0.233482,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,-0.020000,-0.060000,-0.003398,0.043191,-0.061018,0.070239,-0.265625,-0.060903,0.000000,
372850709,0.417487,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,0.000000,-0.050000,-0.015282,0.024422,-0.050696,0.268709,-0.006842,-0.050809,0.000000,
372863302,0.140205,16.741963,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.000000,-0.050000,-0.020521,0.032937,-0.050933,0.193986,-0.101831,-0.050932,0.000000,
372871501,0.048972,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,-0.010000,-0.040000,-0.012090,0.038401,-0.040980,0.108891,-0.229861,-0.041090,0.000000,
372880750,-0.135537,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.020000,0.000000,-0.060000,-0.009956,0.015682,-0.060457,-0.034675,-0.413089,-0.060243,0.000000,
372893325,0.051032,16.728033,1,-0.487854,0.009277,-0.007690,-0.872864,0.020000,0.020000,-0.060000,-0.026993,0.005203,-0.060369,0.009912,-0.350543,-0.060368,0.000000,
372901516,0.324714,16.741963,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.000000,-0.070000,-0.020348,0.032487,-0.070928,0.189959,-0.073525,-0.070811,0.000000,
372910645,-0.228814,16.741963,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,0.010000,-0.050000,-0.034278,0.036212,-0.051127,-0.053000,-0.387078,-0.051344,0.000000,
372923244,-0.135537,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,-0.020000,-0.030000,-0.003659,0.043865,-0.031027,-0.105814,-0.448017,-0.031251,0.000000,
372931434,-0.135537,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,0.010000,-0.040000,-0.023887,0.019407,-0.040656,-0.126755,-0.474539,-0.040552,0.000000,
372940684,-0.319527,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,-0.020000,-0.060000,-0.008637,0.051706,-0.061255,-0.242694,-0.619196,-0.061027,0.000000,
372953329,0.233482,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,0.000000,-0.050000,-0.015282,0.024422,-0.050696,0.026103,-0.267908,-0.050810,0.000000,
372961505,0.511283,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,0.020000,-0.050000,-0.032318,0.013943,-0.050609,0.305868,0.161321,-0.050611,0.000000,
372970635,0.048972,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,-0.010000,-0.050000,-0.017242,0.046692,-0.051214,0.158703,-0.031504,-0.051208,0.000000,
372983185,-0.044808,16.741963,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,-0.010000,-0.070000,-0.017069,0.046242,-0.071208,0.040114,-0.181849,-0.070988,0.000000,
372991375,-0.228814,16.741963,1,-0.487854,0.009277,-0.007690,-0.872864,0.020000,0.000000,-0.020000,-0.010304,0.016581,-0.020468,-0.117623,-0.418567,-0.021025,0.000000,
373000599,0.326774,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.070000,0.000000,-0.060000,-0.036152,0.058258,-0.061642,0.135648,-0.087121,-0.061194,0.000000,
373013168,0.326774,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.000000,-0.050000,-0.020521,0.032937,-0.050933,0.245565,0.053303,-0.051047,0.000000,
373021334,0.324714,16.741963,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,-0.010000,-0.050000,-0.012003,0.038176,-0.050977,0.291988,0.122714,-0.050978,0.000000,
373030613,0.693748,16.741963,1,-0.487854,0.009277,-0.007690,-0.872864,0.020000,-0.020000,-0.050000,0.006993,0.026386,-0.050547,0.525605,0.422468,-0.050552,0.000000,
373043194,0.326774,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.070000,0.000000,-0.050000,-0.036238,0.058482,-0.051644,0.415409,0.274542,-0.051632,0.000000,
373051384,0.051032,16.728033,1,-0.487854,0.009277,-0.007690,-0.872864,0.060000,0.000000,-0.060000,-0.030913,0.049742,-0.061405,0.205914,-0.048060,-0.061297,0.000000,
373060523,-0.137581,16.746606,1,-0.487854,0.009277,-0.007690,-0.872864,0.060000,-0.010000,-0.030000,-0.022655,0.055656,-0.031457,0.006729,-0.305670,-0.031786,0.000000,
373073092,0.233482,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,0.000000,-0.040000,-0.020608,0.033162,-0.040936,0.134577,-0.139443,-0.040836,0.000000,
373081293,-0.411263,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.030000,-0.010000,-0.060000,-0.006677,0.029436,-0.060737,-0.183727,-0.621051,-0.060518,0.000000,
373090542,-0.042763,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.060000,0.010000,-0.040000,-0.039604,0.044952,-0.041367,-0.107902,-0.515895,-0.041578,0.000000,
373103114,0.140205,16.741963,1,-0.487854,0.009277,-0.007690,-0.872864,0.040000,-0.020000,-0.060000,-0.003398,0.043191,-0.061018,0.029735,-0.333011,-0.060804,0.000000,
373111303,0.511283,16.732676,1,-0.487854,0.009277,-0.007690,-0.872864,0.050000,-0.010000,-0.060000,-0.017155,0.046467,-0.061211,0.306830,0.092024,-0.061207,0.000000,
373120548,0.417487,16.737320,1,-0.487854,0.009277,-0.007690,-0.872864,0.070000,-0.010000,-0.050000,-0.027720,0.063722,-0.051688,0.371713,0.174448,-0.051793,0.000000,
