Code compiled on Feb 14 2026 at 22:01:21
﻿Simulation Mode (T/F),F
Airbrakes Enabled (T/F),T
Log File Name,FLT
Sim File Name (if applicable),Sim
Burnout Mass (kg),0.6
Air Density (kg/m^3),1.23
Rocket CD,0.65
Airbrake CD,0.65
Rocket Area (m^2),0.00243
Kalman Model Y STD,0.05
Kalman Model V STD,0.1
Kalman Model A STD,0.015
Kalman Measurement Y STD,0.6
Kalman Measurement A STD,0.013
Target Apogee (m),228.6
Launch Acceleration Threshold (m/s^2),40
Coast Lockout (s),1.5
KP (1/s),0.24
Altimeter Lockout (s),60
Control Max Velocity (dep/s),2

Calibration point: 239.272635
Time (us),Altitude AGL (m),Temperature (deg C),Mode,IMU Quat W,IMU Quat X,IMU Quat Y,IMU Quat Z,IMU Local Acceleration X,IMU Local Acceleration Y,IMU Local Acceleration Z,IMU Global Acceleration x,IMU Global Acceleration y,IMU Global Acceleration z,State Estimation y,State Estimation v,State Estimation a,Commanded servo deployment,Real servo deployment,
132630631,-0.092947,18.812588,1,-0.338745,0.003540,-0.006104,-0.940857,-0.070000,0.010000,0.540000,0.046196,-0.044824,0.540793,-0.130048,0.052529,0.541227,0.000000,0.000000,
132639334,-0.186071,18.817230,1,-0.338928,0.003540,-0.006104,-0.940796,-0.030000,-0.010000,0.600000,0.027972,-0.003098,0.600173,-0.147133,0.050670,0.599524,0.000000,0.000000,
132648152,0.093317,18.821872,1,-0.339050,0.003540,-0.006104,-0.940735,-0.110000,-0.010000,0.540000,0.089722,-0.054968,0.541043,-0.071325,0.085331,0.541688,0.000000,0.000000,
132660756,-0.370794,18.835798,1,-0.339233,0.003540,-0.006104,-0.940674,-0.120000,0.010000,0.580000,0.084533,-0.076225,0.581329,-0.164156,0.055257,0.580892,0.000000,0.000000,
132669596,-0.464438,18.821872,1,-0.339355,0.003540,-0.006104,-0.940613,-0.140000,0.090000,0.520000,0.048972,-0.151408,0.522278,-0.257970,0.016553,0.522924,0.000000,0.000000,
132678464,0.372202,18.817230,1,-0.339417,0.003540,-0.006104,-0.940613,-0.140000,0.070000,0.500000,0.061784,-0.136311,0.502098,-0.060000,0.110279,0.502328,0.000000,0.000000,
132691032,0.001215,18.835798,1,-0.339478,0.003540,-0.006104,-0.940552,-0.110000,0.070000,0.520000,0.038616,-0.116871,0.521772,-0.039332,0.125501,0.521558,0.000000,0.000000,
132699592,0.279581,18.831156,1,-0.339478,0.003540,-0.006104,-0.940552,-0.120000,0.050000,0.580000,0.058931,-0.107038,0.581693,0.062109,0.182108,0.581030,0.000000,0.000000,
132711566,0.093836,18.831156,1,-0.339478,0.003540,-0.006104,-0.940552,-0.090000,0.050000,0.500000,0.036052,-0.088992,0.501376,0.074313,0.193086,0.502254,0.000000,0.000000,
132720004,0.372721,18.826514,1,-0.339417,0.003540,-0.006104,-0.940613,-0.050000,-0.010000,0.560000,0.043455,-0.016453,0.560394,0.169958,0.249474,0.559753,0.000000,0.000000,
132728661,-0.091406,18.831156,1,-0.339294,0.003540,-0.006104,-0.940674,-0.070000,0.010000,0.520000,0.046193,-0.045157,0.520795,0.089914,0.210473,0.521224,0.000000,0.000000,
132741220,-0.091406,18.831156,1,-0.339172,0.003540,-0.006104,-0.940674,-0.090000,0.010000,0.560000,0.061490,-0.057348,0.561007,0.035478,0.187671,0.560569,0.000000,0.000000,
132750083,0.931543,18.835798,1,-0.338989,0.003540,-0.006104,-0.940735,-0.070000,0.050000,0.540000,0.020649,-0.075645,0.541156,0.319868,0.360731,0.541370,0.000000,0.000000,
132758922,-0.090887,18.840440,1,-0.338806,0.003540,-0.006104,-0.940796,-0.140000,0.070000,0.580000,0.061745,-0.135106,0.582090,0.193626,0.290660,0.581641,0.000000,0.000000,
132771344,-0.184012,18.835798,1,-0.338684,0.003540,-0.006104,-0.940857,-0.110000,0.070000,0.560000,0.038725,-0.116256,0.561768,0.078091,0.229210,0.561987,0.000000,0.000000,
132779920,0.002253,18.845082,1,-0.338501,0.003540,-0.006104,-0.940918,-0.140000,0.090000,0.560000,0.049151,-0.150761,0.562273,0.056115,0.218555,0.562270,0.000000,0.000000,
132788885,-0.090887,18.840440,1,-0.338318,0.003540,-0.006104,-0.941040,-0.110000,0.070000,0.540000,0.038888,-0.116520,0.541770,0.011706,0.194533,0.541996,0.000000,0.000000,
132801537,-0.184012,18.835798,1,-0.338074,0.003540,-0.006104,-0.941101,-0.050000,0.090000,0.580000,-0.020173,-0.093186,0.581300,-0.047658,0.163685,0.580867,0.000000,0.000000,
132810397,0.093836,18.831156,1,-0.337891,0.003540,-0.006104,-0.941162,-0.090000,0.090000,0.540000,0.010832,-0.119186,0.541736,-0.001390,0.199717,0.542167,0.000000,0.000000,
132819266,-0.090887,18.840440,1,-0.337646,0.003540,-0.006104,-0.941223,-0.090000,0.070000,0.500000,0.023703,-0.104288,0.501558,-0.027893,0.185052,0.502005,0.000000,0.000000,
132831608,0.466883,18.840440,1,-0.337402,0.003540,-0.006104,-0.941345,-0.070000,0.090000,0.560000,-0.004536,-0.106196,0.561518,0.131081,0.295920,0.560862,0.000000,0.000000,
132840191,-0.462378,18.849724,1,-0.337158,0.003540,-0.006104,-0.941406,-0.110000,0.110000,0.580000,0.013670,-0.146751,0.582130,-0.054449,0.162011,0.581895,0.000000,0.000000,
132849104,0.002253,18.845082,1,-0.336975,0.003540,-0.006104,-0.941467,-0.110000,0.130000,0.540000,0.001138,-0.162753,0.542316,-0.035041,0.179567,0.542752,0.000000,0.000000,
132861735,-0.183508,18.845082,1,-0.336853,0.003540,-0.006104,-0.941528,-0.070000,0.070000,0.500000,0.008430,-0.091568,0.501342,-0.079800,0.153017,0.501799,0.000000,0.000000,
132870580,0.374262,18.845082,1,-0.336670,0.003540,-0.006104,-0.941589,-0.090000,0.050000,0.540000,0.036510,-0.088223,0.541372,0.065743,0.270924,0.540936,0.000000,0.000000,
132879469,0.745783,18.835798,1,-0.336548,0.003540,-0.006104,-0.941650,-0.050000,0.110000,0.540000,-0.032432,-0.109273,0.541487,0.283723,0.439031,0.541481,0.000000,0.000000,
132891928,0.002253,18.845082,1,-0.336426,0.003540,-0.006104,-0.941650,-0.050000,0.070000,0.560000,-0.007114,-0.078047,0.561121,0.199872,0.379713,0.560904,0.000000,0.000000,
132900424,0.281122,18.840440,1,-0.336365,0.003540,-0.006104,-0.941711,-0.110000,0.070000,0.560000,0.039325,-0.116068,0.561767,0.228942,0.405793,0.561758,0.000000,0.000000,
132909413,0.374262,18.845082,1,-0.336304,0.003540,-0.006104,-0.941711,-0.090000,0.070000,0.560000,0.023858,-0.103388,0.561552,0.278712,0.447117,0.561554,0.000000,0.000000,
132922085,0.374781,18.854366,1,-0.336304,0.003540,-0.006104,-0.941711,-0.070000,0.050000,0.580000,0.021002,-0.074970,0.581152,0.314963,0.478140,0.580936,0.000000,0.000000,
132930953,0.281641,18.849724,1,-0.336304,0.003540,-0.006104,-0.941711,-0.070000,0.050000,0.540000,0.021104,-0.075525,0.541156,0.308615,0.473741,0.541594,0.000000,0.000000,
132939797,-0.090368,18.849724,1,-0.336304,0.003540,-0.006104,-0.941711,-0.090000,0.070000,0.520000,0.023961,-0.103943,0.521556,0.186047,0.372538,0.521777,0.000000,0.000000,
132952266,0.653665,18.849724,1,-0.336304,0.003540,-0.006104,-0.941711,-0.090000,0.090000,0.520000,0.011292,-0.119416,0.521738,0.339570,0.500084,0.521738,0.000000,0.000000,
132960913,0.002253,18.845082,1,-0.336304,0.003540,-0.006104,-0.941711,-0.050000,0.070000,0.560000,-0.007090,-0.078054,0.561121,0.236418,0.408067,0.560687,0.000000,0.000000,
132969794,-0.090368,18.849724,1,-0.336365,0.003540,-0.006104,-0.941711,-0.110000,0.050000,0.540000,0.052048,-0.100872,0.541587,0.136150,0.323347,0.541797,0.000000,0.000000,
132982430,0.003275,18.854366,1,-0.336487,0.003540,-0.006104,-0.941650,-0.090000,0.070000,0.540000,0.023869,-0.103677,0.541554,0.097942,0.294557,0.541556,0.000000,0.000000,
132991294,0.094858,18.849724,1,-0.336548,0.003540,-0.006104,-0.941650,-0.050000,0.070000,0.540000,-0.007078,-0.078336,0.541123,0.099590,0.298431,0.541128,0.000000,0.000000,
133000050,0.094355,18.840440,1,-0.336670,0.003540,-0.006104,-0.941589,-0.090000,-0.010000,0.560000,0.074502,-0.041553,0.560823,0.100558,0.301839,0.560606,0.000000,0.000000,
133012522,-0.183508,18.845082,1,-0.336731,0.003540,-0.006104,-0.941589,-0.050000,0.030000,0.540000,0.018257,-0.047406,0.540758,0.013763,0.229417,0.540977,0.000000,0.000000,
133021103,-0.369238,18.854366,1,-0.336853,0.003540,-0.006104,-0.941528,-0.010000,0.050000,0.560000,-0.025418,-0.037220,0.560507,-0.106556,0.115957,0.560292,0.000000,0.000000,
133030093,0.281641,18.849724,1,-0.336975,0.003540,-0.006104,-0.941467,-0.070000,0.050000,0.560000,0.020939,-0.075278,0.561154,0.018190,0.234963,0.561145,0.000000,0.000000,
133042733,0.281641,18.849724,1,-0.337097,0.003540,-0.006104,-0.941467,-0.110000,0.090000,0.560000,0.026449,-0.131591,0.561950,0.105327,0.317973,0.561941,0.000000,0.000000,
133051602,0.186960,18.835798,1,-0.337219,0.003540,-0.006104,-0.941406,-0.120000,0.070000,0.520000,0.046935,-0.123044,0.521879,0.134278,0.348767,0.522321,0.000000,0.000000,
133060337,0.189020,18.854366,1,-0.337341,0.003540,-0.006104,-0.941345,-0.090000,0.070000,0.560000,0.023623,-0.103444,0.561552,0.154809,0.370470,0.561120,0.000000,0.000000,
133072921,-0.369238,18.854366,1,-0.337402,0.003540,-0.006104,-0.941345,-0.140000,0.050000,0.560000,0.074938,-0.119767,0.561909,-0.007973,0.221801,0.561900,0.000000,0.000000,
133081608,0.374781,18.854366,1,-0.337463,0.003540,-0.006104,-0.941284,-0.070000,0.050000,0.560000,0.020855,-0.075298,0.561154,0.116483,0.352857,0.561162,0.000000,0.000000,
133090498,0.281641,18.849724,1,-0.337585,0.003540,-0.006104,-0.941284,-0.030000,-0.010000,0.540000,0.028145,-0.003849,0.540179,0.172365,0.409460,0.540410,0.000000,0.000000,
133103133,0.189539,18.863649,1,-0.337585,0.003540,-0.006104,-0.941284,-0.070000,0.030000,0.560000,0.033556,-0.059873,0.560972,0.183078,0.421797,0.560746,0.000000,0.000000,
133112017,-0.369238,18.854366,1,-0.337646,0.003540,-0.006104,-0.941223,-0.110000,0.030000,0.540000,0.064464,-0.085571,0.541406,0.009851,0.239206,0.541619,0.000000,0.000000,
133120659,-0.275595,18.859008,1,-0.337708,0.003540,-0.006104,-0.941223,-0.120000,0.050000,0.540000,0.059465,-0.107377,0.541696,-0.079273,0.151281,0.541695,0.000000,0.000000,
133133117,-0.090368,18.849724,1,-0.337769,0.003540,-0.006104,-0.941223,-0.120000,0.090000,0.540000,0.034024,-0.138263,0.542060,-0.080898,0.154564,0.542055,0.000000,0.000000,
133141696,0.003275,18.854366,1,-0.337769,0.003540,-0.006104,-0.941223,-0.140000,0.050000,0.520000,0.074948,-0.120384,0.521913,-0.052576,0.188107,0.522135,0.000000,0.000000,
133150728,0.281641,18.849724,1,-0.337769,0.003540,-0.006104,-0.941223,-0.110000,0.070000,0.560000,0.038972,-0.116191,0.561768,0.055983,0.302634,0.561331,0.000000,0.000000,
133163354,0.560541,18.854366,1,-0.337769,0.003540,-0.006104,-0.941223,-0.110000,0.070000,0.560000,0.038972,-0.116191,0.561768,0.221524,0.471713,0.561763,0.000000,0.000000,
133172176,0.189020,18.854366,1,-0.337708,0.003540,-0.006104,-0.941223,-0.070000,0.050000,0.540000,0.020871,-0.075593,0.541156,0.215274,0.464927,0.541383,0.000000,0.000000,
133180978,-0.089346,18.859008,1,-0.337646,0.003540,-0.006104,-0.941284,-0.030000,0.030000,0.580000,0.002618,-0.034179,0.580539,0.121901,0.366763,0.580107,0.000000,0.000000,
133193508,0.467401,18.849724,1,-0.337524,0.003540,-0.006104,-0.941284,-0.090000,-0.030000,0.500000,0.087281,-0.027082,0.500648,0.237323,0.486486,0.501523,0.000000,0.000000,
133202416,0.374781,18.854366,1,-0.337341,0.003540,-0.006104,-0.941345,-0.070000,-0.030000,0.580000,0.071641,-0.013236,0.580424,0.285830,0.541456,0.579555,0.000000,0.000000,
133211245,-0.275595,18.859008,1,-0.337097,0.003540,-0.006104,-0.941406,-0.110000,-0.010000,0.560000,0.089901,-0.054314,0.561039,0.110821,0.351981,0.561243,0.000000,0.000000,
133223771,0.560541,18.854366,1,-0.336792,0.003540,-0.006104,-0.941528,-0.120000,-0.010000,0.580000,0.097624,-0.060320,0.581144,0.259594,0.510100,0.580925,0.000000,0.000000,
133232474,0.189020,18.854366,1,-0.336365,0.003540,-0.006104,-0.941711,-0.140000,-0.010000,0.520000,0.113324,-0.073734,0.521365,0.241374,0.488557,0.522022,0.000000,0.000000,
133241304,0.003275,18.854366,1,-0.335815,0.003540,-0.006104,-0.941895,-0.110000,0.030000,0.520000,0.064869,-0.085597,0.521406,0.169428,0.409663,0.521413,0.000000,0.000000,
133253771,0.094858,18.849724,1,-0.335205,0.003540,-0.006104,-0.942139,-0.140000,0.070000,0.540000,0.062937,-0.135198,0.542092,0.150639,0.391058,0.541864,0.000000,0.000000,
133262606,0.467401,18.849724,1,-0.334534,0.003540,-0.006104,-0.942322,-0.110000,0.110000,0.540000,0.014607,-0.147213,0.542134,0.255964,0.514450,0.542131,0.000000,0.000000,
133271493,0.560022,18.845082,1,-0.333862,0.003479,-0.006104,-0.942627,-0.030000,0.090000,0.600000,-0.034826,-0.080524,0.601086,0.358041,0.628381,0.600437,0.000000,0.000000,
133284107,0.374781,18.854366,1,-0.333130,0.003479,-0.006104,-0.942871,-0.050000,0.060000,0.560000,-0.000187,-0.070346,0.561028,0.371390,0.641264,0.561462,0.000000,0.000000,
133292692,0.189020,18.854366,1,-0.332397,0.003479,-0.006104,-0.943115,-0.010000,0.040000,0.540000,-0.018643,-0.029962,0.540421,0.318237,0.576100,0.540653,0.000000,0.000000,
133301626,0.281641,18.849724,1,-0.331665,0.003479,-0.006104,-0.943359,-0.070000,0.080000,0.560000,0.003122,-0.098449,0.561424,0.311669,0.567889,0.561195,0.000000,0.000000,
133340470,0.189539,18.863649,1,-0.328796,0.003479,-0.006104,-0.944397,-0.120000,0.100000,0.600000,0.030420,-0.144608,0.602135,0.293794,0.548315,0.601684,0.000000,0.000000,
133349509,-0.091406,18.831156,1,-0.328125,0.003479,-0.006104,-0.944580,-0.160000,0.130000,0.520000,0.043601,-0.193974,0.522843,0.166425,0.291953,0.523712,0.000000,0.000000,
133357857,0.001215,18.835798,1,-0.327515,0.003479,-0.006104,-0.944824,-0.070000,0.060000,0.560000,0.016404,-0.082709,0.561240,0.113785,0.204587,0.560826,0.000000,0.000000,
133372085,-0.183508,18.845082,1,-0.326904,0.003479,-0.006104,-0.945007,-0.030000,0.130000,0.500000,-0.058034,-0.113822,0.501472,0.018579,0.071663,0.502126,0.000000,0.000000,
133381550,0.001215,18.835798,1,-0.326355,0.003479,-0.006104,-0.945190,-0.010000,0.040000,0.520000,-0.018159,-0.030460,0.520425,0.013577,0.068281,0.520223,0.000000,0.000000,
133391233,0.093836,18.831156,1,-0.325928,0.003479,-0.006104,-0.945374,-0.070000,0.020000,0.560000,0.041346,-0.051152,0.560869,0.040385,0.108319,0.560421,0.000000,0.000000,
133404104,-0.369757,18.845082,1,-0.325562,0.003479,-0.006104,-0.945496,-0.110000,0.020000,0.540000,0.072960,-0.076018,0.541293,-0.091449,-0.049783,0.541504,0.000000,0.000000,
133412808,-0.277151,18.840440,1,-0.325195,0.003479,-0.006104,-0.945618,-0.120000,0.020000,0.560000,0.080852,-0.081834,0.561396,-0.152064,-0.122657,0.561177,0.000000,0.000000,
133421901,-0.183508,18.845082,1,-0.324768,0.003418,-0.006104,-0.945740,-0.140000,-0.040000,0.580000,0.133572,-0.046457,0.581030,-0.163289,-0.129445,0.580812,0.000000,0.000000,
133434722,0.186960,18.835798,1,-0.324341,0.003418,-0.006104,-0.945923,-0.140000,0.020000,0.580000,0.096819,-0.093707,0.581589,-0.051919,0.005986,0.581581,0.000000,0.000000,
133443581,0.559503,18.835798,1,-0.323792,0.003418,-0.006104,-0.946106,-0.140000,0.020000,0.560000,0.096980,-0.093868,0.561591,0.145476,0.252573,0.561811,0.000000,0.000000,
133452454,0.094355,18.840440,1,-0.323059,0.003418,-0.006165,-0.946350,-0.090000,0.020000,0.560000,0.057589,-0.063080,0.561074,0.131311,0.238580,0.561082,0.000000,0.000000,
133464972,0.002253,18.845082,1,-0.322205,0.003418,-0.006165,-0.946655,-0.090000,0.040000,0.500000,0.045663,-0.079656,0.501269,0.092805,0.198950,0.501928,0.000000,0.000000,
133473778,0.374262,18.845082,1,-0.321289,0.003418,-0.006165,-0.946960,-0.090000,0.040000,0.520000,0.045771,-0.079287,0.521267,0.185241,0.312537,0.521053,0.000000,0.000000,
133482619,0.374262,18.845082,1,-0.320312,0.003418,-0.006165,-0.947266,-0.050000,0.020000,0.540000,0.026233,-0.038744,0.540657,0.248699,0.386620,0.540441,0.000000,0.000000,
133495262,0.094858,18.849724,1,-0.319275,0.003418,-0.006165,-0.947632,-0.030000,0.120000,0.540000,-0.050108,-0.106189,0.541399,0.204151,0.339039,0.541388,0.000000,0.000000,
133504131,0.281641,18.849724,1,-0.318237,0.003418,-0.006165,-0.947998,0.010000,0.190000,0.540000,-0.124005,-0.137991,0.541650,0.232142,0.374018,0.541647,0.000000,0.000000,
133512814,0.096399,18.859008,1,-0.317322,0.003418,-0.006165,-0.948303,-0.030000,0.170000,0.520000,-0.079697,-0.146605,0.521879,0.191834,0.328296,0.522097,0.000000,0.000000,
133525370,0.467401,18.849724,1,-0.316589,0.003418,-0.006165,-0.948547,-0.030000,0.250000,0.540000,-0.127567,-0.210410,0.542641,0.284622,0.433134,0.542414,0.000000,0.000000,
133533964,0.003275,18.854366,1,-0.315979,0.003418,-0.006165,-0.948730,0.010000,0.230000,0.540000,-0.147309,-0.170569,0.542036,0.197762,0.327604,0.542040,0.000000,0.000000,
133545959,0.747324,18.854366,1,-0.315552,0.003357,-0.006165,-0.948853,-0.010000,0.190000,0.540000,-0.107116,-0.150653,0.541870,0.378751,0.537366,0.541871,0.000000,0.000000,
133554603,-0.369238,18.854366,1,-0.315430,0.003357,-0.006165,-0.948914,0.010000,0.190000,0.560000,-0.123147,-0.138447,0.561663,0.142411,0.246315,0.561445,0.000000,0.000000,
133563464,-0.275595,18.859008,1,-0.315491,0.003357,-0.006165,-0.948914,0.050000,0.170000,0.500000,-0.143082,-0.099308,0.501066,0.010389,0.094490,0.501732,0.000000,0.000000,
133575912,-0.090368,18.849724,1,-0.315796,0.003418,-0.006165,-0.948792,-0.050000,0.040000,0.540000,0.014653,-0.054495,0.540847,-0.020814,0.064715,0.540416,0.000000,0.000000,
133584790,0.189020,18.854366,1,-0.316223,0.003418,-0.006165,-0.948669,-0.050000,0.060000,0.520000,0.002655,-0.070789,0.521040,0.047410,0.152780,0.521253,0.000000,0.000000,
133593420,-0.089346,18.859008,1,-0.316772,0.003418,-0.006165,-0.948486,-0.070000,0.040000,0.520000,0.030574,-0.066825,0.521057,0.004822,0.105418,0.521059,0.000000,0.000000,
133605758,0.467920,18.859008,1,-0.317383,0.003418,-0.006165,-0.948242,-0.120000,0.020000,0.540000,0.082382,-0.080707,0.541384,0.155170,0.280830,0.541160,0.000000,0.000000,
133614289,0.189539,18.863649,1,-0.317993,0.003418,-0.006165,-0.948059,-0.140000,0.020000,0.540000,0.098237,-0.092875,0.541593,0.168658,0.299176,0.541588,0.000000,0.000000,
133623374,0.003275,18.854366,1,-0.318665,0.003418,-0.006165,-0.947815,-0.180000,0.020000,0.600000,0.129808,-0.116341,0.602004,0.118281,0.242233,0.601338,0.000000,0.000000,
133636032,0.189020,18.854366,1,-0.319275,0.003418,-0.006165,-0.947632,-0.140000,-0.020000,0.560000,0.122132,-0.061024,0.561212,0.144177,0.275498,0.561655,0.000000,0.000000,
133644880,0.653665,18.849724,1,-0.319824,0.003418,-0.006165,-0.947449,-0.120000,-0.040000,0.560000,0.118272,-0.033140,0.560815,0.311037,0.488560,0.560824,0.000000,0.000000,
133653539,0.094858,18.849724,1,-0.320251,0.003418,-0.006165,-0.947327,-0.120000,-0.040000,0.540000,0.118299,-0.033522,0.540818,0.245783,0.409294,0.541038,0.000000,0.000000,
133666028,-0.181952,18.863649,1,-0.320557,0.003418,-0.006165,-0.947205,-0.090000,0.020000,0.560000,0.057943,-0.062772,0.561073,0.113153,0.256766,0.560852,0.000000,0.000000,
133674629,0.560541,18.854366,1,-0.320740,0.003418,-0.006165,-0.947144,-0.070000,0.040000,0.520000,0.029982,-0.067082,0.521058,0.259697,0.444636,0.521496,0.000000,0.000000,
133683706,0.375299,18.863649,1,-0.320740,0.003418,-0.006165,-0.947144,-0.110000,0.020000,0.600000,0.073702,-0.074390,0.601277,0.300930,0.494863,0.600398,0.000000,0.000000,
133696308,0.282679,18.868291,1,-0.320618,0.003418,-0.006165,-0.947144,-0.120000,0.060000,0.560000,0.057453,-0.112760,0.561765,0.301326,0.495038,0.562191,0.000000,0.000000,
133705147,0.096399,18.859008,1,-0.320374,0.003418,-0.006165,-0.947266,-0.090000,0.040000,0.520000,0.045930,-0.079196,0.521266,0.239543,0.414348,0.521717,0.000000,0.000000,
133713873,-0.275595,18.859008,1,-0.320007,0.003418,-0.006165,-0.947388,-0.140000,0.060000,0.560000,0.073522,-0.124823,0.561973,0.077427,0.215617,0.561529,0.000000,0.000000,
133726391,0.282160,18.859008,1,-0.319580,0.003418,-0.006165,-0.947510,-0.120000,0.100000,0.560000,0.033489,-0.144460,0.562144,0.146178,0.300508,0.562137,0.000000,0.000000,
133735145,0.003794,18.863649,1,-0.319031,0.003418,-0.006165,-0.947693,-0.120000,0.120000,0.540000,0.021617,-0.160622,0.542336,0.102852,0.245791,0.542554,0.000000,0.000000,
133744039,0.467920,18.859008,1,-0.318481,0.003418,-0.006165,-0.947937,-0.090000,0.080000,0.580000,0.021964,-0.110072,0.581640,0.222542,0.395536,0.581209,0.000000,0.000000,
133756617,-0.089346,18.859008,1,-0.317871,0.003418,-0.006165,-0.948120,-0.050000,0.120000,0.500000,-0.033720,-0.118951,0.501612,0.126955,0.282190,0.502489,0.000000,0.000000,
