Code compiled on Mar 18 2026 at 17:44:41
﻿Simulation Mode (T/F),F
Airbrakes Enabled (T/F),T
Log File Name,RF
Sim File Name (if applicable),Sim
Burnout Mass (kg),0.61
Air Density (kg/m^3),1.204
Rocket CD,0.525
Airbrake CD,0.725
Rocket Area (m^2),0.00243
Kalman Model Y STD,1
Kalman Model V STD,0.4
Kalman Model A STD,5
Kalman Measurement Y STD,5
Kalman Measurement A STD,2
Target Apogee (m),228.6
Launch Acceleration Threshold (m/s^2),40
Coast Lockout (s),1.75
KP (1/s),0.24
Altimeter Lockout (s),60
Control Max Velocity (dep/s),2

Calibration point: 246.900903
Time (us),Altitude AGL (m),Temperature (deg C),Mode,IMU Quat W,IMU Quat X,IMU Quat Y,IMU Quat Z,IMU Raw Local Acceleration X,IMU Raw Local Acceleration Y,IMU Raw Local Acceleration Z,IMU Global Acceleration x,IMU Global Acceleration y,IMU Global Acceleration z,State Estimation y,State Estimation v,State Estimation a,Commanded servo deployment,Real servo deployment,
150651482,0.742713,23.264851,1,0.807007,-0.017822,0.005005,-0.590271,0.167739,-1.198124,10.596533,-0.779432,-0.286659,0.836354,0.283203,0.128028,0.571547,0.000000,0.000000,
150661118,0.219016,23.251239,2,0.807007,-0.017822,0.005005,-0.590271,0.936278,-8.078324,91.682074,-4.739017,-1.247056,82.114846,0.279604,0.914653,54.053256,0.000000,0.000000,
150672051,0.033133,23.260314,2,0.806946,-0.017822,0.005005,-0.590332,-1.433251,-5.984186,93.598711,-3.406508,1.688789,83.926831,0.249626,1.789584,73.646402,0.000000,0.000000,
150681772,0.033133,23.260314,2,0.806702,-0.017883,0.004883,-0.590637,0.431626,-7.445855,97.122156,-4.155649,-0.417955,87.522485,0.231195,2.617399,82.747292,0.000000,0.000000,
150692554,0.326636,23.255776,2,0.807068,-0.018433,0.004761,-0.590149,1.134522,-7.564161,100.099535,-3.916797,-0.964817,90.513740,0.282927,3.602856,87.841064,0.000000,0.000000,
150702406,0.126334,23.255776,2,0.807800,-0.018799,0.004700,-0.589172,1.598743,-7.393026,99.321231,-3.593784,-1.313852,89.738143,0.293461,4.467845,89.085298,0.000000,0.000000,
150712078,0.619651,23.251239,2,0.807861,-0.019104,0.004944,-0.588989,0.139375,-8.380315,101.588504,-4.832035,-0.150325,92.021271,0.402342,5.398789,91.010913,0.000000,0.000000,
150723060,0.712332,23.246702,2,0.807556,-0.019470,0.005554,-0.589417,-0.604140,-22.808701,99.813133,-18.706411,-3.890212,90.791598,0.525317,6.434208,90.867072,0.000000,0.000000,
150732703,0.512015,23.246702,2,0.807068,-0.019836,0.006226,-0.590088,-2.102599,-17.643707,101.254200,-14.056395,-0.843936,92.034902,0.589198,7.320397,91.633016,0.000000,0.000000,
150742593,0.219016,23.251239,2,0.806519,-0.020203,0.006775,-0.590820,0.154854,-9.004882,102.682212,-4.964548,-0.343219,93.158013,0.596700,8.195677,92.633213,0.000000,0.000000,
