,,,,,,,,,,,,
time stamp,raw pressure,raw temperature,raw ax,raw ay,raw aZ,calcualted alt,y estimate,v estimate,a estimate,apogee estimate,servo deployment,flight mode
135443,98.58,32.21,0.51,-0.86,0.06,-0.13,0.03,-0.27,-0.04,0.03,servo deployment,0
135546,98.58,32.21,0.26,-0.91,-0.03,0.15,0.09,-0.02,0.01,0.09,servo deployment,0
135637,98.58,32.21,0.41,-0.91,-0.07,-0.01,0.01,-0.23,-0.03,0.02,servo deployment,0
135726,98.58,32.21,0.39,-0.93,0.02,0.10,0.05,-0.06,-0.00,0.05,servo deployment,0
135816,98.58,32.21,0.39,-0.88,0.01,0.22,0.17,0.28,0.06,0.17,servo deployment,0
135905,98.58,32.21,0.33,-0.94,0.06,0.26,0.26,0.49,0.10,0.27,servo deployment,0
135995,98.58,32.21,0.44,-0.86,-0.02,-0.01,0.11,-0.08,-0.00,0.11,servo deployment,0
136099,98.58,32.21,0.38,-0.93,-0.06,0.03,0.04,-0.25,-0.04,0.05,servo deployment,0
136189,98.58,32.21,0.37,-0.93,-0.06,0.14,0.10,-0.03,0.01,0.10,servo deployment,0
136279,98.58,32.22,0.42,-0.94,0.14,-0.24,-0.15,-0.72,-0.12,-0.12,servo deployment,0
136368,98.58,32.21,0.36,-0.90,0.06,-0.24,-0.28,-0.93,-0.16,-0.24,servo deployment,0
136458,98.57,32.21,0.36,-0.84,0.09,0.33,0.07,0.33,0.08,0.08,servo deployment,0
136547,98.58,32.21,0.53,-0.88,0.05,0.26,0.24,0.74,0.15,0.26,servo deployment,0
136637,98.58,32.22,0.38,-0.87,-0.07,-0.12,0.05,0.01,0.01,0.05,servo deployment,0
136741,98.58,32.21,0.29,-0.94,-0.12,-0.33,-0.23,-0.80,-0.13,-0.20,servo deployment,0
136832,98.57,32.21,0.36,-0.94,0.08,0.39,0.16,0.53,0.11,0.18,servo deployment,0
136921,98.58,32.22,0.45,-0.92,-0.05,0.03,0.12,0.28,0.07,0.12,servo deployment,0
137009,98.58,32.22,0.39,-0.95,-0.07,-0.02,0.05,0.01,0.01,0.05,servo deployment,0
137103,98.58,32.22,0.38,-0.87,0.10,0.22,0.18,0.38,0.08,0.18,servo deployment,0
137192,98.58,32.22,0.45,-0.87,0.10,0.16,0.20,0.35,0.08,0.20,servo deployment,0
137296,98.58,32.21,0.37,-0.85,0.05,0.24,0.27,0.45,0.09,0.28,servo deployment,0
137386,98.58,32.21,0.41,-0.89,0.06,0.28,0.32,0.50,0.10,0.33,servo deployment,0
137476,98.58,32.22,0.48,-0.83,-0.04,0.10,0.20,0.04,0.01,0.20,servo deployment,0
137566,98.58,32.23,0.40,-0.90,0.01,0.03,0.08,-0.32,-0.06,0.09,servo deployment,0
137656,98.58,32.23,0.50,-0.91,0.03,-0.38,-0.28,-1.30,-0.24,-0.19,servo deployment,0
137746,98.58,32.22,0.44,-0.85,-0.04,-0.20,-0.34,-1.17,-0.21,-0.27,servo deployment,0
137851,98.58,32.22,0.26,-0.91,-0.13,0.01,-0.20,-0.44,-0.07,-0.19,servo deployment,0
137940,98.58,32.22,0.31,-0.91,-0.06,0.19,0.06,0.41,0.09,0.06,servo deployment,0
138031,98.58,32.23,0.40,-0.89,-0.01,-0.05,0.02,0.20,0.05,0.02,servo deployment,0
138120,98.58,32.23,0.41,-0.96,-0.05,-0.04,-0.01,0.09,0.02,-0.01,servo deployment,0
138211,98.58,32.23,0.42,-0.92,-0.17,-0.36,-0.25,-0.66,-0.12,-0.23,servo deployment,0
138300,98.58,32.23,0.47,-0.91,0.09,-0.34,-0.37,-0.85,-0.15,-0.34,servo deployment,0
138391,98.58,32.23,0.46,-0.92,-0.00,-0.02,-0.20,-0.12,-0.01,-0.20,servo deployment,0
138495,98.58,32.22,0.18,-1.01,0.14,0.09,0.01,0.50,0.10,0.02,servo deployment,0
138585,98.58,32.22,0.47,-0.89,-0.08,-0.09,-0.02,0.30,0.06,-0.02,servo deployment,0
138675,98.58,32.23,0.38,-0.87,-0.07,0.14,0.12,0.63,0.12,0.14,servo deployment,0
138764,98.58,32.23,0.40,-0.94,0.00,-0.15,-0.02,0.07,0.02,-0.02,servo deployment,0
138854,98.58,32.23,0.52,-0.82,-0.01,0.03,0.02,0.16,0.03,0.02,servo deployment,0
138944,98.58,32.23,0.29,-0.83,0.12,-0.06,-0.02,-0.01,0.00,-0.02,servo deployment,0
139049,98.58,32.23,0.45,-0.88,0.06,0.31,0.23,0.70,0.13,0.25,servo deployment,0
139138,98.58,32.23,0.45,-0.89,0.06,-0.03,0.10,0.17,0.03,0.10,servo deployment,0
139229,98.58,32.23,0.46,-0.87,0.12,0.01,0.05,-0.01,-0.00,0.05,servo deployment,0
139318,98.58,32.23,0.43,-0.94,0.09,0.11,0.09,0.10,0.02,0.09,servo deployment,0
139409,98.58,32.23,0.35,-0.94,0.06,0.19,0.17,0.31,0.05,0.17,servo deployment,0
139498,98.58,32.24,0.38,-0.94,0.03,0.05,0.11,0.07,0.01,0.11,servo deployment,0
139644,98.58,32.23,0.28,-0.96,0.04,0.01,0.04,-0.14,-0.03,0.04,servo deployment,0
139734,98.58,32.23,0.24,-0.95,0.06,0.17,0.14,0.15,0.03,0.14,servo deployment,0
139824,98.58,32.23,0.20,-1.04,0.06,0.09,0.12,0.06,0.01,0.12,servo deployment,0
139913,98.58,32.23,0.57,-1.25,0.01,0.31,0.26,0.45,0.09,0.27,servo deployment,0
140003,98.57,32.23,0.81,-0.87,0.11,0.56,0.51,1.07,0.21,0.57,servo deployment,0
140092,98.58,32.24,0.59,-0.80,0.26,0.02,0.26,0.05,0.01,0.26,servo deployment,0
140182,98.58,32.24,0.40,-0.46,0.31,0.12,0.17,-0.23,-0.04,0.17,servo deployment,0
140286,98.58,32.24,0.41,-0.44,0.43,0.14,0.12,-0.30,-0.05,0.12,servo deployment,0
140377,98.57,32.24,0.48,-0.41,0.49,0.39,0.30,0.29,0.05,0.30,servo deployment,0
140466,98.58,32.24,0.57,-0.72,0.34,0.18,0.24,0.06,0.01,0.24,servo deployment,0
140556,98.58,32.24,0.64,-0.55,0.76,0.07,0.12,-0.30,-0.06,0.13,servo deployment,0
140645,98.58,32.25,0.70,-0.51,0.63,0.17,0.13,-0.21,-0.04,0.13,servo deployment,0
140736,98.58,32.25,0.72,-0.38,0.62,0.27,0.21,0.09,0.02,0.21,servo deployment,0
140840,98.57,32.24,0.44,-0.65,0.78,0.41,0.37,0.52,0.09,0.39,servo deployment,0
140929,98.58,32.24,0.75,-0.24,0.85,0.26,0.33,0.28,0.05,0.34,servo deployment,0
141019,98.58,32.25,0.56,-0.35,0.91,0.30,0.34,0.22,0.04,0.34,servo deployment,0
141109,98.58,32.25,0.27,-0.30,0.66,0.14,0.22,-0.18,-0.04,0.22,servo deployment,0
141199,98.57,32.26,0.29,-0.21,0.73,0.53,0.42,0.47,0.08,0.43,servo deployment,0
141289,98.57,32.25,0.32,-0.09,0.88,0.48,0.51,0.60,0.10,0.52,servo deployment,0
141379,98.57,32.26,0.22,-0.17,0.95,0.57,0.61,0.74,0.13,0.64,servo deployment,0
141482,98.57,32.25,0.24,-0.19,0.93,0.77,0.80,1.10,0.19,0.87,servo deployment,0
141572,98.57,32.25,0.22,-0.20,0.90,0.66,0.80,0.80,0.13,0.83,servo deployment,0
141661,98.58,32.25,0.23,-0.19,0.87,0.09,0.36,-0.65,-0.14,0.38,servo deployment,0
141752,98.58,32.26,0.24,-0.14,0.93,0.26,0.23,-0.86,-0.18,0.27,servo deployment,0
141841,98.58,32.26,0.26,-0.15,0.96,0.16,0.10,-1.04,-0.21,0.15,servo deployment,0
141932,98.57,32.26,0.31,-0.16,0.93,0.64,0.39,0.07,0.00,0.39,servo deployment,0
142036,98.58,32.26,0.30,-0.12,0.99,0.24,0.28,-0.25,-0.06,0.29,servo deployment,0
142125,98.57,32.26,0.22,-0.13,1.00,0.58,0.48,0.38,0.06,0.49,servo deployment,0
142215,98.57,32.26,0.24,-0.15,0.96,0.66,0.65,0.76,0.13,0.68,servo deployment,0
142304,98.58,32.26,0.27,-0.20,0.95,0.30,0.47,0.05,-0.00,0.47,servo deployment,0
142394,98.57,32.27,0.26,-0.16,0.94,0.57,0.54,0.26,0.04,0.55,servo deployment,0
142483,98.57,32.27,0.19,-0.11,0.96,0.41,0.47,-0.02,-0.02,0.47,servo deployment,0
142588,98.57,32.27,0.13,-0.02,0.98,0.68,0.62,0.41,0.06,0.63,servo deployment,0
142677,98.57,32.27,0.18,-0.02,0.96,0.41,0.50,-0.04,-0.02,0.50,servo deployment,0
142768,98.57,32.27,0.25,-0.08,0.92,0.51,0.51,-0.02,-0.02,0.51,servo deployment,0
142856,98.58,32.27,0.22,-0.07,0.98,0.14,0.25,-0.77,-0.16,0.28,servo deployment,0
142947,98.57,32.27,0.29,-0.16,1.00,0.61,0.44,-0.02,-0.02,0.44,servo deployment,0
143036,98.58,32.28,0.21,-0.16,0.82,0.28,0.32,-0.36,-0.08,0.33,servo deployment,0
143127,98.57,32.27,0.18,-0.04,0.92,0.52,0.43,0.06,0.00,0.43,servo deployment,0
143231,98.57,32.28,0.16,-0.06,0.98,0.63,0.58,0.47,0.07,0.60,servo deployment,0
143320,98.57,32.28,0.22,-0.04,0.97,0.52,0.58,0.34,0.05,0.58,servo deployment,0
143410,98.57,32.28,0.29,-0.01,0.98,0.56,0.59,0.29,0.04,0.60,servo deployment,0
143499,98.57,32.28,0.27,-0.02,0.98,0.41,0.49,-0.08,-0.03,0.49,servo deployment,0
143589,98.58,32.28,0.24,-0.00,1.00,0.29,0.34,-0.51,-0.11,0.35,servo deployment,0
143679,98.57,32.28,0.17,-0.04,1.05,0.47,0.38,-0.24,-0.06,0.39,servo deployment,0
143784,98.57,32.29,0.12,-0.09,0.99,0.56,0.49,0.12,0.01,0.49,servo deployment,0
143872,98.57,32.29,0.20,-0.03,0.96,0.70,0.66,0.58,0.09,0.68,servo deployment,0
143963,98.57,32.29,0.22,-0.10,1.04,0.51,0.61,0.28,0.04,0.61,servo deployment,0
144052,98.57,32.28,0.24,-0.21,0.91,0.73,0.72,0.54,0.08,0.73,servo deployment,0
144143,98.57,32.29,0.29,-0.15,0.85,0.60,0.68,0.30,0.04,0.69,servo deployment,0
144232,98.57,32.29,0.32,-0.04,0.88,0.80,0.79,0.55,0.08,0.81,servo deployment,0
144322,98.57,32.29,0.31,-0.05,0.93,0.43,0.58,-0.21,-0.06,0.58,servo deployment,0
144468,98.57,32.28,0.20,-0.06,0.82,0.61,0.58,-0.15,-0.05,0.58,servo deployment,0
144558,98.58,32.28,0.17,-0.10,0.95,0.22,0.27,-0.95,-0.20,0.31,servo deployment,0
144648,98.57,32.28,0.19,0.01,1.11,0.43,0.30,-0.65,-0.13,0.32,servo deployment,0
144738,98.57,32.28,0.16,0.04,1.07,0.42,0.33,-0.42,-0.09,0.34,servo deployment,0
144828,98.57,32.29,0.16,0.06,1.09,0.85,0.66,0.65,0.13,0.68,servo deployment,0
144918,98.58,32.29,0.20,-0.01,0.99,0.28,0.45,-0.13,-0.02,0.45,servo deployment,0
145022,98.58,32.28,0.18,-0.04,0.90,0.32,0.34,-0.40,-0.07,0.35,servo deployment,0
145113,98.58,32.29,0.21,-0.05,1.02,0.27,0.25,-0.56,-0.10,0.27,servo deployment,0
145202,98.58,32.29,0.22,-0.04,1.04,0.17,0.14,-0.74,-0.13,0.17,servo deployment,0
145293,98.57,32.29,0.19,-0.00,0.94,0.57,0.38,0.14,0.03,0.38,servo deployment,0
145382,98.58,32.29,0.17,-0.01,1.02,0.12,0.21,-0.41,-0.07,0.21,servo deployment,0
145472,98.58,32.29,0.16,0.01,1.06,0.27,0.22,-0.28,-0.04,0.22,servo deployment,0
145576,98.58,32.29,0.07,-0.01,1.06,0.01,0.04,-0.71,-0.12,0.06,servo deployment,0
145666,98.57,32.29,0.12,0.01,0.98,0.38,0.23,0.03,0.02,0.23,servo deployment,0
145756,98.57,32.29,0.22,0.01,0.91,0.69,0.56,0.97,0.19,0.61,servo deployment,0
145846,98.58,32.30,0.24,-0.11,1.07,0.10,0.32,0.04,0.01,0.32,servo deployment,0
145935,98.57,32.30,0.19,0.04,0.95,0.68,0.58,0.78,0.15,0.61,servo deployment,0
146025,98.57,32.30,0.16,-0.03,1.01,0.43,0.55,0.49,0.09,0.56,servo deployment,0
146115,98.57,32.31,0.15,-0.07,1.03,0.33,0.44,0.05,0.01,0.44,servo deployment,0
146219,98.57,32.30,0.21,0.01,0.98,0.70,0.64,0.60,0.11,0.66,servo deployment,0
146309,98.57,32.30,0.29,0.03,0.92,0.40,0.52,0.10,0.02,0.52,servo deployment,0
146398,98.57,32.30,0.36,-0.14,0.93,0.69,0.65,0.46,0.09,0.66,servo deployment,0
146489,98.57,32.31,0.32,-0.14,0.95,0.57,0.63,0.30,0.05,0.64,servo deployment,0
146578,98.57,32.31,0.24,-0.12,0.91,0.62,0.65,0.28,0.05,0.66,servo deployment,0
146669,98.58,32.31,0.27,-0.06,0.91,0.22,0.37,-0.63,-0.12,0.39,servo deployment,0
146773,98.58,32.30,0.29,-0.05,0.98,0.28,0.24,-0.82,-0.15,0.27,servo deployment,0
146863,98.57,32.31,0.30,-0.10,0.99,0.49,0.35,-0.30,-0.05,0.35,servo deployment,0
146953,98.57,32.31,0.34,-0.11,0.98,0.89,0.72,0.83,0.16,0.75,servo deployment,0
147042,98.57,32.31,0.35,-0.10,0.91,0.59,0.70,0.58,0.11,0.72,servo deployment,0
147132,98.57,32.31,0.30,-0.17,0.90,0.35,0.51,-0.13,-0.02,0.51,servo deployment,0
147221,98.57,32.32,0.25,-0.16,0.97,0.43,0.44,-0.30,-0.06,0.44,servo deployment,0
147311,98.57,32.32,0.20,-0.04,0.98,0.62,0.54,0.08,0.02,0.54,servo deployment,0
147414,98.58,32.32,0.24,-0.08,0.95,0.05,0.18,-0.96,-0.17,0.23,servo deployment,0
147505,98.58,32.32,0.26,-0.14,0.95,0.23,0.13,-0.88,-0.16,0.17,servo deployment,0
147593,98.57,32.32,0.19,-0.11,0.95,0.37,0.22,-0.39,-0.06,0.23,servo deployment,0
147684,98.58,32.31,0.15,-0.08,0.98,0.28,0.22,-0.29,-0.04,0.23,servo deployment,0
147772,98.57,32.32,0.29,0.01,0.95,0.47,0.37,0.21,0.05,0.37,servo deployment,0
147861,98.57,32.32,0.37,-0.06,0.95,0.40,0.41,0.27,0.06,0.41,servo deployment,0
147970,98.58,32.32,0.27,-0.03,1.00,0.22,0.30,-0.12,-0.01,0.30,servo deployment,0
148059,98.57,32.32,0.22,-0.06,0.98,0.40,0.36,0.10,0.03,0.36,servo deployment,0
148149,98.58,32.32,0.18,-0.13,0.97,0.19,0.25,-0.26,-0.04,0.25,servo deployment,0
148238,98.57,32.33,0.14,-0.11,1.01,0.50,0.40,0.26,0.06,0.40,servo deployment,0
148328,98.57,32.32,0.12,-0.05,0.97,0.43,0.44,0.31,0.07,0.45,servo deployment,0
148417,98.57,32.32,0.15,-0.02,0.93,0.33,0.39,0.09,0.03,0.39,servo deployment,0
148507,98.57,32.33,0.26,-0.17,0.80,0.52,0.49,0.36,0.08,0.50,servo deployment,0
148584,98.57,32.32,0.20,-0.18,0.93,0.52,0.54,0.43,0.09,0.55,servo deployment,0
148674,98.57,32.33,0.07,-0.10,1.14,0.49,0.55,0.34,0.07,0.55,servo deployment,0
148764,98.58,32.32,0.03,0.17,1.03,0.21,0.34,-0.38,-0.06,0.34,servo deployment,0
148854,98.57,32.33,0.05,0.21,1.07,0.35,0.31,-0.36,-0.05,0.32,servo deployment,0
148943,98.57,32.33,0.02,0.09,1.04,0.56,0.46,0.17,0.04,0.46,servo deployment,0
149033,98.57,32.34,-0.01,-0.17,0.80,0.47,0.48,0.19,0.04,0.48,servo deployment,0
149179,98.58,32.33,0.10,-0.05,0.94,0.23,0.30,-0.34,-0.05,0.30,servo deployment,0
149268,98.58,32.34,0.07,-0.05,1.14,0.12,0.12,-0.74,-0.13,0.15,servo deployment,0
149359,98.58,32.34,0.06,-0.06,1.01,0.28,0.17,-0.44,-0.06,0.18,servo deployment,0
149448,98.58,32.34,0.05,-0.25,0.92,-0.05,-0.02,-0.88,-0.15,0.01,servo deployment,0
149539,98.58,32.34,0.02,0.19,0.92,0.29,0.12,-0.25,-0.02,0.12,servo deployment,0
149628,98.58,32.34,-0.03,0.26,0.69,0.13,0.10,-0.23,-0.02,0.10,servo deployment,0
149733,98.58,32.34,0.05,0.34,1.07,-0.12,-0.09,-0.70,-0.11,-0.06,servo deployment,0
149823,98.58,32.34,0.07,0.30,1.27,-0.01,-0.09,-0.54,-0.08,-0.08,servo deployment,0
149912,98.58,32.35,0.17,0.15,1.15,-0.08,-0.13,-0.52,-0.07,-0.12,servo deployment,0
150002,98.58,32.35,0.23,0.13,1.11,-0.02,-0.10,-0.28,-0.03,-0.09,servo deployment,0
150091,98.58,32.34,0.23,0.06,0.98,0.17,0.07,0.27,0.08,0.07,servo deployment,0
150181,98.57,32.35,0.19,0.08,0.96,0.35,0.29,0.86,0.18,0.33,servo deployment,0
150271,98.58,32.35,0.22,0.22,1.04,0.21,0.31,0.71,0.15,0.34,servo deployment,0
150376,98.58,32.35,0.25,0.13,1.01,0.29,0.37,0.68,0.15,0.40,servo deployment,0
150465,98.58,32.35,0.25,-0.04,1.00,0.12,0.25,0.16,0.05,0.25,servo deployment,0
150556,98.58,32.35,0.21,-0.15,0.88,0.27,0.28,0.22,0.06,0.28,servo deployment,0
150645,98.57,32.35,0.22,-0.06,1.01,0.35,0.35,0.36,0.08,0.35,servo deployment,0
150736,98.58,32.35,0.19,-0.03,0.96,0.21,0.28,0.08,0.03,0.28,servo deployment,0
150824,98.58,32.35,0.16,0.01,0.94,0.03,0.11,-0.44,-0.07,0.12,servo deployment,0
150929,98.58,32.35,0.14,0.02,0.94,0.14,0.09,-0.39,-0.06,0.09,servo deployment,0
151019,98.58,32.35,0.16,0.02,1.06,0.08,0.04,-0.42,-0.06,0.05,servo deployment,0
151109,98.57,32.36,0.14,-0.05,0.98,0.39,0.26,0.31,0.08,0.26,servo deployment,0
151198,98.58,32.36,0.23,0.01,1.07,0.08,0.16,-0.06,0.01,0.16,servo deployment,0
151288,98.58,32.37,0.20,-0.12,1.02,0.03,0.06,-0.32,-0.04,0.07,servo deployment,0
151378,98.57,32.36,0.15,-0.13,1.03,0.47,0.33,0.54,0.12,0.34,servo deployment,0
151468,98.58,32.36,0.18,0.08,1.14,0.25,0.32,0.38,0.09,0.33,servo deployment,0
151545,98.58,32.37,0.07,-0.12,0.96,0.15,0.23,0.03,0.02,0.23,servo deployment,0
151635,98.57,32.37,0.02,-0.14,0.76,0.37,0.33,0.31,0.07,0.33,servo deployment,0
151725,98.57,32.36,0.03,0.05,0.67,0.46,0.45,0.61,0.12,0.47,servo deployment,0
151815,98.58,32.37,0.04,0.06,0.86,0.29,0.39,0.27,0.06,0.40,servo deployment,0
151905,98.57,32.37,0.10,-0.10,1.31,0.70,0.64,0.93,0.18,0.68,servo deployment,0
151994,98.57,32.37,0.29,-0.04,1.42,0.58,0.68,0.81,0.15,0.71,servo deployment,0
152099,98.57,32.37,0.11,-0.38,0.64,0.48,0.61,0.41,0.08,0.62,servo deployment,0
152188,98.58,32.37,0.19,-0.47,0.82,0.32,0.43,-0.23,-0.04,0.43,servo deployment,0
152279,98.57,32.37,0.24,-0.50,0.84,0.61,0.54,0.14,0.03,0.54,servo deployment,0
152368,98.57,32.37,0.19,-0.48,0.73,0.44,0.48,-0.06,-0.01,0.48,servo deployment,0
152459,98.57,32.37,0.20,-0.42,0.78,0.47,0.47,-0.09,-0.02,0.47,servo deployment,0
152548,98.57,32.38,0.15,-0.49,0.80,0.38,0.39,-0.28,-0.05,0.40,servo deployment,0
152653,98.57,32.37,0.17,-0.53,0.84,0.46,0.42,-0.13,-0.02,0.42,servo deployment,0
152742,98.58,32.37,0.24,-0.55,0.81,0.30,0.31,-0.40,-0.07,0.32,servo deployment,0
152832,98.57,32.37,0.25,-0.54,0.79,0.37,0.32,-0.29,-0.05,0.32,servo deployment,0
152922,98.57,32.36,0.27,-0.52,0.79,0.50,0.42,0.07,0.02,0.42,servo deployment,0
153012,98.57,32.37,0.29,-0.51,0.79,0.34,0.37,-0.08,-0.01,0.37,servo deployment,0
153102,98.57,32.37,0.29,-0.50,0.81,0.57,0.51,0.34,0.07,0.51,servo deployment,0
153192,98.57,32.37,0.30,-0.50,0.82,0.33,0.41,-0.02,0.00,0.41,servo deployment,0
153297,98.58,32.37,0.22,-0.54,0.81,0.26,0.30,-0.34,-0.06,0.31,servo deployment,0
153386,98.58,32.37,0.22,-0.52,0.87,0.12,0.13,-0.74,-0.13,0.16,servo deployment,0
153477,98.57,32.37,0.21,-0.50,0.82,0.70,0.47,0.43,0.09,0.48,servo deployment,0
153565,98.57,32.37,0.17,-0.50,0.81,0.35,0.42,0.17,0.04,0.42,servo deployment,0
153656,98.57,32.38,0.17,-0.52,0.83,0.34,0.38,0.01,0.01,0.38,servo deployment,0
153745,98.57,32.38,0.16,-0.56,0.82,0.54,0.50,0.35,0.07,0.50,servo deployment,0
153892,98.58,32.37,0.32,-0.56,0.76,0.28,0.37,-0.10,-0.01,0.37,servo deployment,0
153982,98.57,32.37,0.31,-0.52,0.70,0.61,0.56,0.43,0.09,0.57,servo deployment,0
154072,98.57,32.37,0.24,-0.63,0.76,0.49,0.54,0.30,0.06,0.55,servo deployment,0
154161,98.58,32.38,0.18,-0.71,1.11,0.32,0.42,-0.13,-0.03,0.42,servo deployment,0
154251,98.57,32.38,0.17,-0.49,0.97,0.72,0.62,0.49,0.10,0.63,servo deployment,0
154340,98.57,32.37,0.00,-0.50,0.93,0.82,0.81,0.92,0.18,0.85,servo deployment,0
154430,98.57,32.37,-0.03,-0.55,1.03,0.78,0.87,0.89,0.17,0.91,servo deployment,0
154534,98.57,32.38,0.02,-0.38,0.93,0.64,0.79,0.42,0.08,0.80,servo deployment,0
154624,98.57,32.38,0.01,-0.19,0.83,0.60,0.69,0.01,0.01,0.69,servo deployment,0
154713,98.57,32.38,0.04,-0.13,0.74,0.95,0.88,0.55,0.11,0.89,servo deployment,0
154804,98.57,32.38,0.24,-0.10,1.06,0.97,0.99,0.75,0.14,1.02,servo deployment,0
154893,98.57,32.38,0.05,-0.08,1.05,0.58,0.77,-0.10,-0.02,0.77,servo deployment,0
154984,98.57,32.38,0.10,-0.13,0.83,0.39,0.49,-0.88,-0.16,0.53,servo deployment,0
155088,98.57,32.38,-0.14,-0.01,0.83,0.56,0.45,-0.74,-0.13,0.48,servo deployment,0
155178,98.57,32.38,0.02,0.14,0.97,0.66,0.54,-0.30,-0.05,0.55,servo deployment,0
155268,98.57,32.38,-0.06,0.18,1.00,0.87,0.75,0.38,0.08,0.76,servo deployment,0
155358,98.57,32.38,-0.00,0.12,0.97,0.64,0.70,0.14,0.03,0.70,servo deployment,0
155448,98.57,32.39,-0.07,0.01,0.96,0.43,0.52,-0.44,-0.08,0.53,servo deployment,0
155538,98.57,32.38,-0.05,-0.00,0.95,0.54,0.49,-0.40,-0.07,0.50,servo deployment,0
155643,98.57,32.38,0.08,-0.08,0.93,0.52,0.47,-0.36,-0.06,0.48,servo deployment,0
155732,98.57,32.38,-0.06,-0.22,1.06,0.86,0.73,0.49,0.10,0.74,servo deployment,0
155823,98.57,32.38,0.23,0.05,1.09,0.60,0.68,0.23,0.05,0.69,servo deployment,0
155912,98.57,32.38,0.21,-0.03,1.08,0.65,0.68,0.16,0.03,0.68,servo deployment,0
156003,98.57,32.38,-0.00,0.08,0.98,0.68,0.70,0.17,0.04,0.70,servo deployment,0
156092,98.57,32.39,-0.09,0.00,0.89,0.82,0.80,0.43,0.08,0.81,servo deployment,0
156183,98.57,32.39,-0.18,-0.19,0.98,0.63,0.72,0.09,0.02,0.72,servo deployment,0
156287,98.57,32.39,0.00,-0.12,0.96,0.69,0.71,0.03,0.01,0.71,servo deployment,0
156376,98.57,32.39,0.01,-0.18,0.98,0.48,0.54,-0.46,-0.08,0.55,servo deployment,0
156466,98.57,32.39,0.26,-0.15,1.10,0.67,0.59,-0.20,-0.03,0.59,servo deployment,0
156556,98.57,32.39,0.18,-0.15,0.98,0.59,0.57,-0.21,-0.03,0.57,servo deployment,0
156646,98.57,32.40,0.30,-0.09,1.07,0.38,0.41,-0.61,-0.11,0.43,servo deployment,0
156736,98.58,32.41,0.09,-0.06,1.01,0.24,0.23,-1.00,-0.18,0.28,servo deployment,0
156841,98.57,32.40,0.16,-0.13,1.03,0.37,0.23,-0.72,-0.12,0.26,servo deployment,0
156930,98.57,32.40,0.14,-0.14,0.97,0.68,0.50,0.23,0.06,0.50,servo deployment,0
157020,98.58,32.41,-0.02,-0.08,0.96,0.08,0.22,-0.62,-0.10,0.24,servo deployment,0
157109,98.57,32.41,-0.06,-0.03,0.95,0.72,0.52,0.40,0.09,0.53,servo deployment,0
157200,98.57,32.41,0.01,-0.00,0.98,0.79,0.75,0.97,0.19,0.79,servo deployment,0
157289,98.57,32.41,0.05,-0.03,1.01,0.76,0.84,1.01,0.20,0.89,servo deployment,0
157380,98.57,32.41,0.02,-0.08,1.00,1.03,1.07,1.42,0.27,1.17,servo deployment,0
157484,98.57,32.41,0.05,-0.09,0.99,0.75,0.98,0.77,0.15,1.01,servo deployment,0
157573,98.57,32.41,-0.03,-0.10,0.96,0.67,0.82,0.12,0.02,0.82,servo deployment,0
157662,98.57,32.41,-0.43,-0.15,0.95,0.77,0.80,0.03,0.01,0.80,servo deployment,0
157752,98.57,32.41,-0.18,-0.20,1.04,0.94,0.90,0.32,0.06,0.91,servo deployment,0
157842,98.57,32.42,-0.21,-0.17,0.96,0.88,0.92,0.29,0.05,0.92,servo deployment,0
157932,98.57,32.41,-0.12,-0.25,0.92,0.92,0.94,0.30,0.05,0.95,servo deployment,0
158037,98.57,32.41,-0.14,-0.09,0.89,0.91,0.95,0.23,0.04,0.95,servo deployment,0
158125,98.57,32.41,-0.05,-0.07,0.93,1.09,1.08,0.55,0.10,1.09,servo deployment,0
158216,98.57,32.41,-0.05,-0.09,0.97,0.88,0.99,0.16,0.02,0.99,servo deployment,0
158304,98.56,32.42,-0.16,-0.21,1.05,1.19,1.15,0.58,0.10,1.16,servo deployment,0
158395,98.57,32.42,-0.16,-0.19,1.05,0.93,1.05,0.14,0.02,1.05,servo deployment,0
158484,98.57,32.42,-0.09,-0.22,1.05,0.91,0.96,-0.15,-0.03,0.96,servo deployment,0
158630,98.57,32.41,-0.16,-0.17,0.92,0.89,0.88,-0.31,-0.06,0.88,servo deployment,0
158724,98.57,32.42,-0.07,-0.13,0.88,0.78,0.77,-0.53,-0.10,0.78,servo deployment,0
158813,98.56,32.41,-0.07,-0.08,0.94,1.23,1.06,0.37,0.08,1.07,servo deployment,0
158902,98.57,32.42,-0.08,-0.01,0.97,1.12,1.13,0.49,0.10,1.14,servo deployment,0
158992,98.57,32.42,-0.09,-0.08,1.01,0.88,1.00,-0.02,-0.00,1.00,servo deployment,0
159082,98.57,32.42,-0.14,-0.18,1.02,0.62,0.73,-0.82,-0.16,0.76,servo deployment,0
159172,98.57,32.42,-0.25,-0.28,1.09,0.69,0.62,-0.92,-0.17,0.66,servo deployment,0
159276,98.57,32.43,-0.26,-0.26,0.91,0.76,0.63,-0.65,-0.12,0.65,servo deployment,0
159367,98.57,32.42,-0.09,-0.29,0.92,0.49,0.46,-0.96,-0.17,0.51,servo deployment,0
159456,98.57,32.42,0.05,-0.23,0.93,0.94,0.72,0.00,0.01,0.72,servo deployment,0
159547,98.57,32.42,0.05,-0.22,0.99,0.96,0.89,0.50,0.10,0.90,servo deployment,0
