,,,,,,,,,,,,
time stamp,raw pressure,raw temperature,raw ax,raw ay,raw aZ,calcualted alt,y estimate,v estimate,a estimate,apogee estimate,servo deployment,flight mode
147785,96.60,30.57,0.02,0.00,-0.12,169.88,172.40,23.11,0.11,54.53,1.00,3
147875,96.58,30.58,0.01,-0.00,-0.11,171.67,173.96,21.57,-0.17,54.53,1.00,3
147980,96.55,30.57,0.00,-0.01,-0.10,174.11,176.33,21.87,-0.11,54.53,1.00,3
148069,96.54,30.57,-0.00,-0.00,-0.10,175.49,177.65,20.04,-0.45,54.53,1.00,3
148160,96.52,30.57,-0.00,-0.00,-0.09,177.00,179.00,18.66,-0.70,54.53,1.00,3
148249,96.51,30.57,-0.01,0.00,-0.08,177.99,179.94,16.49,-1.10,54.53,1.00,3
148340,96.49,30.57,-0.00,0.00,-0.07,179.66,181.24,15.82,-1.21,54.53,1.00,3
148429,96.48,30.57,-0.01,0.00,-0.07,180.63,182.21,14.44,-1.44,54.53,1.00,3
148518,96.46,30.58,-0.01,0.01,-0.06,182.04,183.37,13.96,-1.51,54.53,1.00,3
148626,96.44,30.57,-0.01,0.01,-0.05,183.52,184.98,14.12,-1.45,54.53,1.00,3
148715,96.44,30.57,-0.01,0.02,-0.05,184.02,185.51,11.90,-1.84,54.53,1.00,3
148805,96.43,30.57,-0.01,0.02,-0.05,184.96,186.18,10.60,-2.05,54.53,1.00,3
148895,96.42,30.57,-0.01,0.03,-0.04,185.82,186.87,9.69,-2.19,54.53,1.00,3
148985,96.41,30.57,-0.00,0.03,-0.04,186.41,187.40,8.52,-2.37,54.53,1.00,3
149075,96.40,30.57,0.00,0.03,-0.04,187.08,187.93,7.64,-2.49,54.53,1.00,3
149165,96.39,30.57,0.01,0.03,-0.03,188.21,188.81,8.00,-2.39,54.53,1.00,3
149269,96.39,30.57,0.01,0.03,-0.03,188.17,189.15,6.39,-2.64,54.53,1.00,3
149360,96.38,30.57,0.02,0.03,-0.03,188.63,189.33,5.04,-2.84,54.53,0.00,3
149449,96.39,30.57,0.03,0.03,-0.03,188.21,188.96,2.47,-3.28,54.53,0.00,3
149540,96.38,30.58,0.03,0.03,-0.02,189.16,189.31,2.57,-3.20,54.53,0.00,3
149628,96.37,30.58,0.03,0.02,-0.01,189.85,189.91,3.41,-2.99,54.53,0.00,3
149719,96.37,30.58,0.03,0.01,-0.01,189.86,190.17,3.04,-3.01,54.53,0.00,3
149808,96.37,30.58,0.03,0.01,-0.01,190.03,190.33,2.47,-3.07,54.53,0.00,3
149913,96.37,30.57,0.03,0.00,-0.01,189.95,190.29,1.35,-3.21,54.53,0.00,3
150003,96.37,30.57,0.02,-0.00,-0.01,189.53,189.83,-0.57,-3.51,54.53,1.00,3
150093,96.38,30.57,0.01,-0.00,-0.02,188.87,189.07,-2.87,-3.89,54.53,1.00,3
150183,96.40,30.57,0.01,-0.00,-0.02,187.38,187.59,-6.73,-4.55,54.53,1.00,3
150272,96.40,30.58,0.01,0.01,-0.04,187.29,186.76,-7.77,-4.67,54.53,1.00,3
150362,96.41,30.57,0.00,0.01,-0.05,186.08,185.56,-9.61,-4.93,54.53,1.00,3
150451,96.42,30.57,0.01,0.02,-0.05,185.14,184.39,-10.93,-5.09,54.53,1.00,3
150555,96.43,30.56,-0.08,0.03,0.06,184.52,183.32,-11.18,-5.04,54.53,1.00,3
150644,96.45,30.58,0.03,0.02,-0.08,183.22,182.23,-11.84,-5.08,54.53,1.00,3
150735,96.46,30.57,0.03,0.01,-0.09,182.05,181.00,-12.69,-5.15,54.53,1.00,3
150824,96.48,30.57,0.03,0.02,-0.09,180.51,179.50,-14.16,-5.34,54.53,1.00,3
150915,96.49,30.58,0.05,0.03,-0.09,179.44,178.15,-14.77,-5.37,54.53,1.00,3
151004,96.49,30.58,0.13,0.01,-0.07,179.21,177.57,-13.00,-4.95,54.53,1.00,3
151095,96.49,30.58,0.24,-0.06,-0.09,179.58,177.81,-9.22,-4.17,54.53,1.00,3
151199,96.48,30.58,0.39,-0.34,-0.06,180.16,178.59,-4.67,-3.25,54.53,1.00,3
151289,96.48,30.58,0.60,-0.40,-0.02,179.94,179.17,-2.05,-2.71,54.53,1.00,3
151379,96.48,30.58,0.87,0.04,0.03,180.34,179.82,0.13,-2.25,54.53,0.00,3
151469,96.48,30.58,1.05,-0.06,0.19,180.17,180.07,0.65,-2.12,54.53,0.00,3
151559,96.51,30.58,1.01,0.01,0.29,178.08,178.70,-3.69,-2.90,54.53,1.00,3
151649,96.48,30.59,1.23,0.19,0.18,179.98,179.27,-1.26,-2.40,54.53,1.00,3
151739,96.47,30.59,2.71,2.36,0.37,181.01,180.40,2.19,-1.72,54.53,0.00,3
151885,96.63,30.58,2.21,0.37,0.63,167.56,169.96,-25.43,-6.71,54.53,1.00,3
151974,96.63,30.59,-1.06,-0.10,0.38,167.61,165.73,-31.27,-7.72,54.53,1.00,3
152064,96.57,30.59,-1.80,-0.80,0.20,172.72,167.93,-18.38,-4.95,54.53,1.00,3
152153,96.55,30.59,-1.19,-0.73,0.06,174.24,170.67,-6.38,-2.40,54.53,1.00,3
152244,96.55,30.59,-1.77,-0.68,0.09,173.99,172.41,0.20,-1.04,54.53,0.00,3
152333,96.64,30.58,-1.17,-0.33,0.41,166.41,168.15,-12.55,-3.50,54.53,1.00,3
152424,96.72,30.59,-0.48,-0.11,0.58,159.51,160.79,-31.15,-6.96,54.53,1.00,3
152528,96.75,30.59,0.14,-0.22,-0.04,157.17,154.80,-39.58,-8.39,54.53,1.00,3
152617,96.73,30.59,1.50,-0.44,-0.02,159.00,154.38,-31.25,-6.71,54.53,1.00,3
152707,96.72,30.60,2.52,-0.33,-0.41,159.65,155.32,-21.00,-4.68,54.53,1.00,3
152797,96.74,30.59,1.39,0.83,-0.27,157.85,155.21,-16.19,-3.71,54.53,1.00,3
152887,96.82,30.60,0.13,0.21,-0.02,151.35,150.99,-24.59,-5.20,54.53,1.00,3
152977,96.86,30.59,-0.56,0.15,-0.34,147.64,146.36,-32.11,-6.49,54.53,1.00,3
153082,96.87,30.59,-0.72,0.04,-0.71,146.23,142.86,-33.05,-6.54,54.53,1.00,3
153171,96.87,30.59,0.15,-0.46,-0.79,146.73,142.79,-25.26,-5.00,54.53,1.00,3
153262,96.88,30.59,0.94,-0.62,-0.60,145.36,142.33,-20.41,-4.01,54.53,1.00,3
153350,96.88,30.59,2.74,-0.94,-1.53,146.10,143.19,-12.94,-2.54,54.53,1.00,3
153441,96.92,30.59,-3.89,1.36,-3.92,142.20,141.30,-15.23,-2.93,54.53,1.00,3
153530,96.91,30.59,0.33,-1.16,-3.23,142.98,141.14,-11.94,-2.27,54.53,1.00,3
153621,96.91,30.59,0.21,0.25,0.13,143.04,141.41,-8.13,-1.54,54.53,1.00,3
153725,96.92,30.59,0.91,3.90,-0.48,142.00,141.00,-7.03,-1.31,54.53,1.00,3
153814,96.93,30.59,1.52,1.28,0.83,141.74,140.92,-5.56,-1.01,54.53,1.00,3
153904,96.93,30.59,-3.66,0.81,-1.31,141.60,140.91,-4.24,-0.75,54.53,1.00,3
153994,96.94,30.59,-1.03,1.78,-0.71,140.29,140.08,-5.58,-0.99,54.53,1.00,3
154084,96.95,30.59,-0.72,0.12,-0.21,140.11,139.60,-5.61,-0.98,54.53,1.00,3
154173,96.95,30.59,-1.01,0.76,-0.63,139.63,139.12,-5.62,-0.96,54.53,1.00,3
154263,96.95,30.59,0.06,0.68,-0.49,139.31,138.75,-5.30,-0.89,54.53,1.00,3
154367,96.96,30.59,-0.77,0.19,-1.12,138.60,138.08,-5.71,-0.95,54.53,1.00,3
154458,96.97,30.58,-0.36,1.40,-1.05,137.89,137.42,-6.20,-1.02,54.53,1.00,3
154547,96.98,30.59,-0.08,0.48,-0.90,137.10,136.64,-6.94,-1.14,54.53,1.00,3
154638,96.98,30.58,0.26,0.89,-1.20,137.22,136.42,-5.83,-0.92,54.53,1.00,3
154727,96.99,30.59,0.72,-0.16,-1.19,136.28,135.80,-6.20,-0.97,54.53,1.00,3
154818,97.00,30.59,0.07,0.24,-1.23,135.64,135.11,-6.63,-1.03,54.53,1.00,3
154906,97.01,30.59,0.37,0.62,-0.95,134.89,134.37,-7.19,-1.12,54.53,1.00,3
155011,97.01,30.59,0.34,0.12,-0.57,134.42,133.64,-7.20,-1.10,54.53,1.00,3
155101,97.01,30.59,0.46,0.20,-0.81,134.66,133.75,-5.10,-0.69,54.53,1.00,3
155191,97.02,30.59,0.43,0.66,-1.38,133.58,133.17,-5.52,-0.76,54.53,1.00,3
155281,97.03,30.59,0.35,0.43,-1.34,132.95,132.51,-6.04,-0.85,54.53,1.00,3
155371,97.04,30.59,-0.12,0.20,-1.14,132.35,131.85,-6.46,-0.91,54.53,1.00,3
155461,97.04,30.59,-0.23,0.43,-0.81,131.70,131.16,-6.85,-0.97,54.53,1.00,3
155550,97.04,30.59,0.02,0.32,-0.71,131.68,130.92,-5.82,-0.76,54.53,1.00,3
155655,97.05,30.59,-0.27,0.58,-0.95,131.18,130.50,-5.36,-0.66,54.53,1.00,3
155744,97.05,30.59,0.36,0.58,-0.99,130.86,130.29,-4.62,-0.52,54.53,1.00,3
155834,97.05,30.59,0.11,-0.24,-1.03,130.78,130.22,-3.67,-0.33,54.53,1.00,3
155923,97.07,30.59,-0.33,0.49,-1.02,129.58,129.44,-5.02,-0.58,54.53,1.00,3
156014,97.08,30.59,0.27,0.20,-0.75,128.57,128.36,-6.90,-0.92,54.53,1.00,3
156103,97.08,30.59,-0.19,0.10,-0.91,128.32,127.71,-7.07,-0.93,54.53,1.00,3
156194,97.09,30.59,0.27,0.91,-1.10,128.07,127.32,-6.40,-0.79,54.53,1.00,3
156298,97.08,30.59,0.41,-0.37,-0.77,128.13,127.26,-4.76,-0.48,54.53,1.00,3
156387,97.10,30.59,-0.27,-0.07,-1.17,126.83,126.51,-5.72,-0.65,54.53,1.00,3
156477,97.11,30.59,0.11,0.28,-1.03,125.84,125.51,-7.17,-0.91,54.53,1.00,3
156567,97.13,30.59,0.23,-0.22,-1.22,124.25,123.96,-9.87,-1.40,54.53,1.00,3
156657,97.13,30.59,-0.42,-0.02,-1.10,124.01,123.10,-9.90,-1.39,54.53,1.00,3
156746,97.14,30.59,-0.01,0.69,-1.28,123.53,122.52,-9.13,-1.22,54.53,1.00,3
156892,97.15,30.58,0.02,-0.10,-1.40,122.57,121.21,-9.21,-1.20,54.53,1.00,3
156983,97.15,30.59,0.00,0.51,-1.34,122.65,121.56,-6.10,-0.58,54.53,1.00,3
157072,97.16,30.59,0.53,0.22,-1.19,121.82,121.20,-5.66,-0.48,54.53,1.00,3
157163,97.16,30.59,0.01,-0.31,-1.01,121.69,121.02,-4.75,-0.28,54.53,1.00,3
157252,97.17,30.59,-0.24,0.04,-1.02,120.36,120.13,-6.15,-0.56,54.53,1.00,3
157343,97.18,30.60,0.12,0.36,-0.81,119.56,119.16,-7.38,-0.79,54.53,1.00,3
157432,97.19,30.59,0.35,-0.38,-1.02,119.04,118.42,-7.71,-0.84,54.53,1.00,3
157537,97.20,30.59,-0.54,-0.21,-1.41,118.58,117.73,-7.45,-0.77,54.53,1.00,3
157627,97.19,30.59,0.13,0.81,-1.11,118.73,117.81,-5.34,-0.37,54.53,1.00,3
157717,97.20,30.59,0.67,0.13,-0.89,118.30,117.68,-4.37,-0.18,54.53,1.00,3
157807,97.21,30.59,-0.12,-0.18,-1.17,117.49,117.15,-4.78,-0.26,54.53,1.00,3
157897,97.21,30.59,-0.51,0.29,-1.16,116.91,116.55,-5.30,-0.35,54.53,1.00,3
157987,97.22,30.59,-0.01,0.34,-1.01,116.75,116.21,-4.91,-0.27,54.53,1.00,3
158077,97.22,30.59,0.47,-0.44,-1.03,116.67,116.10,-3.96,-0.09,54.53,1.00,3
158182,97.22,30.59,-0.04,-0.55,-0.89,116.07,115.66,-4.04,-0.10,54.53,1.00,3
158271,97.23,30.59,-0.25,-0.13,-0.90,115.81,115.41,-3.72,-0.04,54.53,1.00,3
158362,97.24,30.59,-0.12,0.18,-1.00,114.93,114.73,-4.72,-0.23,54.53,1.00,3
158451,97.24,30.59,0.13,0.11,-1.01,114.39,114.06,-5.44,-0.36,54.53,1.00,3
158542,97.25,30.59,0.14,-0.10,-0.91,114.00,113.52,-5.62,-0.39,54.53,1.00,3
158631,97.25,30.59,-0.18,-0.03,-0.81,113.66,113.12,-5.36,-0.33,54.53,1.00,3
158722,97.26,30.59,-0.58,-0.06,-1.05,113.30,112.76,-5.01,-0.27,54.53,1.00,3
158825,97.27,30.59,-0.29,0.19,-0.94,112.47,112.02,-5.65,-0.38,54.53,1.00,3
158915,97.27,30.59,0.06,0.22,-0.83,112.18,111.63,-5.36,-0.32,54.53,1.00,3
159005,97.28,30.59,0.36,-0.13,-0.98,111.27,110.89,-6.12,-0.45,54.53,1.00,3
159095,97.28,30.59,0.28,-0.04,-0.96,111.19,110.55,-5.53,-0.33,54.53,1.00,3
159185,97.29,30.59,-0.25,0.26,-0.93,110.69,110.15,-5.27,-0.28,54.53,1.00,3
159274,97.30,30.60,-0.46,0.28,-0.98,109.88,109.48,-5.88,-0.39,54.53,1.00,3
159363,97.30,30.59,-0.10,0.20,-1.18,109.71,109.12,-5.43,-0.30,54.53,1.00,3
159470,97.31,30.59,0.35,0.07,-1.10,108.81,108.31,-6.12,-0.42,54.53,1.00,3
159559,97.32,30.59,0.11,0.10,-0.88,108.04,107.56,-6.74,-0.53,54.53,1.00,3
159648,97.32,30.59,-0.03,0.17,-1.02,107.67,107.04,-6.56,-0.48,54.53,1.00,3
159739,97.33,30.59,-0.20,0.10,-1.22,107.32,106.64,-6.02,-0.38,54.53,1.00,3
159828,97.33,30.60,-0.18,-0.14,-1.27,106.69,106.14,-5.94,-0.35,54.53,1.00,3
159919,97.34,30.60,-0.15,-0.08,-1.02,106.28,105.70,-5.68,-0.30,54.53,1.00,3
160008,97.35,30.60,0.13,0.12,-1.07,105.51,105.06,-6.10,-0.37,54.53,1.00,3
160113,97.35,30.59,-0.08,0.19,-1.16,105.03,104.39,-6.20,-0.38,54.53,1.00,3
160203,97.35,30.59,-0.18,-0.13,-1.12,105.30,104.51,-4.28,-0.02,54.53,1.00,3
160292,97.36,30.60,-0.01,-0.25,-0.89,104.80,104.33,-3.70,0.09,54.53,1.00,3
160382,97.37,30.60,0.15,-0.13,-1.04,103.85,103.66,-4.69,-0.10,54.53,1.00,3
160472,97.37,30.60,0.06,0.09,-1.15,103.51,103.13,-5.01,-0.16,54.53,1.00,3
160562,97.37,30.60,-0.05,0.05,-1.12,103.54,102.97,-4.15,0.00,54.53,1.00,3
160665,97.38,30.60,0.14,-0.10,-1.06,103.00,102.57,-4.09,0.02,54.53,1.00,3
160756,97.38,30.60,0.24,0.02,-0.98,102.83,102.39,-3.52,0.12,54.53,1.00,3
160845,97.39,30.59,0.21,0.17,-0.91,102.06,101.84,-4.21,-0.01,54.53,1.00,3
160936,97.39,30.60,0.07,0.32,-0.87,102.04,101.60,-3.80,0.07,54.53,1.00,3
161025,97.39,30.60,-0.05,0.10,-0.88,101.65,101.29,-3.69,0.09,54.53,1.00,3
161116,97.40,30.59,0.06,-0.09,-0.93,100.69,100.53,-4.94,-0.15,54.53,1.00,3
161205,97.41,30.60,0.21,0.12,-0.92,100.42,100.01,-5.18,-0.19,54.53,1.00,3
161310,97.41,30.59,-0.13,0.39,-0.99,100.00,99.46,-5.22,-0.19,54.53,1.00,3
161400,97.41,30.60,-0.25,0.14,-0.84,99.88,99.31,-4.33,-0.03,54.53,1.00,3
161490,97.42,30.60,-0.13,-0.04,-1.00,99.13,98.79,-4.69,-0.09,54.53,1.00,3
161580,97.43,30.60,0.02,0.01,-0.94,98.65,98.27,-4.98,-0.15,54.53,1.00,3
161670,97.44,30.60,0.11,0.04,-0.97,97.80,97.49,-5.97,-0.33,54.53,1.00,3
161760,97.45,30.60,-0.11,0.07,-1.18,96.79,96.45,-7.48,-0.60,54.53,1.00,3
161850,97.45,30.60,-0.27,-0.13,-0.85,96.26,95.64,-7.93,-0.68,54.53,1.00,3
161996,97.46,30.59,0.17,-0.01,-1.20,95.58,94.42,-8.15,-0.70,54.53,1.00,3
162087,97.46,30.60,0.06,0.08,-1.12,95.39,94.48,-6.06,-0.28,54.53,1.00,3
162176,97.47,30.60,-0.10,-0.11,-0.97,95.18,94.45,-4.73,-0.01,54.53,1.00,3
162267,97.47,30.60,-0.10,-0.20,-1.11,94.52,94.07,-4.58,0.03,54.53,1.00,3
162356,97.48,30.60,0.07,-0.10,-0.94,94.05,93.65,-4.61,0.02,54.53,1.00,3
162447,97.48,30.60,0.12,0.19,-1.07,93.67,93.24,-4.57,0.03,54.53,1.00,3
162536,97.49,30.60,0.10,0.17,-1.01,93.34,92.91,-4.36,0.07,54.53,1.00,3
162641,97.49,30.60,0.22,-0.11,-0.96,92.98,92.50,-4.20,0.09,54.53,1.00,3
162730,97.50,30.60,0.25,-0.19,-0.86,92.58,92.19,-4.02,0.13,54.53,1.00,3
162820,97.51,30.60,0.14,-0.03,-0.77,91.51,91.34,-5.40,-0.13,54.53,1.00,3
162910,97.51,30.60,-0.27,-0.02,-1.11,91.54,91.00,-5.00,-0.06,54.53,1.00,3
163000,97.51,30.61,-0.37,-0.12,-0.88,91.28,90.75,-4.42,0.05,54.53,1.00,3
163090,97.52,30.60,0.20,0.60,-0.94,90.70,90.32,-4.51,0.03,54.53,1.00,3
163180,97.52,30.60,0.25,0.68,-0.97,90.68,90.17,-3.75,0.17,54.53,1.00,3
163270,97.53,30.60,0.16,-0.06,-0.85,89.72,89.51,-4.69,-0.00,54.53,1.00,3
163373,97.54,30.60,-0.05,-0.21,-0.97,89.33,88.89,-5.07,-0.07,54.53,1.00,3
163464,97.54,30.60,-0.07,-0.04,-0.82,88.93,88.46,-5.00,-0.06,54.53,1.00,3
163553,97.55,30.60,0.08,-0.28,-0.96,88.11,87.76,-5.73,-0.19,54.53,1.00,3
163644,97.55,30.60,0.03,0.32,-1.10,87.89,87.33,-5.47,-0.14,54.53,1.00,3
163733,97.56,30.60,-0.11,0.57,-0.86,87.32,86.84,-5.50,-0.14,54.53,1.00,3
163824,97.56,30.60,-0.07,0.36,-0.88,87.31,86.67,-4.53,0.04,54.53,1.00,3
163913,97.57,30.61,0.11,-0.08,-0.92,86.63,86.24,-4.61,0.02,54.53,1.00,3
164018,97.58,30.60,0.08,-0.30,-0.93,85.82,85.44,-5.50,-0.14,54.53,1.00,3
164108,97.58,30.60,0.02,-0.15,-0.92,85.67,85.12,-5.02,-0.05,54.53,1.00,3
164198,97.58,30.60,0.02,0.31,-1.03,85.62,85.03,-3.99,0.15,54.53,1.00,3
164287,97.59,30.60,0.12,0.59,-1.02,85.03,84.67,-3.97,0.15,54.53,1.00,3
164376,97.59,30.61,0.22,0.36,-0.86,84.42,84.14,-4.48,0.05,54.53,1.00,3
164466,97.60,30.60,0.02,-0.12,-0.93,83.68,83.41,-5.45,-0.13,54.53,1.00,3
164555,97.61,30.60,-0.25,-0.20,-0.99,83.23,82.79,-5.85,-0.20,54.53,1.00,3
164660,97.61,30.60,-0.01,-0.02,-0.98,83.01,82.34,-5.41,-0.12,54.53,1.00,3
164749,97.62,30.60,0.34,0.04,-1.05,82.45,81.94,-5.17,-0.07,54.53,1.00,3
164840,97.62,30.60,0.55,-0.13,-0.92,82.24,81.69,-4.56,0.04,54.53,1.00,3
164929,97.62,30.60,0.23,-0.11,-1.10,82.05,81.54,-3.80,0.18,54.53,1.00,3
165020,97.63,30.60,-0.16,0.03,-1.07,81.51,81.18,-3.84,0.17,54.53,1.00,3
165109,97.63,30.60,-0.17,-0.02,-0.76,80.91,80.65,-4.38,0.07,54.53,1.00,3
165200,97.65,30.60,-0.06,-0.01,-0.97,79.88,79.70,-5.99,-0.23,54.53,1.00,3
165304,97.65,30.60,0.20,-0.26,-0.94,79.56,78.97,-6.31,-0.28,54.53,1.00,3
165393,97.66,30.60,0.31,-0.23,-0.98,78.98,78.42,-6.31,-0.28,54.53,1.00,3
165483,97.66,30.60,0.12,-0.04,-0.87,78.87,78.17,-5.41,-0.10,54.53,1.00,3
165573,97.66,30.61,-0.19,0.17,-1.10,78.22,77.72,-5.32,-0.08,54.53,1.00,3
165663,97.67,30.60,-0.25,-0.05,-1.01,77.63,77.17,-5.51,-0.12,54.53,1.00,3
165752,97.68,30.61,0.01,-0.26,-1.12,76.88,76.48,-6.13,-0.23,54.53,1.00,3
165842,97.68,30.61,0.28,-0.29,-0.94,76.62,76.03,-5.85,-0.18,54.53,1.00,3
165946,97.69,30.60,0.40,0.08,-1.02,75.96,75.37,-6.01,-0.20,54.53,1.00,3
166037,97.70,30.61,-0.00,0.14,-1.03,75.43,74.87,-5.90,-0.18,54.53,1.00,3
166126,97.70,30.60,-0.27,-0.07,-0.97,75.26,74.62,-5.10,-0.02,54.53,1.00,3
166217,97.70,30.61,-0.02,-0.34,-0.93,74.82,74.30,-4.68,0.05,54.53,1.00,3
166306,97.71,30.60,0.30,-0.19,-1.07,74.59,74.09,-4.07,0.17,54.53,1.00,3
166397,97.72,30.60,0.37,0.28,-1.08,73.83,73.53,-4.61,0.07,54.53,1.00,3
166486,97.72,30.60,0.08,0.30,-0.81,73.74,73.27,-4.17,0.15,54.53,1.00,3
166591,97.73,30.61,-0.11,0.03,-0.99,72.79,72.48,-5.17,-0.04,54.53,1.00,3
166681,97.73,30.60,0.11,-0.35,-1.06,72.71,72.19,-4.66,0.05,54.53,1.00,3
166771,97.74,30.61,0.28,-0.25,-0.93,72.02,71.65,-5.00,-0.01,54.53,1.00,3
166861,97.74,30.60,0.16,0.16,-0.83,71.81,71.32,-4.66,0.05,54.53,1.00,3
166950,97.75,30.61,0.00,0.42,-0.93,71.11,70.75,-5.09,-0.03,54.53,1.00,3
167040,97.76,30.61,-0.09,0.31,-1.03,70.21,69.91,-6.23,-0.24,54.53,1.00,3
167130,97.76,30.61,0.02,-0.06,-1.01,70.23,69.57,-5.58,-0.12,54.53,1.00,3
167276,97.77,30.60,0.29,-0.38,-0.96,69.41,68.62,-5.95,-0.18,54.53,1.00,3
167367,97.77,30.60,0.15,0.09,-0.80,68.93,68.33,-5.29,-0.05,54.53,1.00,3
167456,97.78,30.60,-0.17,0.49,-1.12,68.76,68.17,-4.45,0.12,54.53,1.00,3
167547,97.78,30.61,0.05,0.41,-0.96,68.17,67.77,-4.44,0.12,54.53,1.00,3
167636,97.78,30.61,0.25,0.00,-0.95,68.02,67.55,-3.92,0.23,54.53,1.00,3
167727,97.79,30.61,0.16,-0.36,-0.93,67.77,67.35,-3.42,0.32,54.53,1.00,3
167816,97.79,30.61,0.10,-0.30,-0.92,67.22,66.96,-3.67,0.27,54.53,1.00,3
167921,97.80,30.60,0.06,0.09,-1.00,66.33,66.10,-4.98,0.02,54.53,1.00,3
168011,97.81,30.60,0.12,0.25,-0.88,65.64,65.31,-5.97,-0.16,54.53,1.00,3
168101,97.81,30.61,0.26,0.09,-0.88,65.36,64.81,-5.87,-0.14,54.53,1.00,3
168191,97.82,30.61,0.09,-0.25,-1.00,64.99,64.41,-5.51,-0.07,54.53,1.00,3
168281,97.82,30.61,-0.07,-0.37,-0.92,64.72,64.13,-4.87,0.04,54.53,1.00,3
168371,97.83,30.61,-0.15,-0.16,-1.01,63.92,63.54,-5.32,-0.04,54.53,1.00,3
168461,97.83,30.60,0.02,0.03,-1.07,63.89,63.31,-4.60,0.09,54.53,1.00,3
168565,97.85,30.61,0.16,-0.00,-0.77,62.36,62.12,-6.59,-0.27,54.53,1.00,3
168654,97.86,30.61,0.32,0.02,-0.98,61.71,61.23,-7.50,-0.43,54.53,1.00,3
168745,97.86,30.61,-0.03,-0.13,-1.06,61.62,60.82,-6.74,-0.28,54.53,1.00,3
168834,97.86,30.60,-0.41,-0.28,-1.04,61.21,60.50,-5.96,-0.13,54.53,1.00,3
168925,97.87,30.61,-0.29,-0.11,-0.93,60.62,60.04,-5.73,-0.09,54.53,1.00,3
169013,97.88,30.61,-0.03,0.05,-0.91,60.07,59.56,-5.67,-0.08,54.53,1.00,3
169104,97.88,30.61,0.36,0.14,-1.05,59.45,58.96,-5.91,-0.12,54.53,1.00,3
169208,97.89,30.61,0.23,0.01,-0.91,58.99,58.37,-5.87,-0.11,54.53,1.00,3
169298,97.89,30.61,-0.01,-0.20,-1.08,58.63,58.04,-5.30,-0.00,54.53,1.00,3
169388,97.89,30.62,-0.20,-0.44,-1.02,58.76,58.08,-3.81,0.28,54.53,1.00,3
169477,97.90,30.61,-0.07,-0.35,-1.04,57.84,57.57,-4.28,0.18,54.53,1.00,3
169567,97.91,30.61,0.15,0.01,-1.01,57.61,57.21,-4.18,0.20,54.53,1.00,3
169656,97.91,30.61,0.19,0.19,-0.95,56.88,56.60,-4.87,0.07,54.53,1.00,3
169746,97.92,30.62,0.24,0.07,-1.10,56.08,55.79,-5.98,-0.14,54.53,1.00,3
169849,97.93,30.61,0.20,-0.19,-0.94,55.25,54.77,-7.14,-0.34,54.53,1.00,3
169940,97.93,30.61,0.12,-0.40,-0.92,55.48,54.65,-5.63,-0.06,54.53,1.00,3
170029,97.94,30.61,0.06,-0.26,-1.19,54.43,53.99,-6.09,-0.15,54.53,1.00,3
170120,97.95,30.62,0.05,0.09,-1.02,53.61,53.17,-6.89,-0.29,54.53,1.00,3
170209,97.95,30.61,-0.10,0.33,-1.18,53.45,52.75,-6.32,-0.18,54.53,1.00,3
170298,97.96,30.62,0.12,0.18,-1.09,53.18,52.49,-5.44,-0.02,54.53,1.00,3
170392,97.96,30.62,0.37,-0.14,-0.78,52.98,52.33,-4.43,0.17,54.53,1.00,3
170495,97.97,30.61,0.28,-0.04,-1.01,52.46,51.97,-4.14,0.22,54.53,1.00,3
170585,97.97,30.61,0.06,0.11,-0.91,51.68,51.38,-4.75,0.10,54.53,1.00,3
170674,97.98,30.61,-0.20,-0.03,-1.00,51.11,50.76,-5.30,-0.00,54.53,1.00,3
170764,97.98,30.61,-0.09,-0.14,-1.00,50.98,50.44,-4.84,0.08,54.53,1.00,3
170854,97.99,30.61,0.11,0.24,-0.97,50.37,49.96,-4.98,0.06,54.53,1.00,3
170944,98.00,30.62,0.15,0.43,-1.10,49.59,49.24,-5.76,-0.09,54.53,1.00,3
171034,98.00,30.61,-0.00,0.23,-1.09,49.18,48.68,-5.90,-0.11,54.53,1.00,3
171139,98.01,30.62,-0.09,0.01,-0.97,48.68,48.06,-5.92,-0.11,54.53,1.00,3
171228,98.01,30.61,-0.06,-0.17,-1.00,48.39,47.78,-5.22,0.02,54.53,1.00,3
171319,98.02,30.62,-0.05,-0.04,-0.95,47.76,47.29,-5.26,0.01,54.53,1.00,3
171408,98.03,30.61,-0.08,0.26,-1.02,47.33,46.85,-5.18,0.02,54.53,1.00,3
171499,98.03,30.62,-0.10,0.38,-0.98,46.93,46.43,-5.00,0.06,54.53,1.00,3
171588,98.04,30.62,0.04,0.07,-1.02,46.23,45.85,-5.42,-0.02,54.53,1.00,3
171679,98.04,30.62,0.10,-0.14,-0.98,45.82,45.34,-5.47,-0.03,54.53,1.00,3
171783,98.04,30.62,-0.04,-0.18,-0.87,45.84,45.14,-4.41,0.16,54.53,1.00,3
171873,98.05,30.62,-0.07,-0.09,-0.99,45.54,45.04,-3.54,0.32,54.53,1.00,3
171963,98.05,30.62,-0.20,0.15,-1.08,44.83,44.57,-3.95,0.24,54.53,1.00,3
172053,98.06,30.62,-0.19,0.22,-0.84,44.15,43.92,-4.80,0.08,54.53,1.00,3
172143,98.07,30.62,0.05,0.12,-0.91,43.89,43.46,-4.86,0.06,54.53,1.00,3
172232,98.07,30.62,0.11,-0.08,-0.92,43.22,42.86,-5.37,-0.03,54.53,1.00,3
