Time (us),Time of flight(s),Altitude AGL (m),Temperature (deg C),Mode,IMU Quat W,IMU Quat X,IMU Quat Y,IMU Quat Z,IMU Local Acceleration X,IMU Local Acceleration Y,IMU Local Acceleration Z,IMU Global Acceleration x,IMU Global Acceleration y,IMU Global Acceleration z,State Estimation y,State Estimation v,State Estimation a,Servo deployment,Estimated Apogee,Estimated Apogee Error,k,0.001017927
381079408,3.235263,154.764785,16.505146,3,0.584534,0.017517,-0.037842,-0.810303,0.88,0.24,-11.35,0.773241,-1.373724,-11.276946,155.005477,38.731958,-11.277083,1,223.4751808,-2.804819183,,
381088627,3.244482,154.860549,16.519077,3,0.599487,0.017029,-0.038147,-0.799255,0.73,-0.38,-11.31,0.256714,-1.05353,-11.287937,155.278228,38.520689,-11.287818,1,223.0781684,-3.201831587,,
381101244,3.257099,155.326858,16.514433,3,0.614258,0.016541,-0.038452,-0.788025,0.85,0.16,-11.34,0.777818,-1.319569,-11.269319,155.791588,38.414029,-11.269522,1,223.2542449,-3.025755144,,
381109443,3.265298,156.450027,16.514433,3,0.628784,0.016174,-0.038757,-0.776489,0.87,-0.12,-11.32,0.537327,-1.276959,-11.269182,156.488704,38.898198,-11.269185,1,225.4869828,-0.79301716,,
381118582,3.274437,156.075271,16.514433,3,0.643005,0.015747,-0.039062,-0.764709,0.68,-0.04,-11.3,0.683136,-1.109023,-11.245328,156.604559,38.488487,-11.245591,1,224.302609,-1.977390971,,
381131178,3.287033,156.545272,16.528364,3,0.656982,0.015381,-0.039368,-0.752686,0.83,-0.27,-11.29,0.465688,-1.226729,-11.247405,157.054042,38.303619,-11.247385,1,224.1681603,-2.111839738,,
381139369,3.295224,156.637405,16.514433,3,0.670715,0.015015,-0.039673,-0.740479,0.66,0.07,-11.27,0.853974,-1.098324,-11.203471,157.125372,37.847487,-11.203955,1,222.806147,-3.473853023,,
381148497,3.304352,156.917953,16.519077,3,0.684204,0.014648,-0.039978,-0.728027,0.78,0,-11.28,0.808346,-1.208483,-11.213068,157.350392,37.591226,-11.212968,1,222.2305757,-4.049424322,,
381161066,3.316921,157.198013,16.514433,3,0.697449,0.014282,-0.040283,-0.715332,0.68,-0.25,-11.28,0.597034,-1.098708,-11.233862,157.733512,37.339035,-11.233632,1,221.829145,-4.450855008,,
381169255,3.32511,158.321395,16.514433,3,0.710449,0.013916,-0.040527,-0.702393,0.73,-0.05,-11.27,0.826761,-1.148811,-11.204683,158.380412,37.761054,-11.205002,1,223.7907808,-2.489219243,,
381178495,3.33435,158.041305,16.519077,3,0.723206,0.01355,-0.040833,-0.68927,0.83,-0.17,-11.27,0.745406,-1.250312,-11.207665,158.532657,37.405842,-11.207636,1,222.8357996,-3.444200427,,
381191062,3.346917,158.415084,16.519077,3,0.735718,0.013184,-0.041138,-0.675903,0.57,-0.03,-11.22,0.896585,-0.976382,-11.15603,158.933572,37.179363,-11.156599,1,222.5341943,-3.745805655,,
381199253,3.355108,159.724471,16.50979,3,0.747925,0.012817,-0.041443,-0.662354,0.83,-0.18,-11.24,0.808378,-1.246804,-11.173669,159.697224,37.781168,-11.173481,1,225.1704852,-1.109514801,,
381208501,3.364356,159.163741,16.519077,3,0.759888,0.012451,-0.041687,-0.648621,0.78,-0.11,-11.24,0.906324,-1.182254,-11.168661,159.737483,37.28116,-11.168714,1,223.653539,-2.626461034,,
381221077,3.376932,159.726028,16.519077,3,0.771545,0.012024,-0.041992,-0.634644,0.89,-0.22,-11.21,0.852167,-1.304708,-11.138945,160.198797,37.132654,-11.139273,1,223.6548668,-2.625133214,,
381229267,3.385122,160.567458,16.514433,3,0.782959,0.011658,-0.042236,-0.620544,0.7,0.06,-11.24,1.122663,-1.051123,-11.156433,160.716732,37.364972,-11.156244,1,224.8929003,-1.387099664,,
381238403,3.394258,160.661697,16.519077,3,0.794128,0.01123,-0.042542,-0.606201,0.95,-0.23,-11.24,0.939618,-1.355716,-11.161193,161.025794,37.222033,-11.161138,1,224.7585696,-1.521430402,,
381250971,3.406826,161.316268,16.514433,3,0.804993,0.010803,-0.042786,-0.591675,0.81,0.03,-11.22,1.184774,-1.13628,-11.12882,161.661397,37.294464,-11.129176,1,225.6187176,-0.661282351,,
381259161,3.415016,161.222,16.50979,3,0.815552,0.010315,-0.043152,-0.577026,0.84,-0.29,-11.21,0.927274,-1.257816,-11.136064,161.711196,36.818187,-11.135988,1,224.1970735,-2.082926522,,
381268396,3.424251,161.410507,16.519077,3,0.825806,0.009766,-0.043457,-0.562195,0.74,0.1,-11.2,1.28905,-1.017587,-11.104075,161.876767,36.491901,-11.104426,1,223.361562,-2.918438029,,
381280991,3.436846,162.439559,16.514433,3,0.835754,0.009155,-0.043823,-0.547241,0.75,-0.33,-11.19,0.928123,-1.184406,-11.118599,162.662386,36.765774,-11.118443,1,224.9870701,-1.292929889,,
381289198,3.445053,162.906722,16.50979,3,0.845459,0.008545,-0.04425,-0.532166,0.62,0.09,-11.17,1.284692,-0.884047,-11.078333,163.105721,36.889836,-11.078775,1,225.812188,-0.467811979,,
381298355,3.45421,162.627059,16.514433,3,0.854858,0.007874,-0.044617,-0.516907,0.71,-0.09,-11.15,1.189586,-1.034067,-11.061208,163.166118,36.431215,-11.061402,1,224.4653526,-1.814647359,,
381310976,3.466831,163.562972,16.514433,3,0.863953,0.007141,-0.045044,-0.501526,0.55,-0.09,-11.15,1.140842,-0.887885,-11.069926,163.855522,36.582503,-11.069832,1,225.6177213,-0.662278745,,
381319167,3.475022,163.188491,16.514433,3,0.872742,0.006348,-0.04541,-0.486023,0.49,-0.44,-11.13,0.834335,-1.016033,-11.071683,163.767222,35.904541,-11.071662,1,223.4644422,-2.81555779,,
381328380,3.484235,164.311996,16.514433,3,0.881287,0.005493,-0.045776,-0.470337,0.3,-0.46,-11.12,0.739571,-0.876474,-11.074332,164.412749,36.209069,-11.074303,1,225.0344258,-1.245574183,,
381340955,3.49681,164.592239,16.50979,3,0.889465,0.004639,-0.046082,-0.45459,0.67,-0.07,-11.11,1.29127,-0.956961,-11.01375,164.971458,36.202653,-11.014417,1,225.5736055,-0.706394517,,
381349156,3.505011,164.499526,16.514433,3,0.8974,0.003723,-0.046387,-0.438721,0.41,-0.28,-11.08,0.988686,-0.872122,-11.012483,164.993777,35.697135,-11.012504,1,224.0642922,-2.215707796,,
381358269,3.514124,165.248092,16.514433,3,0.905029,0.002686,-0.046692,-0.422791,0.45,-0.22,-11.1,1.082179,-0.870124,-11.024186,165.465757,35.786558,-11.024058,1,224.8061844,-1.473815573,,
381370858,3.526713,165.809677,16.514433,3,0.912354,0.001587,-0.046936,-0.406799,0.19,-0.17,-11.08,0.963361,-0.645826,-11.022083,166.115121,35.899499,-11.022105,1,225.797078,-0.482922008,,
381379048,3.534903,166.745895,16.514433,3,0.919312,0.000427,-0.047119,-0.390686,0.26,0.18,-11.05,1.269764,-0.459878,-10.971723,166.775251,36.364169,-10.972278,1,227.8697097,1.589709661,,
381391257,3.547112,165.715377,16.50979,3,0.926025,-0.000793,-0.047302,-0.374512,0.12,0.37,-11.01,1.300466,-0.223286,-10.937567,166.602801,35.439808,-10.937949,1,224.8990836,-1.380916357,,
381399247,3.555102,166.839156,16.50979,3,0.932434,-0.002075,-0.047424,-0.358276,0.11,0.41,-11.01,1.312637,-0.185484,-10.938143,167.022832,35.557488,-10.938141,1,225.6727269,-0.607273072,,
381408388,3.564243,166.654189,16.519077,3,0.938538,-0.003418,-0.047485,-0.341919,0.15,0.23,-10.99,1.215832,-0.347386,-10.920468,167.134252,35.187751,-10.920663,1,224.6757466,-1.604253358,,
381420952,3.576807,167.215347,16.519077,3,0.944336,-0.0047,-0.047424,-0.325562,0.08,0.56,-11.03,1.361457,-0.046389,-10.960166,167.622567,35.109012,-10.959731,1,224.9290095,-1.350990545,,
381429147,3.585002,167.775985,16.50979,3,0.949829,-0.005981,-0.047363,-0.309204,0.03,0.3,-11,1.149539,-0.222168,-10.941672,167.999043,35.153778,-10.941871,1,225.4390783,-0.840921707,,
381438260,3.594115,168.153762,16.528364,3,0.955017,-0.007324,-0.047241,-0.292725,0.19,0.6,-10.98,1.436143,-0.066272,-10.903654,168.408451,35.169729,-10.904075,1,225.8961154,-0.38388463,,
381450826,3.606681,168.619644,16.514433,3,0.9599,-0.008606,-0.047058,-0.276184,0.13,0.61,-10.96,1.371569,-0.017938,-10.891695,168.972172,35.187408,-10.891832,1,226.512642,0.232641958,,
381458991,3.614846,168.806716,16.514433,3,0.964539,-0.009827,-0.046753,-0.259583,0.13,0.52,-10.99,1.307903,-0.090243,-10.924681,169.162989,34.952814,-10.924319,1,226.0041862,-0.275813824,,
381468182,3.624037,168.808273,16.52372,3,0.968872,-0.010986,-0.046448,-0.242981,0.07,0.45,-10.94,1.200002,-0.115966,-10.882904,169.278559,34.588411,-10.88336,1,225.0397616,-1.240238366,,
381480757,3.636612,169.088638,16.519077,3,0.9729,-0.012207,-0.046204,-0.226318,0.23,0.89,-10.95,1.522326,0.208446,-10.880563,169.602343,34.311895,-10.880594,1,224.5491161,-1.730883922,,
381488960,3.644815,170.024124,16.50979,3,0.976624,-0.013367,-0.045837,-0.209656,0.25,0.87,-10.95,1.503311,0.194787,-10.882282,170.128512,34.594228,-10.882264,1,225.906895,-0.373105045,,
381498117,3.653972,169.745284,16.52372,3,0.980042,-0.014587,-0.04541,-0.192871,0.2,0.83,-10.92,1.409688,0.189041,-10.860583,170.223105,34.208064,-10.860822,1,224.8652058,-1.414794247,,
381510702,3.666557,170.400405,16.519077,3,0.983215,-0.015747,-0.044983,-0.176086,0.23,0.81,-10.92,1.401804,0.168918,-10.861022,170.755729,34.201764,-10.86102,1,225.3793638,-0.90063622,,
381518874,3.674729,171.147842,16.50979,3,0.986084,-0.016846,-0.044556,-0.159302,0.18,0.91,-10.91,1.35753,0.289685,-10.861022,171.262694,34.458718,-10.861022,1,226.6413586,0.36135859,,
381528140,3.683995,171.429855,16.514433,3,0.988647,-0.017944,-0.044128,-0.142456,0.3,0.95,-10.93,1.453569,0.301572,-10.874446,171.678249,34.482859,-10.874298,1,227.1280456,0.848045601,,
381540721,3.696576,171.711318,16.519077,3,0.990906,-0.018982,-0.04364,-0.125671,0.07,1.05,-10.89,1.220654,0.469644,-10.862268,172.130429,34.370672,-10.8624,1,227.2499495,0.969949466,,
381548922,3.704777,172.180984,16.52372,3,0.99292,-0.020081,-0.043213,-0.108826,0.37,1.21,-10.9,1.51118,0.56387,-10.854003,172.441315,34.326327,-10.854096,1,227.4304856,1.150485609,,
381558061,3.713916,172.180984,16.52372,3,0.994629,-0.021057,-0.042725,-0.092041,0.23,1.25,-10.89,1.339711,0.644206,-10.862675,172.603942,34.031971,-10.862581,1,226.7307676,0.450767574,,
381570682,3.726537,172.55632,16.52372,3,0.996033,-0.022034,-0.042236,-0.075256,0.32,1.05,-10.89,1.354742,0.442491,-10.852,173.004935,33.859988,-10.852116,1,226.6302647,0.350264664,,
381578854,3.734709,173.304427,16.514433,3,0.997131,-0.022888,-0.041687,-0.058533,0.38,1.37,-10.87,1.41316,0.766337,-10.84407,173.455305,34.03599,-10.844158,1,227.5938706,1.313870575,,
381587981,3.743836,173.023422,16.519077,3,0.997986,-0.023743,-0.041138,-0.041748,0.3,1.14,-10.87,1.266143,0.557866,-10.845835,173.515628,33.613865,-10.845816,1,226.4263047,0.146304684,,
381600555,3.75641,173.86647,16.514433,3,0.998535,-0.024597,-0.040588,-0.025024,0.34,1.42,-10.86,1.279173,0.844662,-10.849968,174.141186,33.735123,-10.849922,1,227.4035049,1.123504874,,
381608741,3.764596,173.493148,16.52372,3,0.99884,-0.02533,-0.040039,-0.008362,0.37,1.22,-10.85,1.25486,0.656554,-10.832454,174.040448,33.075296,-10.832647,1,225.3998944,-0.880105632,,
381617987,3.773842,174.148513,16.519077,3,0.99884,-0.026001,-0.03949,0.008301,0.43,1.43,-10.84,1.267648,0.879942,-10.833012,174.408331,33.055974,-10.833008,1,225.7124482,-0.567551785,,
381630549,3.786404,174.430587,16.52372,3,0.998596,-0.026672,-0.03894,0.024902,0.39,1.44,-10.85,1.177941,0.899437,-10.851346,174.835652,32.936127,-10.851144,1,225.7970879,-0.482912082,,
381638740,3.794595,174.897781,16.519077,3,0.998047,-0.027222,-0.038391,0.041382,0.47,1.44,-10.83,1.205395,0.91868,-10.829888,175.141171,32.902294,-10.830122,1,226.0060249,-0.273975053,,
381647961,3.803816,174.897781,16.519077,3,0.997192,-0.027771,-0.037842,0.0578,0.4,1.42,-10.82,1.086808,0.903328,-10.828278,175.303264,32.620111,-10.828298,1,225.3652929,-0.914707074,,
381660532,3.816387,175.0876,16.528364,3,0.996155,-0.028259,-0.037292,0.074219,0.59,1.38,-10.83,1.23079,0.901286,-10.826553,175.5872,32.324569,-10.826572,1,224.8136258,-1.466374241,,
381668720,3.824575,175.835342,16.519077,3,0.994812,-0.028687,-0.036804,0.090515,0.47,1.36,-10.81,1.06669,0.87615,-10.817631,175.995702,32.455225,-10.81773,1,225.5908763,-0.689123699,,
381677854,3.833709,176.023086,16.519077,3,0.993225,-0.029114,-0.036316,0.106689,0.64,1.37,-10.82,1.184059,0.931571,-10.820772,176.307541,32.376903,-10.820738,1,225.6815418,-0.598458171,,
381690419,3.846274,176.399612,16.528364,3,0.991333,-0.029419,-0.035767,0.122803,0.47,1.31,-10.77,0.979978,0.850062,-10.781787,176.766978,32.309152,-10.782216,1,225.9499621,-0.330037911,,
381698610,3.854465,177.054641,16.52372,3,0.989258,-0.029785,-0.035278,0.138855,0.62,1.44,-10.8,1.045128,1.022911,-10.814776,177.198404,32.474244,-10.814417,1,226.8473431,0.567343062,,
381707844,3.863699,177.24031,16.514433,3,0.986877,-0.03009,-0.034729,0.154785,0.66,1.34,-10.76,1.057994,0.953014,-10.769457,177.522061,32.406177,-10.769953,1,226.9786844,0.698684421,,
381728110,3.883965,177.61531,16.514433,3,0.981384,-0.030579,-0.033813,0.186462,0.69,1.28,-10.74,1.009898,0.933383,-10.750395,178.231296,32.257309,-10.750611,1,227.2683059,0.988305912,,
381737602,3.893457,178.269363,16.500502,3,0.978271,-0.030823,-0.033325,0.202209,0.71,1.11,-10.73,1.046863,0.797003,-10.730236,178.559542,32.201614,-10.73046,1,227.4399171,1.159917136,,
381747310,3.903165,178.271438,16.50979,3,0.974915,-0.031006,-0.032898,0.217834,0.67,1.21,-10.74,0.927498,0.883416,-10.75267,178.703383,31.827708,-10.752425,1,226.5371958,0.257195799,,
381760116,3.915971,178.835311,16.519077,3,0.971313,-0.03125,-0.032471,0.233398,0.72,1.12,-10.74,0.968628,0.834497,-10.746431,179.187097,31.799395,-10.746497,1,226.9420178,0.662017779,,
381768502,3.924357,179.393997,16.500502,3,0.967529,-0.031433,-0.032104,0.24884,0.73,1.29,-10.71,0.852424,1.000364,-10.731903,179.573871,31.898884,-10.732064,1,227.6062324,1.326232365,,
381777749,3.933604,179.957382,16.500502,3,0.96344,-0.031738,-0.031799,0.26416,0.64,1.15,-10.72,0.802956,0.83875,-10.737889,180.090479,32.09156,-10.737825,1,228.661908,2.38190802,,
381790388,3.946243,179.490493,16.514433,3,0.959106,-0.031982,-0.031433,0.279419,0.6,1.15,-10.68,0.725892,0.823269,-10.702346,180.146671,31.515715,-10.702737,1,227.1139252,0.833925235,,
381798578,3.954433,179.678298,16.514433,3,0.95459,-0.032288,-0.031128,0.294617,0.9,1.36,-10.68,0.81767,1.166652,-10.709451,180.132334,31.020844,-10.709377,1,225.7377553,-0.542244697,,
381807705,3.96356,180.053909,16.514433,3,0.949768,-0.032654,-0.030762,0.309631,0.71,1.24,-10.69,0.686511,0.959182,-10.720376,180.369657,30.865462,-10.720255,1,225.5507197,-0.729280335,,
381820275,3.97613,180.336135,16.519077,3,0.944824,-0.032959,-0.030396,0.324585,0.95,1.31,-10.67,0.78835,1.161712,-10.700301,180.737333,30.706884,-10.700521,1,225.486916,-0.793084037,,
381828463,3.984318,180.896469,16.50979,3,0.939575,-0.033386,-0.03009,0.339417,0.92,1.25,-10.66,0.755959,1.096803,-10.689717,181.080812,30.756344,-10.689836,1,225.9647975,-0.315202517,,
381837601,3.993456,181.366531,16.514433,3,0.934143,-0.033752,-0.029785,0.354065,1.02,1.28,-10.65,0.765502,1.185979,-10.68217,181.526645,30.867552,-10.682255,1,226.7134053,0.433405267,,
381850185,4.00604,181.273666,16.519077,3,0.928467,-0.034119,-0.02948,0.368652,0.99,1.17,-10.65,0.771519,1.085712,-10.676961,181.767394,30.551442,-10.677019,1,226.0956133,-0.184386729,,
381858360,4.014215,181.836135,16.519077,3,0.922607,-0.034546,-0.029236,0.383118,0.88,1.25,-10.65,0.595459,1.063645,-10.689878,182.056714,30.523365,-10.689736,1,226.3089913,0.02899135,,
381867529,4.023384,182.304183,16.514433,3,0.916504,-0.034973,-0.028992,0.3974,1.14,1.21,-10.66,0.761862,1.219851,-10.692559,182.479251,30.606472,-10.692528,1,226.9564629,0.67646292,,
381880103,4.035958,182.585952,16.519077,3,0.910278,-0.0354,-0.028809,0.41156,1,1.34,-10.64,0.52637,1.200581,-10.690498,182.925192,30.549001,-10.690521,1,227.2468069,0.96680688,,
381888499,4.044354,183.429244,16.514433,3,0.903748,-0.035828,-0.028625,0.425537,0.97,1.21,-10.61,0.5614,1.088147,-10.652599,183.474131,30.895449,-10.653016,1,228.736969,2.45696899,,
381897635,4.05349,183.054031,16.514433,3,0.897095,-0.036316,-0.028503,0.439392,0.87,1.25,-10.61,0.431007,1.026148,-10.660804,183.512897,30.485859,-10.660718,1,227.6638093,1.383809338,,
381910200,4.066055,183.990768,16.505146,3,0.890198,-0.036804,-0.028442,0.453186,1.09,1.33,-10.63,0.463075,1.239335,-10.686604,184.17256,30.698097,-10.686319,1,228.8982818,2.618281778,,
381918366,4.074221,184.273116,16.50979,3,0.883118,-0.037354,-0.028381,0.466736,1.01,1.28,-10.62,0.418521,1.134204,-10.676202,184.481286,30.698087,-10.676314,1,229.2069806,2.926980626,,
381927504,4.083359,184.36705,16.514433,3,0.875854,-0.037903,-0.02832,0.480225,0.97,1.33,-10.6,0.316825,1.115339,-10.664213,184.695292,30.516717,-10.664346,1,228.9295955,2.649595543,,
381940098,4.095953,184.36705,16.514433,3,0.868408,-0.038452,-0.028259,0.493469,0.83,1.28,-10.59,0.251842,0.954103,-10.653714,184.888218,30.145429,-10.653831,1,228.1232848,1.843284792,,
381948267,4.104122,184.55339,16.505146,3,0.860779,-0.039124,-0.028259,0.506653,1.01,1.63,-10.59,0.006759,1.26134,-10.688032,184.93965,29.767469,-10.687656,1,227.16686,0.886860041,,
381957488,4.113343,184.837844,16.519077,3,0.852966,-0.039734,-0.028259,0.519653,0.79,1.35,-10.55,0.11261,0.913474,-10.625534,185.154797,29.59457,-10.626218,1,226.9241274,0.644127427,,
381970053,4.125908,185.587875,16.519077,3,0.844971,-0.040466,-0.028259,0.532532,0.98,1.63,-10.56,-0.081152,1.180029,-10.664513,185.777272,29.775538,-10.664091,1,228.0258995,1.745899498,,
381978247,4.134102,185.963699,16.519077,3,0.836792,-0.041138,-0.028198,0.545227,0.84,1.48,-10.52,-0.03942,0.962703,-10.613107,186.129183,29.850718,-10.613668,1,228.5775683,2.297568313,,
381987382,4.143237,185.775771,16.519077,3,0.82843,-0.04187,-0.028076,0.5578,0.95,1.79,-10.55,-0.309208,1.14862,-10.676803,186.197007,29.49227,-10.676107,1,227.6963637,1.416363656,,
381999976,4.155831,186.244003,16.514433,3,0.819946,-0.042664,-0.027954,0.57019,0.83,1.65,-10.54,-0.253919,0.947759,-10.65553,186.594873,29.392151,-10.655757,1,227.8306922,1.550692202,,
382008143,4.163998,186.621414,16.52372,3,0.811279,-0.043396,-0.027832,0.582397,0.82,1.69,-10.48,-0.327456,0.915866,-10.602495,186.849981,29.328679,-10.603082,1,227.9190761,1.63907609,,
382017409,4.173264,186.713821,16.519077,3,0.802429,-0.044189,-0.027588,0.594482,0.9,2.06,-10.52,-0.679361,1.055768,-10.684001,187.042514,29.129172,-10.683109,1,227.5893294,1.30932938,,
382029975,4.18583,187.089675,16.519077,3,0.793457,-0.044983,-0.027344,0.606384,1.01,1.94,-10.49,-0.568864,1.0789,-10.645953,187.435099,29.029889,-10.646363,1,227.7230117,1.443011651,,
382038162,4.194017,187.930709,16.505146,3,0.784363,-0.045776,-0.026978,0.618042,0.84,1.96,-10.49,-0.660896,0.867439,-10.648857,187.960316,29.37542,-10.648829,1,229.1521609,2.872160946,,
382047299,4.203154,187.744857,16.514433,3,0.775085,-0.046509,-0.02655,0.629578,0.85,2.05,-10.49,-0.774609,0.842079,-10.660955,188.103643,29.11849,-10.660821,1,228.6225705,2.342570525,,
382059912,4.215767,187.839889,16.519077,3,0.765747,-0.04718,-0.026062,0.640869,1.11,2.02,-10.47,-0.729882,1.037131,-10.64542,188.316919,28.79242,-10.64559,1,227.9883017,1.708301671,,
382068084,4.223939,188.308181,16.514433,3,0.756287,-0.047913,-0.025513,0.651978,0.93,1.99,-10.46,-0.762303,0.798399,-10.630993,188.54678,28.697906,-10.631154,1,227.9738532,1.693853232,,
382077332,4.233187,188.966598,16.519077,3,0.746704,-0.048584,-0.024841,0.662903,1.14,2.15,-10.48,-0.922771,0.966364,-10.675535,189.054597,28.9101,-10.675046,1,229.0310258,2.751025794,,
382089897,4.245752,188.590652,16.519077,3,0.737,-0.049194,-0.024048,0.673645,1.14,2.02,-10.46,-0.832912,0.891961,-10.644345,189.147574,28.436439,-10.644683,1,227.9019808,1.621980763,,
382098085,4.25394,189.246993,16.514433,3,0.727173,-0.049805,-0.023193,0.684265,1.11,2.07,-10.47,-0.919042,0.802445,-10.660649,189.437811,28.436127,-10.660473,1,228.1914179,1.911417909,,
382107305,4.26316,189.528945,16.519077,3,0.717224,-0.050354,-0.022278,0.694641,1.15,2.08,-10.43,-0.965907,0.780063,-10.625071,189.752265,28.405787,-10.625461,1,228.4281234,2.148123431,,
382119879,4.275734,189.811447,16.52372,3,0.707214,-0.050842,-0.021301,0.704895,1.19,1.94,-10.44,-0.860816,0.753871,-10.623764,190.142969,28.31555,-10.623783,1,228.5879652,2.307965193,,
382128046,4.283901,190.279861,16.519077,3,0.697083,-0.05127,-0.020203,0.714905,1.28,1.97,-10.44,-0.929479,0.779712,-10.63209,190.453393,28.348596,-10.631998,1,228.9828686,2.702868558,,
382137202,4.293057,190.094467,16.528364,3,0.686829,-0.051697,-0.018982,0.724731,1.25,1.89,-10.41,-0.890352,0.68854,-10.594145,190.504878,27.985343,-10.594562,1,228.1098991,1.829899123,,
382149815,4.30567,190.936294,16.514433,3,0.676453,-0.052063,-0.0177,0.734436,1.27,2.01,-10.43,-1.046952,0.631494,-10.627468,191.107538,28.166203,-10.627105,1,229.1716868,2.89168681,,
382157998,4.313853,190.7462,16.505146,3,0.666016,-0.052429,-0.016357,0.743896,1.44,1.99,-10.4,-1.085134,0.732747,-10.605615,191.127739,27.762536,-10.605852,1,228.1702953,1.890295272,,
382167243,4.323098,191.124282,16.514433,3,0.655518,-0.052734,-0.014954,0.753235,1.46,2,-10.41,-1.138149,0.678299,-10.618137,191.38195,27.661802,-10.618002,1,228.1713545,1.891354549,,
382179809,4.335664,191.125869,16.52372,3,0.644897,-0.05304,-0.013428,0.762329,1.47,1.98,-10.41,-1.160991,0.615963,-10.617079,191.579978,27.340195,-10.617089,1,227.5659648,1.285964838,,
382187998,4.343853,192.06282,16.514433,3,0.634155,-0.053284,-0.011841,0.771301,1.54,1.9,-10.39,-1.138971,0.624639,-10.59465,192.084035,27.677089,-10.594897,1,228.9118108,2.631810811,,
382197134,4.352989,191.406295,16.519077,3,0.623291,-0.053406,-0.010193,0.78009,1.52,1.88,-10.41,-1.156772,0.533441,-10.610849,191.944373,27.075825,-10.610673,1,227.2754394,0.995439425,,
382209709,4.365564,191.876876,16.52372,3,0.612427,-0.053467,-0.008484,0.788635,1.57,1.79,-10.41,-1.124517,0.528746,-10.606247,192.244818,26.89313,-10.606296,1,227.1262217,0.84622171,,
382217915,4.37377,192.906875,16.50979,3,0.601501,-0.053467,-0.006653,0.797058,1.57,1.78,-10.42,-1.158981,0.454968,-10.61412,192.849782,27.386374,-10.614034,1,228.9506789,2.670678921,,
382227106,4.382961,192.344863,16.519077,3,0.590515,-0.053467,-0.004761,0.805237,1.7,1.64,-10.44,-1.105823,0.542232,-10.632794,192.808915,26.912555,-10.632587,1,227.738015,1.458014979,,
382239700,4.395555,193.001418,16.514433,3,0.579468,-0.053345,-0.002808,0.813232,1.63,1.6,-10.41,-1.096433,0.415279,-10.592933,193.258814,26.920407,-10.59337,1,228.2072015,1.927201539,,
382247891,4.403746,193.564498,16.514433,3,0.568298,-0.053162,-0.000793,0.821106,1.65,1.58,-10.39,-1.132894,0.366319,-10.571348,193.656572,27.10255,-10.571591,1,229.0536169,2.77361687,,
382257056,4.412911,193.285568,16.528364,3,0.557068,-0.052917,0.001282,0.828796,1.7,1.39,-10.4,-1.021789,0.406908,-10.572262,193.689878,26.729065,-10.572255,1,228.1695208,1.889520839,,
382269631,4.425486,194.035171,16.519077,3,0.545776,-0.052673,0.003418,0.836243,1.88,1.32,-10.38,-1.07909,0.525768,-10.563141,194.225689,26.849407,-10.563242,1,228.9998344,2.719834421,,
382277829,4.433684,193.752578,16.514433,3,0.534424,-0.052307,0.005615,0.843567,1.85,1.19,-10.4,-1.00134,0.476851,-10.572056,194.170568,26.347142,-10.571959,1,227.7225156,1.442515626,,
382287073,4.442928,194.222732,16.519077,3,0.523071,-0.05188,0.007812,0.850647,1.81,1.14,-10.41,-0.991325,0.38995,-10.573961,194.443852,26.288301,-10.573939,1,227.8538185,1.573818549,,
382299688,4.455543,194.317275,16.52372,3,0.511658,-0.051514,0.010071,0.857605,1.88,0.99,-10.38,-0.94549,0.449943,-10.543377,194.701114,26.061995,-10.543713,1,227.5673758,1.287375751,,
382307860,4.463715,194.881484,16.52372,3,0.500122,-0.051025,0.012329,0.86438,1.86,0.98,-10.41,-0.97861,0.363093,-10.568767,195.018547,26.134729,-10.568491,1,228.0591439,1.779143944,,
382316989,4.472844,195.256088,16.52372,3,0.488525,-0.050476,0.014587,0.870972,2.04,0.85,-10.36,-1.017249,0.514882,-10.531566,195.394119,26.215872,-10.531973,1,228.6296648,2.349664846,,
382329608,4.485463,195.444167,16.52372,3,0.476929,-0.049927,0.016846,0.87738,1.86,0.72,-10.37,-0.866593,0.361012,-10.518262,195.753165,26.119799,-10.518413,1,228.7579447,2.477944717,,
382337809,4.493664,196.100936,16.519077,3,0.46521,-0.049377,0.019104,0.883606,2.06,0.61,-10.35,-0.941703,0.519267,-10.515779,196.169093,26.339827,-10.515808,1,229.703376,3.423376042,,
382346945,4.5028,195.632247,16.52372,3,0.45343,-0.048828,0.021362,0.889709,2,0.55,-10.37,-0.912957,0.432772,-10.527051,196.098696,25.842494,-10.526927,1,228.4412003,2.161200312,,
382359495,4.51535,196.288497,16.519077,3,0.44165,-0.048218,0.02356,0.895569,2.23,0.5,-10.36,-1.06711,0.576205,-10.539522,196.532412,25.849417,-10.539384,1,228.8913812,2.611381163,,
382367786,4.523641,196.288497,16.519077,3,0.429871,-0.047546,0.025757,0.901245,2.16,0.37,-10.36,-0.980893,0.531156,-10.530308,196.604637,25.547867,-10.530408,1,228.2497276,1.969727649,,
382376913,4.532768,196.5717,16.52372,3,0.418213,-0.046875,0.027954,0.906738,2.14,0.48,-10.34,-1.110345,0.37643,-10.504838,196.818317,25.427271,-10.50512,1,228.1798062,1.899806194,,
382389466,4.545321,196.476608,16.519077,3,0.406555,-0.046143,0.030029,0.911987,1.97,0.14,-10.32,-0.798161,0.409459,-10.468929,196.93823,25.044853,-10.469328,1,227.4076,1.127600026,,
