Time (us),Time of flight(s),Altitude AGL (m),Temperature (deg C),Mode,IMU Quat W,IMU Quat X,IMU Quat Y,IMU Quat Z,IMU Local Acceleration X,IMU Local Acceleration Y,IMU Local Acceleration Z,IMU Global Acceleration x,IMU Global Acceleration y,IMU Global Acceleration z,State Estimation y,State Estimation v,State Estimation a,Servo deployment,Estimated Apogee,Estimated Apogee Error,k,0.001017927
382397667,4.553522,196.85231,16.519077,3,0.394897,-0.045349,0.032043,0.917053,1.99,0.12,-10.35,-0.849549,0.374229,-10.499302,197.093349,24.883201,-10.498971,1,227.1889207,0.908920696,,
382406803,4.562658,196.946884,16.52372,3,0.383301,-0.044556,0.033997,0.921936,1.96,-0.06,-10.32,-0.754929,0.422134,-10.468987,197.235507,24.678135,-10.469317,1,226.8597381,0.579738135,,
382419369,4.575224,197.979476,16.519077,3,0.371582,-0.04364,0.03595,0.926697,1.89,-0.01,-10.3,-0.796198,0.282577,-10.437849,197.976843,25.092861,-10.438196,1,228.5576048,2.277604789,,
382427560,4.583415,198.635879,16.514433,3,0.359863,-0.042786,0.037781,0.931274,1.83,-0.06,-10.32,-0.767245,0.22096,-10.450724,198.564934,25.587101,-10.450586,1,230.3025236,4.022523581,,
382436806,4.592661,197.791335,16.519077,3,0.348145,-0.041931,0.039612,0.935669,1.85,-0.23,-10.29,-0.720842,0.309453,-10.428048,198.353438,24.91273,-10.428296,1,228.5171441,2.237144089,,
382449380,4.605235,198.167098,16.519077,3,0.336365,-0.041138,0.041321,0.939941,1.89,-0.39,-10.27,-0.699374,0.40714,-10.41837,198.557626,24.644049,-10.41848,1,228.1038206,1.823820632,,
382457569,4.613424,198.167098,16.519077,3,0.324585,-0.040344,0.042969,0.944031,1.75,-0.26,-10.25,-0.720549,0.170655,-10.375184,198.532163,24.21444,-10.375661,1,227.1024153,0.822415311,,
382466706,4.622561,199.013748,16.52372,3,0.312805,-0.039551,0.044556,0.947937,1.9,-0.35,-10.23,-0.831445,0.28291,-10.373713,199.031611,24.479999,-10.373734,1,228.2034678,1.923467762,,
382479271,4.635126,199.013748,16.52372,3,0.300964,-0.038818,0.046082,0.951721,1.54,-0.43,-10.22,-0.53679,0.091737,-10.329969,199.328012,24.337078,-10.330451,1,228.17542,1.895419965,,
382487499,4.643354,199.577163,16.52372,3,0.289062,-0.038086,0.047546,0.955383,1.77,-0.45,-10.22,-0.756166,0.190487,-10.352579,199.672678,24.471303,-10.352336,1,228.8247491,2.544749094,,
382496749,4.652604,199.857864,16.519077,3,0.277161,-0.037354,0.048889,0.958862,1.64,-0.56,-10.23,-0.628255,0.166065,-10.355382,200.005758,24.514286,-10.355348,1,229.2556829,2.97568292,,
382509324,4.665179,199.575088,16.514433,3,0.265137,-0.036682,0.050232,0.962219,1.54,-0.54,-10.2,-0.59357,0.057059,-10.312506,200.063026,24.065785,-10.312978,1,228.2988761,2.018876135,,
382517517,4.673372,200.046035,16.519077,3,0.253113,-0.036072,0.051453,0.965393,1.59,-0.53,-10.19,-0.676859,0.032034,-10.304656,200.249978,23.966347,-10.304747,1,228.2630917,1.983091733,,
382526653,4.682508,200.797683,16.519077,3,0.240967,-0.035522,0.052612,0.968445,1.5,-0.47,-10.17,-0.658982,-0.10319,-10.269119,200.785403,24.282802,-10.269511,1,229.5100075,3.23000754,,
382539220,4.695075,200.611587,16.528364,3,0.228821,-0.034973,0.053772,0.971375,1.5,-0.5,-10.16,-0.674937,-0.11802,-10.259451,200.988807,24.026082,-10.259562,1,229.1356327,2.85563272,,
382547411,4.703266,200.514358,16.514433,3,0.216675,-0.034546,0.054871,0.974121,1.49,-0.57,-10.18,-0.660861,-0.104201,-10.282515,200.909588,23.523742,-10.282262,1,227.9405869,1.660586933,,
382556664,4.712519,200.985885,16.519077,3,0.204468,-0.03418,0.055908,0.976685,1.59,-0.61,-10.15,-0.761804,-0.066175,-10.263433,201.170964,23.485859,-10.26364,1,228.1186114,1.838611418,,
382569257,4.725112,201.1725,16.519077,3,0.1922,-0.033813,0.056946,0.979126,1.39,-0.52,-10.15,-0.636546,-0.267765,-10.234655,201.466802,23.35811,-10.234975,1,228.1341991,1.854199114,,
382577458,4.733313,201.735,16.50979,3,0.179932,-0.033569,0.057922,0.981384,1.42,-0.6,-10.14,-0.65379,-0.222232,-10.233233,201.813875,23.511438,-10.233252,1,228.8177899,2.537789942,,
382586589,4.742444,201.456344,16.52372,3,0.167664,-0.033264,0.058899,0.983521,1.56,-0.66,-10.13,-0.78583,-0.159931,-10.239287,201.821261,23.149763,-10.23922,1,228.0343417,1.754341733,,
382599227,4.755082,202.20552,16.514433,3,0.155396,-0.033081,0.059875,0.985474,1.49,-0.7,-10.11,-0.726521,-0.185437,-10.21567,202.336203,23.303322,-10.215929,1,228.8838003,2.603800324,,
382607423,4.763278,202.301193,16.519077,3,0.143188,-0.032959,0.060791,0.987305,1.49,-0.72,-10.13,-0.736453,-0.211056,-10.235662,202.506508,23.188452,-10.235445,1,228.803695,2.523695015,,
382616551,4.772406,202.581954,16.514433,3,0.13092,-0.032837,0.061707,0.988953,1.44,-0.78,-10.09,-0.690243,-0.203781,-10.196686,202.761401,23.151965,-10.197113,1,228.9792655,2.699265513,,
382629102,4.784957,202.301193,16.519077,3,0.118591,-0.032776,0.062561,0.990417,1.5,-0.78,-10.08,-0.763235,-0.22937,-10.189678,202.783904,22.685566,-10.18976,1,227.997085,1.717085046,,
382637290,4.793145,202.959945,16.52372,3,0.106262,-0.032715,0.063416,0.99176,1.45,-0.74,-10.09,-0.736267,-0.322434,-10.188818,203.071596,22.757255,-10.188828,1,228.4380831,2.158083089,,
382646460,4.802315,202.864791,16.519077,3,0.093994,-0.032715,0.064209,0.992981,1.44,-0.84,-10.06,-0.719082,-0.263636,-10.168403,203.160197,22.509261,-10.168628,1,227.9980927,1.718092663,,
382659001,4.814856,203.616653,16.519077,3,0.081604,-0.032715,0.065002,0.994019,1.46,-0.82,-10.06,-0.753433,-0.320896,-10.165486,203.706793,22.71812,-10.165521,1,228.9895397,2.70953973,,
382667191,4.823046,203.521499,16.514433,3,0.069336,-0.032837,0.065796,0.994873,1.41,-0.76,-10.07,-0.719166,-0.429665,-10.162122,203.784852,22.471564,-10.16216,1,228.5428271,2.262827118,,
382676460,4.832315,203.804366,16.519077,3,0.057007,-0.032898,0.066528,0.995605,1.4,-0.81,-10.06,-0.709655,-0.420065,-10.155766,204.003997,22.39204,-10.155836,1,228.5937478,2.313747784,,
382696668,4.852523,204.461135,16.514433,3,0.03241,-0.033264,0.067993,0.996582,1.41,-0.83,-10.04,-0.72501,-0.477071,-10.135342,204.722585,22.526213,-10.135568,1,229.5964572,3.31645721,,
382706141,4.861996,204.45906,16.505146,3,0.020142,-0.033447,0.068665,0.996887,1.41,-0.76,-10.02,-0.731275,-0.582857,-10.104045,204.779486,22.111423,-10.104392,1,228.779674,2.499673985,,
382715849,4.871704,204.741958,16.50979,3,0.007874,-0.033691,0.069397,0.997009,1.44,-0.88,-10.05,-0.754549,-0.508679,-10.150005,204.971749,21.977831,-10.149502,1,228.6934929,2.413492936,,
382728687,4.884542,204.837142,16.514433,3,-0.004333,-0.033997,0.070068,0.996948,1.4,-0.87,-10.01,-0.715442,-0.552898,-10.104425,205.174493,21.736641,-10.104922,1,228.3971815,2.117181457,,
382737054,4.892909,204.930221,16.50979,3,-0.016479,-0.034363,0.07074,0.996765,1.6,-0.79,-10.01,-0.9084,-0.678974,-10.104355,205.213762,21.428052,-10.104361,1,227.8048273,1.52482728,,
382746320,4.902175,205.117446,16.50979,3,-0.028625,-0.034729,0.071411,0.99646,1.43,-0.8,-10,-0.733037,-0.701334,-10.082458,205.356102,21.261316,-10.082699,1,227.609125,1.329124965,,
382758886,4.914741,205.401412,16.514433,3,-0.04071,-0.035095,0.072083,0.995972,1.58,-0.87,-9.99,-0.880151,-0.683829,-10.090163,205.648797,21.167835,-10.09008,1,227.7132923,1.43329229,,
382767074,4.922929,205.96257,16.505146,3,-0.052734,-0.035522,0.072754,0.9953,1.67,-0.81,-10,-0.953357,-0.797859,-10.094516,206.004038,21.357128,-10.094467,1,228.4510332,2.17103315,,
382779186,4.935041,206.435897,16.519077,3,-0.064697,-0.03595,0.073486,0.994568,1.65,-0.85,-9.99,-0.927597,-0.801092,-10.086784,206.512678,21.551341,-10.086868,1,229.3551619,3.075161932,,
382787183,4.943038,205.964645,16.514433,3,-0.07666,-0.036377,0.074158,0.993652,1.64,-0.87,-9.99,-0.908594,-0.824963,-10.086664,206.366745,21.007034,-10.086666,1,228.1086252,1.828625236,,
382796310,4.952165,206.152938,16.514433,3,-0.088501,-0.036743,0.07489,0.992554,1.67,-0.91,-9.99,-0.932954,-0.837321,-10.091842,206.43449,20.761878,-10.091785,1,227.6886169,1.408616949,,
382808865,4.96472,206.433792,16.50979,3,-0.100342,-0.037109,0.075623,0.991394,1.66,-0.87,-9.99,-0.903623,-0.920546,-10.082105,206.693955,20.6348,-10.082211,1,227.6972095,1.417209471,,
382817054,4.972909,206.812484,16.519077,3,-0.112061,-0.037476,0.076355,0.990051,1.65,-0.99,-9.97,-0.907468,-0.845616,-10.077941,206.931416,20.653981,-10.077988,1,227.972451,1.692451028,,
382826188,4.982043,206.529525,16.514433,3,-0.123718,-0.037781,0.077148,0.988586,1.67,-0.87,-9.97,-0.886742,-1.012826,-10.056565,206.887251,20.268611,-10.056801,1,227.1750996,0.89509961,,
382838751,4.994606,206.907668,16.52372,3,-0.135376,-0.038086,0.077942,0.987,1.63,-1.1,-9.97,-0.89306,-0.830052,-10.088676,207.152941,20.156541,-10.088325,1,227.2240812,0.944081241,,
382846941,5.002796,207.562026,16.50979,3,-0.146912,-0.03833,0.078735,0.985291,1.6,-1.09,-9.96,-0.852645,-0.876484,-10.072476,207.555249,20.427052,-10.07265,1,228.1512646,1.871264573,,
382856054,5.011909,206.812484,16.519077,3,-0.158508,-0.038574,0.07959,0.983398,1.63,-1.05,-9.96,-0.857255,-0.971502,-10.063917,207.31144,19.790718,-10.064013,1,226.6825307,0.40253067,,
382868683,5.024538,207.845535,16.514433,3,-0.169922,-0.038757,0.080444,0.981384,1.53,-1.1,-9.94,-0.769047,-0.936203,-10.044222,207.870621,20.048355,-10.04444,1,227.7335618,1.453561806,,
382876847,5.032702,207.937606,16.50979,3,-0.181274,-0.038879,0.081299,0.979309,1.53,-1.07,-9.93,-0.74919,-1.008518,-10.02559,208.072866,20.024614,-10.025798,1,227.8902497,1.610249695,,
382886090,5.041945,208.502029,16.50979,3,-0.192566,-0.03894,0.082153,0.977051,1.47,-1.19,-9.92,-0.727909,-0.920677,-10.030243,208.505763,20.247224,-10.030194,1,228.7521747,2.472174669,,
382898656,5.054511,207.75502,16.528364,3,-0.203796,-0.039001,0.083008,0.974731,1.49,-1.14,-9.91,-0.718603,-1.018022,-10.008759,208.323488,19.575689,-10.008996,1,227.2883586,1.008358551,,
382906847,5.062702,208.221115,16.514433,3,-0.215027,-0.039001,0.083862,0.972229,1.4,-1.17,-9.91,-0.638921,-0.998891,-10.006552,208.424034,19.404803,-10.006579,1,227.0688703,0.788870307,,
382916054,5.071909,208.035415,16.52372,3,-0.226135,-0.039001,0.084717,0.969604,1.42,-1.15,-9.89,-0.640128,-1.066596,-9.980154,208.377478,19.026501,-9.980445,1,226.3226753,0.042675334,,
382928629,5.084484,208.692977,16.519077,3,-0.237244,-0.03894,0.085571,0.966858,1.26,-1.23,-9.89,-0.523991,-0.966833,-9.985142,208.799138,19.130308,-9.98509,1,226.9351019,0.655101858,,
382936834,5.092689,208.692977,16.519077,3,-0.248352,-0.03894,0.086426,0.96405,1.41,-1.11,-9.86,-0.592432,-1.180383,-9.934574,208.894102,18.956448,-9.93513,1,226.7110839,0.43108391,,
382945970,5.101825,208.882888,16.528364,3,-0.259399,-0.038818,0.08728,0.960999,1.28,-1.19,-9.57,-0.541593,-1.047938,-9.656483,209.060399,18.85994,-9.659554,1,226.7014349,0.421434948,,
382958554,5.114409,209.916152,16.52372,3,-0.270447,-0.038696,0.088135,0.957886,-0.58,-2.44,26.75,-4.01247,6.306129,25.806608,209.796639,19.803943,25.415781,1,229.1928411,2.91284111,,
382966726,5.122581,209.820907,16.519077,3,-0.281677,-0.03894,0.088684,0.95459,5.64,0.72,30.36,-8.119195,0.80799,29.790549,209.973572,20.068722,29.74234,1,229.8756332,3.595633202,,
382976021,5.131876,210.480148,16.52372,3,-0.292969,-0.038818,0.089233,0.951172,0.27,-1.69,-3.15,-0.755715,0.757651,-3.421485,210.453008,20.411202,-3.056029,1,231.0181011,4.738101086,,
382988595,5.14445,210.480148,16.52372,3,-0.303589,-0.037842,0.090088,0.947754,1.34,-1.4,-11.72,-0.403373,-1.393219,-11.790254,210.724483,20.283152,-11.694005,1,231.0405264,4.76052639,,
382996784,5.152639,210.854263,16.514433,3,-0.314148,-0.037109,0.090881,0.944275,1.03,-1.35,-9.73,-0.378158,-0.99998,-9.819027,210.965648,20.316223,-9.839689,1,231.3458814,5.065881372,,
383005918,5.161773,211.420455,16.52372,3,-0.324646,-0.036377,0.091614,0.940674,1.12,-1.34,-9.75,-0.443169,-1.106735,-9.833168,211.41389,20.56324,-9.833239,1,232.2764634,5.99646336,,
383018478,5.174333,210.948989,16.519077,3,-0.335144,-0.035583,0.092346,0.936951,1.03,-1.35,-9.75,-0.381317,-1.084617,-9.829755,211.401464,20.101793,-9.829794,1,231.3671213,5.087121279,,
383026669,5.182524,211.420455,16.52372,3,-0.34552,-0.03479,0.093018,0.933167,1.07,-1.34,-9.76,-0.406384,-1.159644,-9.83302,211.576819,20.037802,-9.832984,1,231.4195036,5.139503584,,
383035914,5.191769,211.889297,16.519077,3,-0.355835,-0.033936,0.093628,0.929199,1.02,-1.34,-9.79,-0.367103,-1.170965,-9.857691,211.942421,20.177989,-9.857419,1,232.0549536,5.774953595,,
383048485,5.20434,212.547103,16.514433,3,-0.36615,-0.033142,0.094177,0.925171,0.93,-1.32,-9.84,-0.282556,-1.169201,-9.898787,212.546466,20.496359,-9.898332,1,233.2779417,6.997941687,,
383056674,5.212529,212.077682,16.519077,3,-0.376404,-0.032227,0.094727,0.921021,0.95,-1.29,-9.82,-0.282112,-1.238502,-9.868408,212.441643,20.005429,-9.868738,1,232.2222468,5.942246785,,
383065922,5.221777,212.172408,16.52372,3,-0.386658,-0.031372,0.095276,0.916748,0.85,-1.33,-9.91,-0.22891,-1.190259,-9.961444,212.47046,19.713542,-9.960423,1,231.6953045,5.415304529,,
383078550,5.234405,212.547103,16.514433,3,-0.396851,-0.030518,0.095764,0.912354,0.79,-1.37,-9.88,-0.222589,-1.150522,-9.936908,212.763126,19.644279,-9.937167,1,231.8571479,5.577147906,,
383086722,5.242577,212.925491,16.52372,3,-0.406982,-0.029602,0.096252,0.907837,0.82,-1.33,-9.79,-0.228852,-1.221032,-9.835753,213.017666,19.706524,-9.836871,1,232.2292366,5.949236595,,
383095850,5.251705,212.830245,16.519077,3,-0.417114,-0.028687,0.096741,0.903259,0.77,-1.36,-9.82,-0.216697,-1.204241,-9.868018,213.088716,19.477195,-9.867675,1,231.868825,5.58882497,,
383108424,5.264279,213.582839,16.519077,3,-0.427185,-0.027771,0.097168,0.898499,0.7,-1.35,-9.91,-0.155225,-1.204601,-9.952158,213.619751,19.712293,-9.951227,1,232.8422329,6.56223285,,
383116613,5.272468,213.299178,16.514433,3,-0.437195,-0.026917,0.097534,0.893677,0.75,-1.33,-9.8,-0.187321,-1.271413,-9.834625,213.594617,19.351357,-9.83591,1,232.1398692,5.859869246,,
383125860,5.281715,213.301772,16.52372,3,-0.447144,-0.026001,0.0979,0.888733,0.73,-1.31,-10.07,-0.124632,-1.340915,-10.091598,213.6037,19.040574,-10.08878,1,231.5747053,5.294705323,,
383138430,5.294285,213.489669,16.52372,3,-0.45697,-0.025085,0.098206,0.883728,0.94,-1.23,-10.4,-0.139193,-1.637832,-10.385313,213.775991,18.826281,-10.382045,1,231.3558505,5.075850492,,
383146602,5.302457,213.582839,16.519077,3,-0.466553,-0.024109,0.098572,0.878662,0.59,-1.36,-10,-0.09761,-1.252251,-10.030954,213.81729,18.57487,-10.034823,1,230.943284,4.663284007,,
383155898,5.311753,213.865463,16.52372,3,-0.476074,-0.023193,0.098877,0.873535,0.41,-1.41,-10.17,-0.020456,-1.131763,-10.212923,214.017393,18.515738,-10.210961,1,231.0374292,4.757429192,,
383168473,5.324328,214.428146,16.514433,3,-0.485596,-0.022217,0.099121,0.868286,0.31,-1.48,-10.51,0.012191,-1.092037,-10.561909,214.487987,18.685783,-10.558041,1,231.8135382,5.533538183,,
383176661,5.332516,214.242324,16.52372,3,-0.495056,-0.02124,0.099304,0.862915,0.47,-1.35,-9.78,-0.066838,-1.212286,-9.809062,214.497923,18.389552,-9.817316,1,231.2928589,5.012858923,,
383185795,5.34165,214.618667,16.52372,3,-0.504456,-0.020264,0.099365,0.857483,0.47,-1.36,-9.78,-0.081212,-1.234076,-9.807618,214.735337,18.389913,-9.807725,1,231.5309149,5.250914937,,
383198380,5.354235,214.806594,16.52372,3,-0.513672,-0.019287,0.099426,0.85199,0.37,-1.26,-9.75,0.043846,-1.21376,-9.762779,215.00738,18.319143,-9.763275,1,231.6773141,5.397314108,,
383206551,5.362406,215.085586,16.50979,3,-0.522827,-0.01825,0.099426,0.846436,0.39,-1.31,-9.74,-0.017711,-1.232147,-9.757935,215.202175,18.308027,-9.757994,1,231.8524134,5.572413404,,
383215796,5.371651,215.087661,16.519077,3,-0.531921,-0.017212,0.099365,0.840759,0.4,-1.23,-9.8,0.050233,-1.307481,-9.798003,215.304759,18.132273,-9.797562,1,231.6450161,5.365016057,,
383228373,5.384228,215.087661,16.519077,3,-0.540894,-0.016174,0.099243,0.835022,0.33,-1.19,-9.79,0.107681,-1.28035,-9.783568,215.405939,17.849466,-9.783722,1,231.2530472,4.973047177,,
383236562,5.392417,215.466659,16.528364,3,-0.549805,-0.015198,0.099182,0.829224,0.35,-1.21,-9.85,0.084652,-1.321214,-9.841561,215.587058,17.822267,-9.840924,1,231.3871055,5.107105535,,
383245811,5.401666,215.371383,16.52372,3,-0.558655,-0.01416,0.098999,0.823364,0.27,-1.18,-9.88,0.139623,-1.283127,-9.869842,215.626681,17.570165,-9.869524,1,230.9936161,4.713616149,,
383258376,5.414231,215.654586,16.528364,3,-0.567383,-0.013123,0.098816,0.817383,0.75,-0.74,-11.92,0.641058,-2.1966,-11.745656,215.86273,17.443218,-11.724982,1,231.0136815,4.733681476,,
383266570,5.422425,215.748306,16.52372,3,-0.575989,-0.012085,0.098633,0.811401,0.57,-1.17,-12.2,0.342995,-1.946122,-12.109037,215.938769,17.243323,-12.104804,1,230.7525021,4.472502091,,
383275849,5.431704,216.216323,16.519077,3,-0.584412,-0.010986,0.09845,0.80542,-0.31,-1.11,-11.21,0.543982,-1.010921,-11.210462,216.258894,17.346395,-11.220317,1,231.2460673,4.966067274,,
383288428,5.444283,216.312118,16.52372,3,-0.592773,-0.009949,0.098206,0.799316,0.03,-0.76,-10.66,0.683031,-1.36503,-10.577537,216.507176,17.25264,-10.58462,1,231.3365483,5.05654834,,
383296617,5.452472,216.873885,16.514433,3,-0.601196,-0.008911,0.0979,0.79303,-0.03,-1.21,-11.07,0.316206,-1.259513,-11.059997,216.861167,17.485212,-11.054759,1,232.0834089,5.80340889,,
383305756,5.461611,216.593246,16.519077,3,-0.60968,-0.007996,0.097656,0.78656,0.07,-1.3,-10.77,0.155187,-1.30806,-10.768133,216.865507,17.186726,-10.771292,1,231.5844028,5.304402779,,
383318324,5.474179,216.59587,16.528364,3,-0.618103,-0.007019,0.09729,0.780029,0.04,-1,-10.1,0.352985,-1.266958,-10.063887,216.924128,16.862554,-10.071682,1,231.105286,4.825285965,,
383326491,5.482346,216.312118,16.52372,3,-0.626404,-0.006042,0.096802,0.773438,0.05,-1.18,-10.43,0.209617,-1.29949,-10.413798,216.705936,16.239706,-10.410028,1,229.8801652,3.600165234,,
383335758,5.491613,216.410018,16.537651,3,-0.634583,-0.005066,0.096313,0.766846,-0.28,-1.06,-11.05,0.46047,-1.101697,-11.039871,216.684735,15.916955,-11.032931,1,229.3508643,3.070864308,,
383348411,5.504266,216.312118,16.52372,3,-0.642578,-0.004028,0.095642,0.760193,-0.28,-0.79,-10.19,0.592462,-1.03214,-10.154912,216.668855,15.51334,-10.164588,1,228.7128119,2.432811922,,
383356590,5.512445,217.062362,16.514433,3,-0.650696,-0.003113,0.094849,0.753418,-0.09,-0.81,-9.92,0.491081,-1.179706,-9.871056,217.024089,15.780819,-9.874291,1,229.4787176,3.198717621,,
383365763,5.521618,217.064437,16.52372,3,-0.658752,-0.002197,0.093994,0.74646,0.27,-0.29,-11.23,1.106791,-1.775815,-11.040443,217.191727,15.709745,-11.027593,1,229.5366007,3.256600653,,
383378322,5.534177,217.534103,16.519077,3,-0.666809,-0.001343,0.09314,0.73938,0.47,-0.08,-13.34,1.552586,-2.269537,-13.062218,217.586843,15.797605,-13.039797,1,230.0674598,3.787459836,,
383386514,5.542369,217.910568,16.519077,3,-0.674744,-0.00061,0.092346,0.732239,0.37,-0.9,-12.17,0.605194,-1.936377,-12.039101,217.903943,15.983845,-12.050129,1,230.6746053,4.394605324,,
383395653,5.551508,218.005844,16.52372,3,-0.682434,0.000183,0.091614,0.725159,-0.1,-0.98,-10.75,0.378199,-1.281381,-10.712045,218.108527,15.962037,-10.726791,1,230.8450643,4.565064331,,
383408228,5.564083,218.00325,16.514433,3,-0.689941,0.000977,0.09082,0.71814,0.38,-0.11,-17.8,2.078511,-2.718911,-17.472371,218.246725,15.665339,-17.398037,1,230.5232574,4.243257368,,
383416405,5.57226,217.817367,16.52372,3,-0.697327,0.00177,0.089966,0.71106,1.22,0.46,-21.56,3.07378,-4.026277,-20.996995,218.124655,15.115605,-20.957335,1,229.5699687,3.289968686,,
383425672,5.581527,218.477645,16.528364,3,-0.704529,0.002502,0.089111,0.704041,1.17,1.88,-21.06,4.427554,-3.860695,-20.344971,218.46811,15.190569,-20.351719,1,230.0251522,3.745152215,,
383438238,5.594093,218.194351,16.52372,3,-0.711609,0.003113,0.088623,0.69696,-3.24,-1.38,-23.21,1.415726,0.202724,-23.432047,218.498118,14.6938,-23.398103,1,229.3243437,3.044343712,,
383446430,5.602285,218.755691,16.514433,3,-0.71936,0.003357,0.087891,0.689087,0.96,0.26,-16.83,2.341684,-3.057981,-16.413534,218.767615,14.786924,-16.490502,1,229.7291174,3.449117393,,
383455676,5.611531,218.758834,16.52372,3,-0.727173,0.003418,0.087036,0.680908,1.74,0.05,-17.76,2.315134,-3.911737,-17.256484,218.898516,14.62081,-17.248043,1,229.6192696,3.339269577,,
383468289,5.624144,218.570327,16.52372,3,-0.734558,0.003601,0.086426,0.673035,0.56,-0.2,-14.85,1.659939,-2.378304,-14.576165,218.891118,14.194213,-14.605608,1,229.0052454,2.725245392,,
383476456,5.632311,218.946823,16.52372,3,-0.741455,0.003784,0.085938,0.665466,0.26,-0.16,-14.41,1.631684,-2.003727,-14.179703,219.03894,14.127695,-14.184397,1,229.0599927,2.779992672,,
383485615,5.64147,219.509231,16.514433,3,-0.74823,0.004028,0.085571,0.657898,0.42,-0.65,-14.64,1.207,-2.237143,-14.438383,219.439834,14.347266,-14.435584,1,229.7696733,3.489673271,,
383498200,5.654055,219.228042,16.519077,3,-0.754883,0.004272,0.085083,0.65033,0.18,-0.4,-12.58,1.178172,-1.711543,-12.414968,219.496404,14.035168,-12.437234,1,229.3886705,3.108670481,,
383506399,5.662254,219.325942,16.533007,3,-0.76123,0.004578,0.084534,0.642944,0.26,-0.51,-12.11,1.02898,-1.743401,-11.953309,219.512029,13.786868,-11.958641,1,229.0626182,2.782618178,,
383515570,5.671425,219.228042,16.519077,3,-0.767395,0.004883,0.083984,0.635681,-0.03,-0.74,-12.59,0.816764,-1.551309,-12.489316,219.473626,13.45976,-12.483469,1,228.5828502,2.302850221,,
383528133,5.683988,219.699874,16.52372,3,-0.773376,0.005249,0.083374,0.628418,0.14,-0.45,-12.5,1.119205,-1.641846,-12.350053,219.773153,13.471214,-12.351524,1,228.8976634,2.617663398,,
383536319,5.692174,219.607162,16.528364,3,-0.779175,0.005615,0.082642,0.621277,0.19,-0.28,-12.03,1.234726,-1.588195,-11.865428,219.786584,13.227796,-11.870784,1,228.5888759,2.308875879,,
383545567,5.701422,220.073776,16.514433,3,-0.78479,0.006042,0.081909,0.614258,0.07,-0.32,-11.66,1.119889,-1.429809,-11.522339,220.074605,13.336037,-11.526178,1,229.0194937,2.739493705,,
383558155,5.71401,219.887863,16.52372,3,-0.790283,0.00647,0.081116,0.607361,0.05,-0.44,-11.24,0.942335,-1.385738,-11.123198,220.133117,13.057861,-11.127639,1,228.7137517,2.433751709,,
383566354,5.722209,221.202987,16.514433,3,-0.795532,0.006958,0.080322,0.600525,0.15,-0.43,-11.39,0.988974,-1.48787,-11.258227,220.861515,13.911385,-11.256788,1,230.5827322,4.30273216,,
383575490,5.731345,220.264938,16.52372,3,-0.800659,0.007385,0.079468,0.593811,0.3,-0.49,-11.92,1.030447,-1.695249,-11.76779,220.642936,13.356633,-11.762159,1,229.6150821,3.3350821,,
383588075,5.74393,220.0764,16.52372,3,-0.805481,0.007935,0.078491,0.58728,0.25,-0.57,-11.83,0.9201,-1.654808,-11.694067,220.481062,12.792732,-11.694817,1,228.7212902,2.441290151,,
383596247,5.752102,220.35765,16.519077,3,-0.81012,0.008545,0.077515,0.581055,0.13,-0.39,-11.46,0.998462,-1.439796,-11.332725,220.513518,12.591244,-11.336715,1,228.4994781,2.219478142,,
383605513,5.761368,220.829025,16.52372,3,-0.814514,0.009216,0.076477,0.575073,0.69,-0.75,-14.39,1.162103,-2.381023,-14.180662,220.812149,12.69585,-14.149322,1,228.9296388,2.649638771,,
383618141,5.773996,220.360275,16.528364,3,-0.818604,0.009949,0.075317,0.569275,1.17,-0.51,-15.2,1.62444,-2.819074,-14.902442,220.70876,12.172964,-14.894143,1,228.1791252,1.89912516,,
383626343,5.782198,220.548293,16.528364,3,-0.822266,0.010986,0.074219,0.564148,1.01,-0.27,-14.36,1.679753,-2.495426,-14.080268,220.714871,11.915262,-14.089237,1,227.8758419,1.59584185,,
383635505,5.79136,221.298843,16.519077,3,-0.825378,0.012329,0.073181,0.559692,2.89,-0.83,-25.45,3.003314,-5.577423,-24.831759,221.160907,12.126419,-24.713379,1,228.5749237,2.294923655,,
383655724,5.811579,220.640975,16.52372,3,-0.828918,0.016602,0.071777,0.554565,3.05,1.86,-27.75,5.648185,-5.054867,-26.932789,221.09566,11.198732,-26.908332,1,227.4296649,1.149664916,,
383665207,5.821062,220.734725,16.519077,3,-0.829102,0.01947,0.071899,0.554077,6.48,2.33,-36.48,8.14372,-9.122242,-35.052371,220.986561,10.429035,-34.962626,1,226.4871495,0.20714954,,
383674939,5.830794,221.580093,16.514433,3,-0.828369,0.022644,0.072998,0.554932,5.34,3.44,-41.26,9.121212,-8.46471,-39.848297,221.432796,10.595311,-39.794458,1,227.1085867,0.828586735,,
383689077,5.844932,221.110275,16.519077,3,-0.826172,0.026184,0.075439,0.5578,0.95,1.69,-24.42,4.242998,-3.347544,-23.893279,221.391595,9.989488,-24.068505,1,226.4419362,0.1619362,,
383696664,5.852519,222.049423,16.50979,3,-0.822754,0.029846,0.079102,0.562012,0.84,1.69,-24.4,4.227123,-3.521259,-23.846407,221.850265,10.447867,-23.848854,1,227.3705622,1.090562236,,
383705569,5.861424,221.48738,16.519077,3,-0.818848,0.033508,0.083496,0.566895,-0.62,0.69,-13.99,1.81311,-1.275012,-13.844397,221.732796,10.052494,-13.954644,1,226.846526,0.566526011,,
