Code compiled on Dec 22 2025 at 15:34:53
﻿Simulation Mode (T/F),F
Airbrakes Enabled (T/F),T
Log File Name (max 7 chars uppercase),FLIGHT
Sim File Name (if applicable),Sim
Burnout Mass (kg),0.637
Air Density (kg/m^3),1.18
Rocket CD,0.71
Airbrake CD,0.8
Rocket Area (m^2),0.00243
Kalman Model Y STD,0.05
Kalman Model V STD,0.1
Kalman Model A STD,0.015
Kalman Measurement Y STD,0.26
Kalman Measurement A STD,0.013
Target Apogee (m),216
Launch Acceleration Threshold (m/s^2),20
Coast Lockout (s),1.5
KP (1/s),0.24
Altimeter lockout (s),120

Calibration point: 199.554877
Time (us),Altitude AGL (m),Temperature (deg C),Mode,IMU Quat W,IMU Quat X,IMU Quat Y,IMU Quat Z,IMU Local Acceleration X,IMU Local Acceleration Y,IMU Local Acceleration Z,IMU Global Acceleration x,IMU Global Acceleration y,IMU Global Acceleration z,State Estimation y,State Estimation v,State Estimation a,Servo deployment,
219393638,0.483132,16.704816,1,0.993530,-0.010132,-0.015686,-0.111816,0.030000,0.100000,-0.250000,0.058711,0.084913,-0.250485,0.243952,-0.127847,-0.250587,0.000000,
219400738,0.018731,16.718746,1,0.993530,-0.010132,-0.015686,-0.111755,0.020000,0.130000,-0.240000,0.055337,0.116618,-0.241325,0.114954,-0.160038,-0.241427,0.000000,
219414756,0.201714,16.728033,1,0.993530,-0.010132,-0.015686,-0.111816,0.010000,0.070000,-0.250000,0.032546,0.060106,-0.250655,0.162018,-0.154339,-0.250553,0.000000,
219424218,0.199670,16.737320,1,0.993530,-0.010132,-0.015686,-0.111938,-0.030000,0.020000,-0.240000,-0.017842,0.020483,-0.241168,0.181974,-0.151028,-0.241272,0.000000,
219430894,0.104836,16.751250,1,0.993530,-0.010132,-0.015686,-0.111938,-0.030000,0.020000,-0.240000,-0.017842,0.020483,-0.241168,0.137118,-0.163393,-0.241169,0.000000,
219439353,0.104836,16.751250,1,0.993530,-0.010132,-0.015686,-0.112061,0.030000,-0.050000,-0.250000,0.025307,-0.061317,-0.247992,0.117389,-0.169287,-0.247916,0.000000,
219448781,0.380608,16.755893,1,0.993530,-0.010132,-0.015686,-0.112122,-0.010000,-0.110000,-0.240000,-0.027350,-0.110663,-0.238339,0.265384,-0.137657,-0.238445,0.000000,
219461365,0.196587,16.755893,1,0.993530,-0.010132,-0.015686,-0.112122,0.030000,-0.100000,-0.220000,0.013277,-0.109342,-0.217182,0.224476,-0.150589,-0.217416,0.000000,
219469545,0.102792,16.760536,1,0.993530,-0.010132,-0.015686,-0.112061,0.040000,-0.030000,-0.240000,0.039222,-0.043810,-0.237997,0.153932,-0.176287,-0.237770,0.000000,
219478783,0.010018,16.765180,1,0.993530,-0.010132,-0.015686,-0.111938,0.000000,0.040000,-0.230000,0.015557,0.033551,-0.230504,0.070381,-0.203548,-0.230584,0.000000,
219491452,0.285775,16.769823,1,0.993530,-0.010132,-0.015686,-0.111877,-0.030000,0.020000,-0.220000,-0.018423,0.020954,-0.221182,0.190544,-0.166927,-0.221286,0.000000,
219499620,-0.360572,16.774467,1,0.993530,-0.010132,-0.015686,-0.111816,0.000000,0.070000,-0.250000,0.022801,0.062325,-0.250989,-0.125082,-0.297883,-0.250662,0.000000,
219508841,0.100732,16.769823,1,0.993530,-0.010132,-0.015686,-0.111755,0.000000,0.070000,-0.250000,0.022793,0.062327,-0.250990,0.000806,-0.253717,-0.250986,0.000000,
219521423,0.285775,16.769823,1,0.993530,-0.010132,-0.015686,-0.111755,0.040000,0.060000,-0.230000,0.058972,0.044182,-0.229500,0.160171,-0.195990,-0.229737,0.000000,
219529614,-0.176566,16.774467,1,0.993530,-0.010132,-0.015686,-0.111755,0.020000,0.080000,-0.240000,0.044218,0.067877,-0.240494,-0.033645,-0.288134,-0.240376,0.000000,
219538839,-0.084815,16.779110,1,0.993530,-0.010132,-0.015686,-0.111755,0.060000,0.070000,-0.240000,0.080976,0.049259,-0.238990,-0.065489,-0.302367,-0.239006,0.000000,
219551414,0.284234,16.779110,1,0.993530,-0.010132,-0.015686,-0.111877,0.050000,0.060000,-0.220000,0.068440,0.042185,-0.219172,0.130406,-0.220707,-0.219391,0.000000,
219559772,-0.084815,16.779110,1,0.993530,-0.010132,-0.015686,-0.111938,0.020000,-0.050000,-0.240000,0.015288,-0.058854,-0.238333,0.005577,-0.287611,-0.238124,0.000000,
219568907,-0.176566,16.774467,1,0.993530,-0.010132,-0.015686,-0.112000,0.010000,-0.090000,-0.270000,-0.002511,-0.096330,-0.267982,-0.101009,-0.338559,-0.267653,0.000000,
219581472,0.282189,16.788397,1,0.993530,-0.010132,-0.015686,-0.112000,-0.030000,-0.060000,-0.220000,-0.036247,-0.057018,-0.219853,0.113757,-0.238291,-0.220379,0.000000,
219589664,-0.086860,16.788397,1,0.993530,-0.010132,-0.015686,-0.111938,-0.040000,-0.030000,-0.240000,-0.038724,-0.026032,-0.240671,-0.002933,-0.307307,-0.240448,0.000000,
219598896,-0.179633,16.793040,1,0.993530,-0.010132,-0.015686,-0.111816,-0.020000,-0.020000,-0.250000,-0.016714,-0.020969,-0.250162,-0.106696,-0.361060,-0.250055,0.000000,
219611445,-0.178611,16.783753,1,0.993591,-0.010132,-0.015686,-0.111633,0.040000,0.030000,-0.270000,0.053453,0.014004,-0.268973,-0.152394,-0.385744,-0.268765,0.000000,
219619819,0.097665,16.788397,1,0.993591,-0.010132,-0.015686,-0.111450,0.060000,0.140000,-0.240000,0.096470,0.117553,-0.240156,-0.012478,-0.296250,-0.240471,0.000000,
219628941,0.189416,16.793040,1,0.993591,-0.010132,-0.015686,-0.111450,0.070000,0.150000,-0.220000,0.107856,0.125563,-0.220002,0.100212,-0.233370,-0.220228,0.000000,
219641471,-0.640418,16.788397,1,0.993591,-0.010132,-0.015686,-0.111572,0.080000,0.090000,-0.260000,0.105468,0.063884,-0.258641,-0.326841,-0.474877,-0.258218,0.000000,
219649852,0.649209,16.797683,1,0.993591,-0.010132,-0.015686,-0.111633,0.070000,0.090000,-0.250000,0.095442,0.066323,-0.248982,0.228437,-0.090492,-0.249084,0.000000,
219658967,0.560021,16.783753,1,0.993530,-0.010132,-0.015686,-0.111755,0.060000,0.020000,-0.210000,0.068989,0.001227,-0.208180,0.417275,0.022774,-0.208631,0.000000,
219671582,0.002831,16.802327,1,0.993530,-0.010132,-0.015686,-0.111877,0.000000,-0.070000,-0.260000,-0.008069,-0.074380,-0.258655,0.180004,-0.124127,-0.258104,0.000000,
219679773,0.004891,16.793040,1,0.993530,-0.010132,-0.015686,-0.111877,-0.060000,-0.050000,-0.230000,-0.062952,-0.040856,-0.231015,0.078561,-0.200828,-0.231313,0.000000,
219689006,0.649209,16.797683,1,0.993530,-0.010132,-0.015686,-0.111816,-0.050000,-0.050000,-0.240000,-0.052914,-0.043320,-0.240673,0.403330,0.007448,-0.240570,0.000000,
219701560,0.280648,16.797683,1,0.993591,-0.010132,-0.015686,-0.111694,-0.030000,0.010000,-0.250000,-0.019787,0.010488,-0.250995,0.333029,-0.041326,-0.250880,0.000000,
219709743,0.465188,16.797683,1,0.993591,-0.010132,-0.015686,-0.111572,0.030000,0.090000,-0.210000,0.055292,0.076136,-0.210348,0.408530,0.017052,-0.210794,0.000000,
219718988,0.189416,16.793040,1,0.993591,-0.010132,-0.015686,-0.111511,0.080000,0.080000,-0.220000,0.102084,0.055093,-0.218503,0.283175,-0.070887,-0.218418,0.000000,
219731569,-0.366203,16.802327,1,0.993591,-0.010132,-0.015686,-0.111511,0.060000,0.120000,-0.250000,0.092335,0.097806,-0.249816,-0.090546,-0.330592,-0.249470,0.000000,
219739730,0.096124,16.797683,1,0.993591,-0.010132,-0.015686,-0.111511,0.050000,0.090000,-0.250000,0.075932,0.070771,-0.249651,0.013964,-0.242547,-0.249649,0.000000,
219748964,-0.456931,16.797683,1,0.993591,-0.010132,-0.015686,-0.111511,0.030000,0.040000,-0.250000,0.045343,0.026451,-0.249488,-0.258175,-0.440085,-0.249490,0.000000,
219761516,0.280648,16.797683,1,0.993591,-0.010132,-0.015686,-0.111511,0.000000,0.050000,-0.240000,0.018034,0.043075,-0.240664,0.045845,-0.218507,-0.240762,0.000000,
219769890,0.189416,16.793040,1,0.993591,-0.010132,-0.015686,-0.111511,0.060000,0.040000,-0.230000,0.074004,0.020285,-0.228499,0.126544,-0.147540,-0.228634,0.000000,
219779014,0.096124,16.797683,1,0.993591,-0.010132,-0.015686,-0.111572,-0.030000,-0.020000,-0.240000,-0.026741,-0.018528,-0.240503,0.107739,-0.163164,-0.240372,0.000000,
219791573,0.372399,16.802327,1,0.993591,-0.010132,-0.015686,-0.111633,-0.010000,-0.050000,-0.230000,-0.014204,-0.051965,-0.229342,0.257829,-0.050348,-0.229464,0.000000,
219799766,0.373437,16.793040,1,0.993591,-0.010132,-0.015686,-0.111633,-0.030000,-0.060000,-0.250000,-0.035340,-0.057756,-0.249831,0.323906,0.009123,-0.249606,0.000000,
219808997,0.002831,16.802327,1,0.993591,-0.010132,-0.015686,-0.111572,0.010000,-0.050000,-0.240000,0.005583,-0.056631,-0.238667,0.139733,-0.139909,-0.238787,0.000000,
219821651,0.094079,16.806970,1,0.993591,-0.010132,-0.015686,-0.111450,0.030000,0.040000,-0.240000,0.045051,0.026692,-0.239495,0.111675,-0.163849,-0.239487,0.000000,
219829809,-0.274467,16.806970,1,0.993591,-0.010132,-0.015686,-0.111267,0.070000,0.130000,-0.240000,0.103958,0.105629,-0.239656,-0.111952,-0.381503,-0.239655,0.000000,
219839063,0.185830,16.811613,1,0.993652,-0.010132,-0.015686,-0.111206,0.060000,0.160000,-0.240000,0.100838,0.137099,-0.240490,0.055490,-0.241638,-0.240481,0.000000,
219851618,0.187356,16.802327,1,0.993652,-0.010132,-0.015686,-0.111206,0.040000,0.150000,-0.240000,0.079129,0.131762,-0.240993,0.128356,-0.181661,-0.240987,0.000000,
219859800,0.372399,16.802327,1,0.993591,-0.010132,-0.015686,-0.111328,0.020000,0.060000,-0.250000,0.040016,0.048176,-0.250156,0.267423,-0.042573,-0.250055,0.000000,
219869048,0.094079,16.806970,1,0.993591,-0.010132,-0.015686,-0.111450,0.000000,-0.020000,-0.260000,0.003081,-0.025643,-0.259486,0.167435,-0.130837,-0.259382,0.000000,
219878652,0.001290,16.811613,1,0.993591,-0.010132,-0.015686,-0.111511,0.010000,-0.040000,-0.260000,0.008387,-0.047354,-0.258819,0.070698,-0.215640,-0.258825,0.000000,
219891483,-0.089942,16.806970,1,0.993591,-0.010132,-0.015686,-0.111511,0.030000,-0.060000,-0.230000,0.022574,-0.070569,-0.227839,-0.024705,-0.300481,-0.228180,0.000000,
219899854,0.280648,16.797683,1,0.993591,-0.010132,-0.015686,-0.111450,0.020000,-0.020000,-0.250000,0.022286,-0.029830,-0.248824,0.148917,-0.113755,-0.248597,0.000000,
219909086,0.094079,16.806970,1,0.993591,-0.010132,-0.015686,-0.111389,0.070000,0.040000,-0.240000,0.084035,0.017856,-0.238158,0.116318,-0.144998,-0.238273,0.000000,
219921638,-0.552268,16.811613,1,0.993591,-0.010132,-0.015686,-0.111267,0.050000,0.040000,-0.280000,0.065691,0.021347,-0.278799,-0.271049,-0.497595,-0.278353,0.000000,
219930015,0.372399,16.802327,1,0.993591,-0.010132,-0.015686,-0.111267,0.040000,0.050000,-0.260000,0.057579,0.033778,-0.259314,0.095993,-0.096307,-0.259524,0.000000,
219939140,0.002831,16.802327,1,0.993591,-0.010132,-0.015686,-0.111267,0.010000,0.050000,-0.270000,0.028626,0.040165,-0.270310,0.041514,-0.149225,-0.270191,0.000000,
219951767,-0.183738,16.811613,1,0.993591,-0.010132,-0.015686,-0.111267,0.000000,0.050000,-0.240000,0.018011,0.043082,-0.240665,-0.090322,-0.272199,-0.240990,0.000000,
219959923,-0.274467,16.806970,1,0.993591,-0.010132,-0.015686,-0.111267,-0.010000,0.060000,-0.270000,0.011345,0.054331,-0.271145,-0.198820,-0.393257,-0.270812,0.000000,
219969188,-0.089942,16.806970,1,0.993591,-0.010132,-0.015686,-0.111267,0.010000,0.070000,-0.230000,0.031898,0.060611,-0.230670,-0.139826,-0.335546,-0.231113,0.000000,
219981752,0.832207,16.806970,1,0.993591,-0.010132,-0.015686,-0.111267,0.030000,0.040000,-0.240000,0.045039,0.026708,-0.239496,0.416930,0.194853,-0.239403,0.000000,
219989931,0.463128,16.806970,1,0.993591,-0.010132,-0.015686,-0.111328,0.020000,0.020000,-0.230000,0.030576,0.009648,-0.229504,0.445189,0.223522,-0.229613,0.000000,
219999148,0.094079,16.806970,1,0.993591,-0.010132,-0.015686,-0.111389,0.050000,-0.030000,-0.230000,0.048735,-0.045736,-0.227669,0.245141,0.023336,-0.227690,0.000000,
220011714,-0.274467,16.806970,1,0.993591,-0.010132,-0.015686,-0.111389,0.040000,-0.060000,-0.250000,0.032916,-0.073247,-0.247490,-0.054589,-0.271317,-0.247272,0.000000,
220020072,0.556939,16.802327,1,0.993591,-0.010132,-0.015686,-0.111389,0.020000,-0.050000,-0.240000,0.015350,-0.058840,-0.238332,0.296437,0.140563,-0.238431,0.000000,
220029188,0.001290,16.811613,1,0.993591,-0.010132,-0.015686,-0.111328,0.010000,-0.010000,-0.250000,0.014761,-0.017866,-0.249325,0.127732,-0.033945,-0.249205,0.000000,
220041752,0.187356,16.802327,1,0.993591,-0.010132,-0.015686,-0.111206,0.010000,0.110000,-0.240000,0.041031,0.099381,-0.241329,0.161725,-0.002811,-0.241416,0.000000,
220049937,0.185830,16.811613,1,0.993652,-0.010132,-0.015686,-0.111145,0.020000,0.120000,-0.250000,0.053270,0.106694,-0.251155,0.175623,0.011798,-0.251048,0.000000,
220059168,-0.274467,16.806970,1,0.993652,-0.010132,-0.015686,-0.111145,0.020000,0.110000,-0.230000,0.050479,0.097415,-0.231002,-0.083544,-0.255864,-0.231223,0.000000,
220071740,0.187356,16.802327,1,0.993652,-0.010132,-0.015686,-0.111145,0.030000,0.090000,-0.230000,0.055804,0.075708,-0.230335,0.069767,-0.099845,-0.230345,0.000000,
220080098,0.094079,16.806970,1,0.993591,-0.010132,-0.015686,-0.111206,0.030000,0.020000,-0.220000,0.040031,0.007684,-0.219177,0.082983,-0.084502,-0.219300,0.000000,
220089244,0.370354,16.811613,1,0.993591,-0.010132,-0.015686,-0.111267,0.050000,-0.020000,-0.240000,0.051249,-0.036210,-0.237828,0.247821,0.088134,-0.237624,0.000000,
220101847,0.278603,16.806970,1,0.993591,-0.010132,-0.015686,-0.111328,0.030000,-0.020000,-0.220000,0.031172,-0.031325,-0.218511,0.266710,0.103777,-0.218722,0.000000,
220110040,0.001290,16.811613,1,0.993591,-0.010132,-0.015686,-0.111328,0.030000,-0.040000,-0.230000,0.027030,-0.051062,-0.228171,0.114042,-0.089341,-0.228067,0.000000,
220119273,0.002831,16.802327,1,0.993591,-0.010132,-0.015686,-0.111267,0.030000,-0.030000,-0.240000,0.029540,-0.041545,-0.238331,0.049101,-0.159794,-0.238217,0.000000,
220131836,0.001290,16.811613,1,0.993652,-0.010132,-0.015686,-0.111206,0.000000,0.020000,-0.240000,0.011367,0.013832,-0.240166,0.019425,-0.191931,-0.240144,0.000000,
220139996,0.185830,16.811613,1,0.993652,-0.010132,-0.015686,-0.111145,0.000000,0.050000,-0.240000,0.018001,0.043085,-0.240665,0.114120,-0.072126,-0.240659,0.000000,
220149250,-0.091987,16.816257,1,0.993652,-0.010132,-0.015686,-0.111084,0.020000,0.080000,-0.240000,0.044124,0.067932,-0.240496,-0.005394,-0.202612,-0.240498,0.000000,
220161805,0.185830,16.811613,1,0.993652,-0.010132,-0.015686,-0.111084,0.040000,0.080000,-0.250000,0.063910,0.063287,-0.249821,0.102667,-0.087371,-0.249718,0.000000,
220170108,0.092538,16.816257,1,0.993652,-0.010132,-0.015686,-0.111084,0.030000,0.080000,-0.240000,0.053872,0.065727,-0.240162,0.096070,-0.096891,-0.240267,0.000000,
220179225,0.462106,16.816257,1,0.993652,-0.010132,-0.015686,-0.111084,0.050000,0.060000,-0.220000,0.068369,0.042289,-0.219174,0.306296,0.134325,-0.219407,0.000000,
220191831,0.277581,16.816257,1,0.993652,-0.010132,-0.015686,-0.111145,0.060000,0.010000,-0.230000,0.067352,-0.008916,-0.228001,0.291355,0.113496,-0.227906,0.000000,
220200011,-0.276511,16.816257,1,0.993652,-0.010132,-0.015686,-0.111145,0.040000,-0.020000,-0.250000,0.041798,-0.034230,-0.248156,-0.036474,-0.316935,-0.247933,0.000000,
220209246,0.092538,16.816257,1,0.993652,-0.010132,-0.015686,-0.111145,0.020000,-0.030000,-0.240000,0.019801,-0.039333,-0.238665,0.035014,-0.236355,-0.238767,0.000000,
220229733,0.370354,16.811613,1,0.993652,-0.010132,-0.015686,-0.111145,-0.020000,0.000000,-0.220000,-0.013133,-0.000786,-0.220515,0.225931,-0.027416,-0.220716,0.000000,
220239164,0.094079,16.806970,1,0.993652,-0.010132,-0.015686,-0.111084,-0.010000,0.030000,-0.230000,0.003536,0.026025,-0.230673,0.148009,-0.169189,-0.230564,0.000000,
220248865,-0.181693,16.802327,1,0.993652,-0.010132,-0.015686,-0.110962,0.040000,0.050000,-0.240000,0.056979,0.034283,-0.239328,-0.045451,-0.440163,-0.239232,0.000000,
220261675,0.185830,16.811613,1,0.993652,-0.010132,-0.015686,-0.110901,0.020000,0.090000,-0.240000,0.046304,0.077699,-0.240663,0.083385,-0.275868,-0.240647,0.000000,
220270088,0.465188,16.797683,1,0.993652,-0.010132,-0.015686,-0.110901,0.050000,0.080000,-0.250000,0.073634,0.061108,-0.249487,0.302646,0.028910,-0.249390,0.000000,
220279324,-0.458976,16.806970,1,0.993652,-0.010132,-0.015686,-0.110901,0.040000,0.070000,-0.230000,0.061099,0.054029,-0.229669,-0.137013,-0.484461,-0.229886,0.000000,
220288907,0.278603,16.806970,1,0.993652,-0.010132,-0.015686,-0.110901,0.060000,0.060000,-0.250000,0.078969,0.039404,-0.248820,0.098250,-0.217239,-0.248611,0.000000,
220301696,-0.183738,16.811613,1,0.993652,-0.010132,-0.015686,-0.111023,0.040000,0.050000,-0.240000,0.056984,0.034276,-0.239328,-0.067950,-0.404868,-0.239431,0.000000,
220310072,0.278603,16.806970,1,0.993652,-0.010132,-0.015686,-0.111084,0.000000,-0.040000,-0.250000,-0.001613,-0.044910,-0.249160,0.129533,-0.136000,-0.249052,0.000000,
220319313,0.001290,16.811613,1,0.993652,-0.010132,-0.015686,-0.111084,-0.030000,-0.040000,-0.240000,-0.031147,-0.038060,-0.240169,0.054219,-0.223618,-0.240267,0.000000,
220331896,-0.458976,16.806970,1,0.993652,-0.010132,-0.015686,-0.111084,-0.020000,-0.060000,-0.260000,-0.025241,-0.060239,-0.259488,-0.245872,-0.561720,-0.259276,0.000000,
220340076,-0.183738,16.811613,1,0.993652,-0.010132,-0.015686,-0.111023,0.010000,0.030000,-0.250000,0.023608,0.021147,-0.249991,-0.214478,-0.515400,-0.250093,0.000000,
220349305,0.001290,16.811613,1,0.993652,-0.010132,-0.015686,-0.110901,0.060000,0.060000,-0.250000,0.078969,0.039404,-0.248820,-0.094703,-0.375210,-0.248834,0.000000,
220361947,0.185830,16.811613,1,0.993652,-0.010132,-0.015686,-0.110779,0.040000,0.070000,-0.220000,0.060796,0.054280,-0.219676,0.063034,-0.194616,-0.219997,0.000000,
220370126,0.278603,16.806970,1,0.993652,-0.010132,-0.015686,-0.110779,0.060000,0.110000,-0.230000,0.089403,0.088657,-0.229667,0.186353,-0.026940,-0.229561,0.000000,
220379361,0.277581,16.816257,1,0.993652,-0.010132,-0.015686,-0.110779,0.040000,0.060000,-0.230000,0.058880,0.044291,-0.229502,0.238762,0.031807,-0.229503,0.000000,
220391918,0.370354,16.811613,1,0.993652,-0.010132,-0.015686,-0.110840,0.030000,0.020000,-0.250000,0.040892,0.007003,-0.249156,0.315377,0.115598,-0.248940,0.000000,
220400084,-0.183738,16.811613,1,0.993652,-0.010132,-0.015686,-0.110901,0.030000,0.010000,-0.240000,0.038397,-0.002518,-0.238997,0.027067,-0.281179,-0.239106,0.000000,
220409315,0.370354,16.811613,1,0.993652,-0.010132,-0.015686,-0.110901,-0.010000,0.000000,-0.240000,-0.002807,-0.003467,-0.240167,0.222667,-0.052785,-0.240155,0.000000,
220421874,0.092538,16.816257,1,0.993652,-0.010132,-0.015686,-0.110901,-0.010000,-0.010000,-0.240000,-0.005014,-0.013219,-0.240000,0.146585,-0.142446,-0.240002,0.000000,
220430250,-0.183738,16.811613,1,0.993652,-0.010132,-0.015686,-0.110901,0.020000,-0.020000,-0.220000,0.021448,-0.029101,-0.218845,-0.046137,-0.407895,-0.219078,0.000000,
220439376,0.277581,16.816257,1,0.993652,-0.010132,-0.015686,-0.110901,0.000000,0.000000,-0.250000,0.007231,-0.005904,-0.249826,0.137110,-0.188055,-0.249487,0.000000,
220451980,-0.276511,16.816257,1,0.993652,-0.010132,-0.015686,-0.110901,0.040000,0.030000,-0.240000,0.052560,0.014785,-0.238995,-0.104994,-0.468551,-0.239111,0.000000,
220460143,-0.368262,16.811613,1,0.993652,-0.010132,-0.015686,-0.110901,0.040000,0.060000,-0.220000,0.058603,0.044514,-0.219509,-0.261463,-0.682583,-0.219725,0.000000,
220469362,0.092538,16.816257,1,0.993652,-0.010132,-0.015686,-0.110840,0.060000,0.080000,-0.240000,0.083086,0.059154,-0.239160,-0.063307,-0.442761,-0.238946,0.000000,
220481914,0.278603,16.806970,1,0.993652,-0.010132,-0.015686,-0.110840,0.060000,0.080000,-0.240000,0.083086,0.059154,-0.239160,0.129299,-0.214412,-0.239158,0.000000,
220490298,0.185830,16.811613,1,0.993652,-0.010132,-0.015686,-0.110840,0.040000,0.080000,-0.230000,0.063298,0.063789,-0.229835,0.160282,-0.170519,-0.229938,0.000000,
220499408,0.094079,16.806970,1,0.993652,-0.010132,-0.015686,-0.110840,0.010000,0.050000,-0.250000,0.028011,0.040659,-0.250324,0.120468,-0.218950,-0.250100,0.000000,
220512009,-0.183738,16.811613,1,0.993652,-0.010132,-0.015686,-0.110901,0.020000,0.030000,-0.220000,0.032483,0.019659,-0.219678,-0.058668,-0.428748,-0.220013,0.000000,
220520172,0.462106,16.816257,1,0.993652,-0.010132,-0.015686,-0.110962,0.010000,0.000000,-0.240000,0.016691,-0.007870,-0.239498,0.239857,-0.004837,-0.239284,0.000000,
220529403,0.370354,16.811613,1,0.993652,-0.010132,-0.015686,-0.110962,0.020000,-0.020000,-0.240000,0.022023,-0.029575,-0.238831,0.315195,0.083450,-0.238836,0.000000,
220541960,0.277581,16.816257,1,0.993652,-0.010132,-0.015686,-0.110962,0.010000,-0.040000,-0.240000,0.007857,-0.046877,-0.238832,0.294414,0.054625,-0.238832,0.000000,
220550352,0.370354,16.811613,1,0.993652,-0.010132,-0.015686,-0.110901,0.040000,0.030000,-0.240000,0.052560,0.014785,-0.238995,0.338926,0.115037,-0.238994,0.000000,
220559470,-0.091987,16.816257,1,0.993652,-0.010132,-0.015686,-0.110779,0.040000,0.060000,-0.260000,0.059748,0.043583,-0.259482,0.090922,-0.191921,-0.259256,0.000000,
220572049,-0.000755,16.820900,1,0.993652,-0.010132,-0.015686,-0.110718,0.050000,0.100000,-0.250000,0.078017,0.080640,-0.249821,0.035324,-0.258309,-0.249925,0.000000,
220580210,0.368310,16.820900,1,0.993652,-0.010132,-0.015686,-0.110718,0.040000,0.090000,-0.260000,0.066353,0.072848,-0.259982,0.226379,0.015035,-0.259871,0.000000,
220589444,0.737374,16.820900,1,0.993652,-0.010132,-0.015686,-0.110718,0.010000,0.080000,-0.240000,0.034321,0.070159,-0.240831,0.521795,0.371273,-0.241041,0.000000,
220601987,0.001290,16.811613,1,0.993652,-0.010132,-0.015686,-0.110779,0.000000,0.040000,-0.240000,0.015762,0.033344,-0.240499,0.224548,0.006655,-0.240505,0.000000,
220610334,0.278603,16.806970,1,0.993652,-0.010132,-0.015686,-0.110779,0.020000,0.020000,-0.230000,0.030562,0.009678,-0.229504,0.255965,0.049647,-0.229626,0.000000,
220619448,-0.000755,16.820900,1,0.993652,-0.010132,-0.015686,-0.110779,0.030000,0.000000,-0.230000,0.035902,-0.012025,-0.228837,0.108019,-0.135387,-0.228846,0.000000,
220632009,0.462106,16.816257,1,0.993652,-0.010132,-0.015686,-0.110779,0.020000,0.000000,-0.240000,0.026442,-0.010063,-0.239164,0.311676,0.108181,-0.239051,0.000000,
220640198,0.277581,16.816257,1,0.993652,-0.010132,-0.015686,-0.110779,0.030000,0.000000,-0.250000,0.036481,-0.012498,-0.248823,0.292769,0.077679,-0.248715,0.000000,
220649429,0.090997,16.825543,1,0.993652,-0.010132,-0.015686,-0.110779,0.040000,0.010000,-0.230000,0.047857,-0.004471,-0.228669,0.176852,-0.067584,-0.228890,0.000000,
