Time_s,Simulated_Altitude_AGL_m,Raw_Barometer_Altitude_AGL_m,Filtered_Altitude_AGL_m,Simulated_Velocity_ms,Filtered_Velocity_ms,Deployment_Level,Predicted_Apogee_AGL_m,Motor_Burning,Control_Active,Target_Apogee_AGL_m,Environment_Elevation_m,Apogee_Prediction_Cd,Altitude_Error_m,Velocity_Error_ms,Apogee_Error_m,Flight_Altitude_AGL_m,Flight_Velocity_Total_ms,Flight_Acceleration_ms2,Flight_Mach_Number,Flight_Dynamic_Pressure_Pa
4.4,212.16659940482714,212.31089397720424,212.37523299199722,18.755773307337222,18.69347820407755,1.0,229.30937385799032,False,True,228.6,200,1.0,0.20863358717008396,0.06229510325967169,0.7093738579903288,212.16659940482714,19.230906382566335,11.894716555718468,0.05679495626996512,217.76525029412733
4.45,213.08958706008133,213.23707587440745,213.27948856486734,18.164799462425457,18.13346350065757,1.0,229.25991975750668,False,True,228.6,200,1.0,0.18990150478600754,0.031335961767887,0.6599197575066853,213.08958706008133,18.649331398012826,11.766157670961713,0.05507799736824118,204.77481743236336
4.5,213.98318375418341,214.5250472630683,214.2972464065901,17.580090122833205,18.351739003819826,1.0,230.64659063347415,False,True,228.6,200,1.0,0.3140626524066761,0.7716488809866213,2.0465906334741533,213.98318375418341,18.07467914981992,11.642992190130096,0.05338142652087608,192.3328170219285
4.5,213.98318375418341,214.5250472630683,214.35621049969893,17.580090122833205,18.671336284449584,1.0,231.2521960924784,False,True,228.6,200,1.0,0.3730267455155172,1.0912461616163789,2.6521960924784196,213.98318375418341,18.07467914981992,11.642992190130096,0.05338142652087608,192.3328170219285
4.55,214.84769607991808,214.8867666339313,215.15982207732205,17.001381537798206,17.701121741653242,1.0,230.42025857906683,False,True,228.6,200,1.0,0.3121259974039674,0.6997402038550362,1.8202585790668309,214.84769607991808,17.50673874374877,11.525033375456625,0.051704623538096586,180.42059630753963
4.6000000000000005,215.68341767059206,215.92788305838081,215.9982292008814,16.428418995633447,17.13990048762961,1.0,230.3455605757108,False,True,228.6,200,1.0,0.3148115302893473,0.7114814919961638,1.7455605757108117,215.68341767059206,16.945314668330642,11.412104524380936,0.050047013561068644,169.02055287046667
4.6000000000000005,215.68341767059206,215.92788305838081,215.98003767349303,16.428418995633447,17.04116572725865,1.0,230.16927082897772,False,True,228.6,200,1.0,0.2966200029009656,0.6127467316252044,1.5692708289777215,215.68341767059206,16.945314668330642,11.412104524380936,0.050047013561068644,169.02055287046667
4.65,216.49062963969942,216.5367199193523,216.73450251898674,15.860956337219488,16.1998970753239,1.0,229.60799088971777,False,True,228.6,200,1.0,0.24387287928732349,0.3389407381044123,1.0079908897177745,216.49062963969942,16.390227242829635,11.304038440340145,0.04840806839160392,158.11607545269408
4.7,217.26960099697249,217.4985785421742,217.52212146821824,15.298755494316834,15.741520707035274,1.0,229.70263470139457,False,True,228.6,200,1.0,0.2525204712457594,0.4427652127184398,1.102634701394578,217.26960099697249,15.841313259521813,11.200676958404005,0.046787308395468546,147.69148894714635
4.7,217.26960099697249,217.4985785421742,217.5160406786385,15.298755494316834,15.708457709618806,1.0,229.6472300649609,False,True,228.6,200,1.0,0.24643968166600416,0.40970221530197115,1.0472300649608997,217.26960099697249,15.841313259521813,11.200676958404005,0.046787308395468546,147.69148894714635
