Time (s),Altitude_AGL_m,Vertical_Velocity_ms,Vertical_Acceleration_ms2,Total_Velocity_ms,Mach_Number,Dynamic_Pressure_Pa,Deployment_Level,Predicted_Apogee_m,Filtered_Altitude_m,Filtered_Velocity_ms,Raw_Barometer_Altitude_m,Altitude_Error_m,Velocity_Error_ms,Motor_Burning,Control_Active,Target_Apogee_m,Apogee_Error_m
0.2,2.167671886608474,21.976120027050065,108.73398125560463,22.0600652353865,0.06500852383845317,291.5856686727595,0.0,116.53954464408844,113.9372119789204,7.1730396767109665,114.94162578316707,111.76954009231193,14.803080350339098,True,False,228.6,-112.06045535591156
0.22,2.6288541748008356,24.137230598195757,107.31655568574243,24.229430897827175,0.07140179800693593,351.738406211215,0.0,119.5414178508157,114.38299863215354,9.68835512801883,115.18606726765249,111.72202661963776,14.426019154238837,True,False,228.6,-109.05858214918429
0.24,3.1329663116862605,26.268154025025925,105.73997559097035,26.368909264435842,0.07770710837354626,416.57833484369013,0.0,122.54329105754297,114.82878528538669,12.203670579326694,115.43050875213791,111.67451314696359,14.048957958138578,True,False,228.6,-106.05670894245702
0.26,3.679375965118737,28.367718711893303,104.21226571356898,28.477986910292422,0.08392294947621813,485.85663654799254,0.0,127.3782321764492,115.37828380598738,15.2705602630288,115.98314174239252,111.67822074290008,13.081633841468348,True,False,228.6,-101.22176782355079
0.28,4.2674696946471045,30.43647896458123,102.65970347767937,30.556140051760433,0.09004778484232931,559.3221661774129,0.0,134.04624120753437,116.03149419395561,18.88902417912514,116.84396623841631,111.73314940744723,11.524046804228146,True,False,228.6,-94.55375879246563
0.3,4.89662650992949,32.47394786220942,101.08330397617857,32.60288127087952,0.09608018465900066,636.7233522546729,0.0,140.7142502386195,116.68470458192385,22.507488095221472,117.70479073444011,111.78807807199436,9.966459766987949,True,False,228.6,-87.88574976138048
0.32,5.566215887026999,34.479659167881366,99.48411299052147,34.61774733357319,0.1020187898715326,717.8083392147322,0.0,149.33871812174826,117.49935784067375,25.992020114322248,118.317807024163,111.90337817055773,8.46343365962554,True,False,228.6,-79.26128187825174
0.34,6.275598187249699,36.45316796361742,97.86318619720379,36.600299691882405,0.10786231366366625,802.3254939159201,0.0,157.963186004877,118.31401109942365,29.476552133423024,118.9308233138859,112.0186782691211,6.960407552263131,True,False,228.6,-70.63681399512299
0.36,7.024125080645973,38.39404916213184,96.22157513619946,38.55012270643971,0.11360953622040217,890.0238020407518,0.0,167.1125263322751,119.17765345121668,32.89505253332249,119.72473855381294,112.13445024916633,5.482385968193744,True,False,228.6,-61.487473667724885
0.38,7.81113995278443,40.301900688825306,94.56039592141198,40.46682637369397,0.11925931276744096,980.6534457239002,0.0,176.78673910394258,120.09028489605285,36.24752131402067,120.69955274394415,112.25069411069347,4.0293689074173695,True,False,228.6,-51.813260896057415
0.4,8.635978368668418,42.17634194135985,92.88075413625158,42.35004410777123,0.12481056703760063,1073.9661551523757,0.0,186.46095187561005,121.00291634088902,39.599990094718855,121.67436693407535,112.3669379722206,2.5763518466409963,True,False,228.6,-42.139048124389944
0.42,9.497968511552642,44.01701545070409,91.18380872208817,44.19943352650307,0.13026229359154406,1169.7156756214094,0.0,190.34165369864175,121.8083095251146,40.70883876503793,122.00854342496753,112.28307182671219,3.2825612959178443,True,False,228.6,-38.258346301358245
0.44,10.396431634832396,45.82358719696196,89.47077912457054,46.01467576952834,0.1356135558133837,1267.658150759566,0.0,194.22235552167348,122.61370270934019,41.81768743535701,122.3427199158597,112.1992056812038,3.988770745194695,True,False,228.6,-34.377644478326516
0.46,11.330682582483803,47.595747953614435,87.74292757073765,47.79547559689722,0.14086348620751504,1367.552527670008,0.0,199.82681113817873,123.5121796867563,43.48408961474844,123.16451079727449,112.16412270555597,4.094245970058332,True,False,228.6,-28.773188861821268
0.48,12.300030250437658,49.33321418794574,86.00155410469279,49.54156113997025,0.14601128567151944,1469.1609287359859,0.0,207.15502054815752,124.50374045736295,45.70804530321223,124.4739160692119,112.17782289976874,3.598986970508759,True,False,228.6,-21.44497945184247
0.5,13.30377813398809,51.035728962635204,84.24802711607406,51.25268360426263,0.15105622262841373,1572.249003086734,0.0,214.48322995813632,125.4953012279696,47.93200099167602,125.7833213411493,112.19152309398152,3.1037279709591843,True,False,228.6,-14.116770041863674
0.52,14.34122432034917,52.70291059597278,82.44112970873016,52.92846429028646,0.1559971821557647,1676.5765873231207,0.0,220.1727930456232,126.52972145951064,49.53404920529676,126.68636343902476,112.16385882500923,3.1410176409703467,True,False,228.6,-8.4272069543768
0.54,15.411646112563488,54.33302228487218,80.57353679251707,54.567158225998334,0.16082902191563858,1781.8158047684274,0.0,225.86235613311007,127.56414169105167,51.1360974189175,127.58940553690022,112.13619455603694,3.178307310981509,True,False,228.6,-2.7376438668899254
0.56,16.514296326724576,55.925749370341094,78.69817799217152,56.168442744254094,0.16555079092637554,1887.7256270489709,0.0,232.86198147414768,128.686998116069,53.14779733396088,128.7270137617621,112.15715032817077,2.7591383650499686,True,False,228.6,4.261981474147689
0.58,17.648425609989317,57.480907043091605,76.81666481590227,57.73212003884469,0.17016190574168719,1994.076291139144,0.0,241.17166906873598,129.89829073456258,55.56914895042689,130.09918811361035,112.2267261414107,1.8835108031757293,True,False,228.6,12.571669068735986
0.6,18.813281398405564,58.998383808194404,74.93031322368336,59.25806108023778,0.17466198517282408,2100.6466096071704,0.0,249.4813566633243,131.1095833530562,57.99050056689292,131.47136246545864,112.29630195465063,1.007883241301485,True,False,228.6,20.88135666332431
0.62,20.008109193319143,60.47809578038174,73.04038332772613,60.74616091885528,0.17905071856834098,2207.221425994372,0.0,253.29018523576784,132.2622366834974,58.89543251191673,132.33351401929272,112.23231004002812,1.5542893755267442,True,False,228.6,24.690185235767842
0.64,21.23215306297999,61.91998278331993,71.1479964234112,62.1963364219298,0.1833278591578913,2313.591716670187,0.0,257.0990138082114,133.41489001393862,59.80036445694054,133.1956655731268,112.1683181254056,2.1006955097520033,True,False,228.6,28.4990138082114
0.66,22.484656078156263,63.32400593678106,69.25415498187309,63.60852566762746,0.1874932222808683,2419.5547789433776,0.0,261.43344570368885,134.61103382854384,60.87088090196305,134.3218248659465,112.11271636059884,2.434181656997673,True,False,228.6,32.83344570368885
0.68,23.764860736543653,64.69014511866965,67.35972799121959,64.98268753676622,0.19154668419783505,2524.9144130662985,0.0,266.2934809222002,135.850668127313,62.10698184698425,135.71199189775174,112.0655047456078,2.5547478172637526,True,False,228.6,37.69348092220022
0.7000000000000001,25.07200929546545,66.01839676953529,65.46551460706803,66.31880125626215,0.19548818075982366,2629.4810813987206,0.0,271.1535161407116,137.09030242608222,63.343082792005454,137.102158929557,112.01829313061677,2.6753139775298322,True,False,228.6,42.553516140711594
0.72,26.405344098830312,67.30877262326858,63.57233784749693,67.61686656891176,0.19931770792420198,2733.072099106044,0.0,276.1640618744905,138.40684916743498,64.61020087112172,138.44102474630108,111.98252975038928,2.669795635873352,True,False,228.6,47.564061874490534
0.74,27.764107576571234,68.56122797595884,61.662653511723136,68.87683252041776,0.20303511184810355,2835.5059345698746,0.0,281.1746076082695,139.72339590878775,65.87731895023798,139.7798905630452,111.94676637016178,2.664277294216872,True,False,228.6,52.57460760826953
0.76,29.147516616777295,69.77196566121206,59.39877637877314,70.09488456466192,0.20662914376863617,2936.290773385698,0.0,287.46288552891787,141.12598046427735,67.56318227232936,141.24844099905323,111.96681075554926,2.186266144675662,True,False,228.6,58.86288552891787
0.78,30.554684925622325,70.93735838939381,57.141336607815475,71.2673841265616,0.21008907230006804,3034.9338548106266,0.0,295.02889563643555,142.6146028339038,69.66779083739586,142.84667605432523,112.0426629065517,1.235762187249722,True,False,228.6,66.42889563643556
0.8,31.984710145976123,72.05765763228614,54.889666872875544,72.39459316508487,0.21341566348875413,3131.266826525919,0.0,302.5949057439533,144.10322520353026,71.77239940246236,144.44491110959723,112.11851505755413,0.285258229823782,True,False,228.6,73.9949057439533
0.8200000000000001,33.43669145586131,73.132990437318,52.6448251281722,73.47665079024642,0.21660932090923998,3225.119499268784,0.0,307.17275743836814,145.5764801704392,72.85995132901232,145.70874835826066,112.12410697377337,0.23944401508556723,True,False,228.6,78.57275743836814
0.84,34.90973095574827,74.16350258017441,50.407769340132944,74.51371500606733,0.2196705035185156,3316.3315638718673,0.0,311.7506091327829,147.0497351373481,73.94750325556227,146.9725856069241,112.12969888999258,0.19362980034735272,True,False,228.6,83.15060913278293
0.86,36.40293385637648,75.14935979703212,48.17950170985381,75.50596199643599,0.22259972357220037,3404.752558072082,0.0,318.00148363839236,148.6190254721971,75.60337034663073,148.55101712888657,112.20667751479607,0.7493503634475792,True,False,228.6,89.40148363839236
0.88,37.91540888492062,76.0907480834168,45.961047180616305,76.45358487714284,0.22539754296736328,3490.241764226102,0.0,325.9253809551964,150.28435117498614,77.8275526022177,150.44404292414808,112.3550428481838,1.9066057043862603,True,False,228.6,97.32538095519638
0.9,39.446268696203674,76.98787381247972,43.75340581907313,77.35679289127717,0.22806457089216003,3572.6681252637995,0.0,333.8492782720004,151.9496768777752,80.05173485780466,152.33706871940961,112.50340818157153,3.0638610453249413,True,False,228.6,105.2492782720004
0.92,40.994630256221114,77.84096292438123,41.55754732944919,78.21581044031382,0.23060146099073792,3651.9101268763266,0.0,334.8148746225281,153.43335733813208,79.86583711309565,153.37376422426783,112.42636874104,2.0576858837710486,True,False,228.6,106.21487462252813
0.9400000000000001,42.55961525742441,78.65025977291958,39.37431718627426,79.03087650321504,0.23300890967189916,3727.855698011572,0.0,335.78047097305586,154.91703779848896,79.67993936838664,154.41045972912605,112.34932930050844,1.0515107222171562,True,False,228.6,107.18047097305586
0.96,44.140350438433984,79.41602511828266,37.20406379819727,79.80224334235078,0.2352876523145294,3800.402028567792,0.0,338.1735177206408,156.4626728023555,79.98521807531671,155.87599199826457,112.31509823528276,0.5911161674744075,True,False,228.6,109.57351772064081
0.98,45.73596787089161,80.13854236087691,35.05106801034007,80.53018493239094,0.23743848814001575,3869.456303747113,0.0,341.994014865283,158.07026234973173,80.78167323388584,157.77036103168336,112.32367554536295,0.676502219542803,True,False,228.6,113.39401486528303
1.0,47.345599041664855,80.81624012084377,32.398121901431644,81.21311163267413,0.23945672133158435,3934.752965336561,0.0,345.81451200992524,159.67785189710798,81.57812839245497,159.66473006510216,112.33225285544313,0.7618882716111983,True,False,228.6,117.21451200992524
1.02,48.96816497407252,81.42798213030211,28.820160005651445,81.82977421329208,0.24127968746742737,3994.109259518141,0.0,348.168646323983,161.2694811985015,81.8540633960424,161.18638535890176,112.2929732884339,0.4917759613944583,True,False,228.6,119.56864632398302
1.04,50.60216872734293,81.95518951104995,23.851021384931496,82.36149478134394,0.2428522975946273,4045.547001313014,0.0,350.52278063804084,162.861110499895,82.12999839962984,162.70804065270138,112.25369372142468,0.22166365117771825,True,False,228.6,121.92278063804085
1.06,52.24571309695199,82.38291188359867,18.928100459870183,82.79324402921134,0.24413021539200702,4087.4248080124885,0.0,353.15461245915657,164.47657162679363,82.49868674293734,164.31475346704178,112.22754341019004,0.16267024059557966,True,False,228.6,124.55461245915657
1.08,53.89683370060112,82.71334484729002,14.246497967894525,83.12722572520147,0.24511991621247067,4119.811915275552,0.0,356.0641417873303,166.11586457919736,82.9601284259649,166.00652380192295,112.21452235472998,0.31479572964804275,True,False,228.6,127.4641417873303
1.1,55.55365623233121,82.95464889029195,9.906568463219507,83.37164031858286,0.24584555888663193,4143.411794534084,0.0,358.97367111550403,167.75515753160113,83.42157010899246,167.69829413680412,112.20150129926992,0.46692121870050585,True,False,228.6,130.37367111550404
1.12,57.21444303303048,83.10969415747255,5.604527331635773,83.52937278694749,0.24631562986751238,4158.438273161769,0.0,359.41716235541907,169.31778504866924,83.01490217315815,169.13805554628544,112.10187314088608,0.5909491533130137,True,False,228.6,130.81716235541907
1.1400000000000001,58.877472914738576,83.17908079773584,1.3405866466526406,83.60102672913389,0.24653188863436265,4164.907397423547,0.0,359.86065359533416,170.88041256573732,82.60823423732384,170.57781695576676,112.00224498250225,0.7149770879255215,True,False,228.6,131.26065359533416
1.16,60.541040314642714,83.16357427715958,-2.884766153335153,83.58737103682796,0.246496582228116,4162.878501370115,0.0,363.2625688419686,172.5722162656908,83.23520983059284,172.36586773957328,112.03217137082439,1.3566757548064299,True,False,228.6,134.66256884196858
1.18,62.20345514547142,83.06395334961454,-7.0716894209622785,83.4891866306415,0.24621199337303248,4152.438198753431,0.0,369.62290809532254,174.39319614852974,84.89582895296518,174.502207897705,112.19165230585249,2.5160451539557647,True,False,228.6,141.02290809532255
1.2,63.863042790488066,82.88103352223241,-11.169919624070218,83.30728993668954,0.24568050976587147,4133.70188626287,0.0,375.9832473486765,176.21417603136865,86.55644807533751,176.63854805583674,112.35113324088059,3.6754145531050995,True,False,228.6,147.38324734867652
1.22,65.518223759725,82.62681747593456,-14.245498534766536,83.05374081503022,0.2449376781988818,4107.921472988064,0.0,375.7860158849736,177.82849547665117,85.89015052669282,177.8024009021803,112.31469754770619,3.309208453228564,True,False,228.6,147.1860158849736
1.24,67.16770720620514,82.31135694125895,-17.29681034504733,82.73863804641091,0.24401326565798795,4076.1607033307146,0.0,375.58878442127076,179.4428149219337,85.22385297804813,178.96625374852388,112.27826185453179,2.9430023533520284,True,False,228.6,146.98878442127076
1.26,68.81027314764174,81.93519870730391,-20.309620394970523,82.3625265522263,0.24290886498825034,4038.545585919301,0.0,376.4483753434829,181.08968246454532,84.93415033116668,180.51495626001187,112.28358706587956,3.014381873777404,True,False,228.6,147.8483753434829
1.28,70.44481308233816,81.5152730287384,-21.495581377083788,81.9424202004588,0.24167464187643253,3996.820781621092,0.0,378.36478865161,182.76909810448612,85.02104258604844,182.44850843664426,112.33067318174946,3.523347014504691,True,False,228.6,149.76478865161002
1.3,72.07075444680754,81.07562268569824,-22.467002428579377,81.50248398566853,0.24038185908100831,3953.3983365546496,0.0,380.28120195973713,184.44851374442692,85.10793484093021,184.38206061327668,112.37775929761938,4.032312155231978,True,False,228.6,151.68120195973714
1.32,73.6877095682986,80.61673370863006,-23.406997801407595,81.04320454501692,0.2390319477325452,3908.35718197394,0.0,378.70099513578344,185.98569584014692,83.97140994444074,185.73400590296814,112.30501817245626,3.3648634177224324,True,False,228.6,150.10099513578345
1.34,75.2953284875561,80.14344123174702,-23.92218186817686,80.56944117246042,0.23763923637782405,3862.1956716071554,0.0,377.12078831182976,187.52287793586692,82.83488504795127,187.0859511926596,112.23227704729314,2.697414680212887,True,False,228.6,148.52078831182976
1.36,76.89337857708819,79.65985691213875,-24.435607235690217,80.08532664523351,0.23621591217038193,3815.3325578622525,0.0,377.5879315888813,189.13326199641966,82.41741786635674,188.72946983404458,112.24482150102385,2.762659593254713,True,False,228.6,148.9879315888813
1.3800000000000001,78.48165455788182,79.16604157906542,-24.94541973509339,79.5909220151472,0.23476215332376912,3767.791783791857,0.0,380.1024249669381,190.81684802180519,82.71900839965714,190.66456182712312,112.34265153364842,3.560598156847911,True,False,228.6,151.5024249669381
1.4000000000000001,80.05995248091773,78.66206221251645,-25.451968899110465,79.08629475181986,0.2332781570353353,3719.59810912342,0.0,382.6169183449948,192.5004340471907,83.02059893295755,192.59965382020164,112.44048156627298,4.3585367204411085,True,False,228.6,154.01691834499482
1.42,81.62806972220505,78.14798372313386,-25.95543309740167,78.57151031779098,0.23176411463736424,3670.7762954506397,0.0,378.8109356640202,193.92859171772614,81.13603585447731,193.65080975770405,112.30833355444025,2.995571474516539,True,False,228.6,150.21093566402018
1.44,83.18580491646719,77.62387009933609,-26.455217154095763,78.04663318228961,0.2302202145871072,3621.3511985459663,0.0,375.0049529830455,195.3567493882616,79.25147277599706,194.70196569520647,112.17618554260753,1.6326062285919543,True,False,228.6,146.4049529830455
1.46,84.73295800930828,77.08978159403618,-26.952066822340147,77.51172389261548,0.22864663382809827,3571.347493813194,0.004999999999999911,373.5441115121038,196.85259733306412,78.18817937794351,196.18016961780114,112.12504568157424,1.0999802802297525,True,False,228.6,144.94411151210383
1.48,86.26933684253027,76.547593098833,-27.07684634185821,76.9686673434827,0.2270489309969345,3520.956946892895,0.014999999999999956,374.42841125119537,198.41613555213377,77.94615566031672,198.08542152548804,112.15491397134039,1.3976936294299707,False,True,228.6,145.82841125119538
1.5,87.79489151009687,76.00872496405974,-26.83235046657505,76.42894617364563,0.2254609783578868,3471.238329361087,0.025,375.31271099028686,199.9796737712034,77.70413194268993,199.99067343317495,112.18478226110653,1.6954069786301886,False,True,228.6,146.71271099028687
1.52,89.30950379459784,75.4520683485297,-27.77234389511526,75.87133514356107,0.2238201623757454,3420.270888192413,0.045000000000000005,373.6436025157084,201.41916085843144,76.60328118986021,201.2752193225903,112.11797291041799,1.147933562652105,False,True,228.6,145.0436025157084
1.54,90.81300995618744,74.89947936138978,-27.48949536695627,75.317810316842,0.22219131084178856,3370.0569591501408,0.065,371.97449404112996,202.85864794565944,75.5024304370305,202.55976521200563,112.05116355972946,0.6004601466740211,False,True,228.6,143.37449404112996
1.56,92.30551336307781,74.3509050303521,-27.418639378254476,74.76831827542664,0.22057426775379338,3320.5832216924664,0.08000000000000002,371.3982943579975,204.32472862212222,74.78028446894179,204.02513410645918,112.02466998378976,0.4270100077593213,False,True,228.6,142.7982943579975
1.58,93.7870662292097,73.80531815743112,-27.140469968407622,74.22182596404319,0.21896598686215016,3271.7502166693075,0.09000000000000001,371.915003466311,205.81740288781972,74.43684328559408,205.67132600595096,112.0384921825989,0.6275831459080052,False,True,228.6,143.31500346631103
1.6,95.25776277210917,73.26524581818968,-26.867642549309707,73.68087451008245,0.2173739663825913,3223.774012679424,0.1,372.43171257462456,207.31007715351723,74.09340210224637,207.31751790544274,112.05231438140805,0.8281562840566892,False,True,228.6,143.83171257462456
1.62,96.71761413376981,72.71949600428748,-27.205131433985613,73.13420860227669,0.21576500173514102,3175.6658783301427,0.12,371.2638361239963,208.70428969703096,73.19636059216523,208.58907760243602,111.99482411621298,0.5204247445701184,False,True,228.6,142.66383612399633
1.6400000000000001,98.16658176863274,72.17820738699054,-26.9268154591833,72.59202409489325,0.2141691735139035,3128.3155732674013,0.14,370.09595967336804,210.09850224054472,72.2993190820841,209.86063729942933,111.9373338510179,0.21269320508354783,False,True,228.6,141.49595967336805
1.6600000000000001,99.604758741262,71.63830286082664,-27.073917631177796,72.05122639395917,0.21257735310182538,3081.449254071051,0.15500000000000003,370.8291182320055,211.56674308531046,72.04156129154612,211.3983098780505,111.96737116631735,0.49468810439987204,False,True,228.6,142.2291182320055
1.68,101.03212830463417,71.09966405978913,-26.79632056243414,71.5116965627015,0.21098919037664704,3035.053817969114,0.16499999999999995,373.46331179990864,213.1090122313282,72.42308722055132,213.20209533829956,112.08493606211131,1.3664094425190816,False,True,228.6,144.86331179990864
1.7,102.44878041944065,70.56648236891823,-26.524035943624032,70.97765027305715,0.2094171245752551,2989.481576106003,0.175,376.0975053678118,214.65128137734592,72.80461314955653,215.00588079854862,112.20250095790527,2.2381307806383006,False,True,228.6,147.49750536781178
1.72,103.85462791726519,70.01839792820519,-27.304458103535527,70.42860977166974,0.20780073698070764,2943.0099925072145,0.19499999999999998,376.3342169214656,216.0843960231183,72.38664005760165,216.1705928768757,112.23794499070908,2.3644856509051975,False,True,228.6,147.73421692146562
1.74,105.24955400870209,69.47515992959488,-27.019958522267387,69.88443876227129,0.20619863483711937,2897.3154428611274,0.21499999999999997,376.57092847511944,217.51751066889068,71.96866696564676,217.3353049552028,112.27338902351289,2.4908405211720948,False,True,228.6,147.97092847511945
1.76,106.63365038637994,68.9325865505058,-27.344451727490984,69.34093115924128,0.20459840919092515,2852.0420090040357,0.22999999999999998,376.951138382858,218.94463070236668,71.60335274226135,218.6862749628828,112.31641897614543,2.668780590432749,False,True,228.6,148.351138382858
1.78,108.00685241029726,68.38856686583732,-27.058486163298817,68.79596374939418,0.20299379571779025,2807.0148548922157,0.23999999999999996,377.47484664468135,220.36575612354628,71.29069738744539,220.22350289991576,112.3670348486067,2.8983058586871606,False,True,228.6,148.87484664468136
1.8,109.36923082365792,67.85021090568786,-26.77797721641788,68.25668863693821,0.20140589881334903,2762.815516903457,0.24999999999999997,377.9985549065047,221.7868815447259,70.97804203262943,221.7607308369487,112.41765072106799,3.1278311269415724,False,True,228.6,149.3985549065047
1.82,110.72069596579206,67.29536568530085,-27.68093581268518,67.70082088887392,0.19976896219462184,2717.6432214945885,0.26999999999999996,376.0643955518056,223.05411067025213,69.86822548878946,222.77311002485706,112.34170531230322,2.5694750761858756,False,True,228.6,147.4643955518056
1.84,112.06108704554111,66.74470343140207,-27.38688100352774,67.14915574652005,0.1981443465063751,2673.1865116338663,0.29,374.1302361971065,224.32133979577839,68.75840894494951,223.7854892127654,112.26575990353845,2.0111190254301787,False,True,228.6,145.53023619710652
1.86,113.3905055189299,66.19583296328962,-27.613535916026816,66.59928770016978,0.1965249549293407,2629.2467640756313,0.305,373.10914134032237,225.61825778770367,67.95609083550075,225.06424880414176,112.2332432324619,1.7582410057161468,False,True,228.6,144.50914134032237
1.8800000000000001,114.70891873537408,65.6464955171357,-27.319225211648718,66.048944368244,0.19490408270489162,2585.64222034686,0.315,373.0011109814531,226.94486464602804,67.4612711604432,226.6093887989861,112.24415529907358,1.8108410170437792,False,True,228.6,144.40111098145312
