Burnout_Mass_kg,Mean_Apogee_m,Std_Apogee_m,Mean_Error_m,Mean_Deployment_pct,Detail_File,Wall_Time
0.525,228.50524569687104,0.8420781424874083,-0.094754303128958,1.0,data_point_0.5250_kg.csv,96.69330763816833
0.55,228.54506775431918,0.7048697868360575,-0.05493224568079644,1.0,data_point_0.5500_kg.csv,97.96405696868896
0.575,228.23425393877287,0.9197840944307062,-0.36574606122718534,1.0,data_point_0.5750_kg.csv,101.52683854103088
0.6,228.2381177478302,0.7607377348607223,-0.3618822521698189,1.0,data_point_0.6000_kg.csv,98.95039510726929
0.625,228.0109695148554,1.0053228517295663,-0.5890304851446069,1.0,data_point_0.6250_kg.csv,98.24901390075684
