Time (us),Altitude AGL (m),Temperature (deg C),Mode,IMU Quat W,IMU Quat X,IMU Quat Y,IMU Quat Z,IMU Local Acceleration X,IMU Local Acceleration Y,IMU Local Acceleration Z,IMU Global Acceleration x,IMU Global Acceleration y,IMU Global Acceleration z,State Estimation y,State Estimation v,State Estimation a,Servo deployment
257609040,0.237084,17.048419,1,0.993713,-0.010193,-0.015686,-0.110474,0.05,0.05,-0.24,0.06669,0.032114,-0.239,0.145841,-0.095389,-0.238893,0
257617220,0.514397,17.043776,1,0.993713,-0.010193,-0.015686,-0.110474,0.06,0.04,-0.23,0.073953,0.020405,-0.228505,0.359146,0.223935,-0.22862,0
257626470,0.421609,17.048419,1,0.993713,-0.010193,-0.015686,-0.110474,0.04,0.02,-0.24,0.050343,0.005045,-0.238831,0.397342,0.267817,-0.238718,0
257639053,0.329858,17.043776,1,0.993713,-0.010193,-0.015686,-0.110474,0.04,0.05,-0.24,0.056939,0.034306,-0.239335,0.361504,0.21558,-0.239328,0
257647229,0.237084,17.048419,1,0.993713,-0.010193,-0.015686,-0.110474,0.01,0.02,-0.24,0.02109,0.011622,-0.239834,0.290985,0.105192,-0.239828,0
257656461,-0.132484,17.048419,1,0.993713,-0.010193,-0.015686,-0.110474,0.05,0.03,-0.23,0.062004,0.012843,-0.228671,0.046978,-0.209536,-0.228794,0
257669019,0.421609,17.048419,1,0.993713,-0.010193,-0.015686,-0.110474,0.05,0.07,-0.25,0.071377,0.051384,-0.249329,0.261868,0.060572,-0.249103,0
257677375,0.052041,17.048419,1,0.993713,-0.010193,-0.015686,-0.110474,0.05,0.05,-0.26,0.067269,0.031639,-0.258986,0.140451,-0.124374,-0.258877,0
257686517,0.329858,17.043776,1,0.993713,-0.010193,-0.015686,-0.110474,0.03,0.05,-0.22,0.04661,0.036973,-0.219683,0.248896,0.014996,-0.220115,0
257699102,0.237084,17.048419,1,0.993713,-0.010193,-0.015686,-0.110474,0.03,0.06,-0.24,0.049387,0.046252,-0.239837,0.242207,0.003364,-0.239619,0
257707281,0.052041,17.048419,1,0.993713,-0.010193,-0.015686,-0.110474,0.02,0.03,-0.24,0.03304,0.019183,-0.239667,0.131758,-0.164585,-0.239667,0
257716507,0.145333,17.043776,1,0.993713,-0.010193,-0.015686,-0.110474,0.04,0.03,-0.24,0.052542,0.014798,-0.238999,0.138083,-0.156747,-0.239006,0
257729064,-0.03971,17.043776,1,0.993713,-0.010193,-0.015686,-0.110535,0.03,0.03,-0.25,0.043083,0.016749,-0.249326,0.03285,-0.289796,-0.249212,0
257737422,0.238107,17.039133,1,0.993713,-0.010193,-0.015686,-0.110535,0.05,0.04,-0.24,0.064495,0.022352,-0.238832,0.149684,-0.112621,-0.238947,0
257746546,0.237084,17.048419,1,0.993713,-0.010193,-0.015686,-0.110535,0.05,0.05,-0.24,0.066695,0.032106,-0.239,0.199217,-0.049416,-0.239,0
257759181,-0.501517,17.048419,1,0.993713,-0.010193,-0.015686,-0.110535,0.05,0.03,-0.24,0.062295,0.012599,-0.238664,-0.208371,-0.564046,-0.238668,0
257767366,-0.315986,17.039133,1,0.993713,-0.010193,-0.015686,-0.110535,0.02,0.03,-0.2,0.031886,0.020128,-0.199695,-0.275517,-0.660008,-0.200125,0
257776539,0.883462,17.043776,1,0.993713,-0.010193,-0.015686,-0.110535,0.04,0.02,-0.03,0.044271,0.010021,-0.028978,0.388909,0.200111,-0.030864,0
257789105,1.253075,17.043776,1,0.993713,-0.010193,-0.015686,-0.110657,0.2,-0.32,12.93,-0.249397,-0.0492,12.933008,0.894264,0.993207,12.79015,0
257797461,1.253075,17.043776,2,0.993652,-0.010132,-0.015381,-0.110901,-2,0.02,30.12,-2.798418,1.16889,30.033603,1.112125,1.558615,29.843585,0
257806585,1.804681,17.053062,2,0.993591,-0.010071,-0.014709,-0.111633,4.47,-0.22,30.07,3.49644,-0.504223,30.195279,1.528337,2.353018,30.191403,0
257819134,1.344323,17.048419,2,0.993469,-0.00946,-0.014832,-0.112732,-1.16,-0.56,29.69,-2.067215,0.371214,29.643619,1.453342,2.590459,29.649655,0
257827490,1.623711,17.03449,2,0.993225,-0.008484,-0.015137,-0.114624,-0.23,-0.85,30.12,-1.264687,-0.163106,30.105874,1.575035,2.991007,30.100847,0
257836603,1.897988,17.048419,2,0.993225,-0.008118,-0.015015,-0.114807,-0.4,1.67,30.1,-0.849664,2.306028,30.048614,1.790409,3.506936,30.049189,0
257849166,2.175332,17.043776,2,0.993164,-0.007751,-0.014832,-0.115723,-0.12,-1.59,30.12,-1.315889,-0.952518,30.118402,2.060371,4.166823,30.117639,0
257857344,1.992318,17.03449,2,0.993164,-0.007751,-0.014465,-0.115356,-0.61,-0.98,30.12,-1.629852,-0.249887,30.096976,2.05592,4.353381,30.097204,0
257866574,1.990777,17.043776,2,0.993347,-0.007751,-0.014099,-0.114197,-2.27,2.64,30.12,-2.400724,3.646167,30.004648,2.059692,4.581953,30.005668,0
257879151,1.621667,17.043776,2,0.99353,-0.00769,-0.013733,-0.112671,-0.47,-0.63,30.12,-1.368791,0.04468,30.099114,1.865303,4.639024,30.098084,0
257887508,2.175332,17.043776,2,0.993713,-0.007812,-0.013489,-0.110657,-1.19,0.62,30.12,-1.779319,1.423779,30.063628,2.08529,5.16234,30.064008,0
257896655,1.990777,17.043776,2,0.993958,-0.007996,-0.013367,-0.108521,0.44,-0.99,30.12,-0.53238,-0.495256,30.130705,2.079076,5.366907,30.12997,0
257906281,1.437112,17.043776,2,0.994202,-0.00824,-0.013306,-0.106323,0.14,0.37,30.12,-0.529022,0.910723,30.104179,1.760678,5.185302,30.104463,0
257919098,1.621667,17.043776,2,0.994507,-0.008606,-0.013428,-0.103333,-0.37,-1.49,30.12,-1.419422,-0.78284,30.115507,1.748797,5.467171,30.115385,0
257927455,2.082543,17.048419,2,0.994934,-0.009094,-0.013672,-0.098938,-2.23,2.14,30.12,-2.528887,3.16277,30.00614,1.989633,6.016757,30.007344,0
257936598,1.712914,17.048419,2,0.995422,-0.009399,-0.013977,-0.094299,0.07,-0.44,30.12,-0.79872,0.197807,30.112055,1.885718,6.081884,30.110901,0
257949184,2.175332,17.043776,2,0.995667,-0.009705,-0.01416,-0.091431,6.87,-1.05,30.11,5.765327,-1.621329,30.315735,2.132899,6.677136,30.313478,0
257957343,2.17431,17.053062,2,0.99585,-0.009827,-0.014404,-0.088989,-1.72,0.89,30.11,-2.345215,1.846595,30.0242,2.212437,6.958549,30.027388,0
257966569,2.360421,17.043776,2,0.995972,-0.009399,-0.014038,-0.088135,8.34,-4.74,30.11,6.581663,-5.48923,30.416861,2.363552,7.349366,30.412569,0
257979218,2.267113,17.048419,2,0.995911,-0.008911,-0.013611,-0.089172,-5.74,2.87,30.11,-5.904576,4.449545,29.885352,2.402887,7.656473,29.891162,0
257987397,3.098717,17.043776,2,0.99585,-0.008362,-0.01239,-0.089478,9.84,-2.91,30.11,8.462234,-4.046346,30.396107,2.870866,8.519204,30.390542,0
257996631,3.283288,17.043776,2,0.995911,-0.00824,-0.010376,-0.089294,-0.21,0.61,30.11,-0.675986,1.187467,30.085898,3.189453,9.104926,30.089255,0
258009218,3.098717,17.043776,2,0.995972,-0.008118,-0.008728,-0.089111,-10.87,2.55,30.11,-10.722635,4.970816,29.859468,3.253718,9.413915,29.862,0
258017422,3.561196,17.039133,2,0.995789,-0.008179,-0.00769,-0.091064,2.74,0.68,30.11,2.401327,0.704665,30.138334,3.510627,9.931953,30.135289,0
258026652,3.466851,17.053062,2,0.9953,-0.008362,-0.007263,-0.096313,-0.67,3.59,30.11,-0.355617,4.194575,30.037114,3.578248,10.176494,30.038195,0
258039271,3.928841,17.048419,2,0.99469,-0.007996,-0.008301,-0.102417,-4.3,-0.36,28.49,-4.706403,1.024748,28.409495,3.912579,10.793469,28.427443,0
258047449,3.652978,17.043776,2,0.99408,-0.008057,-0.009399,-0.107849,-0.5,3.31,30.12,-0.28857,3.88323,30.054247,3.851007,10.810272,30.03632,0
258056572,3.835519,17.053062,2,0.993469,-0.008179,-0.011108,-0.113403,-1.78,-0.06,30.1,-2.355832,0.907286,30.046779,3.941919,11.072823,30.046664,0
258069247,3.559655,17.048419,2,0.992371,-0.008545,-0.012878,-0.122498,1.72,0.02,30.12,0.965855,0.207451,30.152899,3.862672,11.175038,30.151728,0
258077408,4.113442,17.048419,2,0.991028,-0.009094,-0.015137,-0.132507,0.64,-1.65,30.12,-0.647635,-1.09595,30.145082,4.100593,11.642521,30.145155,0
258086629,4.851861,17.048419,2,0.989563,-0.010071,-0.017944,-0.142456,0.82,0.9,30.13,0.056672,1.38697,30.122622,4.64392,12.481138,30.12287,0
258099193,5.036996,17.048419,2,0.988037,-0.01123,-0.021301,-0.152344,-0.02,-1.91,30.13,-1.760119,-0.950647,30.124138,5.03142,13.149253,30.124124,0
258107480,5.129815,17.043776,2,0.986389,-0.012695,-0.025146,-0.16217,0.68,0.44,30.14,-0.586672,1.200279,30.121269,5.198601,13.485491,30.121301,0
258116620,5.499566,17.043776,2,0.984558,-0.014404,-0.02948,-0.171936,0.3,-0.67,30.14,-1.545986,0.429,30.106218,5.49727,13.986718,30.106384,0
258129210,5.866769,17.053062,2,0.982666,-0.016418,-0.034424,-0.18158,-0.36,0.16,30.16,-2.138751,1.627662,30.042596,5.890351,14.636652,30.043299,0
258137391,5.960107,17.048419,2,0.980591,-0.018616,-0.039795,-0.191101,-0.33,-1.18,30.16,-2.888097,0.590024,30.040602,6.051629,14.943874,30.040631,0
258146599,6.605828,17.053062,2,0.978394,-0.021057,-0.045654,-0.200439,-0.57,0.22,30.17,-2.875696,2.219896,29.956706,6.511163,15.633628,29.957631,0
258159258,6.329369,17.048419,2,0.976135,-0.023682,-0.051941,-0.209595,-1.01,-0.28,30.2,-3.793637,2.20949,29.897581,6.605862,15.878168,29.898243,0
258167437,7.530618,17.043776,2,0.973694,-0.02655,-0.058655,-0.218506,-1.53,-0.35,30.2,-4.622543,2.665752,29.766234,7.274129,16.939956,29.767689,0
258176665,7.807092,17.048419,2,0.971191,-0.029602,-0.065674,-0.227173,-1.53,-0.56,30.22,-5.056694,2.807284,29.706096,7.740117,17.613001,29.706775,0
258189250,7.436745,17.057706,2,0.968567,-0.032898,-0.07312,-0.235474,-2.4,-0.19,30.27,-6.014336,3.886088,29.509236,7.78789,17.760372,29.511413,0
258197410,8.639153,17.043776,2,0.965881,-0.036377,-0.08075,-0.243408,-2.7,-0.26,30.27,-6.654369,4.342235,29.334204,8.428418,18.750957,29.336157,0
258206618,9.008508,17.043776,2,0.963135,-0.040161,-0.088684,-0.250793,-3.26,-0.46,30.3,-7.589891,4.842891,29.118196,8.937949,19.452254,29.120598,0
258219293,9.378396,17.043776,2,0.960388,-0.044128,-0.096741,-0.257568,-3.7,-0.49,30.38,-8.340946,5.46485,28.938523,9.442689,20.143635,28.940529,0
258227475,10.023827,17.048419,2,0.957703,-0.048401,-0.104919,-0.263611,-4.34,-0.43,30.38,-9.192781,6.275999,28.601959,9.946194,20.892538,28.60569,0
258236696,9.745736,17.053062,2,0.955078,-0.052979,-0.113098,-0.268799,-5.08,-0.49,30.42,-10.178807,7.058992,28.248674,10.024047,21.002826,28.252609,0
258249281,10.855538,17.043776,2,0.952576,-0.057922,-0.121277,-0.27301,-5.76,-0.39,30.52,-11.026672,7.974687,27.921618,10.773579,21.968396,27.925266,0
258257441,11.225488,17.043776,2,0.950256,-0.063171,-0.129333,-0.276184,-6.04,-0.21,30.52,-11.467014,8.739871,27.570206,11.216343,22.592322,27.574119,0
258266674,12.241021,17.048419,2,0.948181,-0.068848,-0.137146,-0.278259,-6.97,-0.1,30.58,-12.464637,9.789267,27.065363,12.018991,23.607726,27.070969,0
258279323,12.612557,17.039133,2,0.94635,-0.075012,-0.144653,-0.279053,-7.83,-0.39,30.7,-13.617281,10.477841,26.622088,12.664551,24.382755,26.627035,0
258287503,13.350045,17.048419,2,0.944885,-0.081665,-0.151672,-0.278381,-8.03,0.34,30.7,-13.632218,11.638593,26.187561,13.263248,25.204098,26.192404,0
258296742,13.626687,17.053062,2,0.943848,-0.088806,-0.158203,-0.276184,-8.64,0.36,30.76,-14.368886,12.405683,25.702126,13.707518,25.71386,25.707528,0
258309384,13.997247,17.043776,2,0.943176,-0.096497,-0.164124,-0.272278,-9.53,1.25,30.9,-14.864719,14.020535,25.092832,14.202915,26.245385,25.099605,0
258317568,14.921685,17.043776,2,0.943054,-0.104797,-0.169312,-0.266357,-9.94,1.51,30.96,-15.305878,14.815442,24.61351,14.836247,27.083597,24.618867,0
258326688,16.03048,17.043776,2,0.94342,-0.113586,-0.173767,-0.258606,-10,2.46,30.96,-15.093133,15.970062,24.119115,15.775226,28.198675,24.124623,0
258346965,16.399606,17.053062,2,0.945435,-0.132507,-0.179993,-0.237,-10.63,4.6,31.1,-15.097555,18.623898,22.947177,16.717877,29.122712,22.960152,0
258356423,18.157052,17.039133,2,0.947083,-0.142517,-0.181763,-0.2229,-10.71,5.19,31.16,-15.226236,19.367008,22.487021,17.846416,31.07578,22.492235,0
258366252,18.804559,17.03449,2,0.949036,-0.152649,-0.182617,-0.206665,-10.46,6.76,31.23,-14.694755,20.793247,21.957598,18.712546,32.184728,21.96349,0
258379054,19.727883,17.043776,2,0.951111,-0.162781,-0.182617,-0.188477,-10.03,9.04,31.35,-13.836557,22.783792,21.321069,19.719097,33.302198,21.328149,0
258387332,20.284066,17.03449,2,0.953247,-0.172668,-0.181824,-0.168579,-9.94,9.19,31.35,-14.229395,22.932213,20.92156,20.324437,33.992966,20.92604,0
258396584,20.930672,17.039133,2,0.955322,-0.182129,-0.18042,-0.147095,-9.28,10.94,31.41,-13.625299,24.336368,20.358842,20.990826,34.639802,20.365093,0
258409258,21.207513,17.043776,2,0.957214,-0.19104,-0.178406,-0.124268,-9.03,11.87,31.5,-13.806319,25.08698,19.867704,21.557322,35.050213,19.873185,0
258417440,22.040124,17.039133,2,0.958801,-0.199036,-0.176147,-0.100586,-8.4,13.23,31.5,-13.608049,26.084171,19.295092,22.125221,35.627666,19.301463,0
258426704,22.780328,17.039133,2,0.959961,-0.206055,-0.173645,-0.076416,-7.77,13.82,31.54,-13.715853,26.383506,19.024046,22.835034,36.283962,19.027103,0
258439270,23.612038,17.043776,2,0.960754,-0.211853,-0.171265,-0.052429,-7.18,15.1,31.6,-13.799513,27.295008,18.511683,23.743559,37.078547,18.517363,0
258447462,23.705025,17.039133,2,0.961121,-0.216248,-0.169189,-0.028992,-6.9,15.19,31.6,-14.416163,27.068926,18.339756,24.025544,37.195562,18.341713,0
258456694,23.888955,17.048419,2,0.961182,-0.219299,-0.16748,-0.006104,-6.59,15.68,31.61,-14.976519,27.154448,18.078756,24.290705,37.26262,18.081653,0
258469251,24.259896,17.039133,2,0.960876,-0.220947,-0.16626,0.016235,-6.4,15.55,31.61,-15.71202,26.604835,18.090677,24.742152,37.46754,18.090578,0
258477432,24.72178,17.043776,2,0.960327,-0.221191,-0.165405,0.038208,-6.25,15.42,31.61,-16.469389,25.97954,18.161577,25.037451,37.598556,18.160794,0
258486667,24.72178,17.043776,2,0.959473,-0.220215,-0.164856,0.060852,-6.22,15.08,31.6,-17.345404,25.047308,18.341464,25.202882,37.537028,18.339473,0
258499277,24.72178,17.043776,2,0.958252,-0.218201,-0.164429,0.084229,-6.15,14.24,31.55,-18.109043,23.567657,18.778355,25.39839,37.425861,18.773518,0
258507443,24.630318,17.039133,2,0.956543,-0.215149,-0.164062,0.108826,-6.12,13.75,31.55,-18.917412,22.304509,19.145986,25.258558,36.916859,19.141882,0
258516669,25.277215,17.043776,2,0.954163,-0.211243,-0.163635,0.13501,-6.41,12.92,31.52,-19.909201,20.514924,19.603751,25.610779,37.111397,19.598661,0
258529405,25.277215,17.043776,2,0.950867,-0.206726,-0.163025,0.162964,-6.41,11.9,31.43,-20.476619,18.51854,20.206959,25.891365,37.12711,20.200255,0
258537583,25.092233,17.043776,2,0.946472,-0.201599,-0.16217,0.192993,-6.61,11.25,31.38,-21.219073,16.661359,20.666595,25.731414,36.598343,20.661456,0
258546708,25.554681,17.048419,2,0.940735,-0.196167,-0.161011,0.225037,-6.57,10.87,31.38,-21.756302,15.043503,21.128013,25.96403,36.660839,21.122872,0
258559270,25.184212,17.048419,2,0.93335,-0.190491,-0.159546,0.259155,-7.01,9.9,31.27,-22.299385,12.567851,21.674049,25.973575,36.369861,21.667975,0
258567627,25.645623,17.053062,2,0.923889,-0.184753,-0.157532,0.295776,-7.17,9.03,31.22,-22.468861,10.246264,22.311524,26.087785,36.272424,22.304432,0
258576760,25.832146,17.043776,2,0.911987,-0.179077,-0.154968,0.3349,-7.33,8.65,31.22,-22.706746,8.227416,22.802228,26.272119,36.290847,22.796743,0
258589343,26.757119,17.043776,2,0.897156,-0.173706,-0.151794,0.376648,-6.86,8.18,31.11,-22.238494,6.506696,23.343236,27.012212,36.93643,23.337214,0
258597533,26.942117,17.043776,2,0.878845,-0.168701,-0.147949,0.421082,-7.27,7.87,31.11,-22.315666,4.236176,23.805375,27.274806,37.070514,23.800216,0
258606765,27.774682,17.048419,2,0.856445,-0.164124,-0.143372,0.468018,-6.99,7.91,31.05,-22.004671,2.648077,24.172756,27.907231,37.662152,24.168651,0
258619322,28.515816,17.039133,2,0.829529,-0.160034,-0.138184,0.516907,-6.07,7.93,30.94,-21.256356,1.606959,24.547983,28.73547,38.413579,24.543803,0
258627503,29.254952,17.048419,2,0.797607,-0.156372,-0.132263,0.567322,-6.2,8.33,30.94,-21.203727,-0.232245,24.808323,29.3523,39.06835,24.805408,0
258636736,30.643929,17.043776,2,0.760132,-0.153076,-0.12561,0.618835,-5.4,8.81,30.89,-20.794385,-1.252219,25.039604,30.461251,40.25232,25.037023,0
258649302,31.013039,17.053062,2,0.716736,-0.150024,-0.118225,0.670715,-4.09,9.65,30.78,-20.64226,-1.806101,25.058285,31.289453,40.969512,25.058051,0
258657531,32.58735,17.048419,2,0.666809,-0.147034,-0.109985,0.722229,-3.26,10.47,30.78,-20.577982,-3.005153,25.202273,32.381411,42.307733,25.200684,0
258666761,32.865014,17.043776,2,0.610535,-0.14386,-0.101013,0.772217,-2.47,11.18,30.72,-20.305372,-4.413475,25.357593,33.052773,42.900089,25.355864,0
258679348,33.513436,17.048419,2,0.548218,-0.140137,-0.09137,0.819397,-0.37,12.37,30.61,-20.75989,-4.948624,25.191664,33.862276,43.553866,25.193473,0
258687527,34.716302,17.043776,2,0.48053,-0.135681,-0.081238,0.86261,0.3,13.06,30.61,-20.244544,-6.899927,25.498758,34.715477,44.508502,25.495394,0
258696761,35.180199,17.039133,2,0.407898,-0.130188,-0.070679,0.90094,1.31,13.24,30.55,-19.245252,-8.361559,25.885075,35.39642,45.091469,25.880781,0
258709347,35.919289,17.057706,2,0.330994,-0.123535,-0.059753,0.933594,2.26,13.35,30.43,-17.972105,-9.805583,26.270802,36.269673,45.804415,26.266504,0
258717521,37.03138,17.048419,2,0.250671,-0.11554,-0.048645,0.9599,3.51,14.01,30.43,-17.051452,-11.532456,26.660675,37.087465,46.688335,26.656332,0
258726743,37.957345,17.048419,2,0.167419,-0.10614,-0.037476,0.979431,4.22,13.97,30.37,-15.054007,-12.879773,27.25395,38.022418,47.583912,27.247364,0
258739428,37.957345,17.048419,2,0.08136,-0.095337,-0.026184,0.99176,4.17,13.08,30.26,-11.935555,-13.296849,28.015398,38.590479,47.891667,28.006934,0
258747604,38.791299,17.043776,2,-0.00708,-0.083252,-0.014954,0.996399,4.84,13.04,30.26,-9.569979,-14.026907,28.649795,39.099685,48.302514,28.64271,0
258756840,39.068612,17.048419,2,-0.0979,-0.070007,-0.003967,0.992737,5.75,12.13,30.21,-7.394837,-13.664318,29.17995,39.529074,48.548923,29.17403,0
258769398,39.62481,17.048419,2,-0.191467,-0.055664,0.006653,0.979919,5.64,11.04,29.93,-4.398893,-12.598856,29.520231,40.196679,48.989831,29.516416,0
258777565,41.107293,17.048419,2,-0.287903,-0.040466,0.016602,0.956665,6.6,10.68,29.29,-2.163403,-12.300422,29.318106,41.126754,50.026071,29.320292,0
258786782,41.663598,17.048419,2,-0.386841,-0.024475,0.025513,0.921448,7.6,10.28,27.57,0.212409,-11.842497,27.986293,41.899603,50.681986,28.000994,0
258799397,42.403664,17.057706,2,-0.487305,-0.007935,0.032959,0.872559,10.51,9.61,24.46,1.526365,-12.75004,25.222909,42.833705,51.369317,25.253523,0
258807556,43.793893,17.053062,2,-0.586853,0.009033,0.038513,0.808716,12.66,9.93,22.97,4.792326,-13.394086,24.168635,43.811474,52.409092,24.18059,0
258816782,43.978677,17.053062,2,-0.681763,0.026306,0.041809,0.729919,14.93,10.02,21.21,8.568894,-13.441947,22.783131,44.392703,52.743425,22.79853,0
258829427,44.072366,17.048419,2,-0.767944,0.043823,0.042847,0.637634,18.49,10.33,18.17,13.361931,-13.932233,20.152774,44.875195,52.763443,20.18193,0
258837603,44.443505,17.039133,2,-0.842163,0.061401,0.041626,0.534058,20,9.64,16.94,17.166006,-11.314882,18.899112,45.05639,52.538081,18.913248,0
258846840,43.330636,17.048419,2,-0.901917,0.079041,0.038513,0.422913,21.02,9.74,15.78,20.886874,-7.009329,17.330184,44.543918,51.413697,17.347629,0
258859427,43.701241,17.048419,2,-0.946045,0.096558,0.033875,0.307495,21.84,9.89,15.12,23.407335,-1.651158,15.899242,44.702881,50.994566,15.915203,0
258867619,43.794396,17.043776,2,-0.974548,0.113831,0.028076,0.19104,21.8,8.89,13.09,23.394446,3.077363,12.994208,44.593221,50.302915,13.026397,0
258876844,44.072366,17.048419,2,-0.98822,0.130737,0.021362,0.076416,21.39,8.98,12.53,22.248419,8.735649,11.129672,44.756379,50.01776,11.150574,0
258889401,43.886025,17.048419,2,-0.988403,0.147095,0.014099,-0.034302,21.95,8.93,11.74,20.875456,13.504357,9.012287,44.87967,49.491448,9.03585,0
258897751,44.905785,17.043776,2,-0.976624,0.16272,0.006409,-0.140259,22.04,9,11,18.084356,17.729718,6.80978,45.308335,49.571122,6.83431,0
258906872,44.720467,17.043776,2,-0.954285,0.177429,-0.001709,-0.240601,21.32,8.78,9.55,14.030156,20.22977,4.092829,45.420463,49.166729,4.123039,0
258919401,45.183785,17.048419,2,-0.922668,0.190979,-0.01001,-0.334839,22.21,8.89,8.97,10.716749,23.107843,1.989667,45.899184,49.018183,2.013176,0
258927599,46.574883,17.043776,2,-0.883118,0.203247,-0.018433,-0.422424,22.27,8.73,8.03,6.610747,24.349612,-0.185927,46.693569,49.608368,-0.161694,0
258936817,47.224175,17.039133,2,-0.836792,0.214111,-0.026672,-0.503174,22.46,8.54,7.16,2.542759,24.847579,-2.179652,47.457756,49.983256,-2.157415,0
258949377,47.964639,17.048419,2,-0.784851,0.223389,-0.03479,-0.576965,23.73,7.97,4.51,-0.38465,24.753362,-5.838687,48.379473,50.282598,-5.79812,0
258957568,48.428613,17.043776,2,-0.728027,0.231018,-0.04248,-0.644043,23.52,7.93,2.86,-4.342921,23.218017,-8.142807,48.819612,50.25895,-8.116969,0
258966791,48.614526,17.043776,2,-0.667053,0.236938,-0.049866,-0.70459,24.06,7.47,1.31,-7.497224,21.768306,-10.313948,49.16405,50.010991,-10.289738,0
258979368,49.356118,17.043776,2,-0.602722,0.240967,-0.056824,-0.758606,24.58,5.64,-1.76,-8.658575,19.634841,-13.366331,49.903536,49.984335,-13.332428,0
258987743,48.799401,17.043776,2,-0.535156,0.243103,-0.063477,-0.806519,24.96,4.99,-3.45,-11.055749,17.433367,-15.285313,49.679906,48.884823,-15.263793,0
258996852,49.818108,17.057706,2,-0.464539,0.243225,-0.069824,-0.848633,24.67,4.58,-4.77,-13.211063,14.411093,-16.435909,50.204495,48.839357,-16.422993,0
259009439,49.725915,17.043776,2,-0.390991,0.241333,-0.075867,-0.884949,24.58,3.66,-5.8,-14.735341,11.737396,-17.214102,50.539915,48.271109,-17.205384,0
259017615,49.725915,17.043776,2,-0.314941,0.237488,-0.081787,-0.915283,23.65,2.61,-7.27,-15.111751,8.48261,-17.85224,50.461036,47.408867,-17.845112,0
259026845,50.282677,17.043776,2,-0.236389,0.231689,-0.087646,-0.939575,23.77,1.96,-8.04,-16.346546,5.67762,-18.279113,50.794643,47.107159,-18.274331,0
259039403,50.096749,17.053062,2,-0.15564,0.223999,-0.093384,-0.95752,23.38,0.37,-8.63,-16.574018,3.499764,-18.281949,50.97942,46.363452,-18.281866,0
259047583,51.024911,17.043776,2,-0.073059,0.214417,-0.098877,-0.968994,21.82,-0.12,-8.84,-16.014711,0.309719,-17.255815,51.384528,46.262368,-17.267122,0
259056817,50.838967,17.043776,2,0.011169,0.203247,-0.104126,-0.973511,21.09,-1.07,-9.54,-15.522847,-2.195568,-17.063546,51.495323,45.697822,-17.06579,0
259069457,51.117623,17.039133,2,0.096252,0.190552,-0.108887,-0.970825,19.37,-1.8,-9.95,-13.973615,-4.438751,-16.198663,51.852246,45.214595,-16.208219,0
259077636,52.230309,17.039133,2,0.181458,0.176758,-0.113159,-0.960754,19.1,-2.49,-10.19,-13.538785,-6.723339,-15.696214,52.441228,45.420391,-15.701856,0
259086866,51.951623,17.043776,2,0.265808,0.161987,-0.116699,-0.943115,18.09,-2.45,-10.59,-11.826637,-9.135988,-14.901102,52.576517,44.916733,-14.909926,0
259099452,52.508508,17.043776,2,0.34845,0.146423,-0.119446,-0.918091,16.23,-2.94,-11.26,-9.40691,-10.130273,-14.413276,53.101193,44.685125,-14.418749,0
259107631,52.786706,17.039133,2,0.428284,0.130371,-0.121277,-0.885925,15.95,-2.89,-11.38,-7.847107,-12.037913,-13.629653,53.283482,44.29633,-13.638349,0
259116868,53.064904,17.043776,2,0.504639,0.114014,-0.122131,-0.846985,15.32,-3.34,-11.71,-6.174767,-13.059043,-13.201995,53.565609,44.011079,-13.206804,0
259129425,53.43586,17.043776,2,0.576721,0.097412,-0.12207,-0.80188,13.5,-3.25,-12.07,-3.60723,-12.823043,-12.690875,54.041891,43.755937,-12.69656,0
259137706,53.807336,17.03449,2,0.643982,0.080811,-0.120972,-0.751099,13.15,-3.03,-12.27,-1.542694,-13.502607,-12.16407,54.267512,43.448601,-12.169938,0
259146821,54.456048,17.048419,2,0.706055,0.06427,-0.118896,-0.695129,12.89,-3.14,-12.42,0.229316,-13.855132,-11.757837,54.772152,43.483076,-11.762378,0
259159434,55.383569,17.048419,2,0.762512,0.047852,-0.115906,-0.634705,12.02,-2.54,-12.58,2.569918,-13.182757,-11.348946,55.674812,43.789038,-11.353502,0
259167613,55.105828,17.03449,2,0.813049,0.031799,-0.112122,-0.570374,11.57,-2.64,-12.73,4.10405,-12.700372,-11.168615,55.701976,43.195773,-11.170652,0
259176843,55.754601,17.048419,2,0.857483,0.016052,-0.107544,-0.502869,11.09,-2.6,-12.75,5.54877,-11.914091,-10.934964,56.130658,43.134175,-10.937561,0
259189401,56.404473,17.043776,2,0.895752,0.000732,-0.102173,-0.432678,10.87,-1.55,-12.85,7.7321,-10.51638,-10.737986,56.830537,43.201454,-10.740186,0
259197755,56.867791,17.039133,2,0.927673,-0.014038,-0.096252,-0.360474,10.6,-1.4,-12.92,8.885244,-9.32935,-10.735954,57.212719,43.144603,-10.736,0
259206899,57.42495,17.048419,2,0.953308,-0.02832,-0.089722,-0.287048,10.05,-1.51,-13.03,9.415063,-8.08267,-10.912961,57.729604,43.205052,-10.911011,0
259219500,58.073876,17.053062,2,0.972656,-0.041992,-0.082764,-0.212891,10.08,-1.23,-13.14,10.390887,-6.755046,-11.053397,58.473131,43.319713,-11.051828,0
259227693,58.816674,17.043776,2,0.985962,-0.055054,-0.075378,-0.13855,9.97,-0.68,-13.09,11.028519,-4.985412,-11.168238,59.027304,43.531602,-11.166955,0
