Time (us),Altitude AGL (m),Temperature (deg C),Mode,IMU Quat W,IMU Quat X,IMU Quat Y,IMU Quat Z,IMU Local Acceleration X,IMU Local Acceleration Y,IMU Local Acceleration Z,IMU Global Acceleration x,IMU Global Acceleration y,IMU Global Acceleration z,State Estimation y,State Estimation v,State Estimation a,Servo deployment
378333233,11.023803,16.500502,2,0.999023,0.023438,-0.036743,0.00238,-0.4,-0.45,30.22,-2.611216,-1.871179,30.054797,11.003384,22.410804,30.05461,0
378345808,10.466445,16.519077,2,0.999084,0.022827,-0.036194,0.006226,-0.28,-0.65,30.21,-2.446329,-2.043861,30.049682,10.975697,22.393156,30.049736,0
378353979,11.115676,16.505146,2,0.999084,0.022156,-0.035583,0.010315,-0.26,-0.47,30.21,-2.383036,-1.83399,30.064771,11.241004,22.761899,30.064605,0
378363089,11.113098,16.514433,2,0.999023,0.021484,-0.035034,0.014404,-0.19,-0.59,30.21,-2.267586,-1.921702,30.069803,11.37562,22.940594,30.069746,0
378375692,12.313644,16.50979,2,0.999023,0.020752,-0.034363,0.018616,-0.08,-0.21,30.21,-2.122477,-1.503794,30.098643,12.211835,24.004973,30.098325,0
378383861,12.313644,16.50979,2,0.998962,0.019897,-0.033691,0.023254,-0.11,-0.54,30.21,-2.089385,-1.792246,30.089369,12.468084,24.340199,30.089467,0
378393103,12.312103,16.519077,2,0.998901,0.019043,-0.032959,0.027832,-0.04,-0.3,30.21,-1.979965,-1.506228,30.108917,12.604074,24.502346,30.108702,0
378405673,13.328491,16.514433,2,0.998779,0.018127,-0.032166,0.032837,0.19,-0.2,30.2,-1.701924,-1.344552,30.123276,13.33521,25.41446,30.123115,0
378413871,13.328491,16.514433,2,0.998657,0.017212,-0.031372,0.037781,0.2,-0.14,30.2,-1.643301,-1.234435,30.130972,13.540666,25.655562,30.130885,0
378423005,14.159637,16.50979,2,0.998474,0.016296,-0.030579,0.042969,0.36,-0.05,30.2,-1.439498,-1.081418,30.148474,14.134365,26.39302,30.14828,0
378435569,13.606216,16.50979,2,0.998291,0.015381,-0.029785,0.048401,0.39,-0.19,30.2,-1.344969,-1.16618,30.150613,14.161639,26.384841,30.150588,0
378443756,15.083267,16.50979,2,0.997986,0.014465,-0.029053,0.054016,0.42,-0.12,30.2,-1.274178,-1.041053,30.158304,14.914111,27.441292,30.158219,0
378452999,14.436355,16.514433,2,0.997681,0.01355,-0.02832,0.059875,0.45,-0.19,30.2,-1.18868,-1.05408,30.162134,14.892607,27.363811,30.162091,0
378465565,15.174651,16.514433,2,0.997314,0.012634,-0.027649,0.066345,0.56,-0.05,30.2,-1.054016,-0.847685,30.174931,15.402668,27.950996,30.174789,0
378473751,16.191314,16.50979,2,0.996887,0.011719,-0.026978,0.072754,0.79,-0.02,30.2,-0.789474,-0.729847,30.191197,16.090719,28.892743,30.191016,0
378482913,16.560516,16.50979,2,0.99646,0.010864,-0.026367,0.079407,0.65,0.12,30.19,-0.912485,-0.559132,30.178269,16.628511,29.520097,30.178409,0
378495530,16.376174,16.50979,2,0.995911,0.009949,-0.025818,0.086304,0.83,0.09,30.19,-0.699653,-0.501892,30.189267,16.85681,29.715636,30.189147,0
378503718,16.745391,16.50979,2,0.995239,0.009094,-0.02533,0.093445,0.86,0.18,30.19,-0.660493,-0.35302,30.193495,17.036392,29.864581,30.193447,0
378512839,17.947082,16.505146,2,0.994568,0.00824,-0.024902,0.100769,0.89,0.16,30.19,-0.606617,-0.311572,30.19584,17.836927,30.820872,30.195814,0
378525410,17.760665,16.514433,2,0.993774,0.007385,-0.024536,0.108337,0.91,0.38,30.19,-0.618377,-0.036991,30.199748,18.182475,31.144591,30.199705,0
378533606,18.871063,16.505146,2,0.99292,0.006592,-0.024292,0.116089,1.03,0.32,30.19,-0.483012,-0.017001,30.205394,18.838829,31.99798,30.205331,0
378542865,19.05339,16.514433,2,0.991943,0.005798,-0.024109,0.124023,1.03,0.61,30.19,-0.553689,0.316512,30.206989,19.260548,32.438002,30.206971,0
378555429,19.60968,16.505146,2,0.990906,0.005066,-0.023987,0.132202,0.97,0.38,30.19,-0.559389,0.126032,30.202525,19.873291,33.075641,30.202574,0
378563591,20.348861,16.505146,2,0.989746,0.004456,-0.023987,0.140503,1.06,0.75,30.19,-0.587498,0.545182,30.207278,20.420587,33.741775,30.207226,0
378572733,20.718215,16.505146,2,0.988525,0.003845,-0.024048,0.149109,1.04,0.62,30.19,-0.591065,0.45279,30.205095,20.902509,34.240212,30.205118,0
378585303,21.085525,16.514433,2,0.987122,0.003357,-0.024231,0.157959,0.91,0.58,30.19,-0.729653,0.403493,30.19777,21.441582,34.754182,30.197851,0
378593486,21.453887,16.52372,2,0.985657,0.002869,-0.024475,0.167053,0.77,0.54,30.19,-0.879479,0.345718,30.189861,21.734136,35.012063,30.189949,0
378602729,22.009261,16.514433,2,0.984009,0.002441,-0.02478,0.176392,0.85,0.59,30.19,-0.855127,0.439268,30.192425,22.218238,35.496751,30.192398,0
378615284,22.379196,16.514433,2,0.982239,0.002136,-0.025085,0.185974,0.78,0.45,30.19,-0.903158,0.295369,30.188476,22.759775,35.994739,30.18852,0
378623452,22.933593,16.514433,2,0.980347,0.001831,-0.025513,0.19574,0.63,0.33,30.19,-1.034317,0.136522,30.180351,23.155782,36.394597,30.180441,0
378632683,23.673019,16.514433,2,0.978271,0.001526,-0.02594,0.205811,0.54,0.4,30.19,-1.180835,0.171032,30.1739,23.792312,37.05975,30.173972,0
378645255,23.951019,16.50979,2,0.976013,0.001282,-0.026367,0.216125,0.65,0.42,30.19,-1.125983,0.235324,30.178002,24.3528,37.556398,30.177958,0
378653440,24.691024,16.50979,2,0.973572,0.000977,-0.026855,0.226685,0.59,0.46,30.19,-1.239861,0.248129,30.172783,24.857743,38.102009,30.17284,0
378662571,25.060012,16.50979,2,0.971008,0.000732,-0.027344,0.237549,0.37,0.47,30.19,-1.481797,0.152492,30.159162,25.323938,38.52882,30.159313,0
378675152,25.706558,16.514433,2,0.968201,0.000488,-0.027832,0.248718,0.3,0.35,30.19,-1.525884,0.004659,30.15494,26.033272,39.189408,30.154988,0
378683339,26.169143,16.50979,2,0.965149,0.000244,-0.028381,0.260132,0.29,0.48,30.19,-1.640853,0.100646,30.150423,26.434073,39.556089,30.150474,0
378692598,26.815246,16.514433,2,0.961914,-0.000061,-0.02887,0.271851,0.36,0.44,30.19,-1.601686,0.092914,30.1527,27.022187,40.12057,30.152676,0
378705190,27.463439,16.50979,2,0.958435,-0.000366,-0.029297,0.283813,0.17,0.5,30.2,-1.831943,0.030922,30.148996,27.786115,40.827052,30.149036,0
378713357,27.740005,16.514433,2,0.954712,-0.000671,-0.029724,0.296082,0.42,0.55,30.2,-1.691334,0.19818,30.159893,28.093761,41.032561,30.159773,0
378722492,28.018112,16.50979,2,0.950745,-0.000977,-0.03009,0.308533,0.15,0.63,30.2,-1.994531,0.0934,30.140879,28.426082,41.251247,30.141087,0
378735052,28.84941,16.514433,2,0.946472,-0.001343,-0.030518,0.321289,0.16,0.72,30.2,-2.081816,0.153216,30.136795,29.192431,41.941097,30.136842,0
378743250,29.681289,16.50979,2,0.941956,-0.001648,-0.030823,0.334351,0.23,0.49,30.2,-1.917369,-0.00336,30.143935,29.821324,42.619176,30.143857,0
378752491,30.69783,16.514433,2,0.937134,-0.001953,-0.031128,0.347595,0.1,0.68,30.2,-2.170222,0.037866,30.129739,30.723653,43.554074,30.129895,0
378765102,31.254211,16.505146,2,0.932007,-0.002319,-0.031372,0.361023,0.02,0.76,30.2,-2.313195,0.021811,30.120864,31.58353,44.326719,30.120963,0
378773266,31.715499,16.50979,2,0.926575,-0.002686,-0.031555,0.374756,-0.14,0.68,30.2,-2.399305,-0.172224,30.112051,32.023107,44.689471,30.112149,0
378782418,32.085769,16.50979,2,0.920837,-0.003052,-0.031677,0.388672,-0.17,0.67,30.2,-2.431244,-0.228074,30.109051,32.469622,45.011982,30.109085,0
378792036,32.825332,16.50979,2,0.914734,-0.00354,-0.031738,0.402832,-0.05,0.81,30.2,-2.470105,-0.066402,30.109683,33.109765,45.563578,30.109676,0
378804857,33.102554,16.514433,2,0.908264,-0.004028,-0.031677,0.417175,0.11,0.78,30.15,-2.355647,0.015629,30.068151,33.692214,45.943655,30.068608,0
378813240,34.307189,16.500502,2,0.901428,-0.004578,-0.031494,0.431763,-0.01,0.69,29.21,-2.317144,-0.128404,29.125842,34.43611,46.741955,29.136231,0
378822364,34.491851,16.500502,2,0.894226,-0.005127,-0.03125,0.446533,0.23,0.73,27.26,-2.093269,0.111776,27.190059,34.895987,47.032735,27.211506,0
378842570,35.045364,16.50979,2,0.878601,-0.006348,-0.030518,0.476501,0.37,0.48,21.22,-1.466733,0.191479,21.177054,35.938282,47.572272,21.243552,0
378852034,36.250213,16.495859,2,0.870239,-0.00708,-0.030029,0.491699,0.21,0.48,19.11,-1.434342,0.098814,19.063043,36.574053,48.13027,19.087071,0
378861724,36.249191,16.505146,2,0.861389,-0.007812,-0.029541,0.507019,0.57,0.4,17.5,-1.10252,0.403755,17.474447,36.851541,47.996172,17.492218,0
378875931,37.17427,16.505146,2,0.852112,-0.008667,-0.028992,0.522522,0.59,0.5,12.25,-0.894367,0.562377,12.22884,37.723399,48.437193,12.286841,0
378883515,38.562576,16.500502,2,0.842346,-0.009583,-0.028442,0.538086,0.62,0.52,12.25,-0.924436,0.60396,12.226934,38.580463,49.347941,12.227594,0
378892410,39.3031,16.500502,2,0.832153,-0.01062,-0.027832,0.553772,0.86,0.62,10.41,-0.844495,0.89583,10.391175,39.437951,49.982945,10.411411,0
378904883,39.116805,16.50979,2,0.821411,-0.011719,-0.027283,0.56958,0.9,0.43,8.96,-0.608587,0.887627,8.950882,39.875726,49.865319,8.966977,0
378913049,39.858413,16.500502,2,0.810242,-0.012939,-0.026733,0.585388,1.22,0.48,5.62,-0.401486,1.250959,5.619367,40.27306,49.896277,5.656256,0
378922192,40.412216,16.50979,2,0.798523,-0.014221,-0.026184,0.601257,1.43,0.37,3.8,-0.184782,1.44319,3.808543,40.809877,50.032124,3.828904,0
378934762,40.875961,16.505146,2,0.786316,-0.015625,-0.025696,0.617126,1.35,0.52,2.07,-0.307883,1.420158,2.065505,41.477297,50.105442,2.084937,0
378942960,40.87442,16.514433,2,0.77356,-0.017212,-0.025391,0.632935,1.85,0.51,0.54,-0.166565,1.911286,0.541375,41.538001,49.591483,0.558385,0
378952084,41.430831,16.505146,2,0.760376,-0.018982,-0.025208,0.648743,1.94,0.91,-2.55,-0.431787,2.068972,-2.574365,41.928391,49.489698,-2.539842,0
378964646,42.44905,16.500502,2,0.746643,-0.020874,-0.025208,0.664429,2.08,0.87,-3.85,-0.369707,2.175976,-3.877414,42.851976,49.814803,-3.862675,0
378972834,43.374694,16.500502,2,0.732361,-0.022888,-0.02533,0.680054,2.03,1.16,-5,-0.663208,2.114893,-5.055077,43.563231,50.22379,-5.041937,0
378982077,43.652191,16.505146,2,0.717651,-0.025024,-0.025696,0.695496,2.44,1.78,-6.06,-1.263896,2.493548,-6.166906,44.078638,50.231932,-6.154509,0
378994704,44.671142,16.500502,2,0.702393,-0.0271,-0.026123,0.710754,3.05,1.79,-7.7,-1.241224,3.021269,-7.818362,45.056321,50.562542,-7.800026,0
379002906,45.134048,16.505146,2,0.686768,-0.029297,-0.026672,0.725769,2.94,2.32,-8.5,-1.797661,2.794374,-8.67381,45.515891,50.558856,-8.664181,0
379012030,45.874542,16.505146,2,0.670715,-0.031311,-0.027405,0.74054,2.56,2.92,-9.18,-2.384127,2.246107,-9.413983,46.184234,50.73701,-9.40572,0
379024591,46.336471,16.50979,2,0.654236,-0.03302,-0.02832,0.755005,3.24,2.68,-9.72,-2.256741,2.821352,-9.955097,46.90913,50.72186,-9.949043,0
379032780,46.892669,16.50979,2,0.637451,-0.034363,-0.029419,0.769165,2.75,3.41,-10.52,-2.894961,2.084593,-10.822885,47.314568,50.618944,-10.813256,0
379041905,47.634826,16.500502,2,0.620361,-0.035339,-0.03064,0.782898,2.51,3.49,-10.79,-2.946862,1.691137,-11.106719,47.961222,50.753022,-11.103485,0
379054477,47.633285,16.50979,2,0.602966,-0.03595,-0.031799,0.796326,2.35,4.05,-10.81,-3.481731,1.243985,-11.185322,48.408034,50.375594,-11.18442,0
379062675,48.930267,16.50979,2,0.585327,-0.036133,-0.032898,0.809326,2.24,4.25,-11.19,-3.630395,0.921466,-11.587387,49.123937,50.733433,-11.582947,0
379071919,49.671035,16.50979,2,0.567505,-0.035828,-0.033752,0.821899,1.78,4.11,-11.87,-3.299235,0.387372,-12.244285,49.90887,51.023409,-12.236997,0
379084482,49.85649,16.50979,2,0.549377,-0.035217,-0.034302,0.834106,1.43,3.81,-12.19,-2.870148,0.038929,-12.52664,50.518473,50.827874,-12.523449,0
379092667,51.524719,16.500502,2,0.531006,-0.034363,-0.034607,0.845947,1.24,3.83,-12.58,-2.775779,-0.266289,-12.910698,51.518556,51.598012,-12.906431,0
379101899,51.895187,16.50979,2,0.51239,-0.033264,-0.034668,0.857422,0.87,3.55,-13.16,-2.304159,-0.577371,-13.450024,52.212208,51.751887,-13.444034,0
379114490,52.450652,16.50979,2,0.493469,-0.031982,-0.034424,0.868469,0.89,3.31,-13.5,-2.075855,-0.543961,-13.761982,53.001191,51.752547,-13.758478,0
379122690,53.562194,16.50979,2,0.474243,-0.030579,-0.033936,0.879211,0.5,3.3,-13.59,-1.851089,-0.973257,-13.836708,53.750995,52.128633,-13.835846,0
379131825,53.746688,16.519077,2,0.454773,-0.029114,-0.033142,0.889526,0.26,3.13,-13.73,-1.553333,-1.17175,-13.949625,54.224117,51.998015,-13.948371,0
379144406,54.396072,16.514433,2,0.434875,-0.027649,-0.032166,0.899475,0.02,2.87,-13.92,-1.170762,-1.291959,-14.105436,54.977027,51.945495,-14.103705,0
379152576,55.508315,16.514433,2,0.414673,-0.026184,-0.030884,0.909058,0.25,2.7,-13.92,-1.175686,-1.09797,-14.090095,55.709557,52.293541,-14.090245,0
379161730,56.063461,16.514433,2,0.394104,-0.02478,-0.029358,0.918274,-0.13,2.53,-13.91,-0.783121,-1.35582,-14.051858,56.392371,52.426491,-14.052281,0
379174320,56.434615,16.514433,2,0.373291,-0.023438,-0.027588,0.927002,-0.18,2.15,-13.92,-0.463991,-1.203891,-14.026993,57.075838,52.280622,-14.027272,0
379182489,57.547622,16.505146,2,0.352173,-0.022217,-0.025635,0.935303,-0.39,1.71,-13.95,-0.000087,-1.090197,-14.017486,57.776506,52.578126,-14.017594,0
379191709,58.010574,16.519077,2,0.33075,-0.021118,-0.02356,0.943176,-0.17,1.8,-13.98,-0.213816,-1.084334,-14.053029,58.396086,52.621818,-14.052638,0
379204263,58.566909,16.519077,2,0.309082,-0.020142,-0.021301,0.950562,-0.4,1.27,-14,0.298482,-0.868838,-14.033129,59.154793,52.570576,-14.033344,0
379212451,59.122207,16.519077,2,0.28717,-0.019409,-0.018982,0.95752,-0.44,1.29,-14,0.331664,-0.965876,-14.029079,59.565841,52.427227,-14.029126,0
379221694,59.679611,16.50979,2,0.265015,-0.018799,-0.016541,0.963928,-0.83,0.76,-13.97,0.953804,-0.771152,-13.961486,60.11565,52.382568,-13.962231,0
379234261,60.606796,16.50979,2,0.242615,-0.018433,-0.014099,0.969849,-0.39,0.84,-13.98,0.54444,-0.667238,-13.984152,61.05808,52.567057,-13.98391,0
379242428,60.977584,16.50979,2,0.219971,-0.018311,-0.011536,0.975281,-0.66,0.13,-13.95,1.109032,-0.199341,-13.920683,61.440168,52.382857,-13.921379,0
379251596,61.627395,16.514433,2,0.197144,-0.018433,-0.009033,0.980164,-0.42,0.61,-13.96,0.705684,-0.579203,-13.94979,62.028136,52.393888,-13.949477,0
379264215,62.553726,16.514433,2,0.174194,-0.018738,-0.006531,0.984497,-0.34,0.35,-13.94,0.745176,-0.357155,-13.924037,62.993411,52.602193,-13.924317,0
379272403,63.760757,16.50979,2,0.151001,-0.019348,-0.004089,0.988342,-0.15,-0.31,-13.92,0.785095,0.282248,-13.899244,63.869475,53.161839,-13.89952,0
379281565,63.667404,16.514433,2,0.127625,-0.020081,-0.001709,0.991638,-0.16,-0.38,-13.93,0.811672,0.302956,-13.909147,64.239056,52.88407,-13.909041,0
379294156,64.037765,16.514433,2,0.104065,-0.021118,0.00061,0.994324,-0.01,-0.7,-13.89,0.736224,0.604796,-13.874952,64.786924,52.562114,-13.875328,0
